Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.34045904788710296,0.34045904788710296,0.5398595864050704
1,0.34045904788710296,0.4044706296142726,0.8688167025587606
2,0.34045904788710296,1.0448585904810983,0.9328282842859303
3,0.5429345022671421,1.7134670148404876,0.9968398660130999
4,0.5429345022671421,2.2936111488951916,1.363960985258317
5,0.8833935501542451,2.8334707353002617,1.731082104503534
6,1.0393023041844323,3.088013527181426,2.19287272596468
7,1.0393023041844323,3.610390982011194,2.6546633474258257
8,1.0393023041844323,3.9813764548067447,3.13421778382051
9,1.0393023041844323,4.329131338599874,3.613772220215194
10,1.0393023041844323,4.767550900097019,4.05219178171234
11,1.0393023041844323,5.454046545812647,4.490611343209485
12,1.0393023041844323,5.6206780641814476,5.0129887980392525
13,1.0393023041844323,5.823153518561487,5.53536625286902
14,1.0393023041844323,6.302707954956171,5.90635172566457
15,1.0393023041844323,6.669829074201388,6.2773371984601205
16,1.6796902650512577,7.1316196956625335,6.617796246347224
17,1.6796902650512577,7.1316196956625335,6.958255294234327
18,1.6796902650512577,7.473165762040441,7.6447509399499545
19,2.2020677198810255,7.9884172415318115,8.331246585665582
20,2.2020677198810255,8.317374357685502,8.533722040045621
21,2.2020677198810255,8.47328311171569,8.73619749442566
22,2.2020677198810255,9.153404311430368,8.892106248455848
23,2.2020677198810255,9.72542065115156,9.048015002486036
24,2.2020677198810255,10.475187406377641,9.716623426845425
25,2.2020677198810255,11.015046992782711,10.385231851204814
26,2.6816221562757097,11.494601429177395,10.900483330696185
27,3.3220101171425354,12.174722628892074,11.415734810187555
28,3.3220101171425354,12.377198083272113,11.670277602068719
29,3.3220101171425354,13.017586044138937,11.924820393949883
30,3.3220101171425354,13.686194468498327,12.272575277743012
31,3.3220101171425354,13.842103222528515,12.620330161536142
32,3.3220101171425354,13.906114804255685,12.961876227914049
33,3.3220101171425354,14.428492259085452,13.303422294291956
34,3.3220101171425354,14.799477731881003,13.88356642834666
35,3.3220101171425354,15.128434848034694,14.463710562401364
36,3.5765529090237,15.295066366403494,14.463710562401364
37,3.5765529090237,15.875210500458198,14.463710562401364
38,3.5765529090237,16.44722684017939,15.035726902122557
39,4.09180438851507,16.7887729065573,15.60774324184375
40,4.09180438851507,17.53853966178338,16.35750999706983
41,4.346347180396234,17.886294545576508,17.10727675229591
42,4.346347180396234,18.401546025067876,17.47826222509146
43,4.512978698765035,18.86333664652902,18.146870649450847
44,4.679610217133836,19.54983229224465,18.313502167819646
45,5.027365100926965,19.89029134013175,18.480133686188445
46,5.027365100926965,20.328710901628895,19.16025488590312
47,5.027365100926965,20.69583202087411,19.840376085617798
48,5.027365100926965,20.950374812755275,20.181922151995707
49,5.027365100926965,20.950374812755275,20.348553670364506
50,5.027365100926965,20.950374812755275,20.98894163123133
51,5.027365100926965,21.290833860642376,21.629329592098156
52,5.281907892808129,21.354845442369545,22.379096347324236
53,5.7436985142692745,21.521476960738344,22.379096347324236
54,5.7436985142692745,21.776019752619508,22.951112687045427
55,5.7436985142692745,22.117565818997416,23.298867570838556
56,5.7436985142692745,22.44652293515111,23.55341036271972
57,6.20548913573042,22.602431689181294,24.233531562434397
58,6.20548913573042,23.06422231064244,24.873919523301222
59,6.20548913573042,23.431343429887654,25.335710144762366
60,6.20548913573042,23.8697629913848,25.399721726489535
61,6.372120654099221,24.07223844576484,26.086217372205162
62,6.372120654099221,24.41999332955797,26.426676420092264
63,6.538752172468022,24.942370784387737,26.681219211973428
64,6.538752172468022,25.313356257183287,27.119638773470573
65,6.538752172468022,25.885372596904478,27.322114227850612
66,6.538752172468022,26.400624076395847,27.478022981880798
67,6.538752172468022,26.98076821045055,28.0581671159355
68,6.538752172468022,27.667263856166176,28.398626163822602
69,6.538752172468022,28.20712344257125,28.92100361865237
70,6.538752172468022,28.875731866930636,29.26254968503028
71,6.538752172468022,29.355286303325318,29.777801164521648
72,6.538752172468022,30.1050530585514,30.300178619351417
73,6.538752172468022,30.1050530585514,30.300178619351417
74,7.1791401333348475,30.745441019418223,30.64063766723852
75,7.1791401333348475,30.80945260114539,31.1201921036332
76,7.7592842673895515,30.965361355175578,31.32266755801324
77,7.7592842673895515,31.131992873544377,31.689788677258456
78,7.7592842673895515,31.812114073259053,32.06077415005401
79,7.7592842673895515,32.15366013963696,32.6327904897752
80,7.7592842673895515,32.356135594017005,32.99991160902042
81,7.7592842673895515,32.61067838589817,33.166543127389225
82,7.7592842673895515,32.93963550205186,33.8466643271039
83,7.7592842673895515,33.28009454993896,34.30845494856505
84,8.013827059270715,33.65108002273451,34.988576148279726
85,8.013827059270715,34.11287064419566,35.336331032072856
86,8.013827059270715,34.47999176344088,35.40034261380003
87,8.013827059270715,34.91841132493803,35.879897050194714
88,8.013827059270715,34.9824229066652,36.46004118424942
89,8.013827059270715,35.504800361494965,37.12864960860881
90,8.013827059270715,35.504800361494965,37.284558362639
91,8.013827059270715,36.04465994790004,37.85657470236019
92,8.013827059270715,36.392414831693166,38.52518312671958
93,8.013827059270715,36.907666311184535,39.21167877243521
94,8.013827059270715,37.48781044523924,39.73405622726497
95,8.763593814496796,37.96736488163393,40.31420036131968
96,8.763593814496796,38.53938122135512,40.51667581569972
97,8.763593814496796,38.706012739723924,40.86443069949285
98,9.24314825089148,38.86192149375411,41.504818660359675
99,9.24314825089148,39.06439694813415,41.56883024208685
100,9.24314825089148,39.128408529861325,41.9398157148824
101,9.24314825089148,39.38295132174249,42.626311360598024
102,9.24314825089148,39.71190843789618,43.3760781158241
103,9.24314825089148,40.053454504274086,44.04468654018349
104,9.24314825089148,40.72206292863348,44.55993801967486
105,9.24314825089148,40.72206292863348,44.90148408605277
106,9.24314825089148,41.06252197652058,45.06811560442157
107,9.24314825089148,41.7490176222362,45.708503565288396
108,9.24314825089148,42.09677250602933,46.146923126785545
109,9.40977976926028,42.73716046689616,46.66217460627691
110,9.40977976926028,43.41728166661083,46.8180833603071
111,9.780765242055832,43.85570122810798,47.27987398176825
112,9.780765242055832,44.2228223473532,47.64699510101347
113,9.780765242055832,44.593807820148754,48.39676185623954
114,9.780765242055832,44.76043933851756,48.83518141773669
115,9.780765242055832,44.91634809254774,49.31473585413138
116,10.421153202922657,44.980359674274915,49.75315541562853
117,10.421153202922657,45.50273712910468,50.100910299421656
118,11.107648848638284,45.96452775056583,50.3033857538017
