Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit,thompson check
0,0.5703471051640345,0.46997118647768843,0.46997118647768843,0.46997118647768843,0.5318540384646392
1,0.9875512411111057,1.1089846841267872,1.1089846841267872,1.1089846841267872,1.1259477662671853
2,1.4571436743724362,1.698057431326982,1.698057431326982,1.698057431326982,1.5524567638547928
3,1.6955334867677334,2.208324586311951,2.208324586311951,2.208324586311951,1.9988732682773258
4,2.1163304793255504,2.592104917113955,2.592104917113955,2.592104917113955,2.532168996812651
5,2.6626510288207257,3.0888683302887388,3.0888683302887388,3.0888683302887388,3.0030687902842255
6,2.9722783599156566,3.557473519532105,3.557473519532105,3.557473519532105,3.616150549804714
7,3.3624472085767207,4.048448480289369,4.048448480289369,4.048448480289369,4.142093321443564
8,3.6066555259637942,4.597115404060852,4.597115404060852,4.597115404060852,4.6839326229512155
9,3.975050046649474,5.061500507403894,5.061500507403894,5.061500507403894,5.189328934783254
10,4.229414064018074,5.075420958319673,5.328087777203546,5.141494458588002,5.638092704465192
11,4.545307073371422,5.129558110064003,5.5976330670679015,5.431203915853431,5.995348933908186
12,4.834802400385557,5.208397304057175,5.967929105672608,5.691280985977562,6.298613332545161
13,5.021352971715897,5.21413435594617,6.299511399823927,5.965212271158359,6.889422795022052
14,5.274024365617438,5.277175962688237,6.897089423527127,6.259173703847186,7.347813153917869
15,5.59118492537968,5.349297161913761,7.238890139927678,6.455561142657198,7.833833373603528
16,5.775910557475845,5.384555038434532,7.747412286378969,6.780064383781465,8.363639042776935
17,6.097867088797327,5.467512862405376,8.10413106457259,7.015964788504414,8.889160878311028
18,6.284087535973507,5.503351997414777,8.553420796575354,7.201871632175615,9.199100708238571
19,6.4594510365071685,5.585017981499048,8.799283806153161,7.498151893290945,9.592645125024564
20,6.669441554812359,5.637059603591664,9.10263256185579,7.702137640986824,9.815563642976066
21,6.8244407982224065,5.660008999245067,9.394100426018543,7.889619206846392,10.229395211394673
22,7.116179017080386,5.721794135828881,9.892120102814486,7.959783160935062,10.720490005218656
23,7.36556925216856,5.923532583037291,10.199430369567635,8.145309686246263,11.175890611426222
24,7.720992767280225,6.008421494584905,10.302020582331927,8.314388732512075,11.49684338756375
25,7.898568254097387,6.03893592537428,10.577539900251605,8.448428048632515,11.893962648678642
26,8.076463774784855,6.111133915054134,10.816465466903434,8.668105202329603,12.363810924035972
27,8.302629422036057,6.2103088327388845,11.041785637978615,8.75006893350823,12.881646110033296
28,8.586737258034976,6.265927668812749,11.541554374052263,8.75006893350823,13.245909249702581
29,8.757581849941891,6.389144130895736,11.688082170193397,8.795457606718742,13.695710425507617
30,9.096853365681355,6.518232497158922,11.931767565839952,8.870902932767265,14.185379493103861
31,9.15879177122427,6.538109074276136,12.329795626974754,8.923133954735437,14.538456859073435
32,9.408731685597658,6.576940646533851,12.66502205818134,8.989655456188494,14.930384401578213
33,9.468856275104155,6.584079166790294,12.96702570944223,9.095507214040985,15.318308163293466
34,9.585802997915886,6.722011583771848,13.145341904690506,9.191897406087739,15.553306110294926
35,9.717693448822537,6.7422190674704385,13.380218782178497,9.239924575815369,15.977646789090969
36,9.951873349040293,6.788136168725101,13.778767651079821,9.317205765995542,16.244358886050087
37,10.185538541937474,6.844294781610195,14.047007568262746,9.331596653095351,16.443276977144905
38,10.465518948782842,6.867274618280321,14.352239220398198,9.383864323554413,16.870589477967396
39,10.625653430270107,6.940643925975903,14.470310194383018,9.437835245524239,17.28059843075927
40,10.81649285766958,6.987961411590673,14.77891845673338,9.621459704385611,17.52552450746021
41,10.881442689857316,7.06132757307801,14.960337381181123,9.737710861924914,17.8000983031562
42,10.996599406003273,7.081035595237812,15.261107030747567,9.768621435376298,18.091232944760662
43,11.15075385178798,7.120961535496447,15.433243772507705,9.800524621947249,18.38271910146762
44,11.366187038346661,7.1628358926731766,15.787949783157424,9.816318269019774,18.622096686509607
45,11.543784374135532,7.3037160459929895,15.863611896065212,9.865416000533475,18.816603838527772
46,11.82546856968965,7.375115921828288,15.971099173210979,9.875887435988659,19.093981913531096
47,12.09643331312547,7.476668549270201,16.1799619721892,9.899810513572834,19.2954925410751
48,12.242908594643893,7.598882612439889,16.35160901673144,9.917712288856254,19.63471121722816
49,12.518721356246145,7.630876304292589,16.540412714252867,9.968051422889541,19.858095866906062
50,12.635533912862295,7.637749094066974,16.677216228328625,10.11764412557966,20.008740354082587
51,12.764650044318007,7.7450761728204,16.731385066280872,10.151652947758821,20.136915408260855
52,13.06575286587714,7.806768199148486,16.881595934510184,10.192459891307742,20.438185589534505
53,13.153162211680302,7.830477153003228,16.99313326440582,10.195409445229547,20.606702603500047
54,13.18815328402184,7.915181084071369,17.14233176307689,10.262400231755965,20.644425681228192
55,13.224545824730825,7.969010356374265,17.16386246203841,10.269860240566326,20.717347944214858
56,13.376234742753756,7.981295607865865,17.17213672018024,10.311641366745846,20.938377893347585
57,13.531465520651144,7.988434128122307,17.2050324188616,10.3215217989571,21.087862802877716
58,13.569527311707649,8.026436627108668,17.37034087401596,10.334306511987489,21.199749453330366
59,13.69926660066422,8.14462928276416,17.54377593344757,10.334306511987489,21.227710472859947
60,13.90747328535662,8.181405089294014,17.566994843790983,10.347375475429635,21.528362272847268
61,14.176489659545407,8.189179885897058,17.66381498273522,10.362258254908198,21.738443709168656
62,14.259502327700414,8.287563711398928,17.69879826800863,10.372138687119453,21.95428960923767
