Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.1453889181468641,0.3676549719047867
1,0.4698296116333829,0.6920956653913055
2,0.615218529780247,1.0732166903012446
3,1.3248960144650277,1.0732166903012446
4,1.4702849326118919,1.325204696989592
5,1.615673850758756,1.783705588914696
6,1.7610627689056202,2.2595644129593073
7,1.9064516870524844,2.420164699757835
8,2.0518406051993483,2.565553617904699
9,2.376281298685867,3.0219847664528086
10,2.5216702168327307,3.417268520768213
11,2.6670591349795947,3.738475602238856
12,2.8124480531264586,4.195514551968326
13,3.207731807441863,4.277306130378002
14,3.46146343928053,4.547349118757828
15,3.8567471935959343,5.099718481761527
16,4.002136111742798,5.528768971246981
17,4.147525029889662,6.011471682978808
18,4.542808784205066,6.3571683909399574
19,5.018667608249677,6.610900022778624
20,5.164056526396541,6.920623040578894
21,5.309445444543405,7.766465439488488
22,5.582083958283311,8.476142924173269
23,5.727472876430175,9.048941539289423
24,5.872861794577039,9.32158005302933
25,6.58253927926182,9.594218566769236
26,6.7279281974086835,9.847950198607903
27,6.8733171155555475,9.929741777017579
28,7.018706033702411,10.239464794817849
