Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta
0,0.9785557033195319,0.9819233721322668,15.48162141664729
1,0.9743899858087227,0.9488546858672258,14.163021106107294
2,0.9556481472463704,0.9356578995075834,14.208184085677885
3,0.9270672844098925,0.9202975894233323,14.135707572180056
4,0.9146656000055137,0.8795801929374406,13.644630193737521
5,0.9088047592470583,0.87018705473102,12.743797571293188
6,0.9082376457335751,0.8489501875271468,12.383508960045198
7,0.8948229686001428,0.8183085088052675,13.000025677993182
8,0.8863309349518905,0.8059118825170165,12.313392028697944
9,0.8884541978131508,0.8021781783023032,12.537768665657813
10,0.8806046363821454,0.8049962313117524,13.131030576992355
11,0.8823632827442216,0.8093617186052819,12.395934928955478
12,0.8593510192548426,0.8046191863421914,11.322991093219827
13,0.84723831220304,0.8006316390919086,10.494675286376117
14,0.8452814360459856,0.7856572909742221,9.507558309204736
15,0.8441463181613997,0.778880326841513,9.795957253869016
16,0.8329452763895391,0.7591750557850342,7.710290664861718
17,0.8308875545809397,0.7460169856952502,7.08925604313287
18,0.8271559758244494,0.7338608761696889,7.853887382865862
19,0.8151060614568048,0.7269183124679971,7.862669444615501
20,0.8076050827290719,0.7069585595090748,6.2919798821712245
21,0.7821171655571961,0.7158277994901887,4.976003335352408
22,0.7732712908398933,0.7087580728166374,4.3902105805283655
23,0.7730912870531,0.7060941306511446,3.9294788239914156
24,0.759669144928092,0.6885973040226957,2.7057619692700596
25,0.7687282928878351,0.6766279912049273,2.348277316608831
26,0.7578003938580177,0.675261728543499,1.6087723204314492
27,0.7575340615618533,0.6662186259933999,1.5892749287154893
28,0.7568459293510706,0.6635887126951524,1.6326247153612798
29,0.772902102217074,0.6660621259500115,1.4654591065747706
30,0.7623328963426432,0.6700325797145619,1.4528635320419014
31,0.7579871757389202,0.6493452884386272,1.348005002337883
32,0.7607176318324644,0.6444262212951695,1.256939706906636
33,0.7626468529237342,0.6367160501185338,1.4800680021326569
34,0.7589016253746597,0.6187219501647508,1.6131828829536559
35,0.7627933920916452,0.6301442065814031,1.2686235479151486
36,0.7592149645676891,0.6015689244526655,1.1450962082805467
37,0.756477053283572,0.5948154564886904,1.3845823232915986
38,0.7585193994586811,0.5994985656082773,1.202436441384722
39,0.7536088420791469,0.6076866414906001,1.1286098873077879
40,0.7557654050679946,0.5918450524081081,1.1036711693717272
41,0.7624779034108042,0.5916966114509201,1.0901771851271356
42,0.7529131638344427,0.5853687356499417,1.2255058267972616
43,0.75141011897417,0.5726454389281707,1.1951657908380116
44,0.7502052231442858,0.5878788803880988,1.1377013758018748
45,0.7336351686130765,0.5800262425190278,1.1424323831528886
46,0.7276238390827316,0.5738586631890901,1.1312303951404954
47,0.7208516007956502,0.5671132941959557,1.0862001377277108
48,0.7182785656079329,0.550528135526281,1.1026237945545578
49,0.7158157674106181,0.5638738762213256,1.189215045317501
50,0.7156550567751097,0.5649994370579,1.1028060447373815
51,0.7156601598834161,0.5610766665462659,1.0952230057737955
52,0.7004081509875741,0.5533306702001932,1.1418004812704052
53,0.6787377560624317,0.5534860435682352,1.0466636644167666
54,0.668548377747684,0.5462832118013753,1.0877030265653365
55,0.6730901419931374,0.5384475661325929,1.092926928490783
56,0.6805986120600271,0.5372241026109815,1.081021112728708
57,0.6836152095804368,0.5321649923824168,1.0774660559518825
58,0.6826579334933481,0.5238542421187355,1.1404620672230774
59,0.6802514150016956,0.5107997648524282,1.0108164777506752
60,0.6717712027020409,0.5115536796477514,1.2036128311549548
61,0.6718820484429258,0.4902771670793619,0.9676486631685174
62,0.6779880220233525,0.4816520806409983,1.12923379579798
63,0.6683054624477943,0.46895578366697654,1.2359291905720977
64,0.6710524510490714,0.4709477339345748,1.1649414338773618
65,0.658600391222836,0.4723315651865859,1.06353212878127
66,0.6598157928981208,0.4685491776954299,1.1248971537948553
67,0.6465935733850084,0.4559700735864777,0.9099246434733651
68,0.6442121308860187,0.4514930874127508,0.9822427226519806
69,0.6448015915672436,0.4474506744191742,0.9417740736178384
70,0.6350791179388707,0.43883522510784106,0.9820672750630942
71,0.6356234487525246,0.43805046389214475,0.9171095643141751
72,0.6353525803458047,0.43564161511222077,1.0584442045264533
73,0.6418255231086566,0.4312702282719014,0.9809366287029816
74,0.6437452539301697,0.438689884237875,1.0094289501012512
75,0.636843843989298,0.4291257432892627,0.783775008073931
76,0.6332537874240474,0.42490862976776445,0.9871713914441937
77,0.6282077100719868,0.4071980416750355,0.9877796941537362
78,0.6220245859912525,0.40075300983014667,0.9060004949979341
79,0.6245704768916962,0.39954415452350645,0.8887656342797708
80,0.6283106881958744,0.3942575778029275,1.005117421119703
81,0.6221526145152317,0.3934743209230579,1.0400938918480718
82,0.6198880716598657,0.3951235727742366,0.9536261335471334
83,0.61874060419931,0.39172306430920156,1.0137280661271342
84,0.6206916363141267,0.4033333123768933,0.9471942500722198
85,0.6236958897399353,0.40393450081522175,1.0975012245393692
86,0.6190587881218729,0.39944888319943267,0.8832401814952968
87,0.6192161270141102,0.3973528650120706,1.2072114482467438
88,0.6158317075906435,0.39849458121703435,1.0064922760564732
89,0.615814361322831,0.4010039762156595,1.0483614954791727
90,0.6097714239565334,0.4037577961348749,0.949965910371436
91,0.593583855125763,0.4033938699650377,0.9529272182154586
92,0.5976969383465642,0.39238016479459337,1.010152523440388
93,0.5871795071454636,0.3915124028962558,0.9795592835665368
94,0.5898918748684039,0.3908617115062028,0.9394783233669584
95,0.5902761285944995,0.3938846843369739,0.9643674254536139
96,0.5903651759723628,0.38880892299024294,0.9816575480563078
97,0.5878134673470014,0.38959590810340006,0.9185831035037468
98,0.5876110215880341,0.3915167542466632,1.1146767122415784
99,0.578963644916716,0.38364334543669,0.9233282569210193
100,0.5800689242651299,0.382077938608923,0.8815386489116858
101,0.5808859143204983,0.3810145436603191,0.8307020806245138
102,0.5719677143442828,0.38016383438324797,0.9067735537165325
103,0.5722803496255146,0.3808886352629789,0.8491020372123257
104,0.5740691872006862,0.3794533061011334,0.9731953140621293
105,0.5747891176270458,0.3789325186366324,1.0216413614377982
106,0.5710295679793445,0.3798527971301904,0.9618384427548546
107,0.5696396698897954,0.3797562770847481,0.9760299285095089
108,0.5698552568430495,0.3793032303063798,0.9261989209747583
109,0.574140889213163,0.37844729950622447,1.0289671684714485
110,0.5480220742495934,0.37938478894739347,0.9226047904499859
111,0.5456095063064376,0.38003554072305384,0.8571085925695874
112,0.5543349201197971,0.38089979006000374,0.9373032738367769
113,0.5547032001751857,0.3778356829912253,0.8257795001852577
114,0.5543868385867798,0.3790021717722624,0.9095964189861666
115,0.5557934302366505,0.3781643503519234,0.9631822668407709
116,0.5568110497987394,0.3778563616792848,0.9441447499690131
117,0.5568378744326681,0.3749576765741306,0.9654753933130618
118,0.5561697433514949,0.37308394357745034,0.891660655775229
119,0.5560631104427597,0.3732066352349994,0.919605627580202
120,0.5504841645007428,0.3731755295197505,0.9791257248072387
121,0.5507045092677046,0.3725279555168298,0.9200796294859742
122,0.5467325133593659,0.3729469951021969,1.0070459580700184
123,0.5368729921948858,0.37413439113333147,0.9495950515800518
124,0.5391117231747417,0.377928653272515,0.9944463202033562
125,0.5401710126474423,0.3768100694388625,0.8888735307334311
126,0.5423063387739758,0.37734053348651364,0.9395407383069804
127,0.5360754690044154,0.3756349820327302,0.9207622882152252
128,0.543656701712318,0.3736894331835918,0.8558571328627123
