Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9817859342193669
1,0.9640277545112894
2,0.9562661738476917
3,0.9424678730561888
4,0.9231403140875487
5,0.9232327177360661
6,0.9235153455527595
7,0.914669220726301
8,0.904370924817241
9,0.8994058285851481
10,0.8863499080616075
11,0.874217981367512
12,0.875434835776181
13,0.8715572485250066
14,0.861634138774624
15,0.8526419206314652
16,0.8524994368430392
17,0.8429788728318057
18,0.8418825431388239
19,0.8402156438776427
20,0.8297847558805597
21,0.8144900747272065
22,0.8113257072659529
23,0.8084431219494081
24,0.7971035980223029
25,0.7924070949572036
26,0.7880274376195265
27,0.7562713844465698
28,0.7560151422207928
29,0.7545514861894054
30,0.7447974989057735
31,0.7426444619110867
32,0.7366638693510941
33,0.7359393891954046
34,0.7327082852299033
35,0.7225955462084952
36,0.7222484124674736
37,0.718728486344623
38,0.7115962246194499
39,0.7092681849422655
40,0.7084339491594548
41,0.705833823826397
42,0.7053343548320244
43,0.7036994229723523
44,0.6997708308910822
45,0.700077321531265
46,0.6863184328722564
47,0.6845269719104278
48,0.6848702077475601
49,0.6841300322998123
50,0.6842621938365747
51,0.6822526169806648
52,0.680487324951833
53,0.6806845601731655
54,0.6582459779840896
55,0.6581730216040723
56,0.6582465157255829
57,0.6582565895076432
58,0.6555964772564874
59,0.652463689226997
60,0.6527046551985876
61,0.6528441148609732
62,0.6507173571224193
63,0.650847123340495
64,0.6470179007926996
65,0.646783881524384
66,0.6467952869167313
67,0.638712932991862
68,0.6387172552383615
69,0.6347726867506297
70,0.6338231962373579
71,0.6338426472880313
72,0.6352734905183419
73,0.636558000703051
74,0.6355136885811763
75,0.6355776693973355
76,0.635521570052046
77,0.6355190744379361
78,0.6314922000318118
79,0.6332662794628574
80,0.6323255937690364
81,0.6246776835460365
82,0.621477469412326
83,0.621090743470903
84,0.6116601426020886
85,0.6134736831238914
86,0.6133433553202864
87,0.6146671192158769
88,0.6144717061849961
89,0.6144737939259731
90,0.6116125955347428
91,0.6123480962573314
92,0.6118788887535851
93,0.6108870050029894
94,0.6108739368084184
95,0.6106081057556747
96,0.6097060065185514
97,0.6125807694126311
98,0.6118452638447385
99,0.6112533877002502
100,0.6112251948959708
101,0.6110254487879588
102,0.6102600945816925
103,0.6012536193510316
104,0.6005667355637012
105,0.6005573873196133
106,0.600548242787506
107,0.6042488797547231
108,0.6042385112671083
109,0.6042293076937088
110,0.6023194532903676
111,0.6010063955316466
112,0.6010082489839013
113,0.5940464695784777
114,0.5946776450805811
115,0.5899917702586996
116,0.5860297608397929
117,0.5786556858700784
118,0.5794086276749534
119,0.5777818673613978
120,0.577401277305632
121,0.5783907794610328
122,0.5672527886345418
123,0.5653752530975957
124,0.5633201137621265
125,0.5624318049310546
126,0.5623411355413747
127,0.5620300614853708
128,0.5620626602847317
129,0.5595310863460237
130,0.5606907535886176
131,0.559275540506688
132,0.5584745938648839
133,0.558603706609697
