Time(Iteration),EpsilonGreedyMultiArmedBandit,ThompsonSamplingMultiArmedBandit,Upperasdl;kj;ldkjf;lasdfasdfasdfa
0,0.18205652163617883,0.6171696005894027,0.6783630276191074
1,0.4973894942835674,0.847566117174893,1.3567260552382148
2,0.9806803074349995,1.0323154376437549,1.945338815735396
3,1.4850483476043723,1.5586771056676958,2.297042089341324
4,1.7943857846572917,1.9283994468045336,2.3298224139788615
5,2.452218293691759,2.4799192218022563,2.4146229312525094
6,2.8364031558344394,2.6825568147398062,2.6032955167711824
7,2.857847098258847,2.8506529459298564,2.638051289379473
8,3.149162183813139,2.9536921122800237,2.8733458447613183
9,3.497529483376701,3.0711639908012076,3.2219107020654114
10,3.75387704695346,3.2507664865619965,3.254691026702949
11,3.9138834083871084,3.3622729918651366,3.52031125995975
12,4.255508391904637,3.5684662547584063,3.556296877945176
13,4.546576271165708,3.5789637258238947,3.694519260050987
14,4.546576271165708,3.6464998230697234,3.7292750326592783
15,4.578517684655604,3.7128436072315596,3.8298350666034993
16,4.7943620321545355,3.7378827538580657,4.046919679649276
17,5.069441683467657,3.772638526466357,4.125829691401377
18,5.285286030966588,3.8924510501010126,4.319162937064462
19,5.394281541172168,4.020283304675246,4.3733872041264075
20,5.6324996011138495,4.136529225586795,4.3984263507529135
21,5.751838495412582,4.151070901147813,4.511716929766129
22,5.9994536389724615,4.231956360870667,4.852258735959365
23,6.123241689051166,4.231956360870667,5.098483630150779
24,6.241904433283656,4.552723497269658,5.156303101414823
25,6.627579386049375,4.552723497269658,5.268949930356774
26,6.662335158657667,4.596001292972684,5.617144912695363
27,7.100471827082271,4.738891823200302,5.660422708398389
28,7.100471827082271,4.771672147837839,5.818117967899559
29,7.382941847389705,4.802383715950602,5.896189068504017
30,7.491937357595286,4.88045481655506,5.910730744065035
31,7.600932867800867,4.900668913602334,5.954008539768061
32,7.808938025265273,4.93261032709223,5.975452482192469
33,8.056553168825152,4.954054269516638,6.1881833693869615
34,8.169843747838367,4.954054269516638,6.267093381139062
35,8.427252583919556,5.098432310441877,6.2775908522045505
36,8.52651768662064,5.133188083050168,6.391397630466652
37,8.65635405198486,5.153402180097442,6.423339043956548
38,8.878640141203658,5.153402180097442,6.590473567789762
39,9.086645298668063,5.207626447159386,6.821525933038738
40,9.199935877681279,5.207626447159386,6.87815309121879
41,9.199935877681279,5.207626447159386,6.898367188266064
42,9.410934752735361,5.3215031214784725,7.024642636180083
43,9.522668525088362,5.3215031214784725,7.105398948958202
44,9.5554488497259,5.367632808593035,7.293304470915885
45,9.783783254230213,5.486295552825526,7.431634196555608
46,9.829912941344777,5.5077394952499334,7.431634196555608
47,9.946158862256326,5.5077394952499334,7.571187187901614
48,10.174138555520873,5.619473267602933,7.6826936932047545
49,10.264201118399606,5.619473267602933,7.7405131644687994
50,10.531953338573945,5.682829842452174,7.751010635534288
51,10.677348128389593,5.697371518013191,7.9087058950354585
52,10.898077410948172,5.697371518013191,7.944691513020885
53,10.898077410948172,5.743501205127754,8.001318671200938
54,11.339112848467352,5.753998676193243,8.001318671200938
55,11.472317268260861,5.753998676193243,8.03607444380923
56,11.472317268260861,5.753998676193243,8.079352239512257
57,11.493761210685268,5.753998676193243,8.100796181936664
58,11.582427473850942,5.753998676193243,8.383930311667873
59,11.709772296838231,5.753998676193243,8.530887800692184
60,11.921104495778614,5.77544261861765,8.530887800692184
61,12.030100005984195,5.8004817652441565,8.530887800692184
62,12.267883373569656,5.8004817652441565,8.623500576857662
63,12.387222267868388,5.901041799188378,8.755546004196285
64,12.60306661536732,5.901041799188378,8.755546004196285
65,12.732226830665299,5.922485741612785,8.770087679757303
66,12.887352027985443,6.011152004778459,8.800799247870065
67,13.025971661339742,6.031366101825732,8.822243190294474
68,13.281095044418247,6.031366101825732,8.903838414220235
69,13.527571717077723,6.031366101825732,8.928877560846741
70,13.626836819778806,6.031366101825732,8.996451190385713
71,13.863177152971677,6.031366101825732,9.010992865946731
72,13.951843416137347,6.031366101825732,9.253036632999876
73,14.103286485007374,6.041863572891221,9.274480575424285
74,14.39609988940796,6.041863572891221,9.284978046489773
75,14.584031255274715,6.041863572891221,9.284978046489773
76,14.584031255274715,6.05236104395671,9.481674359033583
77,14.605475197699121,6.05236104395671,9.582234392977805
78,14.805875233217794,6.225835554058562,9.731510589976446
79,14.925354432966149,6.325100656759646,9.731510589976446
80,15.127311275145036,6.325100656759646,9.790822960330157
81,15.264792437598931,6.325100656759646,9.838144960528714
82,15.285006534646204,6.325100656759646,9.838144960528714
83,15.63128867851961,6.345314753806919,9.957637941799785
84,15.63128867851961,6.3598564293679365,9.977852038847058
85,15.63128867851961,6.3598564293679365,10.045425668386029
86,15.769908311873909,6.3598564293679365,10.191911402815748
87,16.163896312534856,6.3598564293679365,10.191911402815748
88,16.29124113552215,6.459454855955319,10.298885810271445
89,16.29124113552215,6.459454855955319,10.309383281336933
90,16.599231545334455,6.459454855955319,10.463477948243959
91,16.82151763455325,6.459454855955319,10.484921890668366
92,16.82151763455325,6.459454855955319,10.54274136193241
93,16.82151763455325,6.459454855955319,10.613000203645042
94,16.874512056238057,6.459454855955319,10.659129890759605
95,16.99317480047055,6.459454855955319,10.843002767787684
96,17.258397942586573,6.572745434968534,10.843002767787684
97,17.56397152907794,6.572745434968534,10.864446710212093
98,17.69131635206523,6.572745434968534,10.8894858568386
99,17.829935985419528,6.583242906034023,10.8894858568386
100,18.307947645564894,6.583242906034023,10.922266181476138
