Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.8456667183806299,0.5193693072794711
1,1.1553357116667222,1.1020236130706023
2,1.7379900174578535,1.4116926063566946
3,2.047659010743946,1.917765827483508
4,2.8933257291245758,2.4238390486103216
5,3.202994722410668,2.9719087668033146
6,3.5126637156967604,3.2324579054493205
7,4.095318021487891,3.453516527542957
8,4.404987014773984,4.299183245923587
9,4.924356322053455,4.822339372077782
10,5.234025315339548,5.065409904609576
11,5.565133303666729,5.387109371440542
12,5.896241291993911,5.959351488456848
13,6.205910285280003,6.204103067781827
14,6.515579278566096,7.049769786162457
15,6.825248271852189,7.049769786162457
16,7.134917265138282,7.442058396754042
17,7.4445862584243745,7.741354453001582
18,7.754255251710467,8.072555591454996
19,7.999006831035446,8.394255058285962
20,8.391295441627031,8.942324776478955
21,8.783584052218616,9.028984841588024
22,9.175872662810201,9.272055374119818
23,9.420624242135181,9.844297491136123
24,9.665375821460161,10.175405479463304
25,9.910127400785141,10.420157058788284
26,10.482369517801446,10.68070619743429
27,10.727121097126426,10.98000225368183
28,10.987670235772432,11.311203392135244
