Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta
0,0.9921613235617368,0.9729048977165796
1,0.9593207037740973,0.9664695291589942
2,0.9441313209469149,0.9546778814911047
3,0.9272532714757002,0.9415167722247471
4,0.9212902310816228,0.9311700779422356
5,0.9063510824875326,0.9171335756941662
6,0.9033837331494791,0.8989897976928795
7,0.9033586646631464,0.8856752261281576
8,0.8885311340828157,0.8724548750290874
9,0.8808198282166722,0.8544571225227223
10,0.881334380420931,0.8277162337829793
11,0.8709311359733048,0.8281088459880429
12,0.8642153315372463,0.810135053751076
13,0.8617864910539808,0.8085544852366022
14,0.8526079771846412,0.7886292374430178
15,0.8512970248205244,0.7831338539985466
16,0.845443686202578,0.7741734886553114
17,0.8368811127076977,0.7625501818278163
18,0.8362685453352163,0.7611178575927081
19,0.8382846739012006,0.7592341761404036
20,0.8354109160748348,0.7586250791998683
21,0.8252714387101682,0.7564874201713814
22,0.826723887648105,0.7586514759227312
23,0.8214524062108695,0.7576265320902874
24,0.8187457833400023,0.752725126630012
25,0.8166516460455983,0.7593493381388722
26,0.8038310072645223,0.7582410804017439
27,0.8029375726684617,0.7612386465615121
28,0.804814889719905,0.7644125104739982
29,0.7996936673200883,0.7667339551834184
30,0.7992351943120013,0.7632389971917183
31,0.7985723971014913,0.7559878983824361
32,0.7908630494641753,0.7547504137404764
33,0.7905252857176567,0.7538152560559604
34,0.7922871671612552,0.7534752151407386
35,0.7924992198365439,0.7533356091098359
36,0.7946945473789292,0.7535855809712386
37,0.7941880723065518,0.7515812926224477
38,0.7856556950500634,0.7507631218723619
39,0.7900389482982692,0.7514781380837505
40,0.7896429846418516,0.7515374348141903
41,0.7889931211330485,0.752795694527238
42,0.7861382522104623,0.7523644805814994
43,0.7883228579682777,0.7520923390664006
44,0.7885203963687217,0.7517442693005482
45,0.7650481219587613,0.7503399261969508
46,0.7549359284178221,0.7509184172767158
47,0.7559961873969417,0.7511792683324257
48,0.7571746907032916,0.7512620641904332
49,0.757453770374196,0.7514436127797313
50,0.7491160611189718,0.7515116545978493
51,0.7488338268521291,0.7514403622030925
52,0.7469313586996759,0.7519287104267252
53,0.7473273479476985,0.7520954734299587
54,0.7479912105905158,0.7499772806618075
55,0.7490397113308054,0.7502384330615709
56,0.7504057108139602,0.7468828781240704
57,0.7498759668179705,0.7466854225106929
58,0.7479211603855089,0.7466790196956598
59,0.7453146204678991,0.7465958979023146
60,0.7500027428325251,0.7467541014740366
61,0.7509525186168302,0.7464253208631006
62,0.7507367725575685,0.7464403203403498
63,0.7526088939129425,0.7466018355452972
64,0.7656692803993993,0.7465531661545266
65,0.7602807232341205,0.7463999330612119
66,0.7607288251349152,0.7465337339891118
67,0.7602331186305067,0.746500659127053
68,0.758637800815615,0.7465882031561029
69,0.7590575500308969,0.7463031140112821
70,0.758550809274593,0.7463259608457394
71,0.7567293711910825,0.7460351543924679
72,0.7559971967105781,0.7461069461927454
73,0.7636893404124262,0.7460633785791098
74,0.764405063363008,0.74619704996855
75,0.7700087433046839,0.746305440595854
76,0.7705956324074666,0.7462459708741729
77,0.7732038794497786,0.7460937074460884
78,0.7740413804315565,0.7476317278510651
79,0.769471324287949,0.7476133832489906
80,0.7685020332384311,0.7477882843898562
81,0.768165366526562,0.7477385405819913
82,0.77198712027967,0.7477090330103026
83,0.7696986305434298,0.7475399073359963
84,0.7693836852801177,0.7474189971202616
85,0.7689872046154866,0.7473766778949021
86,0.7685142852281914,0.7474837621772403
87,0.769223202504513,0.7472310091471208
88,0.7664758903360628,0.7473151226662276
89,0.7668694948267364,0.745799200487647
90,0.7657401484479428,0.7456909897241646
91,0.765154090825108,0.7455816422752725
92,0.7566396255356135,0.7455818241277559
93,0.7553762485199764,0.7454983098492457
94,0.7555234457893831,0.7452844328588146
95,0.7555635924341075,0.7453877698642597
96,0.7554442260868572,0.7453774774526776
97,0.7540919194820618,0.7454769143022919
98,0.7535009222313178,0.745843159476041
99,0.7511879837973712,0.7458719819521965
100,0.7523555677479934,0.7458850690010803
101,0.7598065917099105,0.7459912720402266
102,0.7590232058797107,0.7459769652622927
103,0.7589282858324131,0.7458398090200677
104,0.7584108894794566,0.7459152903105588
105,0.7496920786016529,0.7459821001472758
106,0.7492905602091772,0.7460222356478032
107,0.7521590934444852,0.7458986113680978
108,0.7545806554920776,0.7458476421741345
109,0.7539892583660499,0.7459196163639168
110,0.7536052954820026,0.7459025347677777
111,0.7330883262538558,0.7458471849138733
112,0.7324822541781291,0.7458552912834671
113,0.7306806947386552,0.7458750414906492
114,0.7298033702813043,0.7458087573375638
