Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9778854916023519
1,0.9430990625804856
2,0.9352039674669917
3,0.9241587169547213
4,0.9146985677083583
5,0.9079056152004
6,0.8853988865222953
7,0.8842049815066136
8,0.8861033041707103
9,0.8806467827629769
10,0.875181904028327
11,0.8617925517414948
12,0.8589904442076233
13,0.8420939889348089
14,0.8372803214097774
15,0.8360063394238881
16,0.826614160460465
17,0.8218169620319193
18,0.8154969633165265
19,0.8112618635634202
20,0.8086220685672417
21,0.8032430468187503
22,0.8040962115946645
23,0.8011269882173053
24,0.7929122370035812
25,0.7839992868886214
26,0.7825081045705509
27,0.7798499606746355
28,0.7742450434272479
29,0.7728923231685634
30,0.7704727137715688
31,0.7722823614078537
32,0.7668247247323366
33,0.767044541568944
34,0.7632393313851713
35,0.7524735866928045
36,0.7405391915698096
37,0.7244927504833047
38,0.7238824820243595
39,0.7136726683365027
40,0.7102511513285328
41,0.7085662911148406
42,0.7085898411188272
43,0.7083404576297475
44,0.7062638230782784
45,0.7016094666567805
46,0.6946436978126951
47,0.6921764965031141
48,0.6926814545984137
49,0.6906715396641017
50,0.6925204631161479
51,0.6916270099007314
52,0.6911767507558008
53,0.6913332311754378
54,0.6825663237707088
55,0.6575743635103856
56,0.6572386734868938
57,0.6557430516577571
58,0.6554057942309424
59,0.6538311569616667
60,0.653758235057436
61,0.6557937268330013
62,0.6364999721303343
63,0.6366248320866625
64,0.6327653939135852
65,0.6318395083841127
66,0.6318281809546284
67,0.6229573818682599
68,0.6229050253987201
69,0.6243199539248808
70,0.6208609517930961
71,0.6200934458959136
72,0.6148091099959104
73,0.6153522458659697
74,0.6148411997635785
75,0.6155709713835732
76,0.6127019131003701
77,0.612753302317685
78,0.6121290010509772
79,0.6121411518207011
80,0.611992250588653
81,0.6025173620400348
82,0.6004968505276639
83,0.5990915165040989
84,0.598575647176263
85,0.5979968548035375
86,0.59689516008229
87,0.5977501487802114
88,0.5977762866571702
89,0.5983665143399051
90,0.5978145554179691
91,0.5978117755490387
92,0.5973271074673597
93,0.5973449037159126
94,0.597591524960934
95,0.5975350851647164
96,0.5870319150938854
97,0.5866507771760482
98,0.5781828443852819
99,0.5555865425321943
100,0.5552489081775539
101,0.553970139372924
102,0.5484893880633048
103,0.5429052604284752
104,0.5442282616882816
105,0.5434352367158234
106,0.5416431610303922
107,0.539471102935989
108,0.5391962984251413
109,0.5387424464891131
110,0.5385401540840534
111,0.5382775464265959
112,0.5377691691711984
113,0.5372112746564355
114,0.5365953856552492
115,0.5344137754944821
116,0.5336455025854757
117,0.5335301512934338
118,0.5343567983792752
119,0.5343989547736485
120,0.5343914559226134
121,0.5326024342751801
122,0.5308467241392172
123,0.5308313714746186
124,0.5273272808420845
125,0.5269141646343976
126,0.5268383341521676
127,0.5248261109163045
128,0.5214307885763081
129,0.521419303910647
130,0.5176023707838164
131,0.5182939547892189
132,0.506373498589259
133,0.5061496393385484
134,0.5062058839821544
135,0.5059292777874049
136,0.5051985349740387
137,0.505158429686515
138,0.5049104707358766
139,0.5050867724817033
140,0.5051242226902259
141,0.5051593108522988
142,0.5039262309881883
143,0.5069439143970136
144,0.5062750227251185
145,0.5062669031232326
146,0.5062596065383523
147,0.5055151966980096
148,0.5041205275909786
149,0.5038801815411725
150,0.5036757859475729
