Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9814015251967032
1,0.9625228910233521
2,0.9538498440876075
3,0.9521149849519844
4,0.9505373014811769
5,0.9493478438006386
6,0.9349003888040833
7,0.9271415300514867
8,0.9084663028360115
9,0.9082752369776059
10,0.9021977460208598
11,0.8981198327700627
12,0.8931305872316381
13,0.8819470373066371
14,0.8770169912829626
15,0.8662423291969267
16,0.8594136721149088
17,0.8482563581414508
18,0.84495724991966
19,0.8442064743697685
20,0.8445048845302283
21,0.8393457234106563
22,0.8340248898937086
23,0.8310970407260712
24,0.8242313001686903
25,0.8232114413061922
26,0.8172894483777501
27,0.8131807111768998
28,0.8132185529409522
29,0.8053145502304258
30,0.8006004543073374
31,0.7995274234387474
32,0.7986693580792318
33,0.7913780170682572
34,0.7853086629613405
35,0.7906016481346619
36,0.7895998785255748
37,0.7896282335531348
38,0.7868441649325848
39,0.7873615193322397
40,0.7881081070866809
41,0.7880141024765166
42,0.7866475210479129
43,0.7800492669069953
44,0.7793617203550023
45,0.7728482985918075
46,0.7518773729375303
47,0.7489121386940222
48,0.7440445530130719
49,0.7380932435588548
50,0.7425960112031535
51,0.7396880671103175
52,0.7351910143668293
53,0.7259557962094231
54,0.7214608396229514
55,0.7214042329240213
56,0.7078713886832111
57,0.7047118272354244
58,0.7039727611051728
59,0.6997678508182215
60,0.6965281822247427
61,0.6966700521063993
62,0.6963754703883163
63,0.6913783309120035
64,0.691642054002734
65,0.6870777292609269
66,0.6846288286720252
67,0.6783586178922948
68,0.6763520944148408
69,0.6758669362285525
70,0.6668198452401689
71,0.6644637359570591
72,0.6649802058239386
73,0.6640545133117264
74,0.6627307370009689
75,0.658905653907978
76,0.6584147498558697
77,0.6584171961841054
78,0.6584233637143188
79,0.659209310803186
80,0.6585762964080706
81,0.6517854438278617
82,0.6512464335293566
83,0.6512509409305769
84,0.6512202974870618
85,0.650710229378874
86,0.6506809341507629
87,0.6499146607533961
88,0.6499286133319082
89,0.6501432417186849
90,0.6501190071807954
91,0.6495531481100402
92,0.6458580301828654
93,0.6455201843412322
94,0.6329665090315262
95,0.6331696687373627
96,0.6322059465273815
97,0.6290734019190966
98,0.6290732364819692
99,0.6298576143097854
100,0.62985792038142
101,0.6251172788437642
102,0.6251483822201664
103,0.6200201624658368
104,0.6147659324125544
105,0.6137605660351466
106,0.6132515384288577
107,0.6130489249146505
108,0.6109225246030359
109,0.6109269217211534
110,0.5974264353004092
111,0.5850718307850252
112,0.5756362028697106
113,0.5740133746439209
114,0.5757375508086225
115,0.5757501517036981
116,0.5757294217921689
117,0.5692915314184196
118,0.5598721130493278
119,0.5597196372625952
120,0.5595339841207917
121,0.5592915131625362
122,0.5568952359935349
123,0.5571565272249321
124,0.5571680028045151
125,0.5570802608285023
126,0.5507481511730165
127,0.5506596315544496
128,0.5505979220307289
129,0.5401527206613652
130,0.5218027050364276
131,0.521097924919545
132,0.5209538219209253
133,0.5189699496957644
134,0.5185931674077761
135,0.5153840176729552
136,0.5185482578696659
137,0.5150196126384018
138,0.5138912639504283
139,0.5140172486114252
140,0.5140189358131931
141,0.5139078908907657
142,0.5125586495947145
143,0.5122143717605866
144,0.5121314889194248
145,0.5121416072909214
146,0.5118846458492685
147,0.5093631750072667
148,0.5096148969172278
149,0.5067467675730307
150,0.5067109514956828
151,0.5066639294355559
152,0.503123455592627
153,0.501157334708815
154,0.5010719889168189
155,0.5007902737319466
156,0.5001724412404471
157,0.5006109384217728
158,0.500815948877577
159,0.49832804684812304
160,0.4982996059310115
161,0.49826278876006336
162,0.49707701369920543
163,0.49705336615544854
164,0.49711088251202273
165,0.49164044861973144
166,0.48773284533587
167,0.48605054671767894
168,0.48152856586813986
169,0.4783848846147027
170,0.4784042069750246
171,0.47842367889687265
172,0.4730042600538894
173,0.4711867308390193
174,0.471270378331716
175,0.4712475019226613
176,0.4712728139221281
177,0.47126327269137586
178,0.47302990048358684
179,0.47235879881895115
180,0.47176868721140686
181,0.4723810656275716
182,0.4723850356086645
183,0.472136451890257
184,0.47213312485121284
185,0.4721810164299951
186,0.47216329009967417
187,0.47217991422918926
188,0.4721755410770678
189,0.47215400264588797
190,0.47214869978742363
191,0.47167490348616353
192,0.4668686743877573
193,0.4661840662876813
194,0.4585192821875566
195,0.45771374212055677
196,0.4575011680412088
197,0.4539078460148751
198,0.45399496569470343
199,0.4566302150968715
200,0.4564466595836845
201,0.4564969254061341
202,0.45619963096043925
203,0.4564203907741019
204,0.45646640999354976
205,0.4557896460929527
206,0.45419515636468705
207,0.4555280109501119
208,0.45551369654422935
