Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit,thompson check
0,0.12768844038859964,0.14012688478197213,0.14012688478197213,0.14012688478197213,0.13075775057742117
1,0.27657054880858656,0.2550539008745754,0.2550539008745754,0.2550539008745754,0.2587424604752459
2,0.412754266677109,0.3748337855428402,0.3748337855428402,0.3748337855428402,0.38451572189761113
3,0.555587111430077,0.5219877890714721,0.5219877890714721,0.5219877890714721,0.5165936757979381
4,0.6878199937596157,0.6283087927720564,0.6283087927720564,0.6283087927720564,0.6517792066669694
5,0.8221455338160348,0.7689299844631411,0.7689299844631411,0.7689299844631411,0.8011353640129355
6,0.9438017743285302,0.9025948019298646,0.9025948019298646,0.9025948019298646,0.9651037642714051
7,1.0923681026910936,1.037871410258482,1.037871410258482,1.037871410258482,1.1096095997231943
8,1.236757325672787,1.1429500899796414,1.1429500899796414,1.1429500899796414,1.2492848275131119
9,1.3615477739724497,1.2939217473718057,1.2939217473718057,1.2939217473718057,1.3964129182567286
10,1.4787288646702268,1.4097720047987168,1.4097720047987168,1.4097720047987168,1.5312986396424726
11,1.5778438889562427,1.5532997471074697,1.5532997471074697,1.5532997471074697,1.6698304975452127
12,1.67844644403553,1.7006064514740735,1.7006064514740735,1.7006064514740735,1.8055064883418286
13,1.7824240804073486,1.8537609752051416,1.8537609752051416,1.8537609752051416,1.9312425667000042
14,1.897222854055677,1.9860633175978173,1.9860633175978173,1.9860633175978173,2.0411309078783217
15,2.017508885561086,2.0905193132495934,2.0905193132495934,2.0905193132495934,2.174880128370134
16,2.1422579407181646,2.2351649444058475,2.2351649444058475,2.2351649444058475,2.314636990133437
17,2.2569447889870315,2.3651298763618027,2.3651298763618027,2.3651298763618027,2.4521773522255006
18,2.380616734680239,2.511666555748953,2.511666555748953,2.511666555748953,2.594400473181591
19,2.513653526700978,2.6544717118870067,2.6544717118870067,2.6544717118870067,2.735837373088136
20,2.6253140031109954,2.7917635632996407,2.7917635632996407,2.7917635632996407,2.8599158701239533
21,2.7394722260041853,2.9453684656202315,2.9453684656202315,2.9453684656202315,3.01347934855188
22,2.840852581430493,3.081979614625635,3.081979614625635,3.081979614625635,3.1628698411800755
23,2.933124547448266,3.220610640482178,3.220610640482178,3.220610640482178,3.306208636365531
24,3.0293654716946525,3.349289841124913,3.349289841124913,3.349289841124913,3.440793491601872
25,3.1256591030984437,3.4994212582607664,3.4994212582607664,3.4994212582607664,3.5842622191012987
26,3.2223368872221854,3.638776979760086,3.638776979760086,3.638776979760086,3.7132215844223198
27,3.344302358056139,3.784971163766283,3.784971163766283,3.784971163766283,3.8296299998335463
28,3.4537098624160656,3.9318990831679583,3.9318990831679583,3.9318990831679583,3.952306429608324
29,3.557302549086323,4.066719833437013,4.066719833437013,4.066719833437013,4.065620889519502
30,3.6641244368119863,4.2199522822217475,4.2199522822217475,4.2199522822217475,4.170380345373968
31,3.7694232358521544,4.3449269897143035,4.3449269897143035,4.3449269897143035,4.308038908047001
32,3.8792386657344453,4.475990403669008,4.475990403669008,4.475990403669008,4.45963700392448
33,3.9705318783553536,4.602144532816652,4.602144532816652,4.602144532816652,4.609578056284337
34,4.077757740720179,4.73796542645727,4.73796542645727,4.73796542645727,4.7653561840372625
35,4.183425507997243,4.869074620127943,4.869074620127943,4.869074620127943,4.892035813494213
36,4.2906746135784495,5.018734595530179,5.018734595530179,5.018734595530179,5.06074159651562
37,4.386046168940519,5.160472955628078,5.160472955628078,5.160472955628078,5.201768509329409
38,4.479802708201616,5.2988272640055145,5.2988272640055145,5.2988272640055145,5.348726329488943
39,4.579894614781144,5.430886391115254,5.430886391115254,5.430886391115254,5.487604614011289
40,4.666556407706357,5.579908755936247,5.579908755936247,5.579908755936247,5.63951660467608
41,4.767602786867055,5.708477995437442,5.708477995437442,5.708477995437442,5.779898800269038
42,4.88234228404658,5.844500174708595,5.844500174708595,5.844500174708595,5.916835613504021
43,4.988641794149675,5.960079486192651,5.960079486192651,5.960079486192651,6.059136946211125
44,5.088988981725747,6.100354591215668,6.100354591215668,6.100354591215668,6.179728178526747
45,5.198875602356574,6.221175295202156,6.221175295202156,6.221175295202156,6.32830624078143
