Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,PHELinearBandit
0,1.0915691319568679,0.6850150530177068,0.6850150530177068,0.6850150530177068
1,1.947044425672083,1.6988776128259235,1.2667404967753186,1.0828291037944828
2,2.627534601766921,2.50786240939685,1.8780828038663444,1.4465920201752094
3,2.898025244436427,3.107517856639654,2.353962234853443,1.810354936555936
4,3.3884866254622446,3.911815339229532,2.97076117396644,2.1342837413841194
5,3.8919569757433647,4.6172727738031405,2.9847902909941455,2.458212546212303
6,4.238648080188165,5.578710767274177,3.032547457800537,2.7821413510404867
7,4.4360308754495765,6.273126526668102,3.0622414020870283,3.1060701558686703
8,4.8724334612397255,7.233468645014471,3.0622414020870283,3.4299989606968544
9,5.307849045042701,8.0669115990968,3.0793810727557607,3.753927765525039
10,5.789788816764367,8.770707377077004,3.0851510461951976,4.077856570353223
11,6.305943954643533,9.499729181271135,3.100398688511367,4.401785375181407
12,6.731008725726977,10.092388344207144,3.1062390913592255,4.725714180009591
13,7.12164147115099,10.957379221122753,3.1145408736089495,5.049642984837776
14,7.399368858161584,11.670057411205388,3.1687661946770747,5.37357178966596
15,7.821883146500056,12.253228694437693,3.215611424157585,5.697500594494144
16,8.245411916267615,12.971215076322594,3.22429767338963,6.0214293993223285
17,8.557223393712544,13.850782434335532,3.2300676468290677,6.3453582041505125
18,8.799759720918058,14.47552190475354,3.238369429078792,6.6692870089786975
19,8.91134211537707,15.228540985944605,3.250069405146302,6.9932158138068825
20,9.175153702985511,16.02085899779782,3.258371187396027,7.3171446186350675
21,9.50483542448961,16.63686661497138,3.264211590243886,7.6410734234632525
22,10.174444313111904,17.51607154415726,3.2642820196523075,7.963343839214609
23,10.611261260233803,18.215212989848176,3.2701224225001666,8.287272644042794
24,10.800281678684247,18.898062429777347,3.2701224225001666,8.611201448870979
25,10.872490450426378,18.898132859185772,3.2701224225001666,8.935130253699164
26,11.096429167608807,18.898203288594193,3.2701928519085883,9.270907352828061
27,11.217184879400744,18.898273718002613,3.272795090127297,9.594836157656246
28,11.497193372834152,18.898344147411034,3.275326898937584,9.918764962484431
29,11.93090797762827,18.898414576819455,3.2810968723770215,10.242693767312616
30,12.208971572684769,18.89848500622788,3.2810968723770215,10.566622572140801
31,12.573885325682081,18.8985554356363,3.2836286811873086,10.890551376968986
32,12.85720683075193,18.8985554356363,3.35853587884734,11.214480181797171
33,12.98309918862895,18.89862586504472,3.3701654255064284,11.538408986625356
34,13.148266666471605,18.89862586504472,3.37023585491485,11.862337791453541
35,13.148266666471605,18.898696294453142,3.37023585491485,12.186266596281726
36,13.614925273519342,18.898766723861563,3.3728380931335584,12.510195401109911
37,13.614925273519342,18.898837153269987,3.3728380931335584,12.834124205938096
38,13.973460699301466,18.905062023100164,3.37290852254198,13.158053010766277
39,14.09670360380486,18.90513245250859,3.37290852254198,13.48198181559446
40,14.313864157726522,18.90520288191701,3.37290852254198,13.805910620422642
41,14.57798893386358,18.90527331132543,3.37290852254198,14.129839425250825
42,14.820714891904302,18.90534374073385,3.372978951950402,14.453768230079007
43,15.069631635018828,18.905414170142272,3.3821471192076245,14.777697034907188
44,15.283720815505793,18.911639039972453,3.3913152864648475,15.101625839735371
45,15.729223307243993,18.917863909802634,3.3913857158732688,15.425554644563556
46,16.04972756350508,18.924088779632815,3.3914561452816905,15.749483449391741
47,16.154218132158935,18.930313649462995,3.391526574690112,16.073412254219924
48,16.544051926185162,18.936538519293173,3.391526574690112,16.397341059048106
49,16.726875357334798,18.942692959714932,3.391526574690112,16.721269863876287
50,16.81350217256039,18.948917829545113,3.3941288129088205,17.04519866870447
51,16.95346153569961,18.955142699375294,3.3941288129088205,17.36912747353265
52,17.230175989985124,18.96136756920547,3.3941288129088205,17.693056278360835
53,17.35408680241671,18.967592439035652,3.3941992423172422,18.01698508318902
54,17.461402799863283,18.973817308865833,3.3967310511275293,18.340913888017205
55,17.589744979648795,18.973887738274254,3.396801480535951,18.664842692845387
56,17.709483459202154,18.980042178696014,3.3968719099443723,18.988771497673568
57,17.898216837392024,18.98619661911777,3.4082987887533696,19.312700302501753
58,18.143992753694068,18.99242148894795,3.4109010269720783,19.636629107329938
59,18.143992753694068,18.99249191835637,3.413503265190787,19.96055791215812
60,18.20403185777191,18.992562347764796,3.416105503409496,20.2844867169863
61,18.558677506318414,18.992632777173217,3.416105503409496,20.608415521814486
62,18.935865209265547,18.992703206581638,3.416175932817917,20.93234432664267
63,18.935865209265547,18.99277363599006,3.4249326114583836,21.256273131470856
64,19.0699462176953,18.99899850582024,3.4249326114583836,21.580201936299037
65,19.192715288726202,18.99906893522866,3.450647537440416,21.90413074112722
66,19.276164186603893,18.99913936463708,3.4507179668488375,22.2280595459554
67,19.410245195033646,19.00536423446726,3.4507179668488375,22.55198835078358
68,19.59551159206175,19.011589104297443,3.450788396257259,22.875917155611766
69,19.895273308234216,19.011659533705863,3.450788396257259,23.199845960439948
70,20.136619842376483,19.011729963114284,3.4893449385794355,23.52377476526813
71,20.25865354301592,19.01180039252271,3.4893449385794355,23.84770357009631
72,20.25865354301592,19.01187082193113,3.4919471767981443,24.171632374924496
73,20.70282434961662,19.01194125133955,3.4919471767981443,24.49556117975268
74,20.81149170499753,19.01194125133955,3.4920176062065655,24.819489984580862
75,20.912763104806395,19.01201168074797,3.501115344055367,25.143418789409047
76,20.953373870852737,19.012082110156392,3.5036471528656543,25.46734759423723
77,20.953373870852737,19.012152539564816,3.5036471528656543,25.791276399065413
78,20.984089655855254,19.012222968973237,3.5061789616759413,26.115205203893595
79,21.205970919072783,19.012293398381658,3.5061789616759413,26.439134008721776
80,21.497664337985277,19.01236382779008,3.5119489351153788,26.763062813549958
81,21.497664337985277,19.0124342571985,3.5119489351153788,27.086991618378143
82,21.56227202785484,19.012504686606924,3.514480743925666,27.410920423206324
83,21.736358035103855,19.0187295564371,3.5145511733340875,27.734849228034506
84,21.907521699351552,19.024954426267282,3.5145511733340875,28.058778032862687
85,22.005912765166432,19.031179296097463,3.5171534115527963,28.38270683769087
86,22.235005047971647,19.037404165927644,3.5196852203630833,28.706635642519053
87,22.358985756244646,19.043629035757824,3.519755649771505,29.030564447347235
88,22.413853081953373,19.049853905588,3.5198260791799263,29.354493252175416
89,22.660760209148556,19.049924334996426,3.5223578879902133,29.678422057003598
90,22.837528152924026,19.049994764404847,3.522428317398635,30.00235086183178
91,22.85550104246157,19.050065193813268,3.5224987468070568,30.326279666659964
92,23.06423428083947,19.05013562322169,3.522569176215478,30.650208471488146
93,23.26898628069842,19.05020605263011,3.525100985025765,30.974137276316327
94,23.625211967553113,19.050276482038534,3.527703223244474,31.29806608114451
