Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta,PHELinearBanditTheta
0,0.8486613870323835,0.9108973555747069,7.008522280717573,0.9174958500148108
1,0.7480259850707821,0.7448319839945058,5.264316917857701,0.9001706079841668
2,0.6238681509319108,0.6397698795254576,4.018104348032315,0.897526344015424
3,0.5389641762741046,0.49850082146980323,2.9065586983738627,0.8893080601344863
4,0.4759422965328076,0.4505169089672901,0.4488352348832656,0.8853519641148411
5,0.4465445990558913,0.39096057704600107,0.3831408975616678,0.8845952282028893
6,0.4211989186844421,0.28320452339860386,0.2910436513367961,0.8832569297740065
7,0.4048081305531612,0.23563509235085184,0.2586394068305287,0.8836999376463324
8,0.38650397058324526,0.19487341894672394,0.36768352822662653,0.8841709438804756
9,0.34221095217334335,0.17942371655793238,0.2556548088316007,0.8844075728670866
10,0.2496627222292132,0.17734183116557473,0.30964123608057975,0.8844758072890222
11,0.21976918143159488,0.17455153009225297,0.3925422258550652,0.8846808436040557
12,0.21952021969009525,0.15788670500455124,0.3696657589138675,0.8847941810788049
13,0.21416245812042956,0.16355726951233795,0.4158275629901832,0.8843135381490705
14,0.19422967045341552,0.15537961317037632,0.3195668952912351,0.8841051073722307
15,0.1752730520186831,0.1534501853911701,0.3015422615707922,0.8841255318533179
16,0.14547959325762377,0.14772991894831153,0.2114002616358866,0.8839360308846229
17,0.13328433928165367,0.1452509453567594,0.3441366740328173,0.8840754751150939
18,0.13412265106991392,0.14386485204212232,0.2854718299151064,0.8844823235987755
19,0.1292077495000492,0.15189743720442955,0.2688453623541652,0.884428758187117
20,0.11445752850426154,0.14286420157521956,0.34386528418617474,0.8844827964761279
21,0.11448598723745851,0.14008196936149137,0.34407462553383017,0.8845634246102847
22,0.11021204618549477,0.13667151008103856,0.4395295443904657,0.8846661703704835
23,0.11205091021388627,0.1321196353744448,0.28191452392672406,0.884955872314201
24,0.11474279204994722,0.13293487543980254,0.28343601897664616,0.8849021488121556
25,0.12009371712534378,0.1379283925424402,0.2927694846798746,0.8846483102531979
26,0.12105278745747869,0.1283633704755062,0.4000477343090266,0.8811996253006745
27,0.1202971796261765,0.12457317696447698,0.36423381926613574,0.88146461272892
28,0.12214812566968498,0.12917004838897336,0.35772100580698224,0.881029656825787
29,0.11708158124975739,0.12486843035744197,0.2694921638167548,0.8811284275717799
30,0.11362222954691623,0.12349276735829018,0.30105224562837163,0.8812664897996074
31,0.10855164995891393,0.1215754513249487,0.33751760235347616,0.8812148611406456
