Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit
0,0.4430200409829641,0.5310728794676234,0.5310728794676234,0.5310728794676234
1,1.3572714463570696,0.8226600857500773,0.8226600857500773,0.8226600857500773
2,2.2715228517311754,1.2656801267330415,1.2656801267330415,1.2656801267330415
3,2.7145428927141393,1.615860804742823,1.615860804742823,1.615860804742823
4,3.628794298088245,2.6760951376580158,2.6760951376580158,2.6760951376580158
5,4.071814339071209,2.6760951376580158,2.6760951376580158,2.6760951376580158
6,4.5148343800541735,3.5903465430321213,3.5903465430321213,3.5903465430321213
7,4.957854421037138,4.090399256634081,4.090399256634081,4.090399256634081
8,5.400874462020102,4.238545596757797,4.238545596757797,4.238545596757797
9,5.692461668302556,4.755134867162507,4.755134867162507,4.755134867162507
10,5.98404887458501,4.755134867162507,5.669386272536613,4.9032812072862235
11,6.275636080867464,4.755134867162507,5.960973478819067,5.194868413568678
12,6.567223287149918,4.9032812072862235,6.4039935198020315,5.194868413568678
13,7.010243328132883,5.253461885296005,6.552139859925748,5.545049091578459
14,7.360424006142664,5.253461885296005,7.052192573527708,5.9880691325614235
15,7.652011212425118,5.253461885296005,7.052192573527708,6.519142012029047
16,8.183084091892741,5.253461885296005,8.1124269064429,6.667288352152763
17,8.474671298175195,5.253461885296005,8.1124269064429,7.167341065754723
18,8.76625850445765,5.545049091578459,8.555446947425864,7.167341065754723
19,9.057845710740104,5.545049091578459,8.905627625435645,7.167341065754723
20,9.349432917022558,5.693195431702176,8.905627625435645,7.167341065754723
21,9.641020123305012,5.693195431702176,9.053773965559362,7.683930336159433
22,9.932607329587466,5.693195431702176,9.345361171841816,7.683930336159433
23,10.22419453586992,5.693195431702176,9.861950442246526,7.832076676283149
24,10.72424724947188,6.13621547268514,10.212131120256307,7.832076676283149
25,11.015834455754334,6.284361812808856,10.360277460380024,7.832076676283149
26,11.307421662036788,6.284361812808856,10.891350339847648,8.18225735429293
27,11.599008868319242,6.284361812808856,10.891350339847648,8.18225735429293
28,11.890596074601696,6.284361812808856,11.407939610252358,8.18225735429293
29,12.18218328088415,6.284361812808856,11.75812028826214,8.18225735429293
30,12.473770487166604,6.634542490818638,12.2581730018641,8.18225735429293
31,12.765357693449058,6.634542490818638,12.549760208146553,8.18225735429293
32,13.056944899731512,6.782688830942354,12.841347414429007,8.532438032302712
33,13.407125577741294,6.782688830942354,13.372420293896631,8.532438032302712
34,13.698712784023748,6.782688830942354,13.372420293896631,8.824025238585167
35,13.990299990306202,7.299278101347064,13.815440334879595,9.11561244486762
36,14.281887196588656,7.830350980814687,13.815440334879595,9.407199651150075
37,15.34212152950385,7.978497320938404,13.815440334879595,9.407199651150075
38,15.633708735786303,7.978497320938404,14.107027541162049,9.407199651150075
39,15.633708735786303,8.478550034540364,14.107027541162049,9.407199651150075
40,15.633708735786303,8.478550034540364,14.623616811566759,9.407199651150075
41,15.633708735786303,8.478550034540364,14.915204017849213,9.555345991273791
42,15.633708735786303,8.478550034540364,15.06335035797293,9.555345991273791
43,15.633708735786303,8.478550034540364,15.594423237440553,10.469597396647897
44,15.633708735786303,8.478550034540364,15.594423237440553,10.469597396647897
45,16.164781615253926,8.770137240822818,15.594423237440553,10.617743736771613
46,16.164781615253926,8.770137240822818,16.037443278423517,10.617743736771613
47,16.164781615253926,8.770137240822818,16.185589618547233,10.617743736771613
48,16.164781615253926,8.770137240822818,16.33373595867095,10.76589007689533
49,16.312927955377642,8.770137240822818,16.83378867227291,10.76589007689533
50,16.312927955377642,8.770137240822818,16.83378867227291,10.76589007689533
51,16.312927955377642,8.918283580946534,17.276808713255875,10.76589007689533
52,16.312927955377642,8.918283580946534,17.276808713255875,11.116070754905111
53,16.755947996360607,8.918283580946534,17.276808713255875,11.264217095028828
54,16.904094336484324,8.918283580946534,17.276808713255875,11.264217095028828
55,17.34711437746729,8.918283580946534,17.42495505337959,11.264217095028828
56,17.34711437746729,8.918283580946534,18.485189386294785,11.264217095028828
57,17.84716709106925,8.918283580946534,18.485189386294785,11.264217095028828
58,18.290187132052214,9.209870787228988,18.485189386294785,11.264217095028828
59,18.290187132052214,9.209870787228988,18.485189386294785,11.264217095028828
60,18.806776402456922,9.358017127352705,18.485189386294785,11.264217095028828
61,18.806776402456922,9.358017127352705,18.485189386294785,11.264217095028828
62,18.806776402456922,9.358017127352705,18.485189386294785,11.264217095028828
63,18.806776402456922,9.358017127352705,18.835370064304566,11.264217095028828
64,18.806776402456922,9.358017127352705,18.835370064304566,11.264217095028828
65,18.806776402456922,9.358017127352705,18.835370064304566,11.264217095028828
66,19.867010735372116,9.358017127352705,18.835370064304566,11.555804301311282
67,19.867010735372116,9.708197805362486,18.835370064304566,11.905984979321063
68,19.867010735372116,9.708197805362486,18.983516404428283,11.905984979321063
69,20.15859794165457,9.856344145486203,18.983516404428283,11.905984979321063
70,20.15859794165457,9.856344145486203,18.983516404428283,11.905984979321063
71,20.15859794165457,9.856344145486203,19.483569118030243,11.905984979321063
72,20.601617982637535,9.856344145486203,19.483569118030243,11.905984979321063
73,20.601617982637535,9.856344145486203,19.483569118030243,11.905984979321063
74,20.601617982637535,9.856344145486203,19.483569118030243,11.905984979321063
75,21.101670696239495,9.856344145486203,19.483569118030243,11.905984979321063
76,21.101670696239495,9.856344145486203,19.483569118030243,11.905984979321063
77,21.101670696239495,9.856344145486203,19.483569118030243,11.905984979321063
78,21.101670696239495,9.856344145486203,19.483569118030243,12.05413131944478
79,21.101670696239495,9.856344145486203,19.483569118030243,12.05413131944478
80,21.101670696239495,9.856344145486203,19.483569118030243,12.202277659568496
81,21.101670696239495,9.856344145486203,19.483569118030243,12.350423999692213
82,21.101670696239495,9.856344145486203,19.483569118030243,12.350423999692213
83,21.101670696239495,9.856344145486203,19.483569118030243,12.350423999692213
84,21.101670696239495,9.856344145486203,19.483569118030243,12.350423999692213
85,21.101670696239495,9.856344145486203,19.483569118030243,12.350423999692213
86,21.101670696239495,9.856344145486203,19.483569118030243,12.350423999692213
87,21.101670696239495,9.856344145486203,19.483569118030243,12.350423999692213
88,21.101670696239495,9.856344145486203,19.483569118030243,12.350423999692213
89,21.101670696239495,10.147931351768657,19.483569118030243,12.49857033981593
90,21.101670696239495,10.147931351768657,19.483569118030243,12.49857033981593
91,21.101670696239495,10.147931351768657,19.483569118030243,12.49857033981593
92,21.101670696239495,10.147931351768657,19.483569118030243,12.49857033981593
93,21.101670696239495,10.147931351768657,19.483569118030243,12.49857033981593
94,21.101670696239495,10.147931351768657,19.775156324312697,12.49857033981593
95,21.101670696239495,10.147931351768657,20.689407729686803,12.49857033981593
96,22.16190502915469,10.147931351768657,20.689407729686803,12.49857033981593
97,22.16190502915469,10.147931351768657,20.689407729686803,12.646716679939646
98,22.16190502915469,10.147931351768657,21.20599700009151,12.646716679939646
99,22.16190502915469,10.147931351768657,21.20599700009151,12.646716679939646
100,22.453492235437142,10.147931351768657,21.556177678101292,12.646716679939646
101,22.453492235437142,10.147931351768657,21.556177678101292,12.646716679939646
102,22.453492235437142,10.147931351768657,21.556177678101292,12.646716679939646
103,23.513726568352336,10.147931351768657,21.556177678101292,12.646716679939646
104,23.863907246362118,10.147931351768657,21.70432401822501,12.794863020063362
105,24.778158651736224,10.147931351768657,21.70432401822501,12.794863020063362
106,24.778158651736224,10.147931351768657,21.70432401822501,12.794863020063362
107,24.778158651736224,10.147931351768657,22.147344059207974,12.943009360187078
108,24.778158651736224,10.147931351768657,22.147344059207974,12.943009360187078
109,25.69241005711033,10.147931351768657,22.147344059207974,12.943009360187078
110,26.223482936577952,10.296077691892373,22.147344059207974,12.943009360187078
111,26.223482936577952,10.44422403201609,22.147344059207974,12.943009360187078
112,26.223482936577952,10.44422403201609,22.147344059207974,13.091155700310795
113,26.223482936577952,10.44422403201609,22.147344059207974,13.091155700310795
114,26.515070142860406,10.44422403201609,22.497524737217756,13.091155700310795
115,26.515070142860406,10.44422403201609,22.497524737217756,13.091155700310795
116,26.515070142860406,10.44422403201609,22.497524737217756,13.091155700310795
117,26.515070142860406,10.44422403201609,22.497524737217756,13.091155700310795
118,27.429321548234512,10.44422403201609,22.497524737217756,13.091155700310795
119,27.429321548234512,10.44422403201609,22.497524737217756,13.091155700310795
120,27.429321548234512,10.44422403201609,22.497524737217756,13.091155700310795
121,27.779502226244293,10.44422403201609,22.497524737217756,13.091155700310795
122,28.279554939846253,10.44422403201609,22.497524737217756,13.091155700310795
123,28.279554939846253,10.44422403201609,22.497524737217756,13.091155700310795
124,28.279554939846253,10.44422403201609,22.497524737217756,13.091155700310795
125,28.279554939846253,10.44422403201609,22.497524737217756,13.091155700310795
126,28.279554939846253,10.44422403201609,22.497524737217756,13.091155700310795
127,28.279554939846253,10.44422403201609,22.497524737217756,13.091155700310795
128,28.279554939846253,10.44422403201609,22.497524737217756,13.239302040434511
129,28.279554939846253,10.794404710025871,22.497524737217756,13.239302040434511
