Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.5035588065716187,0.45582166114384126,0.4455138997016789,0.47261289444625365
1,0.7995560772838095,0.8219844892862442,0.8569785105181236,0.9742118387587386
2,1.4193916173466614,1.1276035025062405,1.5577114123537972,1.3561879712516984
3,1.7466152757059774,1.4599333922370974,2.170167562104752,1.6760769630517778
4,2.080986538473905,1.766584160179626,2.6770027875645925,2.065119389417531
5,2.4747579183048627,1.9531730330831614,3.1718515955942608,2.2143966160024062
6,2.8796576011542405,2.1874700748749443,3.2716542916108096,2.5525491893048655
7,3.116694618468702,2.6697573592047563,3.34634970734747,2.5559325910196113
8,3.5182616949721046,3.053522464754223,3.483749064135104,2.5582860098727442
9,3.666956014540939,3.45861207299682,3.6232272426959304,2.672420615975576
10,3.7628997349507607,3.787634689208358,3.8007575990436955,2.7042946996849566
11,3.860635214720007,4.01404360880412,3.8778064336334888,2.8701963439931157
12,4.153422266602546,4.367692260711634,4.092588095968043,3.207137738835084
13,4.304918813180688,4.625892114083135,4.273269332285396,3.2912113438253683
14,4.609570292946652,4.908414749990193,4.544500405913229,3.4262990080389066
15,4.926585331252191,4.989732159339269,4.672869899265489,3.459974808514011
16,5.137983591872,5.268952319185362,4.75025220481241,3.5956141748149584
17,5.373289432224306,5.459584057790578,4.891299527844451,3.5974158915806824
18,5.50346064234229,5.772555660610522,4.942249034447039,3.6287382732026545
19,5.746637393419805,5.857369304713481,5.024463500667819,3.6310916920557874
20,5.87107179582426,6.026170036139229,5.133832722963257,3.7107202176782756
21,6.074586702400827,6.261184180773916,5.1372161246780035,3.7146553214804308
22,6.311251389451532,6.434073217632997,5.314555528539577,3.8141438676413153
23,6.394715870350628,6.517230024950547,5.397379118851545,3.8674467930970367
24,6.602082730795706,6.766931798786148,5.397379118851545,3.969023815934203
25,6.883969407361559,6.84398063337594,5.482004425929238,4.102187788757572
26,7.137621040629189,7.132563479845847,5.562085505113588,4.105571190472318
27,7.234116463126419,7.5665798065862315,5.566020608915744,4.194598516295262
28,7.465137890343479,7.785157090548751,5.679603512931166,4.251284843465729
29,7.5425201958904,7.790893911116629,5.838047017971338,4.253086560231454
30,7.9674278086861765,7.890221033241195,5.953983340839893,4.2564699619462
31,8.11882090189244,7.999590255536634,6.034786729304312,4.258271678711924
32,8.227994141215099,8.00297365725138,6.0862879379943085,4.258271678711924
33,8.280745364583412,8.008710477819259,6.088089654760033,4.260073395477648
34,8.283098783436545,8.159538808633823,6.261995106600636,4.265258513958118
35,8.352514962653771,8.243554991620327,6.455284028728611,4.346688756346331
36,8.875207917771506,8.384050612564959,6.613876544847043,4.462625079214886
37,8.972943397540751,8.389787433132836,6.7409583423182395,4.463176781302296
38,9.054373639928965,8.423463233607942,6.743311761171372,4.463176781302296
39,9.227737347088457,8.52684197321083,6.748496879651841,4.576285124427111
40,9.483192377873554,8.73365750921569,6.8780128823962325,4.652417415295716
41,9.484994094639276,8.970796208041108,6.976758205606062,4.7539944381328825
42,9.48734751349241,9.148564116620618,7.076753543494204,4.756347856986015
43,9.629422540540308,9.151947518335364,7.104692523401431,4.758149573751739
44,9.839205620490505,9.365006212860285,7.176242089655089,4.835569560501411
45,9.841007337256228,9.370743033428164,7.181978910222968,4.83612126258882
46,9.989692323628063,9.579276098700047,7.2329284168255565,4.903735725040324
47,10.203059350260226,9.737071153702026,7.260867396732783,4.999669488043846
48,10.389096521076352,9.912633442328037,7.266604217300662,5.003052889758592
49,10.605208133159177,10.12929675649827,7.266604217300662,5.004854606524317
50,10.60756155201231,10.162972556973376,7.270539321102817,5.101350029021547
51,10.758095269549619,10.463930096622333,7.378559380194392,5.101901731108955
52,10.759896986315344,10.567308836225221,7.4519106632137735,5.181530256731444
53,10.839978065499691,10.5730456567931,7.530190025632399,5.256777374555513
54,10.892729288868004,10.713318967075274,7.642942649642583,5.259130793408646
55,10.96404130288992,10.811512588197694,7.720362636392255,5.2625141951233925
56,11.130671908130298,11.021847370235301,7.777048963562723,5.264867613976525
57,11.342479543096843,11.02703248871577,7.777048963562723,5.292806593883751
58,11.342479543096843,11.110044416053004,7.900921706473471,5.297991712364221
59,11.410094005548347,11.141366797674976,7.906658527041349,5.3003451312173535
60,11.41189572231407,11.222170186139394,7.90721022912876,5.376842263719738
61,11.41189572231407,11.410519049529617,7.940334327516455,5.378643980485462
62,11.730703186693566,11.512096072366782,7.9437177292312,5.379195682572871
63,11.924270335446108,11.566428980684117,8.019850020099806,5.380997399338595
64,12.159130574923049,11.641124396420777,8.02165173686553,5.4589314069729244
65,12.372775055618426,11.644507798135523,8.025035138580275,5.461284825826057
66,12.519667658421538,11.923707584891115,8.122941999792138,5.463086542591782
67,12.519667658421538,12.208000168691157,8.205765590104109,5.464888259357506
68,12.656557566988967,12.561917959668708,8.207567306869832,5.518191184813228
69,12.923859469509669,12.63661337540537,8.290724114187382,5.520544603666361
70,13.13206139209901,12.777808353820967,8.295909232667851,5.520544603666361
71,13.285921343298833,12.781191755535712,8.295909232667851,5.521096305753769
72,13.529098094376348,12.997045654599082,8.299844336470006,5.5228980225194935
73,13.597264258915263,13.193444502978963,8.38127457885822,5.5228980225194935
74,13.831009598619639,13.503391683442945,8.384657980572964,5.528083140999963
75,13.965025553692527,13.50677508515769,8.51079058160261,5.64063978203737
76,14.315132447884896,13.510710188959845,8.591556288864277,5.644023183752116
77,14.549143740845926,13.730612024864508,8.619495268771503,5.64582490051784
78,14.92498728379247,13.872358705367514,8.623430372573658,5.648178319370973
79,15.116849550226519,13.951189769873551,8.625783791426791,5.76073496040838
80,15.321863369465657,14.022501783895464,8.626335493514201,5.766471780976259
81,15.636727004025193,14.099921770645135,8.659459591901896,5.847237488237925
82,15.774538580726045,14.103305172359882,8.747456934863227,5.852422606718396
83,15.774538580726045,14.282302181946719,8.884602067661422,5.8827150054787545
84,15.851958567475716,14.363105570411136,8.915924449283393,5.884516722244479
85,15.985974522548606,14.52793445888579,8.921109567763862,5.886870141097612
86,16.14388241058972,14.578883965488378,8.921661269851272,5.890253542812358
87,16.14388241058972,14.808202858814155,9.132918906136167,5.892055259578082
88,16.23290973641266,14.808202858814155,9.266204853583982,5.894408678431215
89,16.36979964498009,14.90413662181768,9.429231497704745,5.894960380518624
90,16.508491270313243,14.90413662181768,9.540538124063836,6.033652005851777
91,16.87172693583747,15.081500627209413,9.651293048335518,6.037035407566523
92,16.967660698840994,15.160389113719228,9.651844750422928,6.038837124332248
93,16.967660698840994,15.256322876722752,9.65364646718865,6.0411905431853805
94,16.995599678748217,15.256322876722752,9.657029868903397,6.043543962038513
95,16.995599678748217,15.597449696390361,9.765049927994971,6.045345678804237
96,17.279382814328056,15.704821218947298,9.922769479010821,6.051082499372116
97,17.279382814328056,15.934040929398638,10.021056660867476,6.051082499372116
98,17.356802801077727,15.934040929398638,10.100020651363419,6.053435918225249
99,17.356802801077727,16.05630245002314,10.100020651363419,6.053435918225249
100,17.356802801077727,16.134581812441766,10.10057235345083,6.056819319939995
101,17.520418414023005,16.241953334998705,10.102925772303962,6.060202721654742
102,17.68767414845474,16.487030225727235,10.201862616377436,6.062004438420466
103,18.145327745061156,16.788529132410115,10.20421603523057,6.064357857273599
104,18.223607107479783,16.788529132410115,10.207599436945316,6.064909559361007
105,18.483755663582315,17.01775880026775,10.260902362401037,6.121595886531475
106,18.483755663582315,17.222263171286684,10.260902362401037,6.1233976032971995
107,18.617041611030128,17.222263171286684,10.264837466203193,6.125751022150332
108,18.925455828788575,17.318196934290206,10.294578162876142,6.126302724237741
109,18.925455828788575,17.318196934290206,10.295129864963553,6.128656143090874
110,19.35605383316267,17.45600851099106,10.37994350906651,6.128656143090874
111,19.45424745428509,17.55420213211348,10.381745225832233,6.1338412615713445
112,19.45424745428509,17.557585533828224,10.38512862754698,6.135642978337069
113,19.591137362852514,17.628897547850137,10.385680329634388,6.135642978337069
