Time(Iteration),EpsilonGreedyMultiArmedBandit,ThompsonSamplingMultiArmedBandit,Upperasdl;kj;ldkjf;lasdfasdfasdfa
0,0.5263289845512208,0.5536080543930992,0.49526343430702324
1,1.0754693330366922,1.2252727281343125,0.9905268686140465
2,1.5112934895546792,1.790555897381519,1.6058394575430621
3,1.7149329313138693,2.352401839875669,2.206599897399889
4,2.333362567214534,2.6200039468863165,2.252992012735164
5,2.7644341719798295,3.0937299304512784,2.3260262011498662
6,3.125128817385889,3.201133081833133,2.5836582658037086
7,3.1836038917367997,3.405788957281456,2.875458408453275
8,3.734187678192091,3.8236338199460476,2.9781090774841537
9,4.14729091066705,4.070579633137944,3.0162023278710763
10,4.386410198194035,4.105520571165725,3.411201328453532
11,4.519102151430314,4.202088895903558,3.661771793288012
12,4.5571954018172365,4.316325216740755,3.8669259598783645
13,4.7496930841692,4.463487967596272,4.055464708687684
14,4.9671298355825,4.476628110450736,4.113939783038594
15,5.165518732938509,4.643319025903746,4.237223996229804
16,5.203611983325431,4.676570998384557,4.375145633059494
17,5.592736226111462,4.689711141239021,4.44352874630143
18,5.7398989769669795,4.8103376745780855,4.753505383442263
19,6.01643813264205,4.8103376745780855,4.856446381563543
20,6.106278688589496,4.911433852560818,4.9723716679477095
21,6.106278688589496,4.911433852560818,5.203412265961161
22,6.402303827883417,4.911433852560818,5.2498043812964355
23,6.738488148268995,4.949527102947741,5.318187494538371
24,6.773429086296775,4.9976081838299855,5.440235296952805
25,7.095987801886752,5.04400029916526,5.5652084756909845
26,7.2400652324462005,5.1249846475216465,5.578348618545449
27,7.495422799038702,5.171376762856921,5.834750911151774
28,7.5670380162440765,5.325966422211276,6.158132142056969
29,7.5670380162440765,5.325966422211276,6.328868316342019
30,7.5670380162440765,5.411568778419815,6.409852664698404
31,7.865129086242732,5.446509716447595,6.461791655021881
32,8.034176294980812,5.484602966834517,6.474931797876344
33,8.167486059158879,5.625339305154836,6.611507821626871
34,8.396694036899802,5.625339305154836,6.649601072013795
35,8.585703683480803,5.703327195743657,6.649601072013795
36,8.654086796722739,5.755266186067133,6.888714705984404
37,8.896156246924882,5.755266186067133,6.9903264882594724
38,8.896156246924882,5.768406328921597,6.9903264882594724
39,9.075257854614858,5.836789442163533,7.118260294593841
40,9.177908523645737,5.836789442163533,7.357049068179667
41,9.212849461673517,5.926629998110979,7.429511281533742
42,9.500469880456109,5.926629998110979,7.477592362415986
43,9.753454970575529,5.991477745845335,7.6116149704170395
44,9.933977847340874,5.991477745845335,7.781094261641708
45,10.104821426880344,6.0944187439666155,7.914860937835236
46,10.225447960219409,6.10755888682108,7.95295418822216
47,10.571880348447078,6.120699029675544,8.004893178545636
48,10.813798549578143,6.120699029675544,8.038145151026447
49,11.026718430859294,6.120699029675544,8.102992898760803
50,11.11190939366358,6.120699029675544,8.331596856408392
51,11.11190939366358,6.120699029675544,8.331596856408392
52,11.146850331691361,6.120699029675544,8.344736999262855
53,11.348717145194337,6.294587516319735,8.41719921261693
54,11.630020139717422,6.294587516319735,8.430339355471393
55,11.753342961802689,6.4093394414492675,8.536625516366907
56,11.877744165480241,6.4093394414492675,8.60446972186883
57,12.011766773481295,6.4093394414492675,8.750840725699586
58,12.172892516863083,6.4093394414492675,8.925872244451318
59,12.172892516863083,6.4093394414492675,8.939012387305782
60,12.250880407451904,6.4093394414492675,8.977105637692706
61,12.264020550306366,6.4093394414492675,8.977105637692706
62,12.567314203328872,6.4093394414492675,8.990245780547168
63,12.73805037761392,6.457420522331512,9.058438691055759
64,12.827890933561367,6.457420522331512,9.191748455233828
65,13.096064452495316,6.457420522331512,9.352874198615618
66,13.253053192937529,6.4705606651859755,9.404813188939094
67,13.499882489327188,6.4705606651859755,9.613932640501348
68,13.597982209542357,6.4705606651859755,9.686966828916052
69,13.767029418280439,6.522499655509452,9.686966828916052
70,13.80512266866736,6.580974729860363,9.907432939880469
71,13.877584882021434,6.580974729860363,9.907432939880469
72,13.92952387234491,6.594114872714826,9.907432939880469
73,14.309779449714876,6.594114872714826,9.920573082734933
74,14.58840204669539,6.714741406053891,9.955514020762713
75,14.794174024227534,6.714741406053891,10.02036176849707
76,14.832267274614455,6.81739207508477,10.125228958183254
77,15.026537585222636,6.81739207508477,10.226325136165986
78,15.149860407307903,6.81739207508477,10.226325136165986
79,15.270486940646967,6.81739207508477,10.226325136165986
80,15.404509548648019,6.882239822819126,10.37526051527772
81,15.532105744113874,6.882239822819126,10.413353765664642
82,15.590580818464787,6.882239822819126,10.554008889527308
83,15.781011734121156,6.882239822819126,10.567149032381772
84,15.908607929587012,6.882239822819126,10.667169103587494
85,16.030655732001446,6.882239822819126,10.667169103587494
86,16.120496287948892,6.882239822819126,10.667169103587494
87,16.133636430803357,6.882239822819126,10.828585176059683
88,16.133636430803357,7.022697490746201,10.896968289301618
89,16.236287099834236,7.022697490746201,10.910108432156083
90,16.236287099834236,7.022697490746201,10.999948988103528
91,16.236287099834236,7.022697490746201,11.046341103438802
92,16.426179107750592,7.022697490746201,11.046341103438802
93,16.494562220992528,7.022697490746201,11.046341103438802
94,16.494562220992528,7.022697490746201,11.248207916941777
95,16.649250524674333,7.022697490746201,11.31640082745037
96,16.649250524674333,7.0576384287739815,11.354494077837291
97,16.701189514997807,7.0576384287739815,11.546735828381731
98,16.96330403110791,7.0576384287739815,11.546735828381731
99,17.10089563816657,7.0576384287739815,11.701325487736087
100,17.281418514931914,7.095731679160904,11.889864236545405
101,17.455492510561058,7.095731679160904,11.889864236545405
102,17.55658868854379,7.095731679160904,11.923116209026215
103,17.889020341141993,7.095731679160904,11.923116209026215
104,18.165273245326336,7.095731679160904,11.93625635188068
105,18.30573091325341,7.095731679160904,11.93625635188068
106,18.30573091325341,7.095731679160904,11.949396494735144
107,18.43904067743148,7.108871822015368,12.049185180497279
108,18.5068848829334,7.108871822015368,12.277709346540572
109,18.8687848139106,7.108871822015368,12.277709346540572
110,18.989411347249664,7.108871822015368,12.277709346540572
111,19.002551490104132,7.108871822015368,12.336184420891483
112,19.002551490104132,7.108871822015368,12.384265501773728
113,19.1304852964385,7.108871822015368,12.417517474254538
114,19.17856637732074,7.122011964869832,12.469456464578014
115,19.17856637732074,7.122011964869832,12.507549714964938
116,19.17856637732074,7.122011964869832,12.520689857819402
117,19.216659627707664,7.122011964869832,12.62230164009447
118,19.216659627707664,7.122011964869832,12.62230164009447
119,19.30650018365511,7.122011964869832,12.694763853448546
120,19.30650018365511,7.122011964869832,12.729704791476326
121,19.40944118177639,7.122011964869832,12.843941112313525
122,19.442693154257203,7.135152107724295,12.843941112313525
123,19.69989571134679,7.135152107724295,12.882034362700447
124,19.758370785697704,7.1732453581112186,12.89517450555491
125,19.82675389893964,7.1732453581112186,12.89517450555491
126,20.12978945269959,7.1732453581112186,13.022770701020766
127,20.12978945269959,7.186385500965682,13.022770701020766
128,20.45676223649747,7.186385500965682,13.104293957117168
129,20.711106948063936,7.186385500965682,13.139234895144947
130,20.746047886091713,7.186385500965682,13.191173885468421
131,20.746047886091713,7.186385500965682,13.44757617807475
132,20.746047886091713,7.186385500965682,13.460716320929214
133,20.872367165944546,7.186385500965682,13.52556406866357
134,21.012673584800545,7.186385500965682,13.52556406866357
135,21.146696192801596,7.186385500965682,13.538704211518034
136,21.472922344715236,7.186385500965682,13.610049434385768
137,21.54538455806931,7.186385500965682,13.610049434385768
138,21.558524700923776,7.186385500965682,13.610049434385768
139,21.558524700923776,7.186385500965682,13.668524508736681
140,21.558524700923776,7.186385500965682,13.668524508736681
141,21.558524700923776,7.186385500965682,13.70346544676446
142,21.62337244865813,7.186385500965682,13.716605589618926
143,21.661465699045053,7.186385500965682,13.716605589618926
144,21.884742901414995,7.221326438993462,13.716605589618926
145,22.123518836474176,7.221326438993462,13.797589937975312
146,22.18836658420853,7.355349046994516,13.83253087600309
147,22.38104191285233,7.355349046994516,13.83253087600309
148,22.38104191285233,7.355349046994516,13.943086339744088
149,22.453504126206404,7.355349046994516,13.943086339744088
150,22.593961794133477,7.355349046994516,13.989478455079364
151,22.645900784456952,7.355349046994516,14.041417445402839
152,22.889009121414908,7.407288037317993,14.041417445402839
