Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,newTS
0,0.3597644509604089,0.3602509350060248,0.37000397479303876,0.3636468669707813
1,0.6253821553999153,0.7368670902557343,0.7808013987045157,0.6936197407066216
2,1.003728647838758,1.0862642852103115,1.1404170049432918,1.0129209222429396
3,1.3456995510371075,1.432840449205054,1.5095107435590203,1.3674736669746586
4,1.6151414980633017,1.7708456677930535,1.7899173621572597,1.711464500883413
5,1.8946402300445324,2.18419383539054,2.199392865751968,2.127245561839037
6,2.1899546647572263,2.6423205225995643,2.703822408742614,2.4799679714037626
7,2.4184787583472724,3.1342676384351407,2.9483555493258593,2.7012617473244864
8,2.6414994640270058,3.538327248425388,3.2530606600744782,3.079901123031384
9,2.7914204730810095,3.8831354566672447,3.61637163662201,3.4283156986309598
10,3.0554459854941056,4.292312312496391,3.9231471678447627,3.776875086017724
11,3.2020648384590364,4.730748734071109,4.38283469267969,4.017330948446265
12,3.441209270865464,5.288812669862635,4.747656643956821,4.401099236444929
13,3.5929432865004203,5.580997609156819,5.166759269639422,4.664145766927386
14,3.8129586409967096,5.85987513179193,5.573339222006278,4.85984103523711
15,3.9867690755449865,6.145943703155399,5.8511616098154375,5.203863163544906
16,4.136531765801366,6.5617381910053,6.265968583700261,5.529170292065805
17,4.214518391673323,6.981251241350497,6.6573413281422145,5.962686976734465
18,4.280859773206716,7.330699252085137,7.062531772231177,6.367927376636688
19,4.387472706892366,7.785591519718588,7.339281342272303,6.78292353894098
20,4.6778482977420275,8.160630894218219,7.71476995179218,7.146956132789322
21,4.9242373377666215,8.599162744939289,8.057718931892996,7.515320492412513
22,4.963934765837766,8.95998984067189,8.435473678253862,7.8553709643822796
23,5.049589452316441,9.268243051592957,8.835015988077759,8.155826123771428
24,5.0892868803875855,9.516675096828804,9.15756752993121,8.539431143556872
25,5.360384405390207,9.562142235867439,9.524304328665021,8.900422810713591
26,5.596814305654655,9.694364042766967,9.879862680099594,9.310355766268055
27,5.762042374771562,9.834305782435122,10.296975774481691,9.620203785820348
28,5.875119010607105,10.026796964857306,10.69136732505801,10.09449750260719
29,6.065322240791248,10.265026829676142,11.03985876769024,10.465090788160708
30,6.171451027315516,10.4934942021166,11.460444722807257,10.87055253152236
31,6.354066751078429,10.742732572729157,11.73958314902581,11.281286056790659
32,6.399918356588374,11.00675355934626,12.123616980878763,11.617355923738645
33,6.537938538201644,11.306346088506954,12.439889238526877,11.972918383544716
34,6.68351058901187,11.671450031264106,12.647765866317961,12.354955858046376
35,6.7293621945218165,12.011017574488509,13.046878730581579,12.75573176357488
36,6.85509040836646,12.400519413149237,13.359978182417962,13.142001594025619
37,6.8939136889124395,12.770584833220436,13.698649587690962,13.47472745127657
38,6.972049372426949,13.15840612117095,14.155896511397634,13.893548024531142
39,7.091735051502186,13.560223815593877,14.535200445199896,14.209296583221095
40,7.274754344322277,14.007915665185697,14.870653619907921,14.600561790598713
41,7.426016556619085,14.475808461472614,15.206371058559705,14.969921572009202
42,7.551534781676493,14.960212776002853,15.542510914392604,15.393056368922748
43,7.6547986453131855,15.429790166597078,15.938951834800259,15.675430880567566
44,7.694496073384331,15.93056232387585,16.353318918850828,16.020178969980314
45,7.8527065636604165,16.45250279430188,16.8009721847352,16.32870043229055
46,7.925317110368923,17.022557072362705,17.17863778967582,16.726534326991892
47,8.074652893999902,17.60186891873969,17.505035129752944,17.084467283511753
48,8.17294346144443,18.190822185359885,17.677273906493852,17.45582504059898
49,8.339763841006654,18.79992843335615,17.963600207638812,17.80907033860597
50,8.413211383556474,18.993671445668358,18.3081317975273,18.220469552008147
51,8.472467803336299,19.148248200867833,18.67435333990327,18.517870409811678
52,8.573792681539834,19.26522426811311,19.07903435533381,18.893944335161382
53,8.631157365351878,19.426765737677105,19.429091851255794,19.290565752171176
54,8.807513247354624,19.603387466495693,19.77253035371563,19.63201458712306
55,8.93608689378117,19.79873958884981,20.026874808552364,20.01861074395965
56,9.027049710002306,20.048683010217285,20.333371972368212,20.380885135459774
57,9.162467226370568,20.317669826446,20.66841213870919,20.67216201883295
58,9.174822251425532,20.593417929957326,21.049288735419868,21.051058681020315
59,9.22777383817694,20.928903377700713,21.340306437064402,21.393144438270163
60,9.278333528222957,21.224679414685646,21.71692610446436,21.707723056930426
61,9.444660949398969,21.566338787271,22.005819228037563,21.968311746810805
62,9.531595735867707,21.722832792049637,22.291664241336292,22.302612334972576
63,9.715325928778606,22.07730161604511,22.630249944043495,22.648071340715678
64,9.851287796805227,22.455602437242003,22.9800542949312,23.01005050471772
65,9.863642821860193,22.822209912086524,23.275263337955305,23.29986872517043
66,9.954323818416984,23.161824109531025,23.602356627472556,23.52561748981804
67,10.013334449758702,23.573996225219982,23.897806612683304,23.90457129089248
68,10.09433261089831,23.801410180494265,24.28149328454044,24.13285158389356
69,10.288387444187546,24.11029853008234,24.5918337508282,24.44699291640867
70,10.418174802893507,24.49772303728928,24.988165676683487,24.77784258014221
71,10.483531173173763,24.705431012995213,25.32211634935635,25.10876513250334
72,10.54359306115313,25.158179769008093,25.709256626674613,25.365840501152245
73,10.63485552986931,25.580182444850564,26.031220043985847,25.682808179742562
74,10.696750156165196,25.994244032197702,26.27467000388534,26.030836921259315
75,10.829462128531055,26.362915040918985,26.505965177373547,26.33488170289171
76,10.882943510745267,26.679383345159543,26.778897401774156,26.570242377575788
77,11.038050459167405,27.04396533239418,26.93655317399959,26.746311609907174
78,11.14313738163472,27.470659929222403,27.20185636681823,27.121169711508436
79,11.402907659766342,27.738702412221762,27.63206196434004,27.346769163523827
80,11.415262684821306,27.982497948348186,27.941927304009646,27.537192477486762
81,11.463546354801021,28.44040274248091,28.21447146661036,27.765744693955497
82,11.549280587620384,28.783111046664395,28.533574693209466,28.113117005051787
83,11.561635612675348,28.987629161088886,28.790453774276756,28.33817072306161
84,11.667432621830265,29.321849825139317,29.00924915764283,28.714049909678597
85,11.679787646885229,29.63670503487096,29.25607836526886,28.971483562547938
86,11.8436149909902,29.93593414692388,29.577163457858724,29.28749329872527
87,12.021766738230259,30.348280305510297,29.91603935761014,29.562243824252505
88,12.105248970601176,30.60509875974801,30.122640057531886,29.81722438274084
89,12.211661083540257,30.91467905644679,30.368635926467284,30.103990572477784
90,12.432707709858864,31.269326332683058,30.688014935529246,30.403238936295338
91,12.532014281654906,31.548105842835874,30.947311395328967,30.801601749884647
92,12.573113407476347,31.85678217019378,31.197796386847394,31.168099836915438
93,12.665430880461539,32.13665310777128,31.530924480462637,31.314957610589296
94,12.808261564054863,32.50536741544256,31.73278142491366,31.45904706612945
95,12.846111617773733,32.8022949029694,31.86313718847917,31.74169771767867
96,12.926583617321512,33.089386741786804,32.13097418104005,32.07343508406627
97,13.008935046303076,33.408079352866494,32.47182385597823,32.424062079658185
98,13.160147363281231,33.65772278919404,32.834951886680436,32.65036589571313
99,13.274551368004094,34.01302907636362,33.02883410121358,32.79796841415751
100,13.356182447458778,34.355464884476596,33.16205139267821,33.035933862680196
101,13.456467493359934,34.68687996623624,33.42995888111949,33.23101806306088
102,13.556415875463404,35.08275607635692,33.6225168223633,33.451525697637635
103,13.63552336577979,35.4655527750946,33.8261597184711,33.655710174554635
104,13.64848741407092,35.68118536653315,34.07827609794525,33.889622407003216
105,13.67940172061979,35.9373838706284,34.301474620320846,34.112824445024685
106,13.770949136886241,36.29693984034608,34.49264207050777,34.415159353433594
107,13.796031734922925,36.57196767129575,34.813268908608165,34.702720469473874
108,13.836293270562209,36.93769553733141,35.08919511405824,34.90713740404287
109,13.976702928898892,37.25409814150194,35.36388860997911,35.206666833962885
110,14.153170004263307,37.560645321724216,35.52474654255687,35.3727938629157
111,14.240972945020271,37.79579627400824,35.8496122832476,35.63177108955375
112,14.308389965746608,38.12913416247575,36.13122275752682,35.88268078717455
113,14.445492714199116,38.44844848552071,36.40323996569059,36.0695587724462
114,14.505985097607535,38.686444663009794,36.602422651200904,36.32400267135625
115,14.574063734045115,39.0392907042106,36.86021483086331,36.55824892480037
116,14.637187564011246,39.309408458900684,37.06487009159288,36.83745827565288
117,14.709593865417384,39.56365803835576,37.24983817140242,37.07039646341879
118,14.85908591640423,39.82307765890027,37.51345087647046,37.25422968082683
119,14.933986736650382,40.16855492620361,37.755111214804515,37.44659533123173
120,15.012175406256498,40.52920230728141,37.92175211752641,37.684667969241836
121,15.103242192620879,40.84823777317146,38.117134051162644,38.0283305374751
122,15.158896051908457,41.148324143342506,38.31398137804757,38.158830794917755
123,15.232901749453296,41.453808796420596,38.647673526713525,38.25411044608665
124,15.376963698653261,41.701330207439085,38.86133530722044,38.51637776894329
125,15.411941260851256,42.0005056502633,39.04818406407142,38.73322121209047
126,15.495981571240259,42.34791924437763,39.318618052465695,38.896981908575604
127,15.551772968267183,42.54651763768092,39.51638049453197,39.078427480201874
128,15.589942686865095,42.907789220137275,39.781590546281194,39.258560141503125
129,15.671460200490467,43.215763559626026,39.96032041842455,39.45368675860811
130,15.842126623314806,43.5891030025289,40.11870580567951,39.7933241284942
131,16.00255067964,43.84140086469257,40.21274409344383,39.97564292739183
132,16.039171304225256,44.14989402297005,40.44643315000087,40.16216584798951
133,16.097084147228713,44.50627928828973,40.585821731921534,40.436090065269156
134,16.17587766467357,44.78589502996095,40.673587211200186,40.601392966833274
135,16.188841712964702,45.23675062331206,40.80846074768266,40.782778286259784
136,16.298898087086606,45.52586821874359,41.049463869642636,40.94430544915899
137,16.506898085641787,45.882785041268974,41.26409248303664,41.19972008338324
138,16.678325062628392,46.16498743022957,41.55579638247202,41.38467056011357
139,16.806488185688675,46.44850435682989,41.77323772536351,41.52280851514523
140,16.819452233979806,46.662793624327136,41.89970212236263,41.666458182517914
141,16.832416282270934,47.042616996717136,42.07215380449087,41.810127133267684
142,16.939415402871283,47.364402282095675,42.373721337061184,41.86482899081268
143,17.050886005393345,47.71063148784579,42.42356393339959,42.02943663413694
