Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta
0,0.7587048171859971,0.8129926096646944
1,0.685886574811354,0.529067695222914
2,0.605403674995784,0.2972295129736449
3,0.4240677027386194,0.2738737520598587
4,0.41434371358593963,0.27177891776564994
5,0.3355727513542514,0.2162871890454047
6,0.3295373810206398,0.20976103615951355
7,0.31605369552423057,0.21323794438890445
8,0.3015650685750014,0.21238685926820286
9,0.2999592944074124,0.20951640594400334
10,0.2990141914564711,0.20887160709770894
11,0.17254836232810705,0.20817835998915113
12,0.139305065563345,0.2082014749069357
13,0.14045097822092573,0.20777258376491697
14,0.13830049638844838,0.20888476800352979
15,0.14150558588793957,0.20891283257188178
16,0.13239689945340566,0.20702383673786073
17,0.12876479468502025,0.20598523728768142
18,0.12181704844266776,0.20545444589643141
19,0.12282290110383313,0.20502058031713802
20,0.08396225815721467,0.20478711759932353
21,0.07915583131881049,0.20399670090590058
22,0.078278935090831,0.20340049265750793
23,0.06768312877491574,0.20335220100746693
24,0.06501468772295219,0.20305801829158115
25,0.06385328402569335,0.20331870338123398
26,0.06333176140994103,0.20269368514168146
27,0.06366732599219196,0.20243162371208254
28,0.061729661294392356,0.20205477965509658
29,0.0624523730030064,0.20224000891755572
30,0.06327970584273965,0.2019522058950912
31,0.06549364055834453,0.20228061471406003
32,0.06594204209844445,0.20220961391505438
33,0.06459179193137478,0.20200069539901752
34,0.06561165686716156,0.20212040594569283
35,0.06651220388808046,0.20237623903881197
36,0.065276633907012,0.2021076817008371
37,0.06505603669837921,0.20213011922875862
38,0.06427191989179537,0.2020271078083394
39,0.06262184933121304,0.20180597215371449
40,0.06291184774760733,0.20181772155301925
41,0.062182785341545144,0.20176837935901046
42,0.0603356567949788,0.20164537800116245
43,0.057662635451565455,0.2016535481015568
44,0.059485680595926196,0.20171083117477515
45,0.05798349322300136,0.2017440850638065
46,0.05817976546486072,0.20165998189626871
47,0.05535520288494143,0.20155400186078914
48,0.05243598587369164,0.201486187443966
49,0.05301007787253009,0.20134768776789597
50,0.052509021699489754,0.2012391462255184
51,0.05212395315686028,0.20127958284034503
52,0.053378467740922975,0.20131186395439454
53,0.05390498606262424,0.2011114431812122
54,0.05293719892720171,0.20116433574324244
55,0.052084294400926524,0.20119089238148216
56,0.05182287658378676,0.20119369448775276
57,0.05351718243550011,0.2011982036875018
58,0.054170322978824514,0.20111419845284972
59,0.05431535623703833,0.20090470366623642
60,0.05483582387167744,0.20083083930183263
61,0.05481894091196708,0.20072440287182594
62,0.052979673504633784,0.20066058013098198
63,0.05177217707579283,0.2007295623811663
64,0.05253241731092375,0.20077604859813528
65,0.05160328659097106,0.20073549032531482
66,0.05198169086687421,0.2007276617328794
67,0.050486246670362035,0.20067480675762756
68,0.050178363699299844,0.20065536074209897
69,0.0507669322798683,0.200608483897815
70,0.050631513998558406,0.20062419052166777
71,0.05072340507087486,0.2007268356557496
72,0.05027105636650181,0.200765790877581
73,0.05057196154897581,0.20078799850549683
74,0.04873818694691992,0.20072280961052202
75,0.04925599541135326,0.20076083361530203
76,0.04950577574869725,0.20070896309557845
77,0.047573090350643256,0.20068892305528685
78,0.04761620136493353,0.20067968790611496
79,0.048162941095969615,0.20068857345031166
80,0.04931606620657013,0.20059338975245372
81,0.048803547006707436,0.2006198689252073
82,0.048681071766314685,0.20054805603755027
83,0.04854530548943121,0.2006022152622502
84,0.04832309456318454,0.2006230492976206
85,0.047465996675069885,0.20057864391065044
86,0.0474536832718459,0.20058211513292404
87,0.04682509739165742,0.20052787591810955
88,0.04672358183585638,0.20051185323332077
89,0.046914674564735796,0.20053890146593645
90,0.048474783300650304,0.20050592466615297
91,0.04861577639538372,0.20050682873715514
92,0.048286523352503316,0.20051681259395782
93,0.04846133799039802,0.20058794473331415
94,0.04740176968164904,0.20054695014538054
95,0.04735117774180165,0.20056129407643236
96,0.04733984905588193,0.20056978854379745
97,0.04674535310254108,0.20057404451110078
98,0.047219674903151786,0.20057277294551817
99,0.04647077461161443,0.20061330207592215
100,0.04605204200407491,0.2006112661579123
101,0.04512075676248349,0.2006514749545567
102,0.045119023017819004,0.20064735254462263
103,0.045121530372934544,0.20065940387021897
104,0.04352230644987803,0.20064901344781444
105,0.0434564433338616,0.20065396637467084
106,0.043653335892036,0.20060393560988535
107,0.04365635079529297,0.20058918601836168
108,0.04458236896048218,0.20058055682927503
109,0.045892608807575966,0.20060556405848473
110,0.046462705289842435,0.20063536549893227
111,0.04554238042697787,0.200635562750961
112,0.04567716489588387,0.20061277055931154
113,0.04597310750432287,0.20060906861386768
114,0.046495482476692586,0.20058030338596797
115,0.045825081493041694,0.2005527492055485
116,0.04571474973350294,0.20062324264667392
117,0.04573551001020003,0.2006497783739743
118,0.04514250515210587,0.20064349557275393
119,0.04544671890009605,0.2006416777268533
120,0.04534484959997666,0.20062048205622612
121,0.04528852150308651,0.20063370670752825
122,0.04528966046149986,0.2006031739636481
123,0.04543695686910629,0.2005832013550927
124,0.0453412763380358,0.2005850313524772
125,0.04461634103866487,0.20054667993749903
126,0.04475520109632876,0.20055571166902575
127,0.04477886830315379,0.20055695846471105
128,0.04535254617815806,0.20055953900428553
129,0.045127906426932346,0.20051597953496741
130,0.045303878092644814,0.20053716127525284
131,0.045286083695574096,0.20054578082246682
132,0.04482382912199424,0.20053520868612829
133,0.04487372522352876,0.20053851495470285
134,0.04460086287507027,0.20054619261667525
135,0.044590568657648696,0.20054234190027334
136,0.044595710734942375,0.20055488688604584
137,0.044357202573772236,0.20051761950679162
138,0.044246362418516205,0.20052489263870435
139,0.04426120708165874,0.20052178092700626
140,0.044381699261197755,0.20054234616921765
141,0.042961559790232626,0.20052889477279318
142,0.04299793751344418,0.20055294756272102
143,0.04297952673262952,0.2005312731903567
144,0.0435378077966476,0.20053006744516993
145,0.04341132016965617,0.20052895930189168
146,0.043376305354117364,0.20053753780730293
147,0.04379892267623799,0.20052802777100293
148,0.04386932477020937,0.20053581358262756
149,0.04390591205690692,0.20054431957167887
150,0.04395084420562119,0.2005846166155199
151,0.04397142672827133,0.20056614032224443
152,0.043810745185546555,0.200586950480578
153,0.043775019924156805,0.2005934319279706
154,0.04380948963755283,0.2006039209831764
155,0.04370137900662601,0.20059799847568532
156,0.043644667920254565,0.2005877820828868
157,0.04366689107860811,0.20058042339055024
158,0.042904077303341046,0.2006005569402988
159,0.04228681163993,0.20057544025941815
160,0.04224409859955151,0.20057381404438876
161,0.04153140663989972,0.20055482359649654
162,0.041480794939588485,0.20053734895259895
163,0.04137450489552137,0.20052459896875222
164,0.03996491263970571,0.2005651617608491
165,0.03959752055396004,0.20058715602627028
166,0.03911678548714313,0.20059713405315688
167,0.03907735265595952,0.200577293294862
168,0.03919420000354892,0.20059229640547618
169,0.03937446107196437,0.20054700968277356
170,0.039155281482259434,0.2005501655466368
171,0.03900309135645959,0.20056218041583757
172,0.03915533693966956,0.20055380448931315
173,0.03859819025820159,0.2005887885441609
174,0.03797440748523161,0.2005763248729032
175,0.03804297451949717,0.20056957582725832
176,0.03775582199454035,0.20058480745178495
177,0.03778592609876488,0.2005755479018852
178,0.037737253080412585,0.2005750368073068
179,0.037494704193794,0.20059290804385893
180,0.03752649101837964,0.2005940649100181
181,0.03763950566009273,0.20058143716226318
182,0.037549704592826395,0.20055559849544408
183,0.037098931407055634,0.20059802812204514
184,0.03702749001794355,0.20060797965035676
185,0.035922969191805515,0.20058399066442334
186,0.036059359055514155,0.20057366404506927
187,0.035527780909743706,0.2006016068585786
188,0.035134853924532874,0.20059884915270992
189,0.03497044035759882,0.20061729213868323
190,0.0352860572742737,0.20061204459591903
191,0.03527924197028872,0.20058493929323645
192,0.03525052863928104,0.20052877608828545
193,0.03494490997699866,0.2005515237527305
194,0.036177000166208464,0.20055557008120556
195,0.03628206545836785,0.20057392869881005
196,0.03626509312106606,0.20057372450024857
197,0.03640475734330671,0.20060601835921715
198,0.03672539410199888,0.2006255320469011
199,0.036578858617344924,0.2006491487481193
200,0.035933728725917324,0.20065530740039889
201,0.03590968797923192,0.20066583185372472
202,0.035939510220602974,0.20063900581764474
203,0.03626723154968903,0.20063226334419393
204,0.0362777121109029,0.20064358638405633
205,0.03604700559157342,0.20067793274157414
206,0.03589723540454755,0.20065600280368515
207,0.03589968244141647,0.20064140414942505
208,0.03608948608141305,0.20059729691359793
209,0.03597052286598114,0.2005935466713467
210,0.03597020252101177,0.20057212353421422
211,0.036019984980577,0.20057677802351875
212,0.03539336053997976,0.20057075966347443
213,0.0351320327803941,0.20053311310668792
214,0.03521678116522704,0.2005539844608173
215,0.035356836610792294,0.20062295046085046
216,0.03528279011722722,0.20062374048523743
217,0.03444228101214024,0.2006272763475964
218,0.034523070703376915,0.20057139866040413
219,0.034576723388029806,0.20062505604788994
220,0.03366234074179036,0.20063534626184323
221,0.033569217689947875,0.20063337110041046
222,0.033495896411137024,0.20068457943604842
223,0.03369998334759694,0.20069279930382405
224,0.03377659010546623,0.2006866098455684
225,0.03389082954600382,0.20064703204417222
226,0.03375418251033087,0.2006180733961087
227,0.034502694684580344,0.20056502415016908
228,0.03456382017000339,0.2005742850519754
229,0.03439191813278907,0.2005227636379316
230,0.0343694382100295,0.20052329456772638
231,0.03457525524858907,0.2005549442362054
232,0.034562286291702396,0.20054118170409607
233,0.034415804829541895,0.20053464272651772
234,0.03426890509157438,0.2004871878979265
235,0.03441829082934204,0.20050128493790692
236,0.034311148785266865,0.2004837886806453
237,0.03383999009040918,0.2005060782626873
238,0.03348706051914363,0.2004979503607638
239,0.03331878783706983,0.2005049678952305
240,0.03321810377124663,0.20049800127303863
241,0.03338318761939442,0.2005003139610011
242,0.03303837828110343,0.2004818501161016
