Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.5671280686548912,0.49340764963550476,0.48628317792690445,0.45257870213052254
1,0.9201241677602875,0.9580131876239589,0.8159000401382631,0.7438607192976645
2,1.6376574812300784,1.4176944299511145,1.508288859656941,1.3638951894137574
3,2.039161547995096,1.8565633979043494,1.603955467427801,1.7000782910612002
4,2.3294767901424844,2.1140316940468478,2.004357261438707,1.9108808886916822
5,2.597655231455295,2.429316671347199,2.496923469255183,2.0248818501333314
6,3.0009331576809384,2.782157785184077,2.663813329932288,2.1945255912606045
7,3.2866589409935245,3.4708613672446247,2.8028048177753115,2.642600660399037
8,3.641966868777268,3.705658289433841,2.9699555168253,2.642600660399037
9,3.9662269428989427,3.848840650304588,3.1352042690673163,2.8337572161491464
10,4.289215872620547,3.8995487801018234,3.316352484442077,3.120259809136453
11,4.631575488328087,4.054138746920662,3.4420054482175866,3.1753486437855805
12,4.9782657429879515,4.1083564066562115,3.6189735402420937,3.2076897439740306
13,5.072971206114747,4.378904593038454,3.754704600133884,3.435640623183074
14,5.189707155071112,4.720246519989887,3.8008320480331124,3.5442863603031163
15,5.466326961265485,4.747224930671221,3.9194136913727697,3.5766274604915664
16,5.535909105736641,5.065800161440492,3.9959312619257346,3.859850160233716
17,5.788288058008037,5.204605481398313,4.076021104227919,3.947321552356075
18,6.012050319389428,5.3014860839138365,4.125152964629708,3.984243334442533
19,6.250180011863074,5.521505733371431,4.20310034348116,4.016730895727942
20,6.369632653617919,5.658072811928091,4.412889745073394,4.096820738030127
21,6.584101378324306,5.894551789234391,4.501373248937292,4.123351325068197
22,6.719542307925249,6.052617437569446,4.593530326769837,4.155838886353606
23,6.862724668795996,6.30453347775387,4.760420187446942,4.169030949324162
24,7.258158834440795,6.393016981617769,4.93738827947145,4.277522760161736
25,7.475611185319207,6.53292843161354,5.191939172090203,4.393552399895153
26,7.664757126557239,6.789767793026208,5.319894823066468,4.425893500083603
27,7.949332741686602,6.980648211192099,5.352235923254918,4.5143770039475015
28,8.038063923375654,7.10507151248723,5.511975524892859,4.5143770039475015
29,8.038063923375654,7.10507151248723,5.637774949765327,4.551445247130919
30,8.226419611203596,7.244982962483002,5.664305536803397,4.731838693970053
31,8.286089127750731,7.28529989723185,5.823476185520243,4.800266052686696
32,8.3126197147888,7.611457668175879,6.018383087087929,4.823995771802598
33,8.664047265485427,7.802592365637594,6.045622336142146,4.843144809020492
34,8.691025676166761,7.850482385393269,6.1197552041969905,4.88006659110695
35,8.927473137980598,7.91171092921646,6.2574858847545425,4.893258654077505
36,9.275320733595112,7.91171092921646,6.388131145312572,4.9255997542659555
37,9.43921618200261,8.142003783041158,6.428708918434305,4.952130341304025
38,9.528712881904758,8.217133051851052,6.455687329115638,4.965322404274581
39,9.589653686989047,8.43576943672532,6.568913748133687,4.9923008149559145
40,9.678137190852945,8.80008661386192,6.5822522722012025,5.01144985217381
41,9.753763464325315,9.029494763759839,6.683624389310263,5.169515500508864
42,10.214989527818933,9.13501670566223,6.762442943075294,5.169515500508864
43,10.48680398103945,9.13501670566223,6.878386151296513,5.223733160244414
44,10.499996044010006,9.224513405564377,6.988546068889403,5.223733160244414
45,10.709716302762754,9.300139679036748,7.001738131859957,5.223733160244414
46,10.869485879266445,9.327378928090965,7.1453104703729835,5.332378897364457
47,11.055398709154975,9.430244450617554,7.158648994440497,5.345570960335012
48,11.164229533994938,9.914837991132702,7.260324561274951,5.345570960335012
49,11.238508863146743,10.129306715839089,7.33018172829008,5.358763023305568
50,11.38096306838727,10.175434163738316,7.440341645882969,5.358763023305568
51,11.534213042450558,10.312557148456344,7.477263427969428,5.406653043061242
52,11.597392088936008,10.626563959486585,7.642386401343946,5.406653043061242
53,11.666974233407165,10.714483175252207,7.763054016767862,5.430382762177144
54,11.666974233407165,11.089309181548055,7.825972224880428,5.430382762177144
55,11.914382526138274,11.256199042225159,7.852502811918498,5.430382762177144
56,11.93353156335617,11.49592671109689,7.9121723284656325,5.430382762177144
57,12.068972492957112,11.75746581445779,7.9121723284656325,5.430382762177144
58,12.193364649447151,11.78119553357369,7.938702915503702,5.430382762177144
59,12.371344853213197,12.127787569424223,7.985091201775814,5.4435748251477
60,12.501272865140116,12.428551723253923,8.008820920891717,5.5187040939575915
61,12.717546900420334,12.45579097230814,8.049137855640565,5.5187040939575915
62,12.939399527740097,12.45579097230814,8.081478955829015,5.638156735712436
63,12.939399527740097,12.56901739132619,8.205598807398754,5.67409653314367
64,12.976321309826554,12.669679828700325,8.218937331466268,5.67409653314367
65,13.204939398176952,12.736718885673895,8.265064779365495,5.67409653314367
66,13.518360531543943,13.001602360473905,8.288794498481398,5.697826252259572
67,13.698362272595768,13.03754215790514,8.3512648829507,5.733766049690805
68,13.746252292351443,13.327768655589491,8.364456945921255,5.733766049690805
69,13.910353687750804,13.627571818962679,8.364456945921255,5.733766049690805
70,13.910353687750804,13.682660653611808,8.4378236428747,5.733766049690805
71,13.910353687750804,13.682660653611808,8.502131135112336,5.822249553554704
72,14.119303029407797,13.682660653611808,8.515323198082891,5.822249553554704
73,14.119303029407797,13.682660653611808,8.5478107593683,5.822249553554704
74,14.371219069592224,14.08976549882605,8.621943627423144,5.822249553554704
75,14.371219069592224,14.189121491414323,8.740525270762802,5.822249553554704
76,14.604943743606919,14.189121491414323,8.920179427831734,5.822249553554704
77,14.753723197275377,14.302347910432374,8.933371490802289,5.849488802608921
78,14.753723197275377,14.37193005490353,9.04148532556007,5.849488802608921
79,14.753723197275377,14.407869852334764,9.04148532556007,5.849488802608921
80,14.926585241835292,14.489383252491004,9.081802260308917,5.849488802608921
81,15.051008543130425,14.50272177655852,9.137873079613268,5.849488802608921
82,15.126634816602794,14.515913839529073,9.137873079613268,5.885428600040155
83,15.285713660976096,14.775277931279689,9.246625728823727,5.885428600040155
84,15.407697922163655,15.02396698690132,9.302843009225038,6.177746484788663
85,15.5271505639185,15.16387843689709,9.421557014097981,6.177746484788663
86,15.723678054976707,15.16387843689709,9.48249781918227,6.177746484788663
87,15.933147106109212,15.266713660866753,9.622409269178043,6.289959707768464
88,16.061102757085475,15.41839903095892,9.622409269178043,6.289959707768464
89,16.222705999543898,15.48131723907149,9.68996545298111,6.289959707768464
90,16.222705999543898,15.630741548019676,9.722306553169558,6.309108744986359
