Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,newTS
0,0.4885699791426674,0.4243109146507723,0.47558306141165707,0.3814583210805259
1,0.7710334198914975,0.8064431783545969,0.9624182169603323,0.7783385868591196
2,1.099950011453147,1.262697291729781,1.462808291339225,1.2109156258033442
3,1.4939791803436766,1.6406215112749123,1.8809895745538856,1.6947774440553824
4,1.8156164404047395,2.1473329800098235,2.142294526699758,2.130770353226167
5,2.192876806936069,2.581986386323753,2.5256222082237287,2.4919568391796805
6,2.603598759896814,3.027510332518937,2.812077470323015,2.7850519248402743
7,2.9059534816113586,3.3866471879074735,3.1967430966874852,3.2331506635780216
8,3.2654845039284472,3.8244380775849636,3.568667876395902,3.6620681111967244
9,3.6415340810751786,4.268291338623733,3.908017890811565,4.087060320966971
10,3.932852475593787,4.64969626215928,4.374319088650223,4.503472854182614
11,4.3117238190533795,5.017310740746919,4.755038833011712,4.916040875612646
12,4.6413070984929625,5.538493003503219,5.0962995456968105,5.368709020444972
13,4.994833441513189,5.935099376128141,5.460176321233399,5.767295665345671
14,5.432111649568595,6.3429332336540245,5.869429449439933,6.212774971012798
15,5.731878376296213,6.6685614719276884,6.371922660740813,6.715677483178652
16,6.046014893378414,7.166619373385833,6.8934294410302055,7.133299103140546
17,6.370076026438288,7.666938354593197,7.352635792158902,7.570797122918037
18,6.706581888280712,8.059171879175915,7.817539749084217,8.111346145228048
19,7.0616407960139345,8.502020895092684,8.260524745866778,8.51369371713387
20,7.4184759826132565,8.892494799027594,8.640534763734605,8.90933644458379
21,7.7505411149414485,9.344136479915985,9.04216933730836,9.2077852135323
22,8.145384143317948,9.60655316168813,9.556709795498957,9.640200289432507
23,8.487125097877461,10.026477602932937,10.034839711619982,10.047436499914326
24,8.768092596952718,10.392072132081172,10.35580069547981,10.434405567665488
25,9.055255888003057,10.762273773677354,10.672711643815193,10.78010640568946
26,9.321261246482246,11.230944760559984,11.138746626424254,11.135890026258515
27,9.630393881381872,11.532847684231243,11.42138478849323,11.550813555799929
28,10.001514600087386,11.944625028088453,11.925401400928159,11.909271886223696
29,10.32289694962874,12.32117775087103,12.276760564707484,12.360471467610317
30,10.66014896414573,12.678848187797065,12.736927212134757,12.768510739277527
31,11.118862173136879,12.917333201441446,13.092180870613982,13.207052350316506
32,11.459725330404675,13.250399221694035,13.430963601502333,13.602694282136119
33,11.813436974611284,13.672366119902762,13.757117110273256,14.09293753041292
34,12.076578783769325,14.060843071477871,14.15866687730526,14.530253390833447
35,12.405804832562872,14.423844036239952,14.442783199090076,14.947945252549328
36,12.798885819442544,14.792013169432451,14.730361141749018,15.349259724407435
37,13.059724198671265,15.174020773945752,15.045678645821383,15.793947464788573
38,13.323129928435662,15.575838233445378,15.313113787620011,16.18362172824061
39,13.70370547008641,15.941768991632284,15.766062231398811,16.62417908556815
40,14.094325078327548,16.322957559203537,16.09026942855015,17.04271549208996
41,14.570905393993684,16.689780488723784,16.488182919444537,17.525858209233235
42,14.941481458551223,17.074683641961677,16.754321121749552,17.966586721963864
43,15.307012187462254,17.43299534608058,17.133050326256516,18.370092752400904
44,15.623930163642413,17.788527380677504,17.519684423601316,18.79170392838059
45,15.91870856245745,18.12312189399419,17.88603068676954,19.12673851850338
46,16.369338082059322,18.530216849656075,18.166641852305567,19.43010509205682
47,16.721394395959614,18.813375071475217,18.54206824110464,19.854780213940245
48,17.177798557598187,19.092751339505305,18.92665162648699,20.230668971312646
49,17.559600985847844,19.505662599563614,19.30311763086688,20.586654499535843
50,17.842820999679393,19.88608574131154,19.708057005621704,20.90503565238771
51,18.1798901173103,20.171392376196724,20.021587021504498,21.284922228503525
52,18.397326318500795,20.582538891576384,20.40751822909143,21.715303412009654
53,18.723523576371164,20.832057910431978,20.788584042391953,22.059025725140703
54,19.013182963742498,21.12324451029442,21.064435281397202,22.419316637461165
55,19.294830763369973,21.490774324290445,21.367392267491173,22.7886015469739
56,19.564635454244584,21.913847795548783,21.713590123917953,23.310884903102444
57,19.76617895897115,22.237225516632073,22.063888845152736,23.699578913371926
58,20.112607709899898,22.703786411702687,22.325036396053644,24.12282229366385
59,20.505937759704572,23.15542596636041,22.654246717537582,24.48624444047194
60,20.90320355041321,23.640177803192238,22.997684244521643,24.682065450822495
61,21.13094348790469,23.974197391442964,23.355763315819736,25.181563085227474
62,21.417078839849214,24.257424912741904,23.633806734904923,25.521748525909324
63,21.6604217203683,24.453000168418704,23.97376798985072,25.88359223982896
64,21.972609321760082,24.78406558057086,24.24652767681172,26.239526528290856
