Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit
0,0.3333509406529155,0.39920972543656635,0.39920972543656635,0.43195103946853236,0.39920972543656635,0.39920972543656635,0.39920972543656635
1,0.7010791002427548,0.808176061726766,0.848486659006778,0.8127783401891039,0.808176061726766,0.808176061726766,0.808176061726766
2,1.0220767201162917,1.2422748231094314,1.2954615336209039,1.1540717549348982,1.2422748231094314,1.2422748231094314,1.2422748231094314
3,1.4483053421086152,1.623914835806313,1.6105076774184215,1.4943449116690486,1.623914835806313,1.623914835806313,1.623914835806313
4,1.8020878943233343,1.9990721291907907,2.0091002900784702,1.7467817495280369,1.9990721291907907,1.9990721291907907,1.9990721291907907
5,2.047486821770272,2.494806349375228,2.434414523695275,1.9692654535737035,2.494806349375228,2.494806349375228,2.494806349375228
6,2.2417512632612833,2.838255590890806,2.873548070931542,2.2333239505113864,2.838255590890806,2.838255590890806,2.838255590890806
7,2.522886767573902,3.2430468796736456,3.3323828905438546,2.5185474199189164,3.2430468796736456,3.2430468796736456,3.2430468796736456
8,2.7338436046089267,3.5982994426672854,3.7611021206335336,2.7871523554378372,3.5982994426672854,3.5982994426672854,3.5982994426672854
9,2.9504853302100873,4.010199765688958,4.072685554477102,3.2499377140682633,4.010199765688958,4.010199765688958,4.010199765688958
10,3.278895718231241,4.393268564885977,4.402754979176057,3.651689977177076,4.393268564885977,4.393268564885977,4.393268564885977
11,3.583719755062988,4.745884962634774,4.760721901322473,3.871368192512937,4.745884962634774,4.745884962634774,4.745884962634774
12,3.8752011362522323,5.203702639133409,5.021214001538125,4.175445564528345,5.203702639133409,5.203702639133409,5.203702639133409
13,4.100159857311423,5.527453876495162,5.438298594158298,4.380631933777887,5.527453876495162,5.527453876495162,5.527453876495162
14,4.333470357227985,5.910174287027353,5.863917467050087,4.673528602487813,5.910174287027353,5.910174287027353,5.910174287027353
15,4.529056470757588,6.277968503137348,6.251200482933415,5.005048760051439,6.277968503137348,6.277968503137348,6.277968503137348
16,4.716853566681322,6.727759752687146,6.7867024370466025,5.165702241123769,6.727759752687146,6.727759752687146,6.727759752687146
17,4.9034122523638946,7.172782168713091,7.14465922420901,5.326987543152421,7.172782168713091,7.172782168713091,7.172782168713091
18,5.153002457625106,7.576579026279774,7.4997308395015,5.567867364606736,7.576579026279774,7.576579026279774,7.576579026279774
19,5.3194857083942555,7.833420376110036,7.923530534175616,5.893907508773584,7.833420376110036,7.833420376110036,7.833420376110036
20,5.5305034000482864,8.240714771369209,8.199052736636963,6.106275527277825,8.240714771369209,8.240714771369209,8.240714771369209
21,5.807532299097451,8.599487870258361,8.492997055376415,6.322725129592532,8.599487870258361,8.599487870258361,8.599487870258361
22,6.026331795567687,9.052569510698357,8.743506040648636,6.463501265282957,9.052569510698357,9.052569510698357,9.052569510698357
23,6.145086574997018,9.514718621753804,8.909542949435766,6.569043940108786,9.514718621753804,9.514718621753804,9.514718621753804
24,6.497609356323714,9.91902254258344,9.117478191304178,6.75676758408498,9.91902254258344,9.91902254258344,9.91902254258344
25,6.7079540045926676,9.91902254258344,9.405547637474907,6.943427529021454,9.91902254258344,10.227059690965422,10.01433723399662
26,6.788606754225502,9.940000892418405,9.470819878713597,7.1945773202473635,10.045413241677327,10.580733355140541,10.15155414844436
27,7.008052209003256,9.999642226543163,9.514426156589556,7.370051960860198,10.217875012012081,10.86821646987776,10.332380215743033
28,7.1018063803502045,10.040515063626398,9.564104937738652,7.606241594582217,10.343882775338333,11.147758804811854,10.524926932642463
29,7.268418922010577,10.067336115563693,9.697233042036835,7.691013267945451,10.583852175099706,11.32470559250549,10.734862777007088
30,7.4086553940918405,10.07451304308044,9.83694767015005,7.851951823772282,10.708768723379663,11.650850688668651,11.023692416921593
31,7.488513745666363,10.127908320246402,9.951443441776195,8.075668434345147,10.92411871952785,12.02406000289844,11.271820726724744
32,7.600076622913581,10.160110363548114,10.033293743252244,8.267966590133485,11.068818034553377,12.29704499573431,11.584400340484674
33,7.795039559391512,10.195293961107929,10.072052466975084,8.433491688860645,11.235640764641861,12.784246368473335,11.822027520765374
34,7.914349199251795,10.211806903120351,10.134666012416998,8.598237767850968,11.425786507386151,13.189700453344207,12.149193134170376
35,8.051493119347368,10.232828694216234,10.16193926835335,8.794219804304564,11.652133708471652,13.51989071456602,12.423738775787449
36,8.246301722130449,10.269383803866987,10.200861070856778,9.003427859499928,11.803281612382682,13.845822655322829,12.777909088759078
37,8.36994175742625,10.296712727591585,10.280809386649256,9.23404072738214,12.046775218013668,14.295485672771585,13.1087052299147
38,8.458493916804498,10.298661368376841,10.31742365497237,9.437715200261254,12.222932820354977,14.638477338059406,13.39803906357262
39,8.714718071209479,10.3085734684047,10.387608126026002,9.603605360789418,12.347736247859237,15.020681949548058,13.7474371374257
40,8.831897365590747,10.311304778781624,10.423599047835884,9.890575622305139,12.467373120268787,15.381447194060504,14.207292087436125
41,8.969516253411197,10.316533065513116,10.493655057213061,10.02297272441384,12.696925539546422,15.706504689513446,14.63892649381341
42,9.16561468708679,10.316533065513116,10.5542362310699,10.175541667794233,12.905719990137374,15.950712240635971,14.88487654695806
43,9.283331876958055,10.319030041867684,10.599477975162854,10.492219784535493,13.081489959725747,16.282723042939974,15.329945167212284
44,9.419374311354073,10.321527018222252,10.613720120920796,10.629914118152705,13.28005288231569,16.6273921160057,15.784149745839647
45,9.521305295526641,10.350127344778937,10.64010006469301,10.799389601875937,13.436481119085297,16.88849539481139,16.10228884839652
46,9.820302208312404,10.352624321133506,10.674388678501051,11.04749320804862,13.641436319932101,17.305122014045605,16.357478006845152
47,9.823033518689327,10.355121297488074,10.688157230048077,11.231304089945109,13.779841139063155,17.65104208545302,16.721009221922635
48,9.874950928927417,10.37044656444191,10.772478593094693,11.319256609019607,13.937582248349475,17.94675153280234,17.06776168876877
49,9.921068428986265,10.390629664678452,10.772478593094693,11.617056631192115,14.124107494673492,18.22056254147126,17.187827547908494
50,9.97222444066234,10.395075281818276,10.803022851241234,11.758972913838626,14.243758140041985,18.522020289781945,17.431910441009773
51,9.974955751039262,10.399520898958102,10.836407776194374,11.897867018576411,14.368263631293805,18.908160435883552,17.591040207388186
52,10.045938959203006,10.403966516097928,10.854256487129247,12.090924142194819,14.584702499418501,19.356449229090288,17.76381569621241
53,10.16755102456167,10.418324233265611,10.854256487129247,12.325285106099306,14.743393283742828,19.746724895634976,17.8903268270366
54,10.229081044341587,10.43541326081022,10.900773815730327,12.499859360617226,14.98588190129082,20.067097146775634,18.137575116428255
55,10.328036644475539,10.483743783909997,10.90784087307998,12.691033979083358,15.118797602679148,20.54813350363604,18.33845978378161
56,10.544838639980897,10.486240760264566,10.914907930429631,12.816328683670497,15.337306177315412,20.959374097568027,18.578038574967586
57,10.795691387073786,10.513058499969564,10.933432745170949,12.967522487566844,15.499408961503761,21.342699437295714,18.74229891809072
58,11.015160786440267,10.528245264159661,10.970312233413384,13.10360391633011,15.705344812275618,21.732946650390495,18.818892643532628
59,11.151449353291609,10.556038357044251,10.986812095337333,13.191660029702785,15.832499310753912,22.06894070442337,18.922791582746466
60,11.276383794515873,10.572007790826015,11.023640716157344,13.372130428098728,16.0432050106247,22.41459404863277,19.046993086730573
61,11.336076260914815,10.587165160440183,11.0255893569426,13.472875512091452,16.264811952351184,22.683773366540446,19.1896839191218
62,11.426818756477715,10.591610777580007,11.028320667319523,13.636892999089664,16.362260371918616,23.090323889929337,19.395017289885693
63,11.61177751490922,10.606219811624863,11.056348094226468,13.738070597072754,16.59923546304715,23.495691815088296,19.607316046674
64,11.70066825846341,10.610665428764687,11.056348094226468,14.008678706384051,16.773459891310647,23.828094103547965,19.788156872316243
65,11.838311668362532,10.615111045904513,11.059079404603391,14.106447053414936,16.92566182178607,24.078663918933035,19.92483853603096
66,11.878942899276641,10.619556663044339,11.07173979786299,14.25341727708312,17.049763618234486,24.381242512429566,20.060095674867558
67,12.058266573482289,10.633914380212023,11.074471108239914,14.384975196597338,17.203444970866457,24.706164848233627,20.18965450961903
68,12.175957671611483,10.638359997351849,11.077202418616837,14.67111118254272,17.313766077528218,24.93230763639366,20.375730962834886
69,12.278387775679217,10.642805614491675,11.077202418616837,14.891692904900106,17.44909571476628,25.30775960599798,20.475890194429006
70,12.550834753599572,10.647251231631499,11.090605115657059,15.104403845325686,17.596286738690903,25.61882399145868,20.698906568697495
71,12.582123933607216,10.651696848771325,11.107044405805519,15.321696436382183,17.80803424952374,25.81756520196542,20.938657260347995
72,12.748517101980427,10.663209523260802,11.109775716182442,15.558009261205237,18.032460486940177,26.07832098286657,21.015953681862023
73,12.918935316658835,10.674722197750281,11.109775716182442,15.639407367040473,18.19384850875989,26.45209080343569,21.189428972555714
74,13.004612947840453,10.686234872239758,11.112507026559365,15.72578210569516,18.373879882838896,26.879491403713367,21.404181860624078
75,13.099878280382438,10.690680489379584,11.115238336936288,15.971170908922506,18.524061353966374,27.2308322308919,21.62510874931216
76,13.10260959075936,10.695126106519409,11.117969647313211,16.13989854651282,18.626216659847216,27.541091462414688,21.807721473173604
77,13.227302294011926,10.699571723659234,11.117969647313211,16.224534858678567,18.687952584770585,27.89066207239002,21.9197138924798
78,13.315177428599906,10.701520364444491,11.134205662079461,16.390045925817148,18.763855838326187,28.27649362163671,22.069338805097296
79,13.457530864292423,10.703469005229747,11.136936972456384,16.632670997596243,18.899057726779994,28.580467522094303,22.179201034166724
80,13.496510292874735,10.710645932746496,11.14879817690056,16.798668661479958,18.965782944104326,28.850890774290484,22.311302759821228
81,13.618469953183837,10.717822860263244,11.192595136259891,16.932592407602286,19.144379776905915,29.186534670934407,22.47174746081456
82,13.739494591344098,10.724999787779993,11.195326446636814,17.099861429582838,19.342922163849217,29.44804785372275,22.561723441458422
83,13.925494497533274,10.732176715296742,11.20973842219168,17.23801876828628,19.583572827386448,29.83940639237988,22.69592769888437
84,13.965189348028975,10.763843888894955,11.267979217366555,17.31742540024228,19.80494294722483,30.070916226718474,22.76587063708755
85,14.121742528035748,10.76828950603478,11.284511950061695,17.511129600389324,19.875343375818378,30.32714913571359,22.884732262999748
86,14.342092112206657,10.770238146820038,11.287243260438618,17.608731732791373,19.997418461207197,30.550546673634148,22.98634627926993
87,14.388709938316627,10.781750821309515,11.311576383176766,17.769091469240742,20.12689064241577,30.73601504124493,23.092491853026555
88,14.438070352096124,10.79404616539066,11.314307693553689,17.937005895008774,20.281686006575665,30.959530312560155,23.199885178385905
89,14.512869067996244,10.80361019909488,11.317039003930612,18.118638406245317,20.39304315768843,31.20115230411132,23.327343431031686
90,14.813057819149169,10.813174232799103,11.337744802309953,18.214431539891457,20.469868273435864,31.48958665472069,23.459509573484024
91,15.004682580571023,10.81567120915367,11.340476112686876,18.422873579697004,20.63025855152951,31.71888920172689,23.532868605779605
92,15.045163045717453,10.828002178684587,11.347543170036529,18.527171740832006,20.784069463601178,31.951976406027285,23.648668412445684
93,15.144727293317851,10.837836171860934,11.350274480413452,18.768930012458604,20.988923293739163,32.262050992102466,23.75692036975847
94,15.241655874521381,10.852115782177107,11.350274480413452,18.87707267368715,21.094484077827044,32.522112236669734,23.82153505042178
95,15.365056068595488,10.854612758531676,11.353005790790375,18.964736242565294,21.289385441370797,32.72169674637176,24.010915166103466
96,15.367787378972409,10.864736902906845,11.355737101167298,19.050743003954118,21.38380555230834,33.01647855596267,24.058923676149853
97,15.641124546517442,10.874861047282014,11.358468411544221,19.111685112820524,21.538670827116878,33.24946683446691,24.14319601417354
98,15.662261592179181,10.901964349034696,11.361199721921144,19.2492688385507,21.60021475552684,33.41428534983659,24.20086359607256
99,15.793568753467955,10.93432752291437,11.393647062210139,19.306857499885233,21.6697199671384,33.63125776369675,24.290992298596557
100,15.89270734157184,10.95490266314099,11.396378372587062,19.403061065759864,21.832055642134776,34.001247773397424,24.463790063285312
101,15.924772336770024,10.965643810191263,11.437690982990457,19.586005959423044,21.925010043730133,34.3475678858535,24.557547899786297
102,16.045417574073035,10.978881933596103,11.44042229336738,19.643594620757575,22.095393365634184,34.55346270935218,24.71652992293499
103,16.168223793411475,10.9940686977862,11.443153603744303,19.695461602078744,22.185215304094775,34.87152275245958,24.839402083216207
104,16.340519453047143,10.998514314926027,11.461678418485619,19.83006514101087,22.309505287599347,35.01260501901657,24.91987100587692
105,16.343250763424063,11.002959932065853,11.464409728862542,19.896174268089975,22.463084948297706,35.36644593617491,25.021267694577794
106,16.367311384516135,11.007405549205677,11.467141039239465,19.984288626182593,22.51021969148367,35.6398438022113,25.109756587147935
107,16.404791668288105,11.011851166345503,11.47286271925283,20.07473690753023,22.587707371200956,35.9522897567917,25.16546993381519
108,16.516107651921168,11.02636392133713,11.475594029629754,20.2448720557692,22.617299382440525,36.15744148296151,25.302935201913897
109,16.67490678189383,11.030809538476955,11.475594029629754,20.383666769108032,22.694793529638144,36.43361284850136,25.47456738075806
110,16.732423437686087,11.055291863650867,11.478325340006677,20.62704085562394,22.74111183790625,36.64083520176345,25.57852834563537
111,16.793395543237885,11.057788840005434,11.49903113838602,20.72789864389443,22.831202323086085,36.92886338147477,25.680638895252066
112,16.920046287061936,11.059737480790691,11.515745269048633,20.8723057027291,22.91058456504644,37.19638970244965,25.741309339150312
113,16.950590545208478,11.06223445714526,11.518476579425556,20.970433414123093,23.032715032834965,37.276288401326575,25.78270187505596
114,17.076053907849985,11.079286402979578,11.534976441349505,21.11783479867544,23.187510328865756,37.60891465314999,25.889022161623252
115,17.210691419753992,11.083732020119403,11.552262721206178,21.214167399624845,23.220594076757617,37.929381826294176,25.950140898662333
116,17.355939137854726,11.086228996473972,11.554994031583101,21.397297179587984,23.31778266306538,38.116973749737426,26.037523607982234
117,17.415984407439023,11.107250787569857,11.557725341960024,21.49036525940216,23.32623565345567,38.41495448421684,26.054613099157905
