Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit
0,0.8758996876110443,0.0,0.0,0.0
1,0.9586846014959423,0.8996924947799652,0.8996924947799652,0.8996924947799652
2,1.0414695153808402,1.5691925103879465,1.5691925103879465,1.5691925103879465
3,1.2688930014981339,1.7966159965052402,1.7966159965052402,1.7966159965052402
4,1.8423655865054414,2.4884395923235845,2.4884395923235845,2.4884395923235845
5,1.9251505003903393,2.571224506208482,2.571224506208482,2.571224506208482
6,2.498623085397647,3.14469709121579,2.65400942009338,3.14469709121579
7,2.5814079992825447,4.020596778826834,3.5537019148733453,4.020596778826834
8,3.273231595100889,4.278447918153065,3.781125400990639,4.278447918153065
9,3.356016508985787,5.037727363799591,4.038976540316869,5.037727363799591
10,4.231916196596831,5.037727363799591,4.612449125324177,5.037727363799591
11,4.314701110481729,5.1205122776844885,4.870300264650407,5.1205122776844885
12,4.397486024366627,5.1205122776844885,4.9530851785353045,5.347935763801782
13,4.970958609373934,5.1205122776844885,4.9530851785353045,5.92140834880909
14,5.640458624981916,5.378363417010719,5.622585194143285,5.92140834880909
15,6.213931209989223,5.461148330895616,6.3818646397898116,5.92140834880909
16,6.296716123874121,5.461148330895616,6.6092881259071055,6.680687794455616
17,6.3795010377590184,5.68857181701291,7.508980620687071,7.350187810063597
18,6.462285951643916,5.68857181701291,8.268260066333596,7.608038949389827
19,6.545070865528814,5.68857181701291,8.526111205659827,7.690823863274725
20,6.627855779413712,5.68857181701291,9.425803700439792,7.948675002600955
21,6.710640693298609,5.68857181701291,9.683654839766021,8.640498598419299
22,6.793425607183507,5.771356730897808,9.941505979092252,8.89834973774553
23,6.876210521068405,5.771356730897808,10.633329574910597,8.89834973774553
24,6.9589954349533025,5.771356730897808,11.509229262521641,8.981134651630429
