Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.3655222287034595,0.4159558770799979
1,0.711696860191891,0.8838154992429696
2,1.1118709968800131,1.3497802124120868
3,1.4178691109315347,1.9081151635536309
4,1.70375668722891,2.3499571179374454
5,1.9713263580602605,2.8013589665911764
6,2.2312186612643843,3.3486050676852743
7,2.4614630871910705,3.873052644116386
8,2.8111426765636893,4.261428191706806
9,3.051027517217989,4.65742900883477
10,3.335458110009415,5.0640069606285465
11,3.605414813818533,5.445034086407664
12,3.8621378090612746,5.824281363965505
13,4.164906489308655,6.196596402467312
14,4.434433934881562,6.514002202450887
15,4.664678360808248,6.901698009988825
16,4.894922786734934,7.33495873538646
17,5.183685581256429,7.836807920404792
18,5.422547153669735,8.262030583050668
19,5.6579973939061485,8.672447502905957
20,5.893447634142561,9.105933704480872
21,6.132427460497176,9.470685148969295
22,6.3448131949383955,9.950186918836126
23,6.557198929379618,10.305705401329181
24,6.769584663820839,10.706823774216348
25,7.043339984468139,11.018048760802033
26,7.290667156369634,11.538417723293971
27,7.511518490299042,11.99205643040764
28,7.755737815973816,12.447778883476976
29,7.966232481790639,12.801945957329838
30,8.2500518002248,13.219218962624279
31,8.504628139742065,13.709527476387356
32,8.853267810887237,14.171776015053519
33,9.065653545328459,14.659230086009051
34,9.278039279769681,15.078837135606662
35,9.490425014210903,15.485893430429106
36,9.768985856081882,15.825941781923845
37,10.036939185116333,16.208080890409715
38,10.34529698114201,16.58355225677407
39,10.591260040232537,16.831069030427017
40,10.809431175910968,17.267999540741595
41,11.02181691035219,17.784601369029197
42,11.221776474688893,18.31700964185775
43,11.37717287554479,18.760255724843553
44,11.61495111648787,19.294691688900237
45,11.781803794707365,19.8079013357804
46,11.953339696520292,20.251260116376862
47,12.082684993257176,20.71713583516697
48,12.33196065363624,21.072856498820794
49,12.488078502364946,21.448326576608274
50,12.748110069901763,21.472143062437926
51,12.909200930340987,21.6107732998179
52,13.033913962056172,21.802764445586867
53,13.214412789991055,22.05078357140528
54,13.436979542137834,22.38496535008628
55,13.56169257385302,22.71003478221781
56,13.753921725634289,23.0369920325873
57,13.878634757349474,23.374412226928207
58,14.075315846285502,23.756039147149668
59,14.35488910427326,24.143445642273488
60,14.533352798741413,24.56660969741015
61,14.666531429944786,24.967090605628098
