Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta,HEHEHEHHETheta
0,0.9892774818328978,0.9906298916009163,15.604602966988688,0.9778621982168479
1,0.9812496535214292,0.9732300668988934,15.082325205488436,0.9672419039898671
2,0.9794744393192577,0.9570307173490056,16.233942574439464,0.9611076584275537
3,0.9640266172754464,0.9469476400928256,13.790039623016588,0.9523314881670555
4,0.9575522059274079,0.9205672738240548,13.651316669565773,0.9478249507403411
5,0.9513539803422821,0.9058127099870514,12.828965414802287,0.9400334001337166
6,0.9385077037500789,0.8905063320284912,13.979480017798895,0.921126066106415
7,0.9357457518137519,0.8756347785822465,13.969989515958009,0.906306811880639
8,0.9285108986704262,0.8524159379112957,12.30780758425691,0.902600740270014
9,0.925359665255485,0.8534931800891558,13.191960169434505,0.8866659276851176
10,0.9145918997722686,0.8711081201521497,11.631299063580256,0.8782831135905476
11,0.9071646515970876,0.873180806443368,10.611799447153924,0.8494202940241917
12,0.90143253619214,0.8610057144680869,11.348152585800891,0.8181895119440261
13,0.900366279491229,0.857919096030413,11.411788272487563,0.8247480851131422
14,0.8975786396158334,0.8524030278068805,9.45181871973621,0.821443890703752
15,0.8976544932803655,0.8325353020182259,9.069472177624348,0.8264679750333979
16,0.8957106878589762,0.8178118631061683,8.001096856971198,0.8149893348645584
17,0.890379695150479,0.8025871841470034,8.409530601069083,0.8129628095011787
18,0.8915917675536675,0.7921055174539801,7.448443050945985,0.815281109624997
19,0.8885258601786792,0.761599531278496,7.405971170441374,0.8118502624292209
20,0.8818159607203266,0.733760137718948,7.317749889549754,0.7838209343446987
21,0.8730155635314396,0.7420121579929025,6.5878809814649415,0.7802301046165157
22,0.8758224002990795,0.7289195383582603,5.786813373396362,0.7652050217898226
23,0.8705538035625334,0.7376249360814494,5.769143338097553,0.7647361148593266
24,0.865625923345152,0.7281014453673066,5.424031793735561,0.7541590554890727
25,0.8705879789829988,0.7299528919341752,5.206375616660776,0.7444032284873165
26,0.8699640834383408,0.7282425106240288,4.212265682782764,0.7461971757882311
27,0.8687715394026145,0.7215196846812028,4.454672914870469,0.742428770482523
28,0.8642723649084039,0.7225415166842161,5.550161542882499,0.7600283227472435
29,0.8637383446828715,0.7228050785817323,3.7257017176190197,0.7673535348320133
30,0.8594077728492155,0.7191092912842386,3.7409062118772254,0.764767120233293
31,0.8540053502267314,0.719942521510753,4.900285378061577,0.7620243762696247
32,0.8536492666872257,0.7208427942609658,4.917621109623799,0.7497593529819093
33,0.8552310245073199,0.7193428215101132,3.825250345411665,0.7492524563773827
34,0.8492974341494998,0.7194436871353191,4.320451752187022,0.7478263990783743
35,0.8470366137344394,0.7192917481445606,4.332709321515962,0.7426608446566069
36,0.839688591736269,0.7179959088083795,4.278209131739183,0.7352894392248502
37,0.8364111674875053,0.7170161712895798,4.252822653389735,0.7260813925824113
38,0.8358919085922594,0.7140670921111993,4.540471397796075,0.7260918633653748
39,0.8362242967650726,0.7137008504392099,4.478552945928011,0.7166561678618601
40,0.8358934517250234,0.7147601942700803,3.9062231737003827,0.7096261415715546
41,0.8319327300514425,0.7135242165884165,4.150237582219658,0.7021312346845129
42,0.833053986572485,0.71325469025568,4.3477418697928485,0.700040236645784
43,0.8297762375135191,0.71252197765405,4.098490855675581,0.6953067755924837
44,0.8276381511752404,0.7098966538295614,4.236976755353249,0.6942623754985459
45,0.8295512251894792,0.7104416064448182,3.698350222213931,0.6957699281506626
46,0.8301939244777052,0.7104807241705869,4.958321320743713,0.6986852817572362
47,0.8141067811040393,0.7091852245977075,4.622474313485756,0.6971357923127236
48,0.8127647815758138,0.7095464325696033,4.12756868052168,0.7020285643116091
49,0.8127709002365033,0.7105632916836058,4.239768031439165,0.7004289513412383
50,0.8120077659139332,0.7059137892891532,3.973100625814785,0.6974278985963238
51,0.8138865377431808,0.7083885662728052,4.743778306471006,0.6993086299316988
52,0.8009260616436251,0.7052677087996388,3.5640309417540736,0.6886213407412354
53,0.8047960877713999,0.7021291590404204,4.0061309823258515,0.686659563119966
54,0.804009916464517,0.7026815139870184,4.750055804240833,0.6874118342140115
55,0.8030396053539486,0.7026243584389056,4.051076739417043,0.6842589741420453
56,0.8067255747963415,0.7034880491540457,5.242771975819424,0.6833276584182046
57,0.8068700309736894,0.7031417010403166,5.3634587397045,0.6828598122784212
58,0.81110089298796,0.7036815657775589,4.72138369309436,0.6839553348872375
59,0.8106614279295578,0.7021299794509644,4.916401622579427,0.679237938129736
60,0.801929617923073,0.7016241912704949,3.6300883234270125,0.6794156659551264
61,0.7981240948909328,0.7024639311782288,3.603042314947378,0.6760148145823301
62,0.7986749356716637,0.702426790229954,3.6677680490913014,0.6772828225180101
63,0.7987261151070657,0.7020536155132124,3.6504638244273666,0.6765542479281155
64,0.7984553534766043,0.7023402908894487,4.066683765056569,0.6800036216836
