Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta,PHELinearBanditTheta
0,0.7165380827436392,0.7282497040808246,3.604612104112269,1.0
1,0.5873666558510554,0.5551849793504565,3.75692428809014,1.0
2,0.4929488497890163,0.3606485901887241,0.41366349738267677,1.0
3,0.34604348526330453,0.2985403622787397,0.31215395507868826,1.0
4,0.24400874349396545,0.19130747297231893,0.19722428480841842,1.0
5,0.19202843029580097,0.17448116011751383,0.20841094920869652,1.0
6,0.12858030005789917,0.17027600540299123,0.219902545814105,1.0
7,0.13588096267391914,0.12834637547288097,0.18990322491124872,1.0
8,0.1125961890905158,0.12662603245840082,0.18185490101294383,1.0
9,0.11891489577284775,0.120284840262141,0.16034299200430122,1.0
10,0.10739288642030924,0.11016989937621346,0.16845872228391146,1.0
11,0.10289427863125818,0.10646543208453481,0.19332402575841684,1.0
12,0.0926909599745263,0.09189818034704063,0.1602346479295513,1.0
13,0.09225557870421777,0.08752327461079265,0.14512052671537476,1.0
14,0.09430995112265618,0.08259781822054273,0.148379120857313,1.0
15,0.0877561347034049,0.08592114758915473,0.21133205880775702,1.0
16,0.09061696716925001,0.07601830674777965,0.167717960448037,1.0
17,0.0849977088621007,0.07709612335681693,0.16856654208637312,1.0
18,0.0858588492876949,0.07651411298155614,0.20269870743328058,1.0
19,0.08178576537418583,0.07638216514326722,0.16591578185172987,1.0
20,0.07897448735799387,0.07498538970318572,0.13837751736529907,1.0
21,0.07599364592568617,0.07346509225637435,0.18561185046633188,1.0
22,0.07162657083462279,0.0713878023074905,0.16880260166877292,1.0
23,0.07423296089993006,0.06743066600792391,0.15216721025764424,1.0
24,0.07256211185269926,0.06503958493285218,0.1844309534520982,1.0
25,0.06508819216268247,0.058213959254690216,0.21895288494187368,1.0
26,0.061198745751857686,0.05595215221700913,0.1627374978415433,1.0
27,0.0612411075371056,0.052476577417589876,0.19597225167540744,1.0
28,0.06080599857044873,0.0501025433297357,0.12468498070542544,1.0
29,0.06498361302812476,0.049420783865797534,0.17611448553546444,1.0
30,0.06141957297331095,0.04924659561570028,0.16920369177455893,1.0
31,0.061996441929639934,0.04802793902127227,0.16869998313568496,1.0
32,0.0591838650445064,0.04857449346101691,0.2195838495338132,1.0
33,0.06024784185681577,0.04888149567055833,0.20004088823946428,1.0
34,0.058506473126653635,0.048987881267883907,0.1295590184812055,1.0
35,0.05913515776999497,0.04910017751926722,0.13454660253434586,1.0
36,0.06080299148385952,0.04871097491123848,0.2000988983834561,1.0
37,0.061391163414747596,0.049129663886304874,0.16748279427660145,1.0
38,0.06417065529845602,0.04865518735409685,0.19204329416993757,1.0
39,0.06537046749089238,0.04895795075890584,0.18940173839280075,1.0
40,0.06268263130582752,0.0487853205404217,0.20272294008832872,1.0
41,0.061467702464238286,0.04793506237791263,0.15598860404563308,1.0
42,0.06143041465606007,0.04804264996583442,0.16238922632823044,1.0
43,0.06069874250707367,0.04841979378474439,0.20342396035199534,1.0
44,0.059986184114209376,0.048468925165300304,0.17389338433528323,1.0
45,0.060338669206271525,0.04860729117998847,0.17371748430602194,1.0
46,0.06299204205500633,0.04905387677555343,0.17031523855026165,1.0
