Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.5186911252605045,0.3716564111193668,0.4732448451494436
1,0.8474036923008912,0.6497197547408162,0.9464896902988872
2,1.4764984631582847,1.1229645998902598,1.234303213295874
3,1.9290521135812795,1.7696093330282714,1.5221167362928607
4,2.257764680621666,2.2665122498182044,2.4476265982433367
5,2.257764680621666,2.772538816322405,2.9445295150332695
6,2.8868594514790598,3.6980486782728814,3.3970831654562645
7,2.8868594514790598,4.222269281598258,3.8678970517328475
8,3.4666359788826417,4.851364052455652,4.386588176993352
9,3.5693641820200255,5.303917702878646,4.989939995353676
10,3.672092385157409,5.591731225875633,5.706039441826712
11,3.774820588294793,5.591731225875633,6.014526185620583
12,3.8775487914321767,6.436801765979056,6.323012929414454
13,4.165362314429164,7.04015358433938,6.425741132551837
14,4.268090517566547,7.756253030812417,6.528469335689221
15,4.774117084070748,8.336029558215998,7.031673755783435
16,4.876845287208131,8.80684344449258,7.534878175877648
17,4.979573490345515,9.115330188286451,8.379948715981072
18,5.476476407135448,9.50006381012488,8.379948715981072
19,5.579204610272831,10.003268230219094,8.379948715981072
20,5.6819328134102145,10.33198079725948,8.70866128302146
21,6.092885066167513,10.434709000396863,9.037373850061847
22,6.092885066167513,10.967450785012485,9.617150377465428
23,6.195613269304896,11.48614191027299,10.141370980790805
24,6.29834147244228,11.897094163030289,10.665591584116182
25,6.401069675579663,12.308046415787587,11.312236317254193
26,6.503797878717046,12.832267019112964,11.844978101869815
27,6.60652608185443,13.329169935902897,12.123041445491264
28,7.079770927003874,13.637656679696768,12.401104789112713
29,7.182499130141257,14.090210330119763,12.772761200232079
30,7.28522733327864,14.608901455380268,13.144417611351447
31,7.28522733327864,15.18867798278385,13.650444177855647
32,7.28522733327864,16.033748522887272,14.156470744359847
33,7.28522733327864,16.566490307502896,14.567422997117145
34,7.28522733327864,17.492000169453373,14.978375249874443
35,7.28522733327864,17.995204589547587,15.081103453011826
36,7.28522733327864,18.711304036020625,15.465837074850254
37,7.28522733327864,18.999117559017613,15.850570696688683
38,7.613939900319027,19.327830126058,16.479665467546077
39,7.613939900319027,19.8338566925622,16.890617720303375
