Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.41178736340840916,0.38674900671474577
1,0.57564322311385,0.7780325334504101
2,0.828147486835183,1.2663477873719295
3,0.9920033465406239,1.9790173081871787
4,1.1558592062460649,2.327619470969202
5,1.3197150659515058,2.483033585483741
6,1.818810881731576,2.721329724468231
7,1.982666741437017,3.05812340466278
8,2.251399870367152,3.280199482768455
9,2.5039041340884847,3.691986846176864
10,3.016040440705737,4.191082661956934
11,3.179896300411178,4.74692401273559
12,3.678992116191248,5.581277957473414
13,3.834406230705787,5.8500110864035495
14,3.998262090411228,6.297755372318436
15,4.498670947922979,6.859252544036731
16,4.847273110705003,6.859252544036731
17,5.011128970410444,7.371388850653983
18,5.279862099340579,7.623893114375316
19,5.44371795904602,8.124301971887068
20,5.607573818751461,8.716412546958903
21,5.7629879332659995,9.026485027582607
22,5.92684379297144,9.223872098117138
23,6.263637473165989,9.311829744229499
24,6.612239635948013,9.47568560393494
25,6.776095495653454,9.63954146364038
26,6.939951355358895,9.727499109752742
27,7.027909001471256,9.924886180287272
28,7.583750352249912,10.234958660910976
29,7.747606211955353,10.234958660910976
30,7.911462071660794,10.48746292463231
31,8.075317931366236,10.98787178214406
32,8.239173791071677,11.256604911074195
33,8.751310097688929,11.704349196989082
34,8.91516595739437,12.296459772060917
35,9.070580071908909,12.80859607867817
36,9.225994186423447,13.370093250396463
37,9.464290325407937,13.925934601175118
38,9.628146185113378,14.148010679280794
39,9.792002044818819,14.37008675738647
40,9.95585790452426,14.86918257316654
41,10.1197137642297,15.703536517904364
42,10.283569623935142,15.867392377609805
43,10.447425483640583,15.867392377609805
44,10.611281343346024,16.279179741018215
45,10.775137203051464,16.367137387130576
46,10.938993062756905,16.63587051606071
47,11.439401920268656,16.8741666550452
48,11.603257779974097,17.112462794029693
49,11.767113639679538,17.449256474224242
50,12.359224214751373,17.786050154418792
51,12.523080074456814,17.94146426893333
52,12.686935934162255,18.09687838344787
53,12.850791793867696,18.294265453982398
54,13.014647653573137,18.546769717703732
55,13.236723731678813,18.85684219832744
56,13.392137846193352,18.85684219832744
57,13.54755196070789,19.304586484242325
58,13.711407820413331,19.468442343947764
59,14.267249171191988,19.556399990060125
60,14.535982300122123,19.968187353468533
61,14.699838159827564,20.467283169248603
62,14.863694019533005,20.979419475865853
63,15.17376650015671,21.53526082664451
64,16.008120444894534,21.69067494115905
65,16.394869451609278,22.1910837986708
66,16.950710802387935,22.413159876776476
67,17.038668448500296,22.413159876776476
68,17.348740929124002,22.97465704849477
69,17.436698575236363,23.21295318747926
70,17.600554434941806,23.805063762551097
71,17.764410294647245,24.002450833085625
72,17.928266154352684,24.27118396201576
73,18.092122014058127,25.105537906753582
74,18.25597787376357,25.269393766459025
75,18.419833733469012,25.357351412571386
76,18.507791379581374,25.579427490677062
77,18.595749025693735,25.88949997130077
78,18.683706671806096,26.142004235022103
