Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
0,0.837066542945727,0.8057799686512576
1,1.1016572870176504,1.158839555806161
2,1.259389032314135,1.2852847268081762
3,1.5334256537806483,1.4117298978101913
4,1.8109128164545827,1.5381750688122062
5,1.9686445617510675,1.77628202859989
6,2.1263763070475523,2.062508306009614
7,2.2841080523440374,2.188953477011629
8,2.441839797640522,2.3153986480136446
9,2.599571542937007,2.44184381901566
10,2.7573032882334916,2.44184381901566
11,2.9150350335299766,2.44184381901566
12,3.0068016043362644,2.44184381901566
13,3.0985681751425522,2.44184381901566
14,3.1903347459488396,2.540481890065522
15,3.282101316755127,2.540481890065522
16,3.3738678875614148,2.540481890065522
17,3.5853898757451526,2.540481890065522
18,3.79691186392889,2.540481890065522
19,4.006259819612646,2.540481890065522
20,4.098026390418934,2.6716913027201374
21,4.189792961225221,2.6716913027201374
22,4.281559532031509,2.692168797062591
23,4.3733261028377965,2.692168797062591
24,4.465092673644085,2.818896484903714
25,4.6554973155002335,2.96417974266183
26,4.747263886306522,2.96417974266183
27,4.839030457112809,2.96417974266183
28,4.9307970279190965,2.96417974266183
29,5.249178014878273,2.96417974266183
30,5.340944585684561,3.0710387414372686
31,5.432711156490848,3.174266843036347
32,5.524477727297136,3.174266843036347
33,5.616244298103424,3.1925531902079283
34,5.776064860732324,3.312308607585378
35,5.867831431538612,3.312308607585378
36,5.959598002344899,3.312308607585378
37,6.051364573151187,3.312308607585378
38,6.260712528834943,3.312308607585378
39,6.370765446812812,3.3435951818798473
40,6.462532017619099,3.4468232834789254
41,6.554298588425385,3.4468232834789254
42,6.646065159231672,3.514877275301538
43,6.737831730037959,3.5331636224731193
44,6.957901873602486,3.652919039850569
45,7.087295553812711,3.652919039850569
46,7.179062124618999,3.652919039850569
47,7.476941566467819,3.7209730316731813
48,7.508228140762289,3.7209730316731813
49,7.539514715056758,3.7209730316731813
50,7.570801289351228,3.852182444327797
51,7.602087863645697,4.099696733152442
52,7.740233436715606,4.099696733152442
53,7.771520011010075,4.219452150529891
54,7.802806585304545,4.219452150529891
55,7.854570653941468,4.349376795874223
56,8.0106629916516,4.349376795874223
57,8.04194956594607,4.387003905278161
58,8.171874211290401,4.504585290155629
59,8.405908330587549,4.611444288931067
60,8.537117743242165,4.611444288931067
61,8.568404317536634,4.714672390530145
62,8.599690891831104,4.735149884872599
63,8.66860457552951,4.735149884872599
64,8.765856324314177,4.735149884872599
65,8.797142898608646,4.735149884872599
66,8.828429472903116,4.735149884872599
67,8.859716047197585,4.861877572713722
