Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.8763492213016502
1,0.6270346247831204
2,0.5399528206542952
3,0.5375069844278277
4,0.5370323123252252
5,0.5375725828628038
6,0.5372991529304827
7,0.5368069387247274
8,0.5373236021780311
9,0.5370051436740817
10,0.5360564833828564
11,0.5360344351298127
12,0.4569088346263763
13,0.45396401701797745
14,0.45270690025458327
15,0.4527873825865839
16,0.45208515126268367
17,0.45226139839762514
18,0.4520488998768063
19,0.44719228434728076
20,0.4455501070060374
21,0.4471578682784284
22,0.44535257136098405
23,0.4456752670081604
24,0.445221618228545
25,0.4450974512950781
26,0.4444253702767428
27,0.44332297855573
28,0.44329815054161514
29,0.443473378275673
30,0.443587303361163
31,0.4426500659736969
32,0.4427432192252116
33,0.44263879432575265
34,0.4346533310273738
35,0.43517427555325766
36,0.4344060142814653
37,0.43460853095792906
38,0.43452481525087483
39,0.412206159049033
40,0.41236642377249166
41,0.4123568257308922
42,0.41262492836277564
43,0.41216224343879704
44,0.3890304641488833
45,0.3611328160965641
46,0.3611890255782917
47,0.32816456756428725
48,0.23943056038495508
49,0.23878935662893416
50,0.2398068590219556
51,0.23844551575404868
52,0.2365668539096407
53,0.23793040476215452
54,0.2379119331698202
55,0.23319027042954993
56,0.20245427457429122
57,0.20271352285971686
58,0.20306759502611654
59,0.19959640210364396
60,0.17585259373229453
61,0.1753491922657025
62,0.1751973157066372
63,0.17094752785220266
64,0.1709405076938978
65,0.17053441873175199
66,0.17032326796133665
67,0.1704477665060446
68,0.1707728648916023
69,0.1746626667331967
70,0.1746625715514142
71,0.17349825888153186
72,0.1733738223604576
73,0.17332291349976772
74,0.12286470691528288
75,0.11916371060481805
76,0.1192448533577694
77,0.11753343826285675
78,0.11778271500040668
79,0.11364849009909803
80,0.11359746088119191
81,0.11057032009995833
82,0.1058098655771417
83,0.10552159011332969
84,0.10372142010104854
85,0.10391423019239272
86,0.09800222973454491
87,0.09612073826559007
88,0.09646242909582319
89,0.09725686095020014
90,0.09735360764806676
91,0.09808569759661141
92,0.09803326535235847
93,0.09814739597431396
94,0.09829013484559625
95,0.09829202602569002
96,0.09819286206591868
97,0.09829116475731792
98,0.09824344939708773
99,0.09827290565038264
100,0.0981693667770137
