Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta,TSLinearTestTheta
0,0.8556362203887948,0.9477181773057856,0.8826380444628544,6.900051803649298
1,0.7817400811631258,0.9078045675181061,0.8184538161735266,5.378959244861211
2,0.6634292017358732,0.8296587410578675,0.7449100759971387,3.6444144740252873
3,0.48091723539587133,0.6271630291888803,0.6705266071989736,2.636792609821626
4,0.43903699816771075,0.4982506139310665,0.6190852213204392,0.585336946682526
5,0.3961656526322218,0.3727738572985841,0.5919306107875185,0.8683653592477858
6,0.3935203182507145,0.24513919385956912,0.5675103806921051,0.609023346787617
7,0.3898064549487688,0.22118719647611718,0.5252472432495154,0.4050494745474274
8,0.3921271034853377,0.20798008035709245,0.4777681001650945,0.3988603256183725
9,0.3598040272845745,0.21321841028950148,0.471323236177778,0.42022083442584446
10,0.35623892505007654,0.20504386923496254,0.44842793737043296,0.3344632706294397
11,0.30329352985500574,0.19010033716045988,0.43687391277994003,0.32488813004125167
12,0.30275640106311574,0.16620232859950962,0.4311574646602911,0.31238402347288924
13,0.2946595863211304,0.15669544746578873,0.42355717379827773,0.4002741339835098
14,0.299914701143734,0.15845906144449362,0.4172373456783469,0.30308147671397945
15,0.2795535014993097,0.15650642884342256,0.40459418052951757,0.303715026580063
16,0.2329448703390713,0.15709486415799162,0.39611552470782496,0.288008982266699
17,0.2330765399678127,0.1634464894927865,0.3853804654253009,0.33535384709310334
18,0.2297171654301624,0.1502484508954356,0.3736839207155837,0.3246733725802617
19,0.20515140313642183,0.1381502151639618,0.36041414175759345,0.26673602281346676
20,0.19706180219451153,0.13666674325580616,0.35461552943862273,0.3598687395185229
21,0.19317759080976318,0.13525134386798252,0.34798340771125036,0.36052497293210173
22,0.19899538814999604,0.13607419236047952,0.3423037131132167,0.32842101838577376
23,0.19930441519237002,0.1284217078638471,0.34053335597295786,0.4068474424904112
24,0.19978473324653595,0.12336342899980338,0.3379059017598428,0.3626966773573709
25,0.2012456345530647,0.11801953634640094,0.3347001384479478,0.2930074901363311
26,0.19885621314635832,0.12105129904902993,0.32971025597670456,0.28294568725081437
27,0.18852134198846038,0.12218502903659763,0.32887244913654384,0.29376526259394103
28,0.17777573434582347,0.11913782240957298,0.32686389086388884,0.2792028360065305
29,0.17814483420944985,0.11934118728747105,0.32623908130238444,0.36194382237146117
30,0.1833941161692728,0.11990789161413969,0.3251961734327392,0.32484910400655137
31,0.1753926666198163,0.12097735611839641,0.32419172291395804,0.3154894021712587
32,0.175016383510305,0.11830243854599617,0.32314671591852073,0.2538063524156341
33,0.17452454358708352,0.11783174766806281,0.3234915172831643,0.3486092532762896
