Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta,TSLinearTestTheta
145,0.07197494664833368,0.09901971432894349,0.22726335750827986,0.35841196761399685
146,0.07100721343350855,0.09889409018740611,0.22686499616531125,0.255200253812647
147,0.0711134101400049,0.09891976339011868,0.2265787024319895,0.30052898600162903
148,0.07165481504908613,0.09889125151889762,0.22683450851896514,0.25187403734370145
149,0.07236464518017202,0.09887507680199734,0.2259882912569154,0.2970359062376961
150,0.07220461676409654,0.09874184579845699,0.22596865768433544,0.3151185451685158
151,0.07095142246872603,0.09854597410976654,0.22637309552240184,0.24387622220912664
152,0.07086914926429448,0.098526000769643,0.22643616786147946,0.2200938410941727
153,0.07078047664606159,0.09871910029813728,0.2262818171889355,0.21222609279610202
154,0.07048381694467601,0.09873549781128976,0.22644759599277467,0.2441789924211723
155,0.06935158817098844,0.0986718497931954,0.22602714890122338,0.28991835030496216
156,0.07004773951426842,0.0988262738598826,0.22645554338329657,0.27071649903638423
157,0.0703404184707726,0.09868650062954229,0.22624031279308113,0.29306710192385693
158,0.07075043099679099,0.09855624607960418,0.22629173884310205,0.25653831165616625
159,0.07159234482214352,0.09861354884331788,0.22576840809142648,0.28186782723586157
160,0.07092712376443358,0.09858955551492628,0.2256289788631031,0.26544319175719233
161,0.07081863567724893,0.09869632439028683,0.22557128039224175,0.3406209567081041
162,0.07052088989265777,0.09855066729234072,0.22544112097785582,0.259803473751416
163,0.07056470746606378,0.09848508377729122,0.22508421211870214,0.2538058122833417
164,0.07071758309876236,0.09840628837368649,0.2245812695469122,0.297468044962935
165,0.07054713752133726,0.09826897746648511,0.2239256965115029,0.2923123583522872
166,0.07053432733557434,0.09820274637390444,0.22385990880042006,0.2992988375247043
167,0.07036276546450086,0.09815853147848869,0.22383027196357325,0.2578596841392695
168,0.07059584958910008,0.09820141283335786,0.22481972459197563,0.2456748352320278
169,0.06937946349173682,0.09837440924761363,0.22534128638276146,0.2281446196037526
170,0.07015607957699314,0.0983091585883148,0.2248805301493461,0.2555467424414548
171,0.07076756060144679,0.09819805658458385,0.22417378462926224,0.2612569600178369
172,0.07063608827391697,0.09844898339544098,0.22190834002617135,0.30781580094926364
173,0.07003447375355255,0.09861313311806759,0.2222355699009108,0.23235839928765536
174,0.06974804540973431,0.09868609877359516,0.2226078032986031,0.24534305747803295
175,0.06555966393090087,0.09851306480329947,0.22296138211790534,0.22431987035721274
176,0.06613124254908463,0.0985518581364489,0.22265155062311726,0.30094336231407337
177,0.06590972059368946,0.09849501047387083,0.2225703372042534,0.27440908033619216
178,0.06540402541970006,0.09844786520801849,0.22296616822588944,0.26405281231151206
179,0.06514933390342512,0.0985327467103523,0.22277826244583293,0.27506115525449326
180,0.06496734066189838,0.09856360274335599,0.22259966902471376,0.2231042799678944
181,0.06487702670995332,0.09855413630343748,0.21792015783078048,0.2524434027822001
182,0.06538614886577136,0.09867700834398538,0.21845651254820556,0.2903385929256181
183,0.06440603903757171,0.09867727310471008,0.21855369545129605,0.31172192261656784
184,0.06438316553021063,0.09879254053632779,0.21869178486582821,0.3147856983441893
185,0.0646554114244853,0.09877148323093896,0.2190098930417257,0.22035754638707433
186,0.06478791434639386,0.09871975776597822,0.21852761847574736,0.24982177438811948
187,0.06509953802053305,0.09878185223007621,0.21912914760995453,0.2926774323517466
188,0.06434189091207568,0.09884619994595199,0.2193270732243576,0.23458548405856977
189,0.0643416616240227,0.09885620288014392,0.21906895685475716,0.2862296822384174
190,0.0641470468009694,0.09886765921162563,0.21858935789877343,0.28644306879541204
191,0.06419629742585072,0.09881021509568842,0.21874930638018744,0.23504708235214541
192,0.06425091867224061,0.09884539766967508,0.21887880563307888,0.2985363058473608
193,0.06406204566188421,0.09867913546109913,0.2188878866874739,0.2953521694779493
194,0.06428316709614124,0.0988248071008646,0.21882882028021458,0.30207761306519143
195,0.06425342665445713,0.09889740964985012,0.21884008175936662,0.2933582880289599
196,0.06431681255073188,0.09885929162095224,0.21872052474313802,0.28067861745190537
197,0.06385684368169404,0.09893412232403724,0.2187503379107422,0.2785372264241725
198,0.06405639954123196,0.09904945259789909,0.21874013139717033,0.2789792696227038
199,0.0643703774142259,0.09902229511646311,0.21855611751206414,0.18385725292436367
200,0.06505112869126756,0.09902186940966898,0.2183192788774239,0.2766238375910475
201,0.0654294673321331,0.09905031148904228,0.21830761748054123,0.3017152138925171
202,0.06487451614833606,0.09897445543214275,0.2184008455189015,0.23183087956160567
203,0.06534089218127319,0.09894007802958059,0.21815660581157723,0.28267675253890207
204,0.06538979218907474,0.09893869276270013,0.21875187966204543,0.2614317953831108
205,0.06541134723304087,0.09889635812152356,0.21885368309478886,0.264116636846325
206,0.06551872820878128,0.09897378309527978,0.21794953410619033,0.2824635698137497
207,0.06490215046379902,0.09905633122418125,0.21789113129633889,0.2248452012541013
208,0.0661437219161122,0.09892942674110214,0.2178152230892581,0.3268646047379046
209,0.06629711772755517,0.09894230158294569,0.21681702024265173,0.2717237537549081
210,0.06617213201673494,0.09893088083268901,0.2166079707047306,0.2541270343550485
211,0.06724696925554936,0.09899983027994991,0.21687298743054745,0.28630583340565297
212,0.06739887270310288,0.09901460467411606,0.21711020860434407,0.27312421982734225
213,0.06873454775930234,0.09889406912946322,0.2169700815303408,0.26238993628106766
214,0.06877336759082334,0.09891311846071504,0.21741884471532608,0.23079818064693577
215,0.06837272015000381,0.09883329725871412,0.216634445532164,0.23891976143877924
216,0.06838274250639773,0.0988324739631816,0.21701826247224326,0.28432609290423977
217,0.06824334169670124,0.09889193891917691,0.21681536689314326,0.27138381422060537
218,0.06821440335000759,0.09894884873523167,0.2170669727229811,0.25307800722191326
219,0.06824465619731125,0.09890749685792682,0.2168702316109762,0.26595927846842854
220,0.06821264615196802,0.09893204643943852,0.2168599000199984,0.2304525750087743
221,0.06813500133358756,0.09890230193891832,0.2173224399448007,0.31795485798896134
222,0.06997996187928256,0.09894599282867521,0.2162104757430594,0.28042662240697214
223,0.06929298360902081,0.09899480094110645,0.21630715350616508,0.29699978045329184
224,0.06989789971233308,0.09891555322550434,0.2164028811878626,0.20832321503062068
225,0.06989601607263371,0.09885591398716945,0.21651783885899012,0.2786233268295734
226,0.0702653444286219,0.09880396237508517,0.21581819037833544,0.227949669711457
227,0.07248497043212358,0.0988290515119907,0.21593100184592745,0.2656109994032504
228,0.07202620824694501,0.09886933333751348,0.2156851534650616,0.284096403621565
229,0.07267066573337275,0.09896087185803779,0.21591447321602245,0.18385352399475696
230,0.07269204775662792,0.09897692282831756,0.2153218466625836,0.21250181692129688
231,0.07315893408329002,0.09898848537242184,0.21522525497596412,0.2096067678833739
232,0.07336208054400431,0.09896089162041322,0.2151563051980491,0.2398087429803642
233,0.07344639888063176,0.09893270273832931,0.2149852520858297,0.23300994472247333
234,0.07390213852631919,0.0988285439095411,0.2145629373396682,0.2493429298778132
235,0.0738547530223486,0.09885882326927048,0.21483010424280655,0.27564958261992345
236,0.07387828877208769,0.09884390793734017,0.2147705019465566,0.24162110830036215
237,0.07266714924727091,0.09873010678078509,0.21435121088508086,0.24535917182824427
238,0.07278058876818896,0.09869107265271844,0.2142081964669031,0.2849310562010694
239,0.07282959919895235,0.09857900519947359,0.21417137992609706,0.25796471835835966
240,0.07263950479665868,0.09829085895683887,0.21388459429220127,0.300483249612996
241,0.07279339625092594,0.09822548463640478,0.21370418956485454,0.28293300734194926
242,0.07362040939958647,0.09822972277687783,0.21384555225992613,0.29693411827759564
243,0.07350127976141099,0.0982812246146551,0.21396839737090234,0.24059512987589401
244,0.07338188176605158,0.09818473732874211,0.21360918783747093,0.2979554525807312
245,0.0732559492468957,0.09833546212017788,0.21316731074916348,0.2522396470340286
246,0.0726247087485912,0.09831198036639911,0.2132660019362461,0.2406901603613473
247,0.07120982523343475,0.09835187172453748,0.21327935319050026,0.2513532440625998
248,0.07089903502553731,0.09827231787903414,0.21339684867734174,0.25301981005398544
249,0.07089986176881118,0.09828249583587743,0.21385427031045032,0.24857714496732214
250,0.07093969537280784,0.09829629100191586,0.2136539008476351,0.1967551019351239
251,0.0709174613389368,0.09833325582038496,0.2138725159025073,0.2654897154721022
252,0.07083508446575794,0.09825965452920085,0.21386411736444466,0.29711786967972925
253,0.07176480351384891,0.09826542736871732,0.21392225820831645,0.26921154022425625
254,0.07162390396501503,0.09830460757131144,0.21405795018049956,0.220700167517555
255,0.0716461366849464,0.09833512788295233,0.21385854569447024,0.32712042643914124
256,0.07141198507904489,0.09842277437772698,0.21397326400373107,0.25286893980511993
257,0.0703758987216997,0.09840853341199066,0.2133642869163334,0.22611520489163758
258,0.07007404210479447,0.098308885015738,0.21323910433781834,0.22584704957778548
259,0.0701968794920512,0.09831319322128038,0.21323075680382617,0.2358819709452559
260,0.07009331598973426,0.09825158257205485,0.21202894898199814,0.28492321133435483
261,0.06813400474710074,0.098186797082876,0.21204817911705343,0.2846878296943093
262,0.0681939041113083,0.09812408828276915,0.21204821306522495,0.2636776440062227
263,0.06575143430176517,0.09820685455368519,0.21176116343677273,0.2709438028341329
264,0.0658780603960772,0.09821958941336638,0.21166511062610552,0.27954987280496824
265,0.06658436429766057,0.09819414111325822,0.21163621519298775,0.26941938465006576
266,0.0670662784258305,0.09822679853882896,0.21156967408719166,0.25843700425830857
267,0.06695400696151832,0.09828602041460681,0.21154502225830946,0.3357278933732279
268,0.06699736959425859,0.09826805543304726,0.21141642041499345,0.26342352613687087
269,0.06684927560548534,0.09833198166677969,0.21149586886217753,0.22812963067379485
270,0.06701614757106063,0.09830866907149577,0.21151822568544917,0.2282816162130274
271,0.06760460919817293,0.09833241931186931,0.21143132680504295,0.25063720450699484
272,0.06755561171287058,0.09832747207088934,0.21001401576646997,0.25606635908180486
273,0.06698347828333927,0.09827866319553494,0.21000137215566803,0.31029677877769746
274,0.06701779387932509,0.0983155729626188,0.20995890875518378,0.325152889251274
275,0.06686692215077421,0.09836186156673404,0.20984901912516746,0.27260617253781144
276,0.06764884586978043,0.09844732777976976,0.20815515362856143,0.26334396025749907
277,0.06693536283486504,0.0984153018406229,0.20719328725325722,0.27361174425009366
278,0.06711370207605025,0.09846960216036411,0.2069131657553544,0.23926520467167584
279,0.06712752570142007,0.09848923052199937,0.20649294146779776,0.20787072942782753
280,0.06711994948110803,0.09853977141800617,0.20663535834107064,0.32133116175608745
281,0.06753474921985866,0.09843023079833345,0.20681978585343924,0.27825293657072697
282,0.06755430426768762,0.0984805333336506,0.20676909535438068,0.2768334336462069
283,0.06751734494898351,0.0984264505362669,0.20695298096633796,0.22863954940570164
284,0.06752702911288087,0.09844607354996202,0.20690848718318752,0.28330253584186016
285,0.06734016331234138,0.09838713673144954,0.20666269594200304,0.3038561194007634
286,0.06772676024922566,0.09833055281316119,0.20659779984065096,0.22034698161659091
287,0.06643436889431988,0.09832957075917644,0.20659394727318042,0.28499631388556257
288,0.0664502522178327,0.09832484736470956,0.2066392967760982,0.2717742165202808
289,0.06609853545920184,0.09705710937310197,0.20667917583989065,0.23591432918872174
290,0.06614733422045528,0.09706855634039327,0.20678551179962543,0.29324296772972314
291,0.06546700995638025,0.09705238382892542,0.20692690232484628,0.28647832207630824
292,0.0654596115505158,0.0971320895235342,0.20608134166741982,0.25737795445602896
293,0.06536320548496014,0.09717104848330411,0.20591795141753383,0.2272034194188505
294,0.06537175157471256,0.09717085616628676,0.2061490428295593,0.28438907984496914
295,0.06531038897823264,0.09714436382904054,0.20610465802142083,0.28273315250312003
296,0.06477424989263403,0.09716455290157389,0.20608175863103334,0.18367507033830222
297,0.06463504041847866,0.09709412756096847,0.2060708473218594,0.2695345766015226
298,0.06487099809704515,0.09716408329869695,0.20570291567642704,0.23245517818449843
299,0.06483225201160907,0.09711191010371409,0.20530362171249025,0.25109964848794514
300,0.06495463441025856,0.09714818027782815,0.20523497665926152,0.31418082043597656
301,0.06367429871560978,0.09705176728182444,0.20482454884794063,0.2545560823856582
302,0.06424261811249206,0.09714814095496652,0.20475413551101843,0.2533315828177124
303,0.06428892412282168,0.09716608572844473,0.20484499308694354,0.24848069129227177
304,0.06373319297568647,0.09714252975318517,0.20510261794659806,0.26927109943548544
305,0.06354767282042387,0.09715401566908183,0.2049988312090653,0.22350595436718135
306,0.0639251468403455,0.09711311052540228,0.2048442874934857,0.2653702486705906
307,0.06417353744424699,0.0971049464777103,0.20486084441777205,0.2421887196827341
308,0.06425203737742327,0.09711552040088581,0.2047921377800188,0.28833316970453093
309,0.06507816061746481,0.09707953060146696,0.2020869456707323,0.1862432132505641
310,0.06486589911301756,0.09710494732276712,0.20200061616379136,0.24278605949397064
311,0.06490856868087327,0.09700967013562772,0.2017728272059307,0.2629639927999257
312,0.0647861685164253,0.09701264114891442,0.20172160973204606,0.2874894216064171
313,0.06479351532870369,0.09709242428706424,0.20167319500059463,0.23738362525905515
314,0.06479675244928987,0.09706233814731828,0.20178875105595417,0.29940797766409843
315,0.0646625743831544,0.09701196904361103,0.2017188882042109,0.25381680749091806
316,0.06468800028042547,0.09699205962526226,0.20175489703893218,0.22024021831134183
317,0.06475570835483346,0.09706444473795342,0.20211301510034807,0.2515351843463086
318,0.06466127438274064,0.09703415807412755,0.20187243529094218,0.3159014994873449
319,0.06477788081105358,0.09708287910694405,0.2021459335262607,0.25520262853896497
320,0.06464519802476798,0.09699823757328986,0.2020415826986361,0.2716502128615778
321,0.06471512268386016,0.09698275705446785,0.20192900114290144,0.2501596647895836
322,0.06474585584793786,0.09694687149958758,0.20178076484905022,0.28152100616198533
323,0.06479269754261259,0.09683028724056178,0.20169919993882943,0.242188479235267
324,0.06525113186807635,0.09688972454352071,0.2020115684038281,0.20078650138299192
325,0.06574474814319313,0.09695369795281113,0.201750359332521,0.34112858194624585
326,0.06602712343898386,0.09694684627954528,0.20167344152755834,0.271522400304976
327,0.06606627121351036,0.09685741899523467,0.20165232385997714,0.26543393209477656
328,0.06605108662595413,0.09684578148392159,0.20168342527959768,0.23148589997795083
329,0.06657849622472811,0.0968708417913255,0.20188219788263786,0.27931997371953976
330,0.0663711268453208,0.09687002652719126,0.2015158754695697,0.2705745174248665
331,0.06745999676106658,0.09683033780084213,0.20128366350837004,0.253403499957494
332,0.06753344599458913,0.09687954255751695,0.20134523036732452,0.2622273177882575
333,0.06782559274542341,0.09688126555113544,0.2012021575289938,0.21247887665130932
334,0.06704871663412335,0.09686468112912483,0.2010624192530474,0.22034014138296798
335,0.06712345610804696,0.09688855183017965,0.20096760308497638,0.23201408018603695
336,0.06613769194413414,0.09687590314463697,0.20111899362448066,0.22377387152149772
337,0.06671573303048701,0.09689227303568386,0.20083651610786624,0.248315892107171
338,0.06679890789889424,0.09683233185411974,0.20094356408380207,0.2739627709110925
339,0.06681677497538961,0.09684888542207767,0.20083399455574527,0.26238984200076254
340,0.0668461600273429,0.09690208573385402,0.2010430516895636,0.2424496733283786
341,0.06683695698809604,0.09691549169304232,0.20111067898328358,0.2035899048680619
342,0.06685159018367569,0.09683495066912856,0.20130051661284507,0.19146512954185427
343,0.06679308237278192,0.09686347541103905,0.20144309628584275,0.19930043044733808
344,0.06677186168483812,0.09682047249973631,0.20139696328425288,0.25743163245763945
345,0.06697094394760211,0.096904131843891,0.20138711930372918,0.21471530615194956
346,0.06693011290738685,0.09692522098709115,0.20147911587757186,0.2657295906397048
347,0.06739535435913899,0.09699085546452602,0.2014409014715688,0.27868044661407587
348,0.06762402947795879,0.09704968887511778,0.20147980211775454,0.26348651353650904
349,0.06785103067246981,0.09708750357014018,0.20158378908024727,0.2772517541430938
350,0.06785664593233952,0.09707019424974979,0.20191266342492162,0.2439287925956833
351,0.06779666734938235,0.09705476944849997,0.2021523611866772,0.26038375830590776
352,0.06779977234189101,0.09703198231770925,0.2021606819827073,0.26738260148052945
353,0.06778143432170355,0.09702458823759988,0.20215579855166962,0.23625184676316485
354,0.06789690296212905,0.09704403983447338,0.2024369829637352,0.29016145964911094
355,0.06765443359049926,0.09702635296020726,0.2025745651477787,0.26242420819514933
356,0.06767605302748282,0.09705734159181223,0.202910082688867,0.2277950770501586
357,0.06799789038387204,0.09713183129367761,0.2026992602031999,0.2845216936660549
358,0.0676002141553732,0.09716381685885955,0.20275893699399533,0.22662656382044793
359,0.06760854879549996,0.09715925052365543,0.20275423924142605,0.260387879019393
360,0.06731534749513865,0.0972065632588741,0.20285122381312376,0.2596045339370004
361,0.06772891417789721,0.09718490663565531,0.20263909042112357,0.22891302106569666
362,0.06759388774640049,0.09715785628899978,0.2023224201736749,0.24179366488927606
363,0.06779499750875873,0.09708974119111838,0.20226795034941686,0.28949696162183297
364,0.0678236469164146,0.09708861299515688,0.20225882307807574,0.2530220533023494
