Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit
0,0.6236513835711428,0.592108571152364,0.6331660901735302
1,1.2178525990063687,1.0365709495332347,1.1001273996057392
2,1.6815358155853108,1.6892148197278487,1.6010907658344267
3,2.1250506829670055,2.1939595476563243,2.093408262270006
4,2.6358297482900066,2.834186603418469,2.4320497215501637
5,3.165126955230293,3.4402157373227693,2.964685986342464
6,3.599010631588721,3.96494007427608,3.5036067193154494
7,3.929440041964946,4.515046330824427,4.016390800058167
8,4.448351045037063,5.052373421950503,4.425633141159002
9,4.74622580946709,5.601911680734146,4.634130492484674
10,5.235817209090426,6.238333013470062,5.106293037077354
11,5.515562454266351,6.74984865174024,5.470873954296465
12,5.674119081656917,7.359730786524966,5.645387152459772
13,5.85181424870345,7.896957498651593,5.9653812500698065
14,6.089436387754459,8.467252734558071,6.2558047410777755
15,6.478509568321231,8.895185113176606,6.495791983172157
16,6.53982365340121,9.583606446276814,6.733367823973201
17,6.849276938814546,10.219122277948774,6.913239484514994
18,7.072091812949543,10.845393853536963,7.137985019413804
19,7.3221115857003864,11.489317702915331,7.299092637124358
20,7.634653294722009,12.176060520804517,7.4998080425715985
21,7.711211980590709,12.785640805337945,7.673181835320284
22,7.974353726088869,13.30485328098438,7.899324766135389
23,8.329886799838253,13.837781578915548,8.265636737008663
24,8.604903574565272,14.329455547461356,8.399784343269966
25,8.781947461663863,14.333183260744573,8.64559050816241
26,8.9126161678216,14.333183260744573,8.860944177347259
27,9.094577002355678,14.342776174706824,8.981014112537357
28,9.240802536441201,14.345205827985751,9.157381393174099
29,9.432030080329103,14.348933541268968,9.356069778799494
30,9.846622779440297,14.356875534867063,9.512607220358225
31,10.100423262802126,14.36060324815028,9.646558628975594
32,10.424197881258676,14.377791053213144,9.821524607002834
33,10.612375163265138,14.382682812597196,9.967392760110272
34,10.732844078014294,14.397408511554934,10.02868263725823
35,10.997092922138203,14.409704557233747,10.153840805940652
36,11.193944437844713,14.425605720741084,10.275095724476165
37,11.38467196989254,14.431763087303228,10.430980132829243
38,11.58698796417916,14.44135600126548,10.501991956120548
39,11.738247854835473,14.44135600126548,10.721253850016662
40,11.905973271442743,14.44624776064953,10.815843990609201
41,12.072520414805618,14.44624776064953,10.876783959063783
42,12.348927071198952,14.44624776064953,11.035169386715122
43,12.473726426737946,14.458543806328342,11.133192729561996
44,12.562768727645523,14.464852055873427,11.296989630643433
45,12.701619695585297,14.464852055873427,11.327327440054358
46,12.919022210543488,14.464852055873427,11.436869847367054
47,12.946989038270782,14.474444969835679,11.544268973922136
48,13.119532209976853,14.474444969835679,11.640203478708678
49,13.221964221883402,14.47933672921973,11.72537762061134
50,13.292234441453298,14.48968377269683,11.799689896555181
51,13.470857335978366,14.48968377269683,12.038011348191649
52,13.842614734857367,14.48968377269683,12.087164936799166
53,13.920230665008663,14.499276686659082,12.159345157978445
54,14.04827368785973,14.499276686659082,12.22447716723859
55,14.19818136392089,14.501706339938007,12.337430163286166
56,14.34105768374199,14.501706339938007,12.442531573192143
57,14.527620103336497,14.501706339938007,12.512500485843269
58,14.767076652704494,14.501706339938007,12.604727843326447
59,14.875027441368434,14.501706339938007,12.658666700453338
60,15.135364875165356,14.51400238561682,12.738243308715523
61,15.280680075210318,14.51400238561682,12.76905794398312
62,15.50157905610504,14.51400238561682,12.840574952324483
63,15.563549678829009,14.51400238561682,12.900990283189051
64,15.692206460136598,14.516432038895747,12.949835991211344
65,15.783838338372869,14.518861692174672,12.991952485247726
66,15.817891335840756,14.533688623458104,13.052281520037107
67,16.08463184357598,14.533688623458104,13.14301275679674
68,16.099248209666843,14.533688623458104,13.249137302152382
69,16.113864575757706,14.533688623458104,13.336922249782138
70,16.231953142192502,14.533688623458104,13.371673751512992
71,16.405017533656444,14.536118276737032,13.422737370160448
72,16.44912460534026,14.538547930015957,13.50047260875805
73,16.57699812244257,14.538547930015957,13.559147643730972
74,16.77404557972855,14.538547930015957,13.648558685009775
75,16.9470822586846,14.548140843978208,13.676424293876158
76,17.053452237220764,14.548140843978208,13.676424293876158
