Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.40852681265719754,0.41177722442875203
1,0.7606171796094796,0.7407954741071332
2,1.1633665487394147,1.1484271238097161
3,1.4269479946145966,1.5560587735122993
4,1.8120604339557658,1.963690423214882
5,2.121018194292385,2.3713220729174647
6,2.380537871490602,2.7789537226200474
7,2.6963754823304975,3.1865853723226296
8,2.9047065531423937,3.594217022025213
9,3.235374739768485,4.001848671727796
10,3.5501445305761195,4.409480321430379
11,3.8327944862530727,4.817111971132962
12,4.071333219293956,5.224743620835545
13,4.306202905864556,5.6323752705381285
14,4.528707245937012,6.040006920240711
15,4.716672432514468,6.447638569943294
16,4.88720866546562,6.855270219645877
17,5.052323606133086,7.262901869348459
18,5.352194953484684,7.670533519051043
19,5.479805068628473,8.078165168753625
20,5.653220783018734,8.485796818456208
21,5.913723784480942,8.893428468158792
22,6.086569513222843,9.301060117861374
23,6.258334048049379,9.708691767563957
24,6.526477909275293,10.116323417266539
25,6.79989495375249,10.523955066969123
26,6.985853320965758,10.931586716671706
27,7.136061169056054,11.339218366374288
28,7.214467979326112,11.746850016076872
29,7.404777665568671,12.154481665779453
30,7.676846852416337,12.562113315482037
31,7.817610423516004,12.969744965184622
32,8.100660451957973,13.377376614887208
33,8.31771581713592,13.785008264589795
34,8.5243378494261,14.19263991429238
35,8.68528971641337,14.600271563994966
36,8.84083475314763,15.007903213697551
37,8.969850900654501,15.415534863400136
38,9.175013688779211,15.823166513102723
39,9.27719624011968,16.230798162805307
40,9.41309870921655,16.638429812507894
41,9.547331238108066,17.04606146221048
42,9.723784327623791,17.453693111913065
43,9.804533359904253,17.861324761615652
44,10.034969221092922,18.268956411318236
45,10.195326842102576,18.676588061020823
46,10.376707605443904,19.08421971072341
47,10.486815889177853,19.491851360425994
48,10.654511907474998,19.89948301012858
49,10.770072729645143,20.307114659831164
50,10.916952655216459,20.71474630953375
51,11.052632185317542,21.12237795923634
52,11.308176960359154,21.530009608938922
53,11.396320980575183,21.93764125864151
54,11.459057960330421,22.345272908344093
55,11.666398446539173,22.75290455804668
56,11.729135426294409,23.160536207749267
57,11.79701728625901,23.56816785745185
58,11.953966090975339,23.975799507154438
59,12.049250846748334,24.38343115685702
60,12.177377886966092,24.79106280655961
61,12.375152110993513,25.198694456262196
62,12.557969291655358,25.60632610596478
63,12.710795255678466,26.013957755667366
64,12.958545706286904,26.42158940536995
65,13.038750693518486,26.829221055072537
66,13.126999172601273,27.236852704775124
67,13.218897739768499,27.644484354477708
68,13.268077817761519,28.052116004180295
69,13.592878933189288,28.45974765388288
70,13.737245635848115,28.867379303585466
71,13.813898802590737,29.275010953288053
72,13.967310733659271,29.682642602990637
73,14.120887751228903,30.090274252693224
74,14.277502613552368,30.497905902395807
75,14.534737421059882,30.905537552098394
76,14.617319718690151,31.31316920180098
77,14.740404934794782,31.720800851503565
78,14.882563208626655,32.12843250120615
79,14.903749541120145,32.536064150908736
80,15.169642642730437,32.94369580061132
81,15.252172065522098,33.35132745031391
82,15.40852003554701,33.7589591000165
83,15.559999888430301,34.16659074971908
84,15.732925907632088,34.574222399421664
85,15.830927180817971,34.98185404912425
86,15.858479415241584,35.38948569882684
87,16.00352201147915,35.797117348529426
88,16.076982170990547,36.204748998232006
89,16.147441159470358,36.61238064793459
90,16.215224522595598,37.02001229763718
91,16.234779075502335,37.42764394733977
92,16.368039019279838,37.835275597042354
93,16.46845947552755,38.242907246744934
94,16.525280940047747,38.65053889644752
95,16.598346576780788,39.05817054615011
96,16.617242063138896,39.465802195852696
97,16.75156904066322,39.87343384555528
98,16.81442930111784,40.28106549525786
99,16.83215164785758,40.68869714496045
100,16.911158966579052,41.09632879466304
101,17.149303717533787,41.503960444365624
102,17.259940083384624,41.91159209406821
103,17.34528199535642,42.31922374377079
104,17.424339468061994,42.72685539347338
105,17.508174823161564,43.134487043175966
106,17.612914967830385,43.54211869287855
107,17.638190528011656,43.94975034258114
108,17.725977018980785,44.35738199228372
109,17.807077192050645,44.76501364198631
110,17.934477776660426,45.172645291688895
111,18.11052343856687,45.58027694139148
112,18.231332744471178,45.98790859109407
113,18.265068377524155,46.39554024079665
114,18.267385516335356,46.803171890499236
115,18.41552930653542,47.21080354020182
116,18.569243914844016,47.61843518990441
117,18.65389676866359,48.026066839607
118,18.739534606648245,48.43369848930958
119,18.82859581667715,48.841330139012165
120,18.8695360966366,49.24896178871475
121,18.910749163416856,49.65659343841734
122,18.960183757934793,50.064225088119926
123,19.062494444243278,50.471856737822506
124,19.156897589330548,50.87948838752509
125,19.23251228436384,51.287120037227695
126,19.326807363095195,51.69475168693028
127,19.329124501906396,52.102383336632876
128,19.39431491453201,52.51001498633546
129,19.486677592983728,52.91764663603806
130,19.76037900241866,53.32527828574065
131,19.76269614122986,53.73290993544324
132,19.8014265614861,54.14054158514583
133,19.823636994593045,54.54817323484842
134,19.920569444328613,54.955804884551014
135,19.940104899726975,55.36343653425361
136,20.024509700721048,55.771068183956196
137,20.128706916318492,56.17869983365879
138,20.161760119425153,56.58633148336138
139,20.200141547114555,56.99396313306397
140,20.24076707879508,57.401594782766566
141,20.29938008406822,57.80922643246915
142,20.327929516455374,58.21685808217175
143,20.405316929320424,58.624489731874334
144,20.451413929031705,59.03212138157693
