Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.42616627130367735,0.27919510829359206
1,0.8523325426073547,0.835026777110533
2,1.553387333408744,1.157631791869644
3,1.8071360323248542,1.748410523473265
4,2.0608847312409644,2.066824857551719
5,2.6516634628445854,2.5005024907148297
6,2.9700777969230394,3.201557281516219
7,3.5608565285266605,3.82134587512735
8,3.8146052274427706,4.602311554369991
9,4.068353926358881,5.184354574226303
10,4.322102625274992,5.265307512337871
11,4.5758513241911025,5.899334701587878
12,4.65680426230267,6.15524321731199
13,5.238847282158982,6.581409488615668
14,5.518042390452575,7.346923477824665
15,5.5989953285641425,7.798476537123008
16,5.854903844288255,8.052225236039119
17,5.9358567823998225,8.473904086282577
18,6.387409841698166,8.958774735980104
19,6.643318357422278,9.10462340857783
20,6.724271295533846,9.10462340857783
21,7.181443310410343,9.561795423454326
22,7.181443310410343,9.796067728416196
23,7.2623962485219105,10.194148060131333
24,7.343349186633478,10.608290045087134
25,7.828219836331004,10.842562350049004
26,8.146634170409458,11.623528029291645
27,8.227587108521025,12.389042018500643
28,8.308540046632592,12.534890691098369
