Time(Iteration),EpsilonGreedyLinearBandit
0,0.6650632043445175
1,1.396407844347186
2,2.2553151745046276
3,2.8057890813807944
4,3.050852723949189
5,3.571316281887712
6,4.248948544314606
7,4.367166246492611
8,4.720686886110328
9,5.247383463965163
10,5.3543747184648876
11,5.8065276078764265
12,6.090842096380635
13,6.1146824414216505
14,6.115479976326336
15,6.309948263958498
16,6.310745798863184
17,6.502853569729626
18,6.590358598011673
19,6.779654832578942
20,6.955075793260899
21,7.159995088437391
22,7.160792623342077
23,7.455332125110448
24,7.6303872829619
25,7.821948129230108
26,7.852030703420229
27,8.08889700127384
28,8.496743617688335
29,8.86256208690331
30,8.958953445434789
31,9.32298905596782
32,9.420177949403985
33,9.608602230713299
34,9.686347206741344
35,9.862199899497481
36,10.043027402447494
37,10.308670832648009
38,10.587384687561116
39,10.929312186717256
40,11.105164879473394
41,11.142333076121625
42,11.344933164784191
43,11.505646501990244
44,11.786499415370068
45,11.973749461774867
46,12.120571990600308
47,12.317620535262597
48,12.678841978410492
49,12.760285225828548
50,12.939314495977062
51,13.036503389413227
52,13.214377647292888
53,13.802281699322956
54,14.08744997071236
55,14.586364728434102
56,14.792004892598579
57,15.13024017673844
58,15.373170241314691
59,15.40208220741933
60,15.55475594165651
61,15.754522394876071
62,16.105265697397762
63,16.2957115438306
64,16.49502601645658
65,16.495823551361266
66,16.496621086265954
67,16.581349949720597
68,16.58214748462528
69,16.599658470262227
70,16.60045600516691
71,16.755686202125055
72,16.901711196045813
73,16.906026554055394
74,16.90682408896008
75,16.90682408896008
76,17.112801587491624
77,17.117116945501206
78,17.20780904272852
79,17.323324292574668
80,17.596351626434235
81,17.615876613465666
82,17.80232912496578
83,18.215806351991183
84,18.249811326115754
85,18.42067094988356
86,18.52364960538372
87,18.66143076991314
88,18.860454869966425
89,18.880777391902548
90,18.917813364570925
91,19.07304356152907
92,19.07304356152907
93,19.07304356152907
94,19.190914786736993
95,19.19171232164168
96,19.560378201131538
97,19.70720072995698
98,19.954152125167017
99,20.041078512832982
100,20.054447636290842
101,20.060728311443437
102,20.238161821676208
103,20.244442496828803
104,20.24524003173349
105,20.431972357099262
106,20.609846614978927
107,20.610644149883612
108,20.84736124103168
109,21.223281150873028
110,21.45763315594847
111,21.56140934635332
112,21.726959327305508
113,21.747281849241627
114,22.045690560197635
115,22.04648809510232
116,22.047285630007003
117,22.04808316491169
118,22.13153674585866
119,22.306591903710114
120,22.42446312891804
121,22.59624837784836
122,22.678904423890646
123,22.775295782422127
124,22.775295782422127
125,22.779611140431705
126,22.853769819385555
127,23.14146511170461
128,23.612807681398785
129,23.801477544835333
130,23.96066000108882
131,24.25567716293842
132,24.341435768366054
133,24.802882032838568
134,24.893574130065883
135,25.052322150128923
136,25.23486924338233
137,25.423539106818883
138,25.614302418182405
139,26.022852327053915
140,26.243702207762
141,26.430785663520794
142,26.54713344247882
143,26.903257570027563
144,26.987986433482206
145,27.067048522448808
146,27.17002717794897
147,27.17002717794897
148,27.409855346715823
149,27.409855346715823
150,27.5985275422089
151,27.863791897692767
152,28.213737665309772
153,28.310525463029176
154,28.462281130677713
155,28.4630786655824
156,28.642522509344094
157,28.64332004424878
158,28.804033381454833
159,29.05488071935175
160,29.13632396676981
161,29.1371215016745
162,29.314995759554165
163,29.349798268583424
164,29.514649044764592
165,29.51544657966928
