Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,newTS
0,0.4433323858204055,0.4975732752535588,0.30727692760577496,0.40444431548893023
1,0.8436199250000149,0.8479590275029091,0.6376450801847169,0.7793926910711156
2,1.2000266928307155,1.223976406798934,1.0145304670181186,1.209748675394685
3,1.606107904079409,1.6794868197001036,1.4191794346600168,1.5534592434258956
4,1.906247648306218,2.1421089480584805,1.9067236519636908,2.0485661041431866
5,2.2555283013510743,2.594607811408843,2.2235875766732622,2.4050672398210162
6,2.6413117779792645,2.9832522086969435,2.702761717006186,2.816816596621007
7,2.985460357913867,3.382500071212681,3.1436695916028743,3.2337645635462833
8,3.2832490961227534,3.788681178164579,3.5496344068695023,3.708039954632109
9,3.6184577519399923,4.270692183729895,4.0321704513488035,4.038178876040262
10,3.8791222861597605,4.658563295917305,4.355559038716931,4.432349944413998
11,4.23988264748894,5.081627212290035,4.76234702871709,4.745884125426301
12,4.533966480443492,5.548656709104543,5.158527294565138,5.11649796688778
13,4.763162097179815,5.9569807837980715,5.552416697538185,5.499703845152634
14,5.051629927835327,6.434633374376711,5.96017070727249,5.938428240368621
15,5.44910028925782,6.781076228201462,6.512426392214363,6.305757913041736
16,5.824996879970334,7.097093390819128,6.831217953783089,6.580447109083797
17,6.0635670828770944,7.419197491460416,7.204693891836689,7.018267051320409
18,6.299542909176448,7.799224601073943,7.688319257239452,7.345269639567448
19,6.558265645606815,8.182306473973089,8.071322099043776,7.76455003666905
20,6.8775672263479155,8.630457699441482,8.550801718860036,8.090677444550696
21,7.20603076872324,9.00046033364897,8.861385327174018,8.438500289933373
22,7.4606940116804,9.3209545361246,9.209061636888418,8.934862607166743
23,7.821455396519321,9.727422807511896,9.655464107583006,9.361114501690206
24,8.15411559682182,10.055463446133817,10.17479088544482,9.791198914942342
25,8.558407000243932,10.45409905671192,10.558648055399082,10.194945222773857
26,8.828197044740701,10.833094655008342,10.986399373267044,10.631469720762684
27,9.1121741860657,11.257211493896516,11.352202444112836,10.988103887945247
28,9.412288443728468,11.599785625460656,11.69292250750898,11.435332118311871
29,9.590021917877598,11.99404212619324,12.014608737835063,11.85189296080009
30,9.854515120766418,12.395898877103885,12.32379146723417,12.164040168958637
31,10.035727089660183,12.773462689909067,12.564170228183885,12.625067992509639
32,10.237384188916847,13.102719315912088,12.925816398276748,12.958658772304494
33,10.437525814125337,13.503543890509752,13.314629684911,13.347247316744475
34,10.723390669026427,13.837745188743963,13.787704020982355,13.746106135586611
35,10.985666189273074,14.181703895668878,14.136943022435185,14.19994424188748
36,11.3047856124315,14.518122947985002,14.520297892740563,14.55614293746611
37,11.62660871335756,14.882302796584582,14.923474438583748,14.966393626343853
38,11.916984695435556,15.251510200072,15.279418638563763,15.327095538308413
39,12.13153700489329,15.627844656684076,15.637165317111808,15.70394440871394
40,12.371517159535522,15.985187840124217,16.031257618701982,16.219132947717313
41,12.616925500484443,16.480955413883233,16.32865002227146,16.57103242694259
42,12.877961542167714,16.954295203148025,16.684012698979046,17.039228303279128
43,13.165977386152232,17.22542020453555,16.983565938007583,17.33614104039963
44,13.365526863149706,17.651822771037576,17.290505566926868,17.76134279427531
45,13.647196968448773,17.93516570899427,17.615753512208958,18.240076623252598
46,13.9079369455891,18.366489366826983,17.937039288136738,18.669456428460855
47,14.141822619425557,18.65612665829362,18.219182377987245,19.066158272686316
48,14.45028664216699,18.98069883780224,18.65710351611988,19.451881315349745
49,14.664904621759101,19.29617062131033,19.07858197328138,19.795822173273066
50,14.923230497967484,19.61675599692496,19.285860515419152,20.34302589041793
51,15.182008307316746,19.923104268944403,19.522198007118256,20.838679301807783
52,15.410418586825932,20.310330144051523,19.926170713184113,21.283336412864266
53,15.676429877694883,20.647229551759402,20.273017566925898,21.596845279444175
54,15.939729730606384,21.076178756585193,20.637027817950347,22.046484659700287
55,16.20998074035697,21.459039640220208,21.032577684818513,22.483123345075356
56,16.54829624869193,21.80785227376575,21.329121064153107,22.858552848996446
57,16.772017762625385,22.093390550651584,21.747863690200628,23.28128923156218
58,16.957042153761286,22.465486492120302,22.129360908398674,23.79066649530089
59,17.134930771174805,22.781824626301635,22.481821087220332,24.270403994773353
60,17.434612626041638,23.095971279973,22.854596829782107,24.60381075603626
61,17.762154163496273,23.46110979083231,23.30609517312646,24.952802547617857
62,18.018779843764,23.788727190461923,23.702955006802753,25.39591386394477
63,18.31433020750821,24.10809277176678,24.05484805223247,25.88030238756903
64,18.58021987120466,24.534287798788323,24.419776229067,26.222669971165857
65,18.798833655570228,24.94344196523661,24.789103453345245,26.669531012603535
66,19.07323418656423,25.282187869755184,25.134271901632957,27.103664004638837
67,19.28207193150291,25.5796434909706,25.384564173951482,27.408389709285405
68,19.525716445302074,25.961971497295792,25.72507679725573,27.75757790200929
69,19.798242520431565,26.31926278736578,26.01392799165375,28.209030647400084
70,20.167169400713824,26.488834801538793,26.198994924354697,28.581642982781837
71,20.349342642185373,26.766683752736043,26.50976876374977,28.892112285941487
72,20.573910764460727,27.129987780055252,26.861003543378253,29.34528199626381
73,20.802497624278494,27.50082730316684,27.10141976722892,29.743805569004092
74,21.020361471600115,27.95488922743549,27.399659662627194,30.17222633853935
75,21.265488538579394,28.301213294834874,27.79169540569783,30.509807383542473
76,21.459741379182,28.575687686276513,28.238945017779677,30.944166035142036
77,21.70159364017193,29.03440581742397,28.554302096591208,31.397214222922184
78,21.902712695444553,29.483706763358747,28.834931880509355,31.824762070855336
79,22.10422441337203,29.856301726946562,29.197229908980034,32.33828870644764
80,22.239976585800058,30.249348766513258,29.492480441495314,32.80162367104593
81,22.467084469646256,30.552170054927558,29.79907870747515,33.10793489527765
82,22.764386078388803,30.91555728086695,30.20242024103942,33.51465871158888
83,23.052247167374997,31.209166722811585,30.616059630249246,33.860455130556964
84,23.354394715373356,31.557959861012495,30.910360439217737,34.238654374438134
85,23.633567855143415,31.793172827325428,31.170837518099738,34.667069549061054
86,23.908541851569158,32.13958598923499,31.401874885977435,35.10738656199002
87,24.08308113349368,32.45185310490101,31.844607399570094,35.46233384347237
88,24.28268335337873,32.69213980380295,32.12695341344208,35.81809768228979
89,24.492531820423245,32.98878608834751,32.3196765802998,36.18189050914622
90,24.72529685848639,33.320537880230354,32.70300913311791,36.55676576361494
91,24.945992697648016,33.85940988951937,33.13334407907221,37.043451873623724
92,25.135871795499074,34.30609097446285,33.41430021120168,37.512089402791354
93,25.31030921543408,34.74945308638626,33.82159715983212,38.02553473081635
94,25.557121094078088,35.040028967756726,34.230533538345114,38.428519977884214
95,25.801140688393595,35.39898900307658,34.500066196455194,38.73569965799841
96,25.947275629047954,35.74151847953654,34.842544251683925,39.17162471485155
97,26.08009038531204,36.10512752080393,35.09595715630932,39.5364673306562
98,26.294390970102178,36.45157986985534,35.42989373341074,39.94399038609952
99,26.558198708039498,36.84671763062175,35.74704741107214,40.39918359380062
100,26.763862203975304,37.16061989405939,36.03047763032148,40.78120734240084
101,26.934544844335967,37.481090585312764,36.366063627624534,41.091517989762565
102,27.188862254029164,37.76511333220119,36.64758468903168,41.38214230334229
103,27.313332850104388,38.12942425023999,36.967395483480146,41.78630322592058
104,27.463554521851922,38.418409614269436,37.25730526001662,42.19276451543546
105,27.615700690152146,38.779466308134225,37.58207982196491,42.62275112365668
106,27.870546688148387,39.19107782745767,37.90845687388341,43.01483656746181
107,28.0642186140556,39.64526233005328,38.24489172951976,43.42687834153979
108,28.25864175391525,40.02682870191245,38.57931491132941,43.81643533841783
109,28.493097273600068,40.411018947870204,38.81900243028624,44.18349887714554
110,28.689848706917292,40.781802069370634,39.09771193277156,44.60432973403219
111,28.92588165686139,41.14442660455266,39.5087179822184,45.11104350539647
112,29.285026617294438,41.509369416380665,39.88283514107787,45.512300859289226
113,29.490399658829432,41.82375473994172,40.14216486572471,45.86812004209171
114,29.688627253054467,42.09724793697012,40.45536742707073,46.16837367207188
115,29.905296497624413,42.45072696293943,40.71855359505494,46.58763825472827
116,30.126852151042122,42.72803321632013,41.08721624385775,46.85457547864267
117,30.286881706422143,43.00353821741358,41.391880108712776,47.253528237359944
118,30.47470443878189,43.287200077064334,41.65907839692636,47.764146814967575
119,30.665161435369868,43.574975443571184,42.02035564058105,48.26349969209521
120,30.855618431957843,43.92282538250276,42.270277729247155,48.61369506367578
121,31.08606058698801,44.21766944856858,42.438587768906295,48.96450473315941
122,31.215547982089696,44.50046533881516,42.685001591610074,49.43209257016897
123,31.412401164434776,44.87045420781472,43.015119738423,49.80180177043756
124,31.624198422529425,45.209345495345275,43.354556436860534,50.268254117555735
125,31.726628033627872,45.688692632840485,43.51985042338417,50.71665979420788
126,31.9771309980977,45.96369280086374,43.719552340599684,51.195970807186335
127,32.14451523920482,46.311272967784724,44.00545112377051,51.67410619576665
128,32.47765314745502,46.68772922217947,44.2367330469486,52.091922362108804
129,32.70177807994405,47.14231764938029,44.48339078934033,52.434414405816746
130,32.91648469529716,47.52360034481345,44.78325943502003,52.82601281031383
131,33.03109787127947,47.853298807843416,45.036283033754714,53.362650099468055
132,33.125695496668286,48.202642787199785,45.385319326309954,53.796175963611404
133,33.37219685058089,48.51125684629079,45.6586951040578,54.1312245017977
134,33.51346980614713,48.828532665323394,45.992737081238104,54.6003450640939
135,33.75558471919415,49.07502444469056,46.32771055850057,55.07921029342343
136,33.82066594084994,49.34713035121339,46.61638690895363,55.390098358775106
137,33.925553528483455,49.65696640000255,46.939386240562996,55.83649515189306
138,34.035831668168086,49.98838901271703,47.30064305517432,56.31627092184315
139,34.209583168501254,50.331151340291946,47.52059825932509,56.578742616712745
140,34.40339552608141,50.60401738094698,47.79512792043616,57.05173839184408
141,34.504347267571504,50.86658353125361,48.18201000037141,57.52836196295915
142,34.69997486002881,51.14777305924527,48.43951695201156,57.93877542904302
143,34.88149012079679,51.42638697058819,48.80335548589632,58.431992231840795
144,35.0409484837016,51.779573336895794,49.03208097003035,58.74322456166807
145,35.300268357844196,52.10245737467882,49.3164414890802,59.103346366317986
146,35.444638732633514,52.42467963518078,49.64785314954638,59.526168404520334
147,35.67525406144978,52.62531105362829,49.813766062628375,59.854214116339776
