Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,LinTS
0,0.0,0.9833070481280974,0.9833070481280974
1,0.5382269453950617,1.521533993523159,1.521533993523159
2,1.0764538907901233,1.521533993523159,1.521533993523159
3,2.0597609389182208,1.521533993523159,1.521533993523159
4,2.0597609389182208,1.521533993523159,1.521533993523159
5,2.0597609389182208,1.521533993523159,1.521533993523159
6,2.0597609389182208,1.521533993523159,1.521533993523159
7,2.0597609389182208,1.521533993523159,1.521533993523159
8,2.0597609389182208,1.521533993523159,1.521533993523159
9,2.0597609389182208,1.521533993523159,1.521533993523159
10,2.0597609389182208,1.521533993523159,1.521533993523159
11,2.0597609389182208,1.521533993523159,1.521533993523159
12,2.0597609389182208,1.521533993523159,1.521533993523159
13,2.5979878843132824,1.521533993523159,1.521533993523159
14,3.58129493244138,1.521533993523159,1.521533993523159
15,3.58129493244138,1.521533993523159,1.521533993523159
16,4.1195218778364415,1.521533993523159,1.521533993523159
17,4.1195218778364415,1.521533993523159,1.521533993523159
18,5.102828925964539,1.521533993523159,1.521533993523159
19,6.086135974092636,1.521533993523159,1.521533993523159
20,7.069443022220733,1.521533993523159,1.521533993523159
21,7.607669967615795,1.521533993523159,1.521533993523159
22,7.607669967615795,1.521533993523159,1.521533993523159
23,7.607669967615795,1.521533993523159,1.521533993523159
24,7.607669967615795,1.521533993523159,1.521533993523159
25,7.607669967615795,1.521533993523159,1.521533993523159
26,7.607669967615795,1.521533993523159,1.521533993523159
27,7.607669967615795,1.521533993523159,1.521533993523159
28,7.607669967615795,1.521533993523159,1.521533993523159
29,8.145896913010857,1.521533993523159,1.521533993523159
30,8.145896913010857,1.521533993523159,1.521533993523159
31,8.684123858405918,1.521533993523159,1.521533993523159
32,8.684123858405918,1.521533993523159,1.521533993523159
33,8.684123858405918,1.521533993523159,1.521533993523159
34,8.684123858405918,1.521533993523159,1.521533993523159
35,8.684123858405918,1.521533993523159,1.521533993523159
36,8.684123858405918,1.521533993523159,1.521533993523159
37,9.22235080380098,1.521533993523159,1.521533993523159
38,10.205657851929077,1.521533993523159,1.521533993523159
39,10.743884797324139,1.521533993523159,1.521533993523159
40,10.743884797324139,1.521533993523159,1.521533993523159
41,10.743884797324139,1.521533993523159,1.521533993523159
42,10.743884797324139,1.521533993523159,1.521533993523159
43,10.743884797324139,1.521533993523159,1.521533993523159
44,10.743884797324139,1.521533993523159,1.521533993523159
45,10.743884797324139,1.521533993523159,1.521533993523159
46,10.743884797324139,1.521533993523159,1.521533993523159
47,10.743884797324139,1.521533993523159,1.521533993523159
48,10.743884797324139,1.521533993523159,1.521533993523159
49,10.743884797324139,1.521533993523159,1.521533993523159
50,10.743884797324139,1.521533993523159,1.521533993523159
51,11.727191845452236,1.521533993523159,1.521533993523159
52,11.727191845452236,1.521533993523159,1.521533993523159
53,11.727191845452236,1.521533993523159,1.521533993523159
54,11.727191845452236,1.521533993523159,1.521533993523159
55,11.727191845452236,1.521533993523159,1.521533993523159
56,11.727191845452236,1.521533993523159,1.521533993523159
57,11.727191845452236,1.521533993523159,1.521533993523159
58,11.727191845452236,1.521533993523159,1.521533993523159
59,11.727191845452236,1.521533993523159,1.521533993523159
60,11.727191845452236,1.521533993523159,1.521533993523159
61,11.727191845452236,1.521533993523159,1.521533993523159
62,11.727191845452236,1.521533993523159,1.521533993523159
63,12.265418790847297,1.521533993523159,1.521533993523159
64,12.265418790847297,1.521533993523159,1.521533993523159
65,12.265418790847297,1.521533993523159,1.521533993523159
66,12.265418790847297,1.521533993523159,1.521533993523159
67,13.248725838975394,1.521533993523159,1.521533993523159
68,13.248725838975394,1.521533993523159,1.521533993523159
69,13.248725838975394,1.521533993523159,1.521533993523159
70,13.248725838975394,1.521533993523159,1.521533993523159
71,13.248725838975394,1.521533993523159,1.521533993523159
72,13.248725838975394,1.521533993523159,1.521533993523159
73,13.248725838975394,1.521533993523159,1.521533993523159
74,13.248725838975394,1.521533993523159,1.521533993523159
75,13.248725838975394,1.521533993523159,1.521533993523159
76,14.232032887103491,1.521533993523159,1.521533993523159
77,14.770259832498553,1.521533993523159,1.521533993523159
78,14.770259832498553,1.521533993523159,1.521533993523159
79,14.770259832498553,1.521533993523159,1.521533993523159
80,14.770259832498553,1.521533993523159,1.521533993523159
81,14.770259832498553,1.521533993523159,1.521533993523159
82,14.770259832498553,1.521533993523159,1.521533993523159
83,14.770259832498553,1.521533993523159,1.521533993523159
84,15.308486777893615,1.521533993523159,1.521533993523159
85,15.308486777893615,1.521533993523159,1.521533993523159
86,15.308486777893615,1.521533993523159,1.521533993523159
87,15.308486777893615,1.521533993523159,1.521533993523159
88,15.308486777893615,1.521533993523159,1.521533993523159
89,15.308486777893615,1.521533993523159,1.521533993523159
90,15.308486777893615,1.521533993523159,1.521533993523159
91,15.308486777893615,1.521533993523159,1.521533993523159
