Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.44498253018069,0.3243044006774226,0.483750698491495,0.426416443409379,0.3575804973561086
1,0.8902105552806067,0.6582795143141127,0.7949363207063833,0.8697326223833315,0.785297775903957
2,1.2384854725954877,0.986895753516128,1.1916002266748942,1.3414332943669194,1.2182993391272006
3,1.63522227041488,1.2419051945127866,1.5087491059118707,1.7116462937457044,1.5722209932620186
4,1.9379055712357218,1.5990767202579397,1.9042386860149947,2.1410496225425617,1.9339606910550091
5,2.2665202140124125,2.006888925970168,2.1870645975980696,2.49947102808997,2.2617320056174215
6,2.5558731488982387,2.3177447353180733,2.511420877865044,2.883473571170442,2.576909295113991
7,2.7715041226876087,2.4744548637543238,2.8475622684162487,3.4200699993450003,2.969943533625055
8,2.965071289621391,2.7669607020170957,3.1248933267624808,3.7803310311195055,3.239504147123424
9,3.1809550540149645,3.063683735196386,3.4002697535040505,4.17756993808535,3.6577835367915634
10,3.402911652611027,3.404769088825488,3.687111341460531,4.5792817880259955,4.142014201860446
11,3.6794741016807215,3.5607714664750363,4.02594768182238,5.034417872408298,4.471386164148552
12,3.769763045526566,3.873323071682949,4.360221142644828,5.445980901198089,4.998812463228179
13,3.992834584862706,4.07566349970246,4.6337083444812155,5.770354865867277,5.405316419567304
14,4.208814352557352,4.1998655462478345,4.903742754403682,6.03603643987932,5.793887037847826
15,4.478819508343869,4.339996083792398,5.188627428835016,6.3893372579917,6.193259046466211
16,4.721802072136531,4.397308245948244,5.421529834578631,6.784803036581702,6.6556309350145
17,4.8636932756763205,4.505006006088262,5.611875879814801,7.2201627247879,7.125433358338464
18,5.078425659241375,4.598346807094734,5.9068132759844545,7.566129441820872,7.582586609596261
19,5.298910010210642,4.655806079803598,6.123659997275167,7.92549596460573,7.940744148609616
20,5.473474412669619,4.738874165758629,6.307256976952215,8.370084247874736,8.334344941817921
21,5.6463858273487695,4.846933134643527,6.504307120973183,8.744019099932856,8.778137183960428
22,5.772909786873394,4.8979524276110755,6.726997987628586,9.141778031019477,9.150713817024105
23,6.045935622648115,5.008981501044419,6.953870982782746,9.541225368743037,9.501112639977038
24,6.200904181957573,5.059716233953875,7.179001513310989,9.955125800388409,9.893404929377084
25,6.378974584890371,5.145699823801654,7.4434855953200785,10.282389785568707,10.274060117639515
26,6.436711225847645,5.266924280486888,7.632120278374417,10.656547413779894,10.640876580785545
27,6.539594185404736,5.338191260466183,7.8710987772101735,10.9757903839126,10.967503833513957
28,6.627200142720315,5.338191260466183,8.114827013112194,11.423188747229657,11.297723673456114
29,6.716936612052291,5.428174969062368,8.317613193537024,11.83012125721156,11.600055105566621
30,6.876325454985414,5.524250758059605,8.470383162693363,12.295072881334855,11.991567666959735
31,6.966190826377483,5.524250758059605,8.841142314122106,12.871904822987412,12.445071917457586
32,7.1179931321254655,5.542753338688189,9.05286820496922,13.31776652614262,12.852270801583497
33,7.3154145471020495,5.561255919316773,9.270086923556924,13.73394347276699,13.222942812917125
34,7.443659210159913,5.561255919316773,9.484177133826435,14.099201554195986,13.552865707343662
35,7.592853790793091,5.561255919316773,9.677747715054176,14.52083227563674,13.786907653677284
36,7.797051867968501,5.561255919316773,9.873417276602778,14.992810380348274,14.075792412694502
37,7.981116609112801,5.5695645034739085,9.998353160293398,15.46369667679375,14.552104846953904
38,8.11867367866929,5.577873087631044,10.186241692051139,15.857568528367509,15.015006751256411
39,8.203276703599645,5.58618167178818,10.384906317313012,16.243823476491677,15.327595238201514
40,8.329486353958362,5.594490255945315,10.571264774543469,16.474114575473735,15.682321106253724
41,8.46587204925627,5.60279884010245,10.792218431038929,16.843316713875968,16.055484203846113
42,8.570483347796957,5.611107424259585,11.026596052126589,17.18546817108881,16.410414610975785
43,8.64460937860029,5.611107424259585,11.127761777694491,17.539895069158177,16.763061987307886
44,8.761671587615162,5.620205369237523,11.281205074540344,17.920949741390217,17.186901848431482
45,8.90294686860349,5.63301121879308,11.489708730833284,18.21593651014372,17.552889845035445
46,9.02468550493646,5.64486362946026,11.57560758725876,18.610344363246014,17.89978610698831
47,9.118893157379244,5.665813985105378,11.707925115137012,19.0182887859183,18.390999322788083
48,9.265981618290292,5.665813985105378,12.01212027387173,19.50725968590914,18.741919188082193
49,9.331970135534245,5.665813985105378,12.227910748090144,19.9307866320607,19.13306854972334
50,9.494656472881555,5.665813985105378,12.432352427242469,20.00428589683952,19.506078163673948
51,9.609012732680847,5.665813985105378,12.645341406562741,20.154767188871496,19.801820090438035
52,9.752607306663696,5.665813985105378,12.951741331779678,20.295371471081477,20.1322399697275
53,9.875059165520401,5.6760144155180985,13.068309513708025,20.526926748888947,20.527950078161208
54,10.05678477424554,5.709798830603184,13.22099884393732,20.83540496337858,20.83236276735461
55,10.11978258848347,5.748825505411317,13.3382983212434,21.12105618767189,21.245171561109906
56,10.186070738091846,5.760999078461282,13.408085111288909,21.37456712755808,21.63612949612423
57,10.276344768704746,5.774889863038794,13.524264561818574,21.65457920478751,21.910772914635466
58,10.481491489898733,5.782356802971167,13.603624579729836,21.98925964502441,22.312434774087954
59,10.604873654814767,5.789823742903541,13.754419897176584,22.288517099545338,22.650362465390007
60,10.714886545113327,5.797290682835913,13.88446004708366,22.71314512365412,23.049726399975917
61,10.915031445414595,5.797290682835913,14.051959820541693,23.119543305579842,23.505321965500706
62,11.05500028618968,5.797290682835913,14.21062632840793,23.48205856820173,23.802296744395058
63,11.187454010585423,5.797290682835913,14.271855739156843,23.927453816537074,24.085762345917097
64,11.326121774951922,5.797290682835913,14.491731166460994,24.362164972565868,24.435341158670106
65,11.438878398270878,5.797290682835913,14.61381323877114,24.786075378293365,24.708235762371572
66,11.609594297405076,5.797290682835913,14.751783955659459,25.224009251498064,25.13809501416631
67,11.719941905568888,5.797290682835913,14.865306900504555,25.663224794620778,25.56307133557274
68,11.841018645795666,5.797290682835913,15.086900868217061,26.212424477056196,25.856857119407398
69,11.947534987000406,5.850484523220214,15.253594989762737,26.661196651233723,26.245453539214004
70,11.992738680703825,5.9084611310060415,15.479770845696473,27.134024448134408,26.717909644197118
71,12.072413249612197,5.9084611310060415,15.692273133553005,27.58687871052381,27.13643163661765
72,12.23529687516203,5.9084611310060415,15.788964099873606,28.19173631976404,27.45216509365245
73,12.402198643715959,5.9084611310060415,16.065226799031812,28.651825660291173,27.751874843139582
74,12.42593980094816,5.9084611310060415,16.276152632751682,29.229941417111007,27.96457259744642
75,12.475734290957849,5.9084611310060415,16.37883952375796,29.559635797558723,28.204613737301674
76,12.551670990788692,5.9084611310060415,16.510570968888434,29.79367024242133,28.557932030716195
77,12.634065401629803,5.915928070938415,16.68203130778872,30.083777813518395,28.946199392761486
78,12.657806558862005,5.915928070938415,16.818117600458315,30.31241459991113,29.21409460349891
79,12.77692436866493,5.915928070938415,16.918261859771057,30.572984432606354,29.527243437169908
80,12.957558229541798,5.915928070938415,17.07183592258512,30.847154127402007,29.89709005721328
81,13.065128251232377,5.915928070938415,17.14653901300482,31.112647892279732,30.249312869856094
82,13.16548747110799,5.915928070938415,17.324800700186294,31.38629589423857,30.493186994267933
83,13.387892434254795,5.915928070938415,17.441793705548903,31.638003080086428,30.73774988978645
84,13.454092626859516,5.915928070938415,17.67790608013118,31.870523389866015,31.153478135250378
85,13.627823845576021,5.915928070938415,17.789523080614508,32.166171973730805,31.495463818609476
86,13.789151219525223,5.915928070938415,17.906138401325556,32.488841653638744,31.813423796896
87,13.900078226319408,5.915928070938415,18.07584386872939,32.82669211867631,32.084039218186525
88,14.154710476812875,5.915928070938415,18.10547444129744,33.225846474542834,32.3872577890333
89,14.43905871323543,5.915928070938415,18.1646297262158,33.40427550447285,32.745654468712274
90,14.498460609222946,5.9298188555159275,18.250078855240876,33.718006520189164,33.04806324376126
91,14.566839869958894,5.938916800493865,18.31418949071548,34.14506537139586,33.41547533138508
92,14.69547310500873,5.947225384651,18.39571764020377,34.52254898688687,33.69407803471138
93,14.844609204733928,5.955533968808135,18.536787518735885,34.9779272296055,34.020607197518224
94,14.957853778707378,5.9638425529652705,18.65359810269837,35.357827812268575,34.372974665033695
95,15.037385474839038,5.972151137122406,18.699340741646388,35.83711082133148,34.652567855304454
96,15.240348183072914,5.980459721279542,18.817142226873973,36.23563487808599,34.97914361502595
97,15.341285391661449,5.988768305436677,18.91034501667003,36.458734823625115,35.231961488378325
98,15.376204652344393,5.997076889593812,18.98471335068651,36.82568661864248,35.56872622901956
99,15.433028950251948,6.005385473750947,19.087468745718592,37.182783000864944,35.82765441811577
100,15.512009140026539,6.013694057908083,19.11709931828664,37.53988840810233,36.038871113002095
101,15.730751283045354,6.022002642065218,19.23739280969474,37.87366197722662,36.34258256628114
102,15.748723337504217,6.030311226222354,19.288466283678638,38.250850198866395,36.660435257672724
103,15.887010259838707,6.038619810379489,19.446076390944334,38.69298337336362,36.92722661527056
104,16.077761871498964,6.046928394536624,19.568317990274743,39.18132448828449,37.36054819106228
105,16.095733925957827,6.05523697869376,19.76570631509484,39.5317632245391,37.64342761847714
106,16.24025306230282,6.063545562850895,19.877229150300845,39.90243975599892,37.960330543305915
107,16.367686205150033,6.071854147008031,20.0015498732696,40.246032052989605,38.27263268389909
108,16.48211586166478,6.080162731165165,20.149227649732378,40.665242453006336,38.42975376244327
109,16.56383362668281,6.088471315322301,20.254745895683843,40.95874881091565,38.74441375418933
110,16.633889505762106,6.096779899479436,20.343450935441766,41.302653408109016,39.00428425492273
111,16.768097175796473,6.105088483636572,20.403253385419873,41.50146753705441,39.392534865854465
112,16.805281685087344,6.1133970677937075,20.47769814759834,41.94961157610261,39.71445517060443
113,16.925449674360678,6.126871054662952,20.54890095019933,42.340315337140815,40.06617327718594
114,16.99101948472687,6.126871054662952,20.578531522767378,42.72794921174432,40.341919499567766
115,17.065139199583236,6.126871054662952,20.724315565860547,42.96193623585478,40.633922557496575
116,17.083111254042098,6.126871054662952,20.89692691205348,43.2230434840702,40.9031530629055
117,17.30445647076196,6.126871054662952,20.920437840829845,43.53646340276056,41.182900261008584
118,17.399264848961465,6.126871054662952,21.059782508542405,43.78629068549274,41.37327230448222
119,17.496880778637458,6.126871054662952,21.091736696685057,44.03188159232427,41.6987674198755
120,17.653778017270287,6.126871054662952,21.165097161198133,44.32824407968691,41.97888401380229
121,17.730019031819687,6.1836867316898605,21.203303372083393,44.604028007852186,42.32106955381484
122,17.81154352246544,6.1836867316898605,21.38314240020322,44.95755481461852,42.55569853271368
123,17.84409850989599,6.1836867316898605,21.454571972370275,45.357445548298514,42.86275366914724
124,17.862070564354852,6.1836867316898605,21.527953848710382,45.65863060131137,43.174928506056055
125,18.01901364536689,6.1836867316898605,21.536367543709172,45.89643843036376,43.46909232166395
126,18.13672995133475,6.1836867316898605,21.599617117659317,46.28144073485176,43.85488657947895
127,18.176962812972917,6.1836867316898605,21.81543707125848,46.610817030773674,44.17543308956682
128,18.345618768093495,6.1836867316898605,21.98925044754155,47.04547049781249,44.414927806116246
129,18.38752353359577,6.1836867316898605,22.10512821419866,47.32302584853035,44.71034300890116
130,18.565813522485612,6.1836867316898605,22.267168001508356,47.660933570286254,44.976313745792666
131,18.692609601044087,6.1836867316898605,22.370251149674562,47.996863449913,45.20760950509055
132,18.775255623555655,6.1836867316898605,22.441546863977628,48.44691763678746,45.498216732672816
133,18.859353950181067,6.1836867316898605,22.4589181191486,48.748819688658095,45.74086154490901
134,18.915502230513844,6.1836867316898605,22.46733181414739,49.055050072778,46.00927438991055
135,18.933474284972707,6.1836867316898605,22.55016634756395,49.43916293543193,46.31963108949985
136,18.968393545655648,6.1836867316898605,22.686028841540928,49.79231349816048,46.59778324958479
137,19.041650858440264,6.1836867316898605,22.801569185618632,50.08827161113073,46.865482070196954
138,19.24144859105136,6.1836867316898605,22.84868763924855,50.322946617440536,47.13299567562565
139,19.280863546926067,6.1836867316898605,22.982692285455748,50.525108369133804,47.46097321722013
140,19.30711577062162,6.1836867316898605,23.134334992160948,50.878582917613414,47.696183849939686
141,19.396697316253,6.1836867316898605,23.22914071135021,51.22750407794937,47.895640729313314
142,19.414669370711863,6.1836867316898605,23.237554406349002,51.612208186905185,48.08740849623955
143,19.454084326586575,6.1836867316898605,23.245968101347792,52.0518912609313,48.272261846028805
144,19.472056381045437,6.1836867316898605,23.333747340588875,52.384145691442065,48.50281278634522
145,19.531035915080786,6.1836867316898605,23.404330070589022,52.68713335639427,48.67076326186662
146,19.619121196713593,6.1836867316898605,23.412743765587813,53.11033012446569,48.817831295951564
147,19.65855578764367,6.1836867316898605,23.514071949139005,53.50292215939106,49.0229160132284
148,19.772671561793175,6.1836867316898605,23.56486800662924,53.82827252017357,49.21784317141605
149,19.868612472647136,6.1836867316898605,23.64092150115793,54.10835739647469,49.4397649708058
150,19.95257800776447,6.1836867316898605,23.733253168778628,54.30494492713551,49.61056160552872
151,20.07783448664184,6.1836867316898605,23.845466452355986,54.679516403210926,49.88556816934185
152,20.248497899444907,6.1836867316898605,23.932693784554512,54.994168155482726,50.112448288525954
153,20.266469953903773,6.1836867316898605,24.033747121252212,55.2982433514717,50.26786113547582
154,20.359116111270414,6.1836867316898605,24.089238989721935,55.61361625168788,50.40395660122445
155,20.488793264532358,6.1836867316898605,24.219295127567438,55.89520938045955,50.68984566842607
156,20.604537847026673,6.1836867316898605,24.298499916792146,56.211444511266464,50.82254815504983
157,20.685391920789815,6.1836867316898605,24.367620411679678,56.63749097286408,51.136101971327484
158,20.73882869967808,6.1836867316898605,24.376034106678468,57.061956273142144,51.40892109555841
159,20.906441295950493,6.1836867316898605,24.429261991287675,57.37152563776478,51.804803324954435
160,20.92441335040936,6.1836867316898605,24.481558291453812,57.74941126382222,51.988160811197154
161,21.015371977324737,6.1836867316898605,24.554839152214523,57.95664600377486,52.12146276392082
162,21.193678213231944,6.1836867316898605,24.62395964710206,58.25351743392182,52.327689089332424
163,21.28847422499326,6.1836867316898605,24.766951047969187,58.55485850786637,52.56813705427358
164,21.36244206717781,6.1836867316898605,24.775364742967977,58.90532437659734,52.72863340054365
165,21.380414121636672,6.1836867316898605,24.86240126366165,59.322943291506235,52.83196192438682
166,21.554651695792423,6.1836867316898605,24.904604383672012,59.64475444747404,53.169204365778775
167,21.560771339584107,6.1836867316898605,25.035640244119506,60.03643600512122,53.3894214108866
168,21.715303875539103,6.1836867316898605,25.137064213135684,60.396333058555584,53.66951747568796
169,21.814154913470794,6.1836867316898605,25.244187078329254,60.65049251942702,53.87241738031072
170,22.042451569752192,6.1836867316898605,25.30018809337141,60.93403139303801,54.09723988816453
171,22.058771643956597,6.1836867316898605,25.416387917152438,61.244591861744524,54.29641058032554
172,22.212915232850555,6.1836867316898605,25.52941159882206,61.61593424568709,54.51029613822378
173,22.219034876642237,6.1836867316898605,25.629589963485593,61.92502355928586,54.71815484253257
174,22.34561502376306,6.1836867316898605,25.662879777444505,62.11502535133536,54.96750692877837
175,22.351734667554744,6.1836867316898605,25.701904565136733,62.43684788158447,55.07731010841881
176,22.472558496180504,6.212471732348505,25.774162425541352,62.70354533071169,55.271307527104625
177,22.61397192591735,6.212471732348505,25.822192882585476,63.11556101816335,55.422797754807064
178,22.659348226714766,6.212471732348505,25.836152082987645,63.42219038651609,55.61526665823858
