Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.04301311070804947,0.0
1,1.2530305525827998,0.0
2,1.2960436632908494,1.2100174418747502
3,1.339056773998899,2.4200348837495005
4,1.3820698847069486,3.6300523256242507
5,1.4250829954149982,3.6300523256242507
6,1.4680961061230478,3.6300523256242507
7,2.678113547997798,3.6730654363323003
8,2.7211266587058476,3.71607854704035
9,2.764139769413897,3.7590916577483995
10,2.8071528801219467,3.802104768456449
11,2.8501659908299963,3.8451178791644987
12,4.060183432704747,3.8881309898725482
13,4.103196543412796,3.8881309898725482
14,4.146209654120845,3.8881309898725482
15,5.356227095995595,3.8881309898725482
16,5.399240206703644,3.931144100580598
17,5.442253317411693,3.931144100580598
18,5.4852664281197425,3.9741572112886474
19,5.528279538827792,3.9741572112886474
20,5.571292649535841,3.9741572112886474
21,5.61430576024389,4.017170321996697
22,5.657318870951939,4.060183432704746
23,5.700331981659988,4.060183432704746
24,5.743345092368037,4.060183432704746
25,5.7863582030760865,4.103196543412795
26,5.829371313784136,4.103196543412795
27,7.039388755658885,4.146209654120844
28,7.082401866366935,4.146209654120844
29,8.292419308241685,4.1892227648288936
30,8.335432418949734,4.1892227648288936
31,8.378445529657784,4.232235875536943
32,8.421458640365833,4.232235875536943
33,8.464471751073882,4.275248986244992
34,8.507484861781931,4.318262096953041
35,8.55049797248998,4.318262096953041
36,8.55049797248998,4.318262096953041
37,8.59351108319803,4.36127520766109
38,8.636524193906078,4.404288318369139
39,8.679537304614128,4.404288318369139
40,8.722550415322177,4.447301429077188
41,8.765563526030226,4.447301429077188
42,8.808576636738275,4.447301429077188
43,8.851589747446324,4.4903145397852375
44,8.894602858154373,4.533327650493287
45,8.937615968862422,4.533327650493287
46,8.980629079570472,4.576340761201336
47,9.02364219027852,4.576340761201336
48,9.06665530098657,4.576340761201336
49,9.109668411694619,4.619353871909385
50,9.152681522402668,4.619353871909385
51,9.195694633110717,4.662366982617434
52,9.195694633110717,4.662366982617434
53,9.195694633110717,4.662366982617434
54,9.195694633110717,4.705380093325483
55,10.405712074985468,4.748393204033532
56,10.405712074985468,4.748393204033532
57,10.405712074985468,4.748393204033532
58,10.405712074985468,4.7914063147415815
59,10.405712074985468,4.834419425449631
60,10.405712074985468,4.834419425449631
61,10.448725185693517,4.834419425449631
62,10.448725185693517,4.87743253615768
63,10.448725185693517,4.87743253615768
64,10.491738296401566,4.920445646865729
