Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.601874143773091,0.24952080157993256
1,1.0167842180767304,0.7003317682519137
2,1.4316942923803695,1.4773449754516161
3,2.0335684361534607,1.9106649805258185
4,2.4484785104571,2.3870031697235223
5,3.1210151347682586,2.8019132440271615
6,3.535925209071898,3.7614564306858402
7,3.950835283375537,4.300629585214035
8,4.308647918482539,4.7938803405288635
9,4.66646055358954,4.7938803405288635
10,5.024273188696542,5.324339042972286
11,5.554731891139965,6.056149205952824
12,5.969641965443604,6.857994480086728
13,6.327454600550606,7.473726551270615
14,6.685267235657608,7.76319982185906
15,7.043079870764609,8.285323712924209
16,7.400892505871611,8.685361412203553
17,7.758705140978613,9.287235555976645
18,8.116517776085614,9.625341870363782
19,8.474330411192614,10.29787849467494
20,8.723851212772548,10.685736529155797
21,8.973372014352481,11.043549164262798
22,9.37347824322239,11.641240593770249
23,9.662951513810835,12.211422140970765
24,9.95242478439928,12.611528369840673
25,10.241898054987725,13.011634598710582
26,10.71823624418543,13.581816145911098
27,11.118273943464775,13.969674180391955
28,11.611524698779602,14.327486815498956
