Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.549833119873502,0.5307692597487252,0.3788908368571476,0.6700508617220137
1,1.08180443843414,0.9879234546326006,0.8769114729566715,1.0903811238157997
2,1.417842247519297,1.4844143988728855,1.50460366366162,1.604855288513173
3,1.874448795512442,1.7425673419236376,1.980613674621947,2.0916549897918797
4,2.0732999300044286,1.8700506359048188,2.5482328539651475,2.09467976034775
5,2.4520611856895322,2.420871844954566,3.183939791941168,2.253361942064049
6,2.8475323718711296,2.8571142462729986,3.3309409633466203,2.5198317740866862
7,3.002737723065874,3.053337444025177,3.3697816589522027,2.6905113382625623
8,3.2586170793065947,3.407025265200064,3.4782085275792234,2.991936721029901
9,3.5876673678049187,3.622735668665098,3.6018945876517052,3.114563365564861
10,3.9398347100173012,3.765015734662117,3.7468916094273816,3.13349058259742
11,4.0918860823345735,4.168672795679695,3.9147763494244443,3.152417799629979
12,4.264601752877779,4.440256311278604,4.173707756010199,3.4228917533129604
13,4.657357979838497,4.7110499896097,4.300854525253291,3.593663026246303
14,4.840497184180307,4.92683935722839,4.461753993505655,3.763951834456459
15,5.398095969238453,5.3489238123893985,4.651099227069972,3.878180748855711
16,5.617837292542815,5.403666954471669,4.743623649220304,3.878180748855711
17,5.997027061369978,5.536174482613765,4.949683199831153,3.8812055194115813
18,6.3370121178259575,5.835135317579022,5.06169482769434,3.946803290297253
19,6.520151322167768,6.0559489193586264,5.189608902034215,4.146237155243424
20,6.808389119889759,6.198228985355646,5.275120151492911,4.146237155243424
21,7.083451274850941,6.252972127437917,5.3676445736432425,4.27330527497896
22,7.328193013565479,6.464964261147907,5.534913959556016,4.388341673398017
23,7.671609293720948,6.59708019855673,5.72463372912891,4.391366443953887
24,7.92962583383152,6.824994516282674,5.7634744247344925,4.4603093619440966
25,8.196825695308359,6.957110453691497,5.802315120340075,4.4603093619440966
26,8.522133602207132,7.12499519368856,5.944854591547505,4.536074284398877
27,8.719563124712687,7.2432763180341055,6.346474645773179,4.660137206675435
28,8.911620339538958,7.432660741223844,6.401217787855449,4.810163148636757
29,9.156654111511555,7.7318244589004435,6.705151521899038,4.829090365669316
30,9.420386981625848,7.97914923899234,6.9523114648875985,4.829090365669316
31,9.684793613400046,8.103584178905278,7.14745590772669,4.902261297926921
32,10.114856770095733,8.346426886508215,7.362400840774347,4.90528606848279
33,10.168540496640482,8.488966357715643,7.529495743503595,4.90528606848279
34,10.18444294311717,8.904844738695807,7.771978865026513,4.921188514959479
35,10.370306334954481,9.117709176190136,7.810819560632095,5.071693052918213
36,10.66339923191235,9.522118110806415,7.8655627027143655,5.143660741464293
37,10.741163617972175,9.758532793729952,8.027030042854907,5.143660741464293
38,10.937766022909795,10.079139887392715,8.143635124520312,5.143660741464293
39,11.04146479851164,10.079139887392715,8.255646752383498,5.223101170204257
40,11.276018869688881,10.321381655619758,8.341158001842192,5.276784896749006
41,11.379717645290729,10.368052209472872,8.484207217561972,5.276784896749006
42,11.7628396322643,10.56451875891025,8.523047913167554,5.3781361352274395
