Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.9023883786334395,0.43993693859015437,0.39097380002317705
1,1.4895632108767771,0.8405538562920253,1.0371801521899118
2,2.1002960616238786,1.287517039034831,1.7755287785942317
3,2.572580558408253,2.0562273420653243,2.247020588227289
4,3.0666001702864945,2.569348722003625,2.6819755779446375
5,3.5552132286583826,3.196497263148431,2.993279475732181
6,3.933215255249266,3.9223819961724304,3.349679948726807
7,4.298715999213087,4.314461360499617,3.7655706512429132
8,4.684350809953763,4.861258037336152,4.277865066970473
9,4.991661149844619,5.450772551555157,4.405821818896791
10,5.486082294884594,5.474661003798456,4.6878299226876
11,5.769766481012112,5.7003623158633685,4.896100078698554
12,6.043384300109414,5.792251117124094,5.200488997054526
13,6.404090405523784,6.0303525385062295,5.447080077409121
14,6.542149124777993,6.166860658243615,5.612584862610012
15,6.96070164516058,6.405159203225457,5.748874514123568
16,7.2256167242211005,6.6941856178205414,5.848473043817922
17,7.700610843590228,7.132880492137142,6.065851127412335
18,7.940606172323847,7.314826280825559,6.3272069759889344
19,8.232557215696819,7.4647824615821605,6.444344409745852
20,8.439919036100342,7.861991496033829,6.6061267910799115
21,8.7506279475653,7.969608228263065,6.643028782517919
22,8.982049081197848,8.191911268700645,6.76414149689617
23,9.374356991264765,8.396413315468248,7.097296536972027
24,9.528989483364676,8.553454725000648,7.263146140805491
25,9.566484541707668,8.766721526719063,7.287627659953775
26,9.94289486002087,8.88924995718843,7.298468513659062
27,9.980389918363862,8.965077216776796,7.43012842959495
28,10.01729190980187,9.174266308369022,7.659432106047045
29,10.189255961329401,9.353555747482758,7.697402895427788
30,10.333062028413643,9.677890573356489,7.945574352971033
31,10.46277452551324,9.936290222072902,7.9700558721193175
32,10.652047291297446,10.167457146206893,8.067959634291679
33,10.787498469959916,10.3432741708986,8.208524217943765
34,11.162006301069574,10.48124178538496,8.381976179470227
35,11.406099349510816,10.79717208916398,8.497559592947827
36,11.619742867970187,11.001382306126887,8.542423134637176
37,11.696756141549722,11.406385662228473,8.544084999484896
38,12.053332932665793,11.735563641096336,8.638859905753561
39,12.242875900119158,12.04220987400689,8.867982155184905
40,12.44195488210412,12.104983916907965,8.90160114749903
41,12.711133901337124,12.267750098458535,8.926082666647314
42,12.825247255974253,12.521990006686293,8.926082666647314
43,12.853291992926742,12.695174304329448,8.927744531495033
44,13.248076043273874,12.97523367622901,8.96607673274041
45,13.628821613935244,13.239776189412499,8.97751065335068
46,13.674893363953455,13.290719128776274,9.018681536951906
47,13.675486430858438,13.438407943582641,9.146518637117914
48,13.832548964304408,13.54870607881146,9.148180501965635
49,13.922725408185688,13.695337858608056,9.291798794560046
50,14.058623632135701,13.727603182105478,9.293460659407767
51,14.147703950490996,13.905148639073976,9.404921415831613
52,14.537303850810199,14.059895836472728,9.440243788685184
53,14.723010047829828,14.357625833947946,9.479169056835545
54,14.967544527097019,14.48287630826599,9.507213793788035
55,15.13376751660422,14.787684664019732,9.50828259173077
56,15.245330243023389,14.852267254414073,9.627538900408695
57,15.35192673694605,15.137655991702866,9.802779666676622
58,15.470003597947144,15.254000436910172,9.803372733581607
59,15.566756389215389,15.296037816170145,9.894740342294579
60,15.701705201814113,15.361270098549213,9.8964022071423
61,16.001822410415926,15.513305784054534,9.942473957160514
62,16.137504388895685,15.62043127831997,10.033248498968502
63,16.23356651988036,15.73825529607021,10.034317296911238
64,16.234159586785342,15.843994537624221,10.034910363816223
65,16.314256282647765,15.889473220737449,10.045275486483758
66,16.44819661934259,16.111470006898355,10.05670940709403
67,16.717437535581865,16.29749848288659,10.147954648918045
68,16.90884919848482,16.422568651773936,10.21939576925546
69,17.094482656550706,16.58298033314264,10.252614299088382
