Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,PHELinearBandit
0,0.7896576307228693,1.031087499100812,1.031087499100812,1.031087499100812
1,1.1829591888499613,1.6383951073358858,1.8107451795747216,1.824910686241028
2,2.1159879266483754,2.260668699160796,2.531523456620285,2.477773535395012
3,2.846152297828069,3.23037222513407,2.5944981627782036,3.1748856868245494
4,3.3726350235994325,4.16451948400863,2.613498417635171,3.8719978382540874
5,4.193614258575329,4.997906561964996,2.6185238776503033,4.569109989683626
6,4.508132001223431,5.66230636296403,2.6253197636732195,5.266222141113164
7,4.945740810670155,6.324108714963489,2.641018627250838,5.963334292542703
8,5.639313527999295,7.332016461581513,2.6466880572504747,6.660446443972241
9,5.857567629249065,8.411949932686452,2.670805306735317,7.357558595401779
10,6.320384620198558,8.972964885470365,2.682331127256542,8.054670746831317
11,6.648808640734719,10.035980365384187,2.694500917762273,8.751782898260853
12,7.0417962549280535,11.09987489944792,2.7094557315538106,9.448895049690389
13,7.307775812602071,11.950939362918783,2.7257738305427943,10.019602491826682
14,7.59903400546339,12.941889467459205,2.7314432605424313,10.580596951448454
15,7.810728474462687,13.71478717507764,2.75243044317308,11.154430302337278
16,8.157013644910194,14.723570804993377,2.767130488968415,11.728263653226104
17,8.344386317709647,15.87471610660597,2.7828293525460337,12.302097004114929
18,8.86676754970186,16.9588592193649,2.7920118689201114,12.875930355003751
19,9.023966430389127,17.745335910816713,2.8077107324977297,13.449763705892574
20,9.065164674432541,18.501172391627996,2.810392888365714,14.023597056781394
21,9.464899379105574,19.333915684864213,2.813075044233698,14.597430407670217
22,9.88257169282882,20.194514120408932,2.8202106268486036,15.17126375855904
23,10.042419311520574,20.959064930240626,2.8317364473698294,15.74509710944786
24,10.594993328918555,21.734668449346312,2.8366970947286654,16.31893046033668
25,10.948991175635275,21.737655723477964,2.8543108541236637,16.892763811225503
26,11.35607633322808,21.74064299760962,2.8543108541236637,17.466597162114326
27,11.857076552471902,21.74363027174127,2.875839835694548,18.040430513003148
28,12.111842931001108,21.746617545872923,2.886504491381341,18.61426386389197
29,12.723182288399688,21.749604820004574,2.891465138740177,19.18809721478079
30,12.991708879086868,21.752592094136226,2.904481846449811,19.761930565669612
31,13.43311441746651,21.75557936826788,2.924825059095955,20.335763916558435
32,13.469019725546113,21.758566642399533,2.937118393859355,20.909597267447257
33,13.634819888811569,21.761553916531184,2.9603146953770647,21.48343061833608
34,13.947132705700403,21.764541190662836,2.983888647876869,22.0572639692249
35,14.082364139600642,21.767528464794488,2.983888647876869,22.63109732011372
36,14.265929353082393,21.770515738926143,2.983888647876869,23.204930671002543
37,14.280949323679142,21.773503013057795,3.0045707122438494,23.778764021891366
38,14.556179284826305,21.776490287189446,3.0072528681118333,24.35259737278019
39,14.780698057854313,21.779477561321098,3.0113665982667657,24.926430723669007
40,15.134164163209096,21.78246483545275,3.0281013385396394,25.50026407455783
41,15.35403088911622,21.785452109584405,3.0492914683896872,26.074097425446656
42,15.55783280127784,21.788439383716057,3.058473984763765,26.64793077633548
43,15.651316739583397,21.79142665784771,3.0773208104666647,27.221764127224297
44,15.762371655962315,21.79441393197936,3.0803080845983173,27.79559747811312
45,15.762371655962315,21.79740120611101,3.0921727568403794,28.369430829001942
46,15.888500077859652,21.800388480242667,3.0951600309720324,28.943264179890765
47,16.097480632570054,21.80337575437432,3.1030208645404374,29.517097530779587
48,16.097480632570054,21.80636302850597,3.1030208645404374,30.090930881668406
49,16.353583785260774,21.809350302637622,3.1117286153127455,30.66476423255723
50,16.661216739877013,21.81318449397318,3.1167540753278775,31.23859758344605
51,16.675230525020645,21.817018685308735,3.119436231195862,31.812430934334873
52,16.862858930605768,21.82085287664429,3.1244616912109935,32.386264285223696
53,17.09776956546694,21.82468706797985,3.1323225247793984,32.960097636112515
54,17.60746045198034,21.8276743421115,3.135004680647383,33.53393098700134
55,18.19578597517892,21.830661616243155,3.1448224191302723,34.10776433789016
56,18.468310893616966,21.833648890374807,3.1471657232774204,34.68159768877898
57,18.66630309636398,21.83663616450646,3.1498478791454043,35.255431039667805
