Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,TSLinearTest
0,0.7149537718320473,0.7635420554355281,0.586399970738651,0.7635420554355281
1,1.2973396464772258,1.381609615344293,1.208891765001869,1.658092061946571
2,1.819447765871302,1.9362366874271568,1.5803706019240364,2.4875589953047337
3,2.4060442853483166,2.652071806305721,2.109530065222842,3.018871921849825
4,2.7703363713025064,3.5031384214757906,2.5951901839192475,3.513379076859998
5,3.2074161573256306,4.080744905149727,2.826582957423485,3.5361073855399496
6,3.424868736868907,4.745509789843385,3.131520021481543,3.5361073855399496
7,4.0813587962771845,5.476806099245714,3.262926777517644,3.629570993657295
8,4.386056474854275,6.155760482874745,3.497386350284868,3.6670877058673996
9,4.918337121424921,6.9194040916939175,3.7776873914469222,3.704499878675069
10,5.223467069535719,7.561928191554587,3.8195298073948942,3.7184687034271606
11,5.763828850512663,8.401193455876292,4.080171182273326,3.7459780912003304
12,5.970500081253587,9.354012689644861,4.307096955407537,3.7533060871914237
13,6.085372744223734,10.017444418412502,4.386392407403038,3.7551358142916897
14,6.467851941726056,10.60244449725673,4.494906417659203,3.7759532833414005
15,6.697381019183017,11.282483751166552,4.570539096763578,3.7883889843332694
16,6.826395894710934,11.876055998854705,4.67829536555706,3.793887253224097
17,7.397658849865212,12.373101777103512,4.708924950009999,3.8075293814328375
18,7.804190934346877,13.055451450224572,4.755592878531578,3.8075293814328375
19,8.251974233474948,13.60899082468759,4.808092847277897,3.8213613392050396
20,8.609140439657384,14.480447613259372,4.864574457308416,3.8213613392050396
21,8.871241200062292,15.27803042551157,4.977352833427899,3.831967313096643
22,9.109761173831343,16.020737628526764,5.019274912532923,3.8485835982545424
23,9.284169150023882,16.831709259714565,5.091780965867203,3.859022990706547
24,9.564818938616636,17.468435409520673,5.164932960714186,3.860852717806813
25,9.798830102644768,17.476117983840638,5.1894594469237925,3.8626824449070787
26,9.954463945089643,17.483800558160603,5.230641390314131,3.867913090598268
27,10.095981893942666,17.487391306314986,5.306359324336161,3.869552988135072
28,10.319094446269052,17.49507388063495,5.324408737027904,3.8754745414009166
29,10.559286427620782,17.502756454954913,5.342579273236961,3.901669552017151
30,10.650088209563457,17.50458618205518,5.360601797665458,3.901669552017151
31,10.861240081704176,17.506415909155447,5.4880811360088035,3.9034992791174177
32,11.126451099060835,17.512337462421293,5.5244967892731065,3.9228563425684806
33,11.596301810050809,17.520020036741254,5.571667684815304,3.9263259672055506
34,11.931287237275768,17.5259415900071,5.609652904570313,3.9438533035563474
35,12.249026496867058,17.531863143272943,5.66112591566342,3.9490839492475365
36,12.569814188780544,17.531863143272943,5.681126178972743,3.9509136763478026
37,12.675795556134322,17.537784696538786,5.704384338425301,3.9568352296136466
38,12.839478189786002,17.539614423639055,5.724797805703075,3.958596250667766
39,13.137022851746945,17.54144415073932,5.737322061240745,3.9604259777680317
40,13.387055500929042,17.54327387783959,5.8065139222580315,3.9640167259224173
41,13.489317369148031,17.545103604939854,5.816164155052254,3.965656623459221
42,13.559072960046132,17.551025158205697,5.870564928372169,3.969126248096291
43,13.820175306953223,17.556946711471543,5.892747985012392,3.9795656405482958
44,14.044137138788406,17.558776438571808,5.933801998379446,3.9795656405482958
45,14.209957535058757,17.560606165672077,5.973231857672269,3.983156388702681
46,14.296199092972884,17.562435892772342,6.048824121317752,3.9849174097568003
47,14.550533437072081,17.564265619872607,6.102860130363881,3.9866784308109198
48,14.630448104197972,17.566095346972876,6.132904524503385,3.990269178965305
49,14.951100608381921,17.56792507407314,6.175241731033532,3.990269178965305
50,14.97690233703938,17.56975480117341,6.241376187496363,3.992030200019424
51,15.26375802830115,17.571584528273675,6.27827642368245,3.9956209481738094
52,15.36724761957218,17.577506081539518,6.294961211431845,3.997450675274075
53,15.750953813181392,17.585188655859483,6.317288315399767,3.999280402374341
54,15.856854217515325,17.592871230179448,6.331642298037703,4.00104142342846
55,16.013573136569942,17.594700957279713,6.384209062781316,4.002871150528726
56,16.042486619110953,17.596530684379978,6.439231014200175,4.002871150528726
57,16.04588753770188,17.598360411480247,6.467635510802874,4.002871150528726
58,16.185964959198678,17.600190138580512,6.480228472386692,4.004632171582846
59,16.290877104997584,17.60201986568078,6.50751923402769,4.013721188628058
60,16.52129132480038,17.605610613835164,6.520700077238482,4.018951834319248
61,16.749314328749556,17.607440340935433,6.540579217030491,4.020712855373366
62,16.856103043680882,17.6092700680357,6.5530149180223605,4.020712855373366
63,16.96729517381544,17.611099795135964,6.597686177736222,4.024182480010436
64,17.195000222234533,17.612929522236232,6.614370965485617,4.040798765168336
65,17.196761243288652,17.614759249336498,6.626895221023287,4.040798765168336
66,17.37645111457159,17.618349997490885,6.6482644293984405,4.0462970340591635
67,17.49373872900493,17.62017972459115,6.735245290052359,4.048058055113283
68,17.69182190740809,17.62200945169142,6.7642970727474765,4.053556324004111
69,17.887628714644343,17.623839178791684,6.8008482104662615,4.055196221540915
70,18.024609394967833,17.62566890589195,6.816419996526328,4.072723557891711
71,18.3487130453946,17.627498632992218,6.9269490644332,4.074553284991977
72,18.54893749014531,17.629328360092483,6.952337023052829,4.074553284991977
73,18.898095632599265,17.631158087192752,6.975102488208316,4.078144033146363
74,18.960747451687656,17.634748835347136,7.015774515444399,4.078144033146363
75,19.051777850820237,17.636578562447404,7.060509639006311,4.094023697528695
76,19.22499208872269,17.640169310601788,7.090020429141087,4.106162795180521
77,19.308626023523125,17.643760058756175,7.10806984183283,4.106162795180521
78,19.370492426124912,17.64558978585644,7.149401745534496,4.107802692717325
79,19.6029277995162,17.64741951295671,7.166086533283891,4.107802692717325
80,20.111934362549913,17.649249240056974,7.172008086549735,4.109632419817591
81,20.25004864307565,17.65107896715724,7.192093792890054,4.109632419817591
82,20.40079330125064,17.65290869425751,7.235506455861445,4.109632419817591
83,20.77097824977888,17.654738421357774,7.255919923139217,4.111272317354395
84,20.98227220577474,17.656568148458042,7.286246839097354,4.111272317354395
85,21.112355445923527,17.658397875558308,7.303887524533804,4.111272317354395
86,21.13748676148564,17.660227602658573,7.3182415071717415,4.111272317354395
87,21.32074731141315,17.66205732975884,7.336332737646387,4.111272317354395
88,21.322508332467272,17.663887056859107,7.356130853668664,4.111272317354395
89,21.592168222407942,17.665716783959375,7.3815386178001745,4.112912214891199
90,21.7685790791495,17.66754651105964,7.39822340554957,4.114741941991465
91,22.03531578983372,17.669376238159906,7.39822340554957,4.132269278342262
92,22.092718226693524,17.671205965260175,7.408829379441173,4.134030299396381
93,22.229717924286764,17.67303569236044,7.452342056631975,4.137431217987304
94,22.271132201607948,17.67486541946071,7.476822729731711,4.1408321365782275
95,22.389385610003703,17.676695146560974,7.508132241617185,4.142472034115032
96,22.453089256187614,17.67852487366124,7.514053794883028,4.144233055169151
97,22.591681007991312,17.680354600761508,7.514053794883028,4.144233055169151
98,22.814397190396928,17.682184327861773,7.5608564093546065,4.144233055169151
99,22.882512883758224,17.68401405496204,7.572053213295871,4.14599407622327
100,23.11008419264658,17.685843782062307,7.572053213295871,4.147823803323536
101,23.236817318442014,17.687673509162572,7.573814234349991,4.14946370086034
102,23.404457679254598,17.68950323626284,7.585225488198331,4.151293427960606
103,23.59864502046788,17.691332963363106,7.592908062518295,4.154763052597677
104,24.04978137371313,17.693162690463375,7.611353871321809,4.154763052597677
105,24.148360942053056,17.69499241756364,7.612993768858614,4.158232677234747
106,24.20512980829283,17.696822144663905,7.626234749807222,4.159993698288867
107,24.273086175801847,17.698651871764174,7.640588732445158,4.161633595825671
108,24.302973295643422,17.70048159886444,7.649911204301927,4.178866472188796
109,24.43554688045143,17.702311325964708,7.649911204301927,4.178866472188796
110,24.437307901505548,17.704141053064973,7.667960616993669,4.180627493242915
111,24.575422182031286,17.705970780165238,7.697252464767507,4.184097117879985
112,24.637086685152276,17.707800507265507,7.699013485821626,4.185737015416789
113,24.76472496856902,17.709630234365772,7.708335957678395,4.187566742517055
114,24.956208106576277,17.71145996146604,7.731466187107668,4.191036367154125
115,25.005363128486337,17.713289688566306,7.7758132101767945,4.192866094254391
116,25.239088706282928,17.71511941566657,7.787293170071282,4.1946958213546575
117,25.34824892078558,17.71694914276684,7.837478404418202,4.196335718891461
118,25.510425764515862,17.718778869867105,7.839239425472321,4.1981654459917275
119,25.820647284439893,17.720608596967374,7.9239874820613725,4.230350508402104
120,25.85763868869275,17.72243832406764,7.951261067065578,4.23218023550237
121,25.89286985927161,17.724268051167904,7.9529009646023825,4.235770983656755
122,26.0008939682331,17.726097778268173,7.961510629954121,4.239240608293825
123,26.391047385744876,17.727927505368438,7.98600053637089,4.241070335394091
124,26.696674473770315,17.729757232468707,7.997420358527561,4.244539960031161
125,26.87509907465074,17.731586959568972,8.00291862741839,4.248009584668231
126,27.044447858336827,17.733416686669237,8.022134334925402,4.248009584668231
127,27.131779704121783,17.735246413769506,8.034658590463073,4.249649482205035
128,27.293795099042843,17.73707614086977,8.040156859353901,4.253119106842105
129,27.453365030458976,17.73890586797004,8.04971376575836,4.256588731479175
130,27.644238811240363,17.740735595070305,8.05656241005598,4.258418458579441
131,27.778298711750274,17.74256532217057,8.070916392693917,4.260058356116245
132,27.781889459904658,17.74439504927084,8.082336214850589,4.2756670784051405
133,27.785480208059045,17.746224776371104,8.089595504795536,4.28089772409633
134,27.96671432414263,17.748054503471373,8.11272573422481,4.28089772409633
135,28.086378904922288,17.749884230571638,8.133139201502583,4.2843673487334
136,28.180077728905037,17.751713957671903,8.143902435986133,4.28783697337047
137,28.379685797433996,17.753543684772172,8.176232126258368,4.289666700470737
138,28.497782155358713,17.755373411872437,8.188371223910194,4.293136325107807
139,28.548844091302772,17.757203138972706,8.19569921990129,4.296605949744877
140,28.552434839457156,17.75903286607297,8.202547864198909,4.298245847281681
141,28.719655181823732,17.760862593173236,8.21034374954925,4.301715471918751
142,28.93185430356208,17.762692320273505,8.245768354739912,4.303545199019017
143,29.156025620836015,17.76452204737377,8.245768354739912,4.309043467909844
144,29.292368523026756,17.76635177447404,8.247408252276717,4.31087319501011
145,29.37334998460405,17.768181501574304,8.252906521167546,4.312513092546914
146,29.64784349421418,17.77001122867457,8.282520630620652,4.315982717183984
147,29.779174609650784,17.771840955774838,8.2897799205656,4.319452341821054
148,29.829405240215443,17.773670682875103,8.291540941619719,4.319452341821054
149,29.853736458342734,17.775500409975372,8.293180839156523,4.32128206892132
150,30.092128828434056,17.777330137075637,8.298679108047352,4.32475169355839
151,30.275047925437825,17.779159864175902,8.30044012910147,4.328342441712776
152,30.278638673592212,17.78098959127617,8.306361682367315,4.331812066349846
153,30.313869844171073,17.782819318376436,8.313923133169965,4.33345196388665
154,30.477051938985248,17.784649045476705,8.320771777467584,4.335281690986916
155,30.680748051648216,17.78647877257697,8.328099773458678,4.338751315623986
156,30.908948449069875,17.788308499677235,8.329860794512799,4.340581042724251
157,30.96943442892151,17.790138226777504,8.331621815566917,4.342410769824517
158,31.199197877663988,17.79196795387777,8.331621815566917,4.344240496924783
159,31.492301173360016,17.793797680978038,8.357681563516078,4.345880394461587
160,31.75599841170358,17.795627408078303,8.38816767130888,4.359849219213679
161,31.83900953612787,17.79745713517857,8.389928692362998,4.367177215204772
162,31.9715861208172,17.799286862278837,8.395426961253827,4.41215083881509
163,32.082229977213146,17.801116589379102,8.395426961253827,4.413790736351894
164,32.085820725367526,17.80294631647937,8.397256688354094,4.41562046345216
165,32.216144599317346,17.804776043579636,8.39908641545436,4.41909008808923
166,32.21973534747173,17.8066057706799,8.39908641545436,4.4225597127263
167,32.30832598155793,17.80843549778017,8.39908641545436,4.440060212289064
168,32.713526458159734,17.810265224880435,8.408736648248581,4.445981765554908
169,32.847572153194044,17.812094951980704,8.432218838815007,4.447621663091712
170,32.87797784118736,17.81392467908097,8.432218838815007,4.449261560628516
171,33.05499941395121,17.815754406181235,8.434048565915273,4.450901458165321
172,33.073376720163225,17.817584133281503,8.461009608577653,4.450901458165321
173,33.59387218761229,17.81941386038177,8.476366944730643,4.458462908967968
174,33.658121992485725,17.821243587482037,8.481865213621472,4.4602926360682345
175,33.846287008321035,17.823073314582302,8.481865213621472,4.4621223631685005
176,33.944569821173666,17.824903041682568,8.483505111158276,4.4621223631685005
177,34.059804345973106,17.826732768782836,8.49722254977446,4.471772595962723
178,34.083357789454006,17.8285624958831,8.49722254977446,4.473602323062989
179,34.130630428803265,17.83039222298337,8.49898357082858,4.477003241653913
180,34.306198743336736,17.832221950083635,8.49898357082858,4.478832968754178
181,34.454692651865386,17.8340516771839,8.524853061064947,4.480472866290983
182,34.55975931249305,17.83588140428417,8.526492958601752,4.482302593391248
183,34.68041622514308,17.837711131384435,8.543177746351146,4.489864044193896
184,34.68400697329746,17.839540858484703,8.544817643887951,4.49719204018499
185,34.879181106960544,17.84137058558497,8.546457541424756,4.49719204018499
186,34.9827087255263,17.843200312685234,8.569821155342193,4.50066166482206
187,34.98629947368069,17.845030039785502,8.571461052878998,4.507989660813154
188,35.04116807944046,17.846859766885768,8.571461052878998,4.532220197979955
189,35.05160747189247,17.848689493986036,8.577382606144841,4.539781648782603
190,35.15406027062602,17.8505192210863,8.579022503681646,4.539781648782603
191,35.44407381997862,17.852348948186567,8.580783524735766,4.541611375882869
192,35.5192711633924,17.854178675286835,8.591389498627368,4.541611375882869
193,35.540389247897586,17.8560084023871,8.591389498627368,4.543251273419673
194,35.77428997530476,17.859599150541488,8.594980246781756,4.545081000519939
195,35.77788072345915,17.861428877641753,8.598570994936141,4.546720898056743
196,35.82154356648911,17.863258604742022,8.598570994936141,4.548360795593547
197,35.90248263462017,17.865088331842287,8.600210892472946,4.550000693130352
198,36.14045410692311,17.866918058942552,8.600210892472946,4.550000693130352
199,36.236546732921184,17.86874778604282,8.601971913527064,4.550000693130352
200,36.40262697171969,17.870577513143086,8.603732934581185,4.551830420230617
201,36.43785814229855,17.872407240243355,8.605493955635303,4.551830420230617
202,36.5101476777953,17.87423696734362,8.605493955635303,4.553660147330883
203,36.575681051079485,17.876066694443885,8.612753245580251,4.553660147330883
204,36.579271799233865,17.877896421544154,8.617983891271441,4.557129771967953
205,36.58286254738825,17.87972614864442,8.62348216016227,4.558959499068219
206,36.683558884815554,17.881555875744688,8.64109403894344,4.5607892261684855
207,36.879097407427835,17.883385602844953,8.64109403894344,4.5626189532687516
