Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit
0,0.45461559644398264,0.4838495822132872,0.4838495822132872
1,0.7879003213736592,0.9267940985951885,0.9179934399810705
2,1.2532745269022767,1.2865932879952973,1.3372497294324264
3,1.6161459691348257,1.747588042371645,1.761960978604645
4,1.992466799648955,2.174039617918428,2.2159137605033807
5,2.297785087057118,2.763567470661659,2.604658318033145
6,2.7079844647121734,3.082503911591747,3.052972345409004
7,3.0060363564936097,3.5484099978090287,3.5148861979546604
8,3.3568153719720604,4.141024046085262,3.9977278572633685
9,3.7061619936827035,4.5971609937262725,4.570939308111399
10,3.8856813222906412,5.070774981448585,5.011896737873403
11,4.040749622624068,5.547133618632887,5.4005565445944095
12,4.354130444324275,5.922534202576133,5.81140084620686
13,4.671834164725178,6.4949530842287215,6.107017723648588
14,4.833132118137284,6.987444074250509,6.494966948132641
15,5.126532099451113,7.429103543793,6.895168747545844
16,5.375485989613389,7.8729169274735,7.317813866563864
17,5.624917474536908,8.281743437104065,7.692181005125461
18,5.862510480374827,8.748914648068206,8.187202209509294
19,6.0701849517811395,9.283635682863995,8.594305037802592
20,6.170685405914129,9.76866270641108,9.058908954510198
21,6.453034061054585,10.301002096787993,9.373345893636214
22,6.719448373253489,10.762111644201505,9.750799298854563
23,6.911798481173866,11.255248474409205,10.044299299738269
24,7.131250412460036,11.726723270231563,10.262037720684997
25,7.394413017895357,12.16439520681961,10.48202594534513
26,7.4872449664028995,12.484884252563822,10.822992223871378
27,7.629106286291259,12.895462151667937,11.102504681794356
28,7.766174605619703,13.391930518326443,11.309876768163985
29,7.86518837010223,13.933244655782142,11.5050160282505
30,7.989977271612753,14.405082831411946,11.716242259296301
31,8.137502276069945,14.858553127076707,11.90504508614509
32,8.267299805435862,15.22275431456282,12.133563699902805
33,8.494343582684508,15.605326138494803,12.341383250037037
34,8.649721811782038,16.08976526458986,12.459266512249904
35,8.96056376554318,16.426732065750446,12.620562022055923
36,9.01517394195955,16.818999075707232,12.735213261724192
37,9.126282215345386,17.273602498995082,12.863955024075679
38,9.207629357062013,17.70863503383589,13.033522766566893
39,9.310046866006473,18.212861518024773,13.209264391558335
40,9.493090391185195,18.579404452003388,13.297112356181056
41,9.64390712741637,19.130052906396834,13.362919103893995
42,9.721449009530742,19.57653601998357,13.419319285128214
43,10.115083529151965,20.087126111783327,13.478365922679899
44,10.32866654585246,20.537146482254805,13.599721337640872
45,10.626667622489839,20.998493225969113,13.643139477324402
46,10.794582110496089,21.488332865299743,13.731178995352593
47,10.94348324016,21.91600996806313,13.796262222841673
48,11.051618899338857,22.398958931543262,13.933724508841735
49,11.102715207586709,22.908835558391935,13.947398056969638
50,11.353424608025424,23.289597936963293,14.017862859061385
51,11.560870880829349,23.683114061383247,14.065865180709599
52,11.803711117148143,24.13841524078417,14.111053386532827
53,11.930581518648731,24.608556306848854,14.21643882265926
54,12.04080242333633,25.113216408720813,14.309230635351872
55,12.221569839669208,25.57197899062489,14.433252473667958
56,12.353324929987044,26.161422218774582,14.476342817259042
57,12.39802379950963,26.55937452369494,14.569976145925086
58,12.566154892224851,27.10987992611221,14.66823684910418
59,12.73502926496321,27.490705169086976,14.70296551692201
60,12.877371816813433,27.89556910117031,14.812672685113771
61,13.003925206151385,28.396344826619746,14.859118594778082
62,13.038311816260958,28.7991854020262,14.912290102909093
63,13.15539005114015,29.242144984082415,14.929197220056452
64,13.384781000738332,29.799240240542805,14.973378076350617
65,13.60256881478114,30.29914901475262,14.997119096736773
66,13.707238241278125,30.763205144328328,15.043039096842676
67,13.841076124973677,31.210255144599216,15.082054807573655
68,13.931217415829698,31.655939840426072,15.10870844323129
69,14.00620809517386,32.09430239694596,15.17193471692887
70,14.155891450754476,32.613292162402274,15.219685510674832
71,14.313947363199716,32.95242719005016,15.224581788063755
72,14.366027279416944,33.380496330934406,15.257767199824949
73,14.399024850843613,33.85998626629116,15.273939374770555
74,14.472610942031617,34.23685534482363,15.289349265800402
75,14.649664310669252,34.522158509587015,15.336228967242585
76,14.649664310669252,35.037568758479146,15.337246267559626
77,14.68001639087916,35.53368745626343,15.366896759599275
78,14.782770811879356,36.00749913105371,15.379237081451242
79,14.930485104134144,36.43046069285144,15.424734838663673
80,15.151747605015359,36.909585209617696,15.43464799903104
81,15.29211903278287,37.39551237525798,15.507479640344346
82,15.311002416732475,37.84577535378186,15.543666579487027
83,15.332222516635923,38.324694105405584,15.622017093126392
84,15.42266208870318,38.77692915803542,15.63142017582499
85,15.431620598155282,39.25289197710819,15.640378685277094
86,15.531905310098557,39.72790930824361,15.641515164991969
87,15.662601591319225,40.18781045586696,15.647078565235613
88,15.680589363653521,40.659045271675716,15.690101336444329
89,15.747150662054276,41.026573124817446,15.711300268185184
90,15.751740810863755,41.51645752759164,15.784032951264237
91,15.88672459636381,41.94443543199789,15.811501782061063
92,15.961719397827768,42.45958178257665,15.858135773192538
93,16.19367155800398,42.7723650159467,15.87620789898649
94,16.234974686845995,43.171280592383226,15.91703129404516
95,16.24927359459395,43.52252731670405,15.940372840120068
96,16.468219862952655,43.97955346290719,15.960067209962777
97,16.541604589811676,44.44130077497581,15.986341942133539
98,16.809686390588997,44.82871814173806,15.99088804206014
99,17.01897807026905,45.309471630280946,16.039505474146402
100,17.071641886225812,45.34420667378684,16.150558662774824
101,17.11285538813199,45.3669898598811,16.200803280477707
102,17.159901722935633,45.386849456018055,16.22580932934149
103,17.2201827416003,45.38786675633509,16.255307076408577
104,17.401851982872383,45.40905225078503,16.288528568966065
105,17.626787127614172,45.42907885907489,16.31883736955474
106,17.807316068064306,45.492422195207254,16.334322527454685
107,17.917921369935797,45.512368763039674,16.36999781604644
108,17.955257193394047,45.52160479750943,16.446420895919246
109,18.10606974605222,45.54322259659039,16.458177944178704
110,18.11479764966312,45.56588903809727,16.48032096869068
111,18.250918353458935,45.57641538633156,16.484199945762562
112,18.298208033128226,45.61437827725932,16.52812118766763
113,18.349634472295595,45.623845796408474,16.532000164739507
114,18.389709766015084,45.63697663724612,16.604263643148233
115,18.461947761078267,45.65859443632708,16.608142620220114
116,18.492409001793877,45.66993284474712,16.617459469187004
117,18.533612069717428,45.70353196430886,16.62835947651801
118,18.601109839176125,45.714848968377865,16.633388480322076
119,18.674572425731004,45.720365695269116,16.673150022990747
120,18.767781586292056,45.720365695269116,16.68598265279045
121,18.883654589424232,45.73403571640072,16.69521868726021
122,18.922020602027935,45.73505301671776,16.7018675555184
123,19.048415684961757,45.740100386748864,16.70850772792089
124,19.120495353437416,45.74158704392605,16.725705191102797
125,19.16462561665502,45.759472044430154,16.75323783422667
126,19.384224910373696,45.77956436463852,16.856048344843412
127,19.46637446945195,45.812062938936805,16.876982942998463
128,19.57261899750824,45.842539070885294,16.914511357105706
129,19.615974398532146,45.842539070885294,16.939079942780904
130,19.70396109029479,45.842539070885294,16.94573787688395
131,19.79901982637837,45.86156706330268,16.998628368300942
132,19.848003031023985,45.87860317152906,17.030510093820038
133,20.038561331809134,45.87907252838921,17.03152739413708
134,20.36765535141786,45.87954188524936,17.05441758171508
135,20.424734585060296,45.89578154296207,17.081222357605807
136,20.46077012479751,45.92136794241191,17.115734582543713
137,20.630425006063735,45.94905490174744,17.199441720559655
138,20.752452492325737,45.96971959531705,17.23088032427264
139,20.873478954842568,45.9701889521772,17.239823688738714
140,21.04649404450401,45.98665284374183,17.247389265521058
141,21.16765630385993,45.99411368846351,17.27017368637255
142,21.27817975576219,45.997523308675234,17.335077965718007
143,21.490737670155976,46.00140228574711,17.33895694278989
144,21.64985982830371,46.00931133253305,17.389139224126403
145,21.762566970600282,46.02114074336123,17.44446193901954
146,21.763234093455004,46.02591028349333,17.464956022677857
147,21.76607653311977,46.02978926056521,17.464956022677857
148,21.788594881603302,46.03366823763709,17.499496455942282
149,21.954352001335018,46.04641989670032,17.541495691538437
150,21.957194440999782,46.0502988737722,17.550802835136118
151,22.02507318462751,46.05417785084408,17.57795120052958
152,22.113283755549418,46.07336592046856,17.60123792654791
153,22.259653676517964,46.07383527732871,17.602724583725106
154,22.259653676517964,46.07771425440059,17.62497913538638
155,22.273616324152037,46.08562330118653,17.632076027690363
156,22.37767951262472,46.094092427067885,17.63681099875888
157,22.527534985227952,46.094561783928036,17.64114009560084
158,22.593420114644566,46.098440760999914,17.645469192442803
159,22.70981859736802,46.10231973807179,17.683179259111995
160,22.78620139351297,46.10690988688127,17.709924992052887
161,22.799446525946724,46.113543431554085,17.723214291962513
162,22.85139081843631,46.113543431554085,17.729863160220706
163,22.919062845513327,46.114012788414236,17.748127646622684
164,23.071576408345997,46.131981469749356,17.772712152367337
165,23.074418848010765,46.13625161687261,17.7844909063939
166,23.074418848010765,46.14199125489757,17.78914236945726
167,23.165445871574263,46.14649068147178,17.79239068334858
168,23.214802810657947,46.14696003833193,17.793877340525775
169,23.379226140892413,46.147429395192084,17.839393264773967
170,23.5397274304919,46.14931020108307,17.88144832334671
171,23.766637387153267,46.14977955794322,17.898044435951043
172,23.873264509274975,46.155819181366965,17.898044435951043
173,23.904296703636277,46.16002140688206,17.910007450678613
174,24.243422151192856,46.16874969554748,17.910007450678613
175,24.246264590857624,46.16874969554748,17.924167985672373
176,24.339360831013614,46.17379706557859,17.96296771611142
177,24.34220327067838,46.17884443560969,17.985617283050154
178,24.430205061071568,46.17931379246984,18.021999345405238
179,24.53745291367035,46.17978314932999,18.03770032898019
180,24.599315215843475,46.18611710098874,18.045571772449023
181,24.6713439178556,46.18658645784889,18.050223235512384
182,24.748941593208396,46.18705581470904,18.067463856785988
183,24.899265367446,46.18752517156919,18.082154705230934
184,25.02710993918997,46.19833858896742,18.090426297059846
185,25.181251693744137,46.19833858896742,18.136905528037538
186,25.209872122498005,46.19880794582757,18.138392185214734
187,25.215081454862265,46.19927730268772,18.16321061287074
188,25.375454139571584,46.19927730268772,18.16422791318778
189,25.378296579236352,46.19974665954787,18.195671006624327
190,25.52010871557105,46.205611254346465,18.211574345371666
191,25.52010871557105,46.205611254346465,18.212591645688708
192,25.540099898434867,46.2106707600161,18.224401403567988
193,25.611933415253066,46.21114011687625,18.22873050040995
194,25.757351183016844,46.2116094737364,18.236797727510357
195,25.832599381916435,46.215639543450465,18.236797727510357
196,25.996658749167448,46.218087849648,18.259560088531842
197,26.02980191622482,46.23403086662147,18.267431532000675
198,26.116564222238953,46.23403086662147,18.290746996446664
199,26.169266583306545,46.236707543185865,18.312976586263222
200,26.360657814324487,46.2424103002922,18.313993886580263
201,26.42221241839174,46.24287965715235,18.31548054375746
202,26.544419865067134,46.2433490140125,18.31851873534019
203,26.67081552419583,46.2460256905769,18.324255259101793
204,26.75995283425985,46.256122137058284,18.35707843241807
205,26.951547272191203,46.26199803443596,18.358095732735116
206,27.06809409092427,46.26983244079225,18.378907060360902
207,27.149385288172425,46.27244364026434,18.381117311654602
208,27.246818146116844,46.27512031682875,18.381117311654602
209,27.25068077273835,46.276609860645635,18.399369906441443
210,27.336599145061378,46.276609860645635,18.419889305229326
211,27.45853659688213,46.277079217505786,18.44596389368824
212,27.715954547933062,46.27975589407019,18.49136598635055
213,27.87190079964813,46.27975589407019,18.505474909376673
214,28.023978493636378,46.29128723261044,18.519848687581696
215,28.026820933301146,46.291756589470594,18.519848687581696
216,28.063504617083318,46.29529182620101,18.534500885125745
217,28.22568359826705,46.29576118306116,18.54407443507464
218,28.3120378593319,46.301280299290326,18.55844693267201
219,28.38677086644671,46.30577972586455,18.559639883648668
220,28.414732782613715,46.32227494053312,18.58778294672367
221,28.445379071650734,46.33131522308491,18.588800247040716
222,28.613843606318746,46.339802319934684,18.650782804759963
223,28.61715540284366,46.3431141164596,18.65226946193716
224,28.653311441134292,46.343583473319754,18.65909917699828
225,28.745210627596144,46.348756886992796,18.675316214950545
226,28.81638720475338,46.355629396371626,18.67815865461531
227,28.89269945890038,46.355629396371626,18.687109725612967
228,28.943694108366287,46.374662100843935,18.742075532663794
229,28.943694108366287,46.37722620169669,18.745656933833594
230,28.943694108366287,46.37722620169669,18.745656933833594
231,28.94505402828666,46.37943352140094,18.753163038534158
232,29.0303678255082,46.37990287826109,18.754649695711354
233,29.156431380604108,46.382110197965346,18.755316818566076
234,29.219313420624637,46.392820731328015,18.774176063845836
235,29.26256003080845,46.39907880906222,18.78581636439403
236,29.32045705705604,46.40175548562662,18.78683366471107
237,29.450887157466905,46.402224842486774,18.817090013291768
238,29.471038293953097,46.40371149966396,18.81930026458547
239,29.65351275249326,46.404180856524114,18.830394439856015
240,29.656355192158024,46.41133510618635,18.836001888982537
241,29.735421220467213,46.4118044630465,18.861452436463104
242,29.833001948168725,46.41227381990665,18.863679397705216
243,29.948843031712748,46.41568532054329,18.870127209499675
244,29.961986266389466,46.41568532054329,18.870127209499675
245,30.10077886044696,46.4261029524632,18.89681175417958
246,30.237459651713785,46.43235390469616,18.9000600680709
