Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.4350638698744168,0.3479257776407134,0.34451640913760107,0.36796482844222406,0.43926423131881237
1,0.8305496320110028,0.7594184993868075,0.6082763637847025,0.8358708561617083,0.7754701325080242
2,1.0903442177480487,1.1202041452992213,0.9042163590261605,1.0854093106962968,1.1016352272453753
3,1.4623296255141551,1.3355921424396822,1.2054841859214656,1.5196463107890097,1.5893728660709125
4,1.7262178371839272,1.6426235094170558,1.5161187591824765,1.9141660272061842,1.949858100440224
5,2.015581428775307,2.0046997141789853,1.762447921561853,2.2895103015800524,2.273558291760529
6,2.2664652691011287,2.366699326004029,2.0974866047018006,2.721494754097038,2.637546335539172
7,2.654103974981679,2.654366688969563,2.3592041101310857,3.1612109942336155,3.059025792101789
8,2.9757852496465302,2.9569482743361717,2.7419822706344066,3.5687513846713834,3.5359988503413575
9,3.261255511757058,3.3025680975789493,3.0843477427002877,3.8814821389716463,3.874754163386264
10,3.531519207288304,3.7497440340830055,3.422544014686415,4.136478874077472,4.372057229824442
11,3.7521998025994536,4.158465893561773,3.7030446292921617,4.576567225940752,4.789848364247024
12,4.021857378832196,4.527918665275991,3.9493822436885027,4.913957019638014,5.273982010209727
13,4.250543586592375,4.953435769328801,4.2968938444722635,5.300707813714721,5.6854708406118615
14,4.4374196613366035,5.34252001018888,4.4375236374926486,5.789820731060877,5.989842490501294
15,4.635908965137628,5.616784490802086,4.618221701811493,6.2838122512703185,6.380285169764795
16,4.891387799155838,5.866933904527707,4.830352384435144,6.69669488805332,6.818558889286207
17,5.295515048464699,6.270237085156837,5.0895826276260685,7.191514798586685,7.30877487619865
18,5.492548336875598,6.696918492752657,5.352480595929624,7.572365643643918,7.671360407715072
19,5.7459025134138235,7.205234187374559,5.588126970176128,7.921380891623822,8.025881645218734
20,5.957305252822151,7.589363388170058,5.893637628242967,8.177158402246198,8.414360502796846
21,6.10009948728322,8.059602895782273,6.110601538465935,8.514166837326519,8.762669658876979
22,6.267158672301159,8.59231897638009,6.35313263237868,9.00762808316449,9.126760002668954
23,6.472431259989774,9.059428551796165,6.5927599461234525,9.396359830776584,9.461476372312598
24,6.622694991626631,9.44034357489729,6.816214501237097,9.794275639273888,9.741772340394721
25,6.877415023169249,9.637157415239994,6.975093062519454,10.274433130975014,10.04048303016538
26,7.030212986424945,9.737815296457386,7.2015950258024715,10.650312286046987,10.426275966756341
27,7.262821331295544,9.856271309451289,7.345707114754878,11.095118456634625,10.720238545577002
28,7.5717043354237505,9.989333101857536,7.462245447344165,11.454825032189474,11.097688750371024
29,7.731473771477736,10.078338601149522,7.655330242359881,11.867017998836435,11.31711403355428
30,7.913700065306459,10.122347306584405,7.894330243320974,12.297566595436862,11.653592152924492
31,8.030003086847014,10.19404722963564,8.077032368049387,12.612298142564832,11.950958677536388
32,8.185660222520692,10.244502218954004,8.321697790739751,13.038146822730827,12.351671754318282
33,8.361959689633272,10.276431988175545,8.520838320458532,13.315674694758176,12.695382127768994
34,8.522516052491614,10.305586188600286,8.687347178264698,13.797720776925459,12.992320461188973
35,8.769602252212087,10.373290709141234,8.952512562608357,14.134041140939237,13.285547414697925
36,8.902325969389398,10.403555162165716,9.053338853541376,14.557944241257752,13.616423947883447
37,9.064061940416712,10.437726546000933,9.18838188382273,14.94683142848982,14.065453687769978
38,9.18029417347167,10.479185897988854,9.330325583789367,15.250299102346634,14.355595085672295
39,9.269007809900053,10.508157540405215,9.563132375642144,15.643623759703576,14.801078837754886
40,9.348922875052777,10.52564875495801,9.664460889466499,15.984918111567344,15.105809636617616
41,9.474557388699928,10.556124016140979,9.852172521708095,16.32677565348778,15.489483369454982
42,9.586974481378832,10.580591678823367,10.026896981940617,16.691759825982167,15.905804144662119
43,9.85757716818625,10.599493399717876,10.20519214495287,17.041974233168187,16.24143365073295
44,9.985996450139362,10.611409037248889,10.301866343073552,17.455870058760233,16.616842867179567
45,10.11611644550569,10.6343400529922,10.415614425496011,17.933597669168947,17.04481256072819
46,10.302289126731438,10.656870475515166,10.53059638772238,18.282947507014015,17.384627846919244
47,10.425102625463747,10.686822994645642,10.699389769753788,18.628546812304144,17.757815593037236
48,10.505017690616473,10.698738632176655,10.90248533632045,19.131106030985745,18.121941534601667
49,10.658925513225208,10.706755068872154,11.076181834970674,19.58855127854777,18.375312849277464
50,10.808512271599426,10.75342327901392,11.198869737397192,19.620857102027937,18.728707635003914
51,10.916315484394058,10.784424189734391,11.321362422973642,19.73656975990897,18.982254197515022
52,11.126283943545388,10.802674366265482,11.467097160256513,19.918314824157783,19.27273881696444
53,11.304837807612095,10.820924542796572,11.547658096608142,20.09319113477816,19.520812936976032
54,11.399416328871407,10.838179289815873,11.80744764496233,20.352252630110307,19.80873187299675
55,11.503805020836847,10.855886373555126,11.927873866154242,20.558034567423398,20.118829157571856
56,11.592295749126954,10.89106764552661,12.132418141899862,20.844752118325932,20.39997964628282
57,11.80566840373687,10.909209938933312,12.357615765131253,21.135671229992298,20.81283729455418
58,11.991455446692864,10.927352232340017,12.5206944611129,21.47151835458724,21.1580414690085
59,12.25422613832535,10.936256215422915,12.62087833105454,21.77377358040973,21.53909756516172
60,12.40653396706063,10.945160198505814,12.847629785791046,22.125219134472992,21.833074878091857
61,12.56853574987927,10.954064181588715,12.97178533109199,22.483421259676973,22.14458389608964
62,12.658173423656107,10.962968164671613,13.028409569639214,22.87163159857523,22.420603813239413
63,12.831260953696576,10.971872147754514,13.2697361658611,23.246836674334723,22.740272164809276
64,12.97851815657133,10.980776130837413,13.446304315271211,23.733971267657537,23.086527065638702
65,13.196748768183989,10.989680113920311,13.534996928882961,24.173947582619782,23.40570312158173
66,13.394529683379409,10.998584097003212,13.66635804623007,24.583903078959768,23.8648049023481
67,13.48695032421889,11.007052870418661,13.729208987140293,25.121544547750556,24.275769735819782
68,13.606047375177917,11.01595685350156,13.866176240960774,25.611044755867557,24.595555921487726
69,13.78596954201062,11.02486083658446,13.962328179616586,26.140187756249947,24.840779085325075
70,13.887614725824605,11.047902057590935,14.039344420591283,26.676281742001112,25.205607694190277
71,14.003711463153227,11.06070524150935,14.18648856675939,27.200222578947837,25.49953444224064
72,14.256115499012699,11.113017208262708,14.271921664602473,27.554373856901655,25.808031390446597
73,14.340155155500813,11.12493284579372,14.442461268832712,28.115901153236187,26.117959376189134
74,14.429188542392282,11.145647054600392,14.548768880703033,28.549870199273833,26.45268364775422
75,14.482697843676144,11.153663491295891,14.688991958667653,29.017175402681953,26.801782821649407
76,14.595345295744654,11.169050376093232,14.831362629968297,29.252805971818827,27.091880197695463
77,14.699059527242119,11.184437260890572,14.932999257562548,29.438472986558747,27.387096719111447
78,14.783962424342286,11.199824145687911,15.011561408011152,29.589840845713564,27.672338400975
79,14.902079307874057,11.215211030485252,15.167018448559825,29.902857449414306,27.982768784982074
80,14.962761666607728,11.226508071257957,15.28039334176287,30.110014845354822,28.332417665499896
81,15.067565973642463,11.234524507953456,15.43337194698081,30.293251657040543,28.708991187663628
82,15.226469235552837,11.242540944648955,15.655972252868434,30.609448507739405,28.873331994059036
83,15.323958932568507,11.250557381344453,15.71442819468481,30.93767949811005,29.125029506984475
84,15.558483301312005,11.258573818039952,15.810801939073016,31.251150799135576,29.439431448796803
85,15.701730748824403,11.266590254735451,15.968257381192771,31.510551096871183,29.763418045564503
86,15.77652087919345,11.27460669143095,16.066574535533984,31.796484960961674,30.12775039621232
87,15.892169232964573,11.282623128126449,16.09571846434408,32.11848858478987,30.42441483406804
88,15.99665375804831,11.290639564821948,16.244121388606693,32.475360846380184,30.74349691725725
89,16.112422120950193,11.298656001517447,16.278540992920455,32.84155732140087,31.094220081495564
90,16.162294868166967,11.306672438212946,16.373980453035188,33.08899300981063,31.355473011997837
91,16.238043665994645,11.307107647880397,16.560008131165894,33.4249851558518,31.54982426836218
92,16.375269265351506,11.307542857547846,16.656480351915175,33.7915364518106,31.85801728282517
93,16.512919967241523,11.307978067215295,16.690899956228936,34.15888181645577,32.135245249899164
94,16.59409222960926,11.315399360246237,16.725319560542694,34.45521046536656,32.516617084409724
95,16.677489045708704,11.315834569913687,16.759739164856455,34.692553812702506,32.7246173435716
96,16.696988311780693,11.318662837270944,16.976143445473124,35.00317941677692,32.995057148858066
97,16.8945021947891,11.319098046938393,17.116897174169928,35.45831968557006,33.243868146284555
98,16.950129833354065,11.319533256605842,17.21312387032019,35.82836098153565,33.533845192859026
99,17.05295735374812,11.319968466273291,17.39537117681319,36.12977398081446,33.771822946136744
100,17.092774657473733,11.320403675940742,17.57342484790752,36.42741654005115,34.114094951198624
101,17.11227392354572,11.320838885608191,17.729361795041925,36.85962197394766,34.38188376735419
102,17.178663479869503,11.32127409527564,17.830998422636178,37.33344039739514,34.67586822332326
103,17.22121329983848,11.32170930494309,17.892350138033894,37.63588298743399,34.90149499205435
104,17.289098285903133,11.345560801812136,18.022337793785944,38.02677503759156,35.26170459568117
105,17.308597551975122,11.345996011479585,18.1633996366431,38.53033195738449,35.5310825193928
106,17.32809681804711,11.34882427883684,18.223401764061897,38.824588805055534,35.763186786773076
107,17.406976497936878,11.351652546194098,18.25816281018785,39.153589885396435,36.00048436421108
108,17.50671967513046,11.352087755861547,18.45366730847386,39.40433082439654,36.19566738480013
109,17.575005189599374,11.352522965528996,18.648550686139426,39.83801522474002,36.37390489189332
110,17.737941330624913,11.361756746472103,18.733995645686257,40.14841950738627,36.52692246380174
111,17.818234625217436,11.362191956139553,18.928582762850283,40.453574372947536,36.8240613651386
112,17.87160598363942,11.362627165807002,18.990246105950817,40.75180847312195,37.13097351042136
113,17.91534604477969,11.370048458837946,19.025007152076775,41.01268835768906,37.47618576880479
114,18.026153494670982,11.377469751868889,19.2515598253555,41.26825186793015,37.80047183139983
115,18.05138975456557,11.384891044899831,19.430241508875223,41.59537798371491,38.20427023280482
116,18.12540521299072,11.38532625456728,19.631170419790053,41.850036060784745,38.52328010417503
117,18.2077582482465,11.38576146423473,19.69536687454,42.2384530341521,38.92038188803291
118,18.290783635039933,11.38619667390218,19.730127920665957,42.463858135179656,39.207779281909374
119,18.39603529845505,11.38663188356963,19.82744609579233,42.91916083006548,39.56794729373871
120,18.436692456708503,11.387067093237079,19.904717893385005,43.18466065893372,39.78447826170793
121,18.456191722780492,11.387502302904528,20.091029990194684,43.46616156870067,40.03887497213962
122,18.522729780889307,11.387937512571977,20.252294109851253,43.79206028095679,40.33772821499572
123,18.726085492547444,11.388372722239428,20.35191533251227,44.091960240647055,40.54280005688777
124,18.784364374671988,11.388807931906877,20.53685626134297,44.48247802823262,40.78745463159741
125,18.860392903099672,11.389243141574326,20.619018005122076,44.80768214082633,41.061393372119525
126,18.995475317206477,11.389678351241775,20.753917634946053,45.169433061304105,41.269597337333025
127,19.11768684449818,11.390113560909224,20.78833723925981,45.44551237046874,41.6043222176159
128,19.244545565894807,11.390548770576675,20.906016197743178,45.743215593750335,41.90713792788129
129,19.347792295374564,11.390983980244124,20.98107721700865,46.04998749335121,42.27800945925846
130,19.417154773216517,11.391419189911574,21.1070882658799,46.42101233508388,42.595540332261294
131,19.436654039288506,11.391854399579023,21.197936432926916,46.68566664968033,42.806978205393044
132,19.523130309588318,11.392289609246472,21.314798085874237,47.02185622309256,43.00555040420646
133,19.60354034549279,11.392724818913923,21.362453572394585,47.409945971400376,43.21905991016657
134,19.78305693617658,11.393160028581372,21.441863338487664,47.72663458276562,43.421204188600086
135,19.928687247869306,11.393595238248821,21.531962630283296,48.01981053571719,43.582475571003094
136,19.971753530392178,11.39403044791627,21.66423174410034,48.26481666183672,43.68031724053684
137,20.0397541360975,11.39446565758372,21.774582810333616,48.62552354699563,43.864334425091165
138,20.16463752930002,11.39490086725117,21.825965781349815,49.01434067536601,44.057360265428606
139,20.189273633934516,11.39533607691862,21.860385385663577,49.19245663095522,44.37939120365006
140,20.243275605898546,11.395771286586069,21.916968957615254,49.59063580991682,44.573752451584895
141,20.292811509231022,11.396206496253518,22.024880549880514,49.948037204931914,44.897310942690574
142,20.31231077530301,11.396641705920967,22.192882200978335,50.31830397487437,45.17009584460644
143,20.331810041375,11.397076915588418,22.266794444752485,50.6525311727648,45.48294287906934
144,20.52851873239325,11.397512125255867,22.388743972907648,50.87964292067592,45.8578679431992
145,20.591309786110745,11.397947334923316,22.430013531324594,51.20093172956755,45.996229302987686
146,20.610809052182734,11.398382544590765,22.518537873952468,51.570107965692195,46.28733326285972
147,20.73003215746701,11.398817754258214,22.637034839484077,51.830069142674276,46.39964699358619
148,20.94886619137946,11.399252963925665,22.716217864601685,52.19880181444772,46.609910152800225
149,21.055299730462266,11.399688173593114,22.750637468915446,52.48944618043733,46.82450703140533
150,21.099746179694264,11.400123383260564,22.89475568528722,52.857838010091996,47.08135567470096
151,21.15102661371636,11.400558592928013,22.92917528960098,53.14906901426252,47.374599500824424
152,21.286481225744886,11.400993802595462,23.06411947611011,53.58098004802635,47.590728359589036
153,21.307533307004682,11.401429012262913,23.182342164722982,53.80956059100932,47.81464417844744
154,21.412968314952487,11.401864221930362,23.270866507350856,54.159104456631,48.02483078720913
155,21.49267395963481,11.402299431597811,23.443897312912064,54.43128498466812,48.27851468130255
156,21.649588900184522,11.40273464126526,23.478316917225822,54.744119541364704,48.50038925748812
157,21.720293558695975,11.40316985093271,23.512736521539583,55.07944113050496,48.666592485022036
158,21.730446631319772,11.40360506060016,23.57527806021606,55.32061380849177,48.85976381588424
159,21.81302253305892,11.40404027026761,23.766219455436016,55.63694939470927,49.08353019254799
160,21.94063423923495,11.404475479935059,23.807489013852962,55.92078457596726,49.52386833619303
161,22.000651031931962,11.404910689602508,23.8862336051024,56.22593209412851,49.666636227498955
162,22.081430976857245,11.405345899269957,23.934944286107733,56.58620100867172,49.736798987579235
163,22.214299989513528,11.405781108937408,23.969363890421494,56.78253284253733,49.944771881525
164,22.268227420280205,11.406216318604857,24.051241270415748,57.072474936776715,50.109560765905265
165,22.305312603987957,11.406651528272306,24.109693327744445,57.51236251166921,50.274434842524684
166,22.414711013081426,11.407086737939755,24.144112932058206,57.7942176098165,50.44379073849329
167,22.424864085705224,11.407521947607204,24.231966244147536,58.09394374015714,50.680338174418985
168,22.46336818648682,11.407957157274655,24.316707245070525,58.36763506145663,50.922477386271794
169,22.547686104923887,11.408392366942104,24.374376828397942,58.74459974167438,51.2357583423753
170,22.60113096519319,11.408827576609553,24.484868552414902,58.98472902307971,51.418286527279825
171,22.678507663824043,11.409262786277003,24.680947301855067,59.24082972558498,51.58651001051593
172,22.688660736447837,11.409697995944452,24.836150554468432,59.558999002630934,51.77957030135301
173,22.774866540355998,11.410133205611903,24.946874104450366,59.98840451457041,52.12958899206535
174,22.83959875147292,11.410568415279352,25.026251692208437,60.275249750969365,52.24512780530207
175,22.981199147538522,11.411003624946801,25.117320332662725,60.52004271824867,52.34647073746983
176,23.07188465021366,11.41143883461425,25.270167479480037,60.815637546528606,52.6220827387739
177,23.08203772283746,11.4118740442817,25.2959638144806,61.130608280122985,52.86060104986865
178,23.10495585451226,11.41230925394915,25.342932382623353,61.576831485294164,53.07935272179695
179,23.18573579943754,11.416643664452113,25.464271414728692,61.97588112776798,53.300618465840216
180,23.364228357184793,11.417078874119564,25.512127529258844,62.35308719823833,53.396422661795896
181,23.424809072222864,11.417514083787013,25.723563076116243,62.578641881672695,53.53385591361183
182,23.578781157399384,11.417949293454463,25.77805340539598,62.771252795884415,53.744305547902044
183,23.752040750666986,11.418384503121912,25.85022079357488,63.09254649549683,54.003313517482034
184,23.798967495757687,11.418819712789361,25.98060909991363,63.45728631493593,54.23399079521332
185,23.843623274273526,11.419254922456812,26.120942028343922,63.808598038837886,54.36694645575743
186,23.853776346897323,11.419690132124261,26.183270101340327,64.08300793964206,54.63000143711797
187,23.86392941952112,11.42012534179171,26.2894688143303,64.36688278182689,54.83136989791726
188,23.919974188502714,11.42056055145916,26.33413054389309,64.70043362463922,55.14682264483986
189,23.98509021652235,11.420995761126608,26.470416486690613,64.93481765777565,55.30711131275909
190,23.99524328914615,11.42143097079406,26.579729560587964,65.21505793098353,55.464486249178286
191,24.102983484456505,11.421866180461508,26.614925073118904,65.52465784524802,55.67569831642693
192,24.23810618098215,11.422301390128958,26.716855210409488,65.85144719656896,55.75325279577894
193,24.332732338795523,11.422736599796407,26.8632890734101,66.26490649655801,55.98803529564249
194,24.485094775268895,11.423171809463856,26.888318037652084,66.42571039335886,56.04718689545659
195,24.61968781133816,11.423607019131307,26.97045264407431,66.65047715775098,56.20761048780348
196,24.70690222036055,11.424042228798756,27.036129307114606,66.99602280896231,56.3593583196656
197,24.855522837594656,11.424477438466205,27.096947236347233,67.4527001353466,56.4492825204004
198,24.890357651388335,11.424912648133654,27.144958797263666,67.7966017255491,56.64039490861766
199,24.92838316570045,11.425347857801103,27.161189190229994,68.10287601117618,56.70388602351621
200,25.023287079801925,11.425783067468554,27.308279207449953,68.36037096488312,56.916581928309675
201,25.184500186255303,11.427105823523403,27.377461613783407,68.6305686303741,57.090236452944396
202,25.264257499610938,11.428428579578254,27.44550394296582,68.9822605616461,57.3281389074733
203,25.293711303564898,11.429751335633103,27.551134124444168,69.34448352499984,57.42227771922578
204,25.326513697562756,11.430186545300554,27.645807488717196,69.56766590106113,57.597018299478464
205,25.336666770186554,11.430621754968003,27.723913049881748,69.82429421949757,57.749991784562646
206,25.423679805434396,11.431056964635452,27.740143442848073,70.09835235112655,57.890337960254
207,25.479978655576154,11.431492174302901,27.78278207883226,70.40467674363666,58.07373102916709
208,25.62472513500008,11.43192738397035,27.799012471798584,70.73861747506544,58.14882067693587
209,25.68791911283048,11.432362593637801,27.9638383474827,70.998238459644,58.223163219891624
210,25.698072185454276,11.43279780330525,27.980068740449024,71.32530195283768,58.296218552041125
211,25.716694016511564,11.4332330129727,27.996299133415352,71.61824363477842,58.47834876082531
212,25.739612148186364,11.433668222640149,28.089242975743538,71.91131677149039,58.696090669526015
213,25.861518493749628,11.434103432307598,28.239900169192076,72.15456453042604,58.948554602796285
214,25.989354652712848,11.434538641975049,28.318005730356628,72.45674055828987,59.100536242782844
215,26.062215964374808,11.434973851642498,28.40015275934931,72.69132676178866,59.20731164978067
216,26.115660824644113,11.435409061309947,28.41638315231564,72.93288844911851,59.30410595440937
217,26.22186923151822,11.435844270977396,28.457443624286366,73.1427289906864,59.36525132621166
218,26.275185569121412,11.436279480644846,28.51805192601929,73.4621152315753,59.56356503808486
219,26.315369124106248,11.436714690312296,28.534282318985618,73.80863812634874,59.73809484033948
220,26.406232338375183,11.437149899979746,28.550512711951946,74.02350152389427,59.88234127627253
221,26.466564251481184,11.437585109647195,28.56674310491827,74.43375086873365,60.05723287147116
222,26.476717324104982,11.438020319314644,28.627124691553387,74.6408102308239,60.24440611666872
223,26.48643518706133,11.438455528982093,28.706746935243256,74.87764751783153,60.473371020713046
224,26.496588259685126,11.438890738649544,28.74003333309493,75.25305217301162,60.7173258704601
225,26.571402048776623,11.439325948316993,28.800898862561173,75.59655074036343,60.84491754986111
226,26.649164119027297,11.439761157984442,28.870185048496715,75.93524964951362,61.02598331178457
227,26.71429309362346,11.440196367651891,28.909907452126856,76.22646633114283,61.09733164490037
228,26.80824376871313,11.44063157731934,28.963095119326105,76.50228796068261,61.23775533580922
229,26.941624502195474,11.441066786986791,29.04322306231989,76.85982506457947,61.348796897911484
230,27.011880040164407,11.44150199665424,29.186089878449273,77.13281359784035,61.509301513505605
231,27.04423774702167,11.44193720632169,29.28606773482337,77.51252919172516,61.61631683791079
232,27.054390819645466,11.442372415989139,29.444357498729367,77.77751172959621,61.709718215570284
233,27.246747141249962,11.442807625656588,29.554164054830572,78.04738924682901,61.77300234263593
234,27.331134969501175,11.443242835324039,29.5703944477969,78.4465319768319,61.903143363228786
235,27.446289630233583,11.443678044991488,29.58662484076323,78.73051432395361,61.979970035692226
236,27.466074664265193,11.444113254658937,29.602855233729553,79.05995824528185,62.013493427986944
237,27.50304262949208,11.444548464326386,29.670380632446758,79.4057444105423,62.10792062925234
238,27.569724964471572,11.444983673993836,29.7482845845578,79.61414906992604,62.23276975387913
239,27.619471829043427,11.445418883661286,29.827872273028227,79.85374817020522,62.286339007951085
240,27.76508568907166,11.445854093328736,29.86675198736861,80.20629550545834,62.43320608239954
241,27.77523876169546,11.446289302996185,29.915462668373937,80.43702583523759,62.53681095384458
242,27.88683514273729,11.446724512663634,30.054564056352156,80.63217496334104,62.71751698149446
243,27.97174777183713,11.447159722331083,30.07079444931848,80.89019362140083,62.898884004964884
