Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.5329100377835722,0.28613680664381025
1,1.005501771384935,0.9979177420560017
2,1.4780935049862978,1.5025435911499552
3,1.7245753323996507,2.2143245265621467
4,1.9710571598130033,2.4905349524816316
5,2.217538987226356,2.766745378401116
6,2.4640208146397087,2.8312989381336697
7,2.77571374488591,3.3038906717350325
8,3.0221955722992626,3.7499068243164806
9,3.2686773997126153,4.282816862100052
10,3.772329901943573,4.755408595701415
11,4.018811729356926,5.0316190216209
12,4.265293556770279,5.2457447668104455
13,4.627961717349295,5.459870511999991
14,5.132587566443248,5.7197019265144835
15,5.379069393856601,5.784255486247037
16,5.741737554435616,6.317165524030609
17,6.187753707017064,6.584340721201008
18,6.434235534430417,6.91494491429105
19,6.6807173618437705,7.112083571399952
20,6.927199189257124,7.61573607363091
21,7.431825038351077,7.927429003877112
22,7.645950783540623,8.639209939289303
23,7.892432610953976,9.085226091870751
24,8.138914438367328,9.371362898514562
25,8.385396265780681,9.87501540074552
26,8.631878093194034,10.205619593835562
27,8.878359920607387,10.465451008350055
28,9.12484174802074,10.777143938596256
