Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit
0,0.4150937621510405,0.29725599575188144,0.29725599575188144,0.41235410503386616,0.29725599575188144,0.29725599575188144,0.29725599575188144
1,0.8482865759922218,0.6546955067331671,0.802384570409361,0.7880782732140557,0.6546955067331671,0.6546955067331671,0.6546955067331671
2,1.2862721474240115,1.1117819829829094,1.194119365079764,1.0856002217853733,1.1117819829829094,1.1117819829829094,1.1117819829829094
3,1.7365467073207579,1.4536258002811029,1.6855130293466345,1.5709697924154695,1.4536258002811029,1.4536258002811029,1.4536258002811029
4,2.238738160099996,1.9086659959342374,2.0985611394357506,2.0362177521199105,1.9086659959342374,1.9086659959342374,1.9086659959342374
5,2.6388066037956643,2.3671911142532283,2.3887521353908303,2.3574972113469683,2.3671911142532283,2.3671911142532283,2.3671911142532283
6,2.960224582043475,2.6973619438400265,2.7701973944078504,2.7254671675559123,2.6973619438400265,2.6973619438400265,2.6973619438400265
7,3.2815775011442496,3.1245126967871313,3.190660713292794,3.067372509258375,3.1245126967871313,3.1245126967871313,3.1245126967871313
8,3.5534511985991237,3.548679413199978,3.6503291377631193,3.480137719687935,3.548679413199978,3.548679413199978,3.548679413199978
9,3.878319989170391,4.0403445260990996,4.066005872494829,3.771375096543454,4.0403445260990996,4.0403445260990996,4.0403445260990996
10,4.2112231506716595,4.51261290082341,4.512873920459731,4.096371331401359,4.51261290082341,4.51261290082341,4.51261290082341
11,4.481267377040282,4.988533553837822,4.956233363786142,4.369391043766261,4.988533553837822,4.988533553837822,4.988533553837822
12,4.7710379266162075,5.440049141017077,5.428672942185142,4.695261230921586,5.440049141017077,5.440049141017077,5.440049141017077
13,5.125178423425128,5.782924332050954,5.962199185380123,5.103160866715562,5.782924332050954,5.782924332050954,5.782924332050954
14,5.360013836492214,6.266412375371796,6.400175158879762,5.438965653565818,6.266412375371796,6.266412375371796,6.266412375371796
15,5.652804520022144,6.712900050271381,6.806144357712033,5.787325070617613,6.712900050271381,6.712900050271381,6.712900050271381
16,5.857869442918393,7.13874560295901,7.128279329119529,6.121905660383413,7.13874560295901,7.13874560295901,7.13874560295901
17,6.13698273553303,7.543475733063278,7.5848352744428755,6.449563130120059,7.543475733063278,7.543475733063278,7.543475733063278
18,6.505567559922423,8.078803581132574,7.967339986784512,6.769485774508228,8.078803581132574,8.078803581132574,8.078803581132574
19,6.839885211437736,8.4710777425983,8.325465120488563,7.14805895793084,8.4710777425983,8.4710777425983,8.4710777425983
20,7.155504363035432,8.936125405700315,8.770011482536992,7.338281961637032,8.936125405700315,8.936125405700315,8.936125405700315
21,7.532618124085124,9.41434699163172,9.076969935984724,7.535315015418599,9.41434699163172,9.41434699163172,9.41434699163172
22,7.903251682784853,9.931035542574495,9.587861157476299,7.8352758759961745,9.931035542574495,9.931035542574495,9.931035542574495
23,8.187217680860465,10.388491645400954,9.889745492152628,7.9808463201503415,10.388491645400954,10.388491645400954,10.388491645400954
24,8.384866416042552,10.774270789802802,10.321879727509678,8.311477804094004,10.774270789802802,10.774270789802802,10.774270789802802
25,8.654295557569212,10.806111472110196,10.525575914418736,8.604697792965977,10.806111472110196,11.169871043781539,10.835894891332698
26,8.95947716235959,10.839672737275858,10.609915854502106,8.754313789075818,10.927833925611456,11.5871674862591,10.985945651998028
27,9.222520761288884,10.86898187438126,10.743535919467536,9.029553584792534,10.999586642023804,11.976959729226477,11.195118900540042
28,9.418950486322242,10.909294020596931,10.918395772837387,9.224553036996339,11.158653436435927,12.211204109200075,11.427950368546567
29,9.717822580563467,10.96001143262499,11.040068896525273,9.550509723175368,11.31734793416825,12.523196127792094,11.640870298548348
30,9.94772955082511,10.982086383489422,11.060667344306207,9.663560278391975,11.477049394802602,12.902973959610398,11.990501505342092
31,10.132379006836517,10.999516261638842,11.135892882637979,9.902710334327098,11.723907214644559,13.327691472875255,12.270746845912166
32,10.496728330629255,11.023447121286036,11.202422164100238,10.119819530654826,11.88067704197576,13.805328060973897,12.646462616695588
33,10.655094314264634,11.049301445988203,11.251749551337776,10.37097408833357,12.065962534383889,14.12262644805278,13.036596986102666
34,10.859359487535446,11.088336552591114,11.257930649773755,10.505952051152557,12.158056537066404,14.547514577144346,13.409479793900653
35,11.04240418700274,11.108598863051188,11.328044646234302,10.76781735945811,12.381592352889314,14.905361915370003,13.785667679109284
36,11.380143161518983,11.131551271104714,11.369311397236496,10.940979586296558,12.636533673133727,15.263651244005203,14.219416219201676
37,11.68491864453156,11.159540383551022,11.398902085289183,11.176182746935506,12.869762951904557,15.675648763972067,14.611763652414286
38,11.99056425953319,11.197196320943089,11.420211531835283,11.342976329219542,13.00512460956001,16.13113640296161,14.98529704366951
39,12.228995349255852,11.220157739442845,11.423670051336023,11.578184299234547,13.254379529481056,16.394722107477335,15.271412092255844
40,12.445966995585474,11.223493740812,11.490349898303121,11.806385280227934,13.50227837161248,16.85037976298473,15.670380204655752
41,12.643079621688283,11.24298813121749,11.503427581749403,11.921508900279203,13.80042384896187,17.275589323449758,15.929901130961941
42,12.914915927210576,11.246324132586645,11.533949773911695,12.11487765286338,13.944711704535374,17.709835640819996,16.231397170560385
43,13.227230849641222,11.2496601339558,11.604366226653616,12.305716961339431,14.136280941098928,18.06367549364996,16.59208266277936
44,13.466582375296024,11.252996135324954,11.655076366648917,12.494970120417339,14.330771274657035,18.482537932326707,16.885385533891785
45,13.694507795332324,11.256332136694109,11.6681540500952,12.717168432630277,14.540829769302704,18.91313372708383,17.24106833780937
46,13.881371332574355,11.28291817391737,11.701190080141112,13.010528628849556,14.684618631281207,19.29044037277392,17.57800372552291
47,14.172256275074227,11.286254175286524,11.717224691108054,13.270333619280882,14.90415833680847,19.673523863127635,17.86611189705824
48,14.49078470155195,11.286254175286524,11.737254681063076,13.358497823220333,15.055671651471517,20.11033132573487,18.219857743649722
49,14.647095502094427,11.289590176655679,11.765143161585103,13.506006046135123,15.352674512888399,20.3940230641028,18.493814538528476
50,14.823914706251333,11.289833501875401,11.770958416669774,13.661085064839307,15.650921152964619,20.77240563263728,18.737231146656292
51,15.04380041199526,11.290076827095124,11.829301662334519,13.847183369841886,15.83983799063341,21.186261988497435,19.146325958142846
52,15.341414349499994,11.290320152314845,11.851187998227548,14.111542106405327,16.018218849656225,21.4550560074467,19.363625286969263
53,15.490863805642226,11.299471408768673,11.8721903200826,14.22388823124441,16.136730972027703,21.95643861698436,19.66536634420875
54,15.683342369556309,11.315863130338641,11.8721903200826,14.346626523467776,16.267271040123873,22.323876816660793,19.877656930149453
55,15.94471893770329,11.332441741452934,11.906742012934542,14.573427419742908,16.492259074543156,22.650860906159302,20.17924021911052
56,16.070625039835644,11.361797238538902,11.912923111370521,14.744979695099435,16.706354666934722,23.09103748146962,20.32576996122966
57,16.25132122690848,11.408245619903813,11.955948160645328,14.87264389582796,16.8008489515981,23.452115138069004,20.409581345413212
58,16.38593119619255,11.414304200208209,12.043838549066251,14.999693303344875,17.02628911751928,23.83722488568373,20.56092646984701
59,16.587177168898513,11.421444110438234,12.083652424034728,15.187363338393107,17.139832507208265,24.193155066125524,20.64089362009941
