Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,1.0180065807516394,0.6963245144119379,0.6644994821200452,1.0277718360230133,0.9972989006405637,1.1063713467357539
1,1.658105052013531,1.035451412302543,1.0092691950842885,1.449307488095377,1.9945978012811274,2.085680317487593
2,2.3739765606117205,1.0794811387239815,1.0279814412330932,1.6779223468360083,2.4457012858520004,3.416711381316965
3,2.941493460393608,1.081527427548255,1.0599916994858503,2.264751431078267,3.1841667875169435,4.503815602459438
4,3.2565513380927227,1.0835737163725283,1.0881706648676617,3.0239591800491583,3.8784387047896614,5.386375294651178
5,3.9350632412388094,1.085620005196802,1.124919365635614,3.5394852822005283,4.8228663236005955,5.63989062535337
6,4.477229540990423,1.0887777949289008,1.1906653199617632,4.226079755659731,5.711060337773922,6.387163292718845
7,4.666115432060744,1.0908240837531742,1.2039650711664844,5.35204851812302,6.361793612804485,7.573760533391142
8,5.098778742755202,1.092870372577448,1.237995979873433,5.873124320826128,7.763622410816507,8.537772530330438
9,5.129960611344484,1.0949166614017214,1.2619634039922591,6.244117477768176,8.37188086853008,9.083429068814228
10,5.4199791934743935,1.0969629502259948,1.3056928258911067,6.995130458476458,9.383429060595606,9.913744234331327
11,5.559533881311593,1.0990092390502684,1.3256000959549579,8.065836311813154,10.467219862297725,10.838629797872848
12,6.138720660689519,1.1010555278745418,1.349945513128547,9.033491399417827,12.105900158030593,11.661031823675575
13,6.811567392752435,1.1031018166988154,1.3545986935357521,9.438111507238325,13.436820807199549,13.048946658822771
14,7.526598419045984,1.1062596064309145,1.388310512560821,9.443346793788992,14.07054197634061,13.777524388327212
15,7.912518873027845,1.108305895255188,1.414194866296582,9.457400404058998,15.251874580455524,14.568425691852505
16,7.912518873027845,1.1103521840794615,1.4662282220338625,9.710686696452589,16.55334256255155,15.418172329651204
17,8.234953927031082,1.112398472903735,1.4752930689128116,10.1187970234848,18.019586318172944,17.031436195729178
18,8.611107101490322,1.115556262635834,1.5110432882655942,10.256278729175593,19.623672031209875,17.74394946717989
19,9.24590034411187,1.1187140523679329,1.5367791385917957,10.298868699685995,20.175945288411743,19.126709700068258
20,9.58145691508698,1.1206964422448864,1.5566864086556467,10.54723019914023,21.230508335604778,20.84634128378493
21,9.886721025237346,1.1238542319769853,1.5873393754441456,10.967875001645613,22.404167663584307,21.57311994771006
22,10.041729802523621,1.1270120217090844,1.6031322905812608,10.977782957577775,23.271417638011705,22.117503182001677
23,10.041729802523621,1.1301698114411833,1.6155231595990702,11.78645394681942,23.954213930681323,23.17566702732982
24,10.438747775185302,1.1333276011732822,1.6320591774203905,11.79723279172071,24.739624362028255,24.261932339638268
25,10.438747775185302,1.1364853909053811,1.6646627293848322,13.083162655316741,25.538493234076725,24.877189235616772
26,10.806926329429997,1.13964318063748,1.6655336183539604,13.244574778218652,25.574375469254086,24.915128179688473
27,10.888580919434713,1.14701001812041,1.6845579813345612,13.6136663374383,25.62029361587185,25.24160133421268
28,10.913710718843642,1.1490563069446833,1.693642317187802,14.640057010201417,25.668522212878628,26.008300874175223
29,11.31103412542418,1.1502317067998287,1.716766229808351,14.95753289250339,25.76041122443296,26.291235626597093
30,11.801329289532067,1.1522779956241023,1.7211139973327754,15.348482520056422,26.05568167130867,26.61474241330246
31,12.149041460516266,1.1543242844483756,1.7482900855659782,15.359261364957714,26.3257853042736,27.173102639529088
32,12.149041460516266,1.1563705732726492,1.7631599863612237,15.450788156299959,26.667599303094807,27.555925780689087
33,12.54887837345009,1.1572414622417773,1.7848975887947092,15.604160901553124,27.155395431699436,28.044843911191805
34,13.022709548283917,1.1592877510660506,1.7957715018417537,15.892313597118479,27.55342962851297,28.23859572055821
35,13.175620851724366,1.1613340398903245,1.8001192693661778,16.417776554560493,27.929322885629155,28.461132676955764
36,13.175620851724366,1.1633803287145978,1.8270418644961897,17.016538742268914,28.504298153311844,28.657810239727773
37,13.613247952649932,1.1654266175388712,1.862212654932792,17.213840462304603,28.985265071106475,29.04555710368304
38,13.613247952649932,1.167472906363145,1.8742517441743782,17.616915708109378,29.173811302021626,29.898768679256516
39,14.137930489270385,1.1706306960952442,1.8805985316328702,18.045583914783858,29.55741064167802,30.98694067576644
40,14.141166755886985,1.1726769849195176,1.8961499328345244,18.271542441661104,29.969236420696255,31.7106114269666
41,14.385388096600213,1.1747232737437912,1.9114252886927094,19.025560620113293,30.617567074031562,31.939902615839912
42,14.537319192317971,1.1767695625680648,1.912536789600535,19.817720437326486,30.86186407330906,32.27950239719969
43,14.537319192317971,1.1799273523001637,1.9210083427678004,20.080086108958103,31.33157363000462,32.45971028925762
44,14.537319192317971,1.181973641124437,1.9434555737550538,20.144973248340467,31.60665576125849,32.97270036690622
45,15.227297433278299,1.1828445300935653,1.9578315751015627,20.351796003823086,32.321958954178626,33.14809967740942
46,15.227297433278299,1.1839560310013906,1.9689807040225697,20.783019036509334,33.02334150052675,33.77513274626835
47,15.855270091272748,1.185131430856536,1.9785841490687155,20.78825432306,33.48494173598691,33.88869591129699
48,16.256733165858265,1.1871777196808095,1.9920865189943502,21.352747386039635,33.983646915227226,34.38984341888552
49,16.81175689355417,1.189224008505083,1.9976096863739201,21.357982672590303,34.64297549638455,34.86857093441854
50,17.011831066695652,1.1923817982371818,2.0137241634053793,21.367890628522467,35.01597085965849,35.06631351230821
51,17.758106395029706,1.1944280870614554,2.016960430021978,21.39164275198437,35.16213845841477,35.73543630005571
52,18.15512436769139,1.201147045267225,2.0233072174804705,21.468134751970773,35.32850422343411,35.92388813808859
53,18.538139212662053,1.2078660034729949,2.029942787764629,22.06017365489161,35.53089423317574,36.06974894204086
54,18.799598199734437,1.2145849616787645,2.031925177641583,22.176735404328547,35.96842941519181,36.238027253228836
55,18.921769002127025,1.2213039198845341,2.035161444258182,22.587806987260233,36.20523318631174,36.464632977603195
56,18.921769002127025,1.228022878090304,2.0523588107575894,22.795805142598,36.4951437975185,36.90133692851261
57,18.922639891096154,1.2347418362960736,2.0643442247124595,22.8527130794343,36.752064592266244,37.2501033182622
58,18.979202364483733,1.240285394646698,2.07755422039492,23.53251026884022,37.15571014000532,37.77874092961385
59,18.979202364483733,1.2470043528524677,2.0907402439491034,23.547434768079352,37.67583601484945,38.26241512475916
60,19.166401979943224,1.2537233110582375,2.106267337403353,23.929666932594053,38.263219780381476,38.86748387481217
61,19.18044155671053,1.2595713802948791,2.1115878860620096,24.309240899385866,38.3991942958793,39.29056245098714
62,19.539625159998018,1.266290338500649,2.127962907342586,25.22256128146102,38.8823324425493,39.91418004933874
63,19.539625159998018,1.267161227469777,2.1323106748670106,25.25726395891612,39.09010016135497,40.11111646361742
64,19.539625159998018,1.268032116438905,2.1390296330727807,25.848572932961076,39.7065962266693,40.72569131193373
65,19.863951639743277,1.2689030054080332,2.155416489838791,26.007188383098025,39.98286046260542,41.44831313342494
66,19.967635178765356,1.2709492942323066,2.15865275645539,26.844538568503236,40.74519328522395,41.51744086217303
67,20.172422576086593,1.2729955830565802,2.169789748733554,26.858592178773243,41.31494091102026,41.85109337516247
68,20.172422576086593,1.2750418718808536,2.1788545956125036,26.872645789043254,42.06049195707421,42.255530402482535
69,20.867216924443852,1.2759127608499816,2.1994505001293447,26.88669939931326,42.6239224808662,42.69325232312737
70,20.867216924443852,1.2767836498191099,2.213802193728449,27.391513231837774,43.3096725664962,42.84001848234155
71,20.972011964373756,1.2776545387882379,2.2296903322726096,27.436988597847098,43.52785939285076,43.17531588912108
72,21.083476885674944,1.278525427757366,2.2350108809312657,28.123329602562883,43.91505890080626,44.188381051436615
73,21.41188007210659,1.2793963167264941,2.236122381839091,28.13738321283289,44.11753628792029,44.608928904676695
74,22.093819740581363,1.2802672056956221,2.2449724733542844,28.264751333844806,44.57116629618464,45.059865055261604
75,22.755263455799685,1.2811380946647504,2.2528814093523795,28.731555240038034,45.12344184229948,46.014751397850645
76,22.755263455799685,1.283184383489024,2.261352962519645,29.136627439522528,45.636852735320836,46.8453110847414
77,22.92620977195866,1.284055272458152,2.265700730044069,29.383557159119153,46.77040419288406,47.14409823051873
78,22.92620977195866,1.2849261614272802,2.2900461472176583,29.509487902063267,47.083641725476134,47.41727331493201
