Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit,thompson check
0,0.3639151421452132,0.6404273799004333,0.6404273799004333,0.6404273799004333,0.5350614038536909
1,0.7495582841464596,1.2924013884855763,1.2924013884855763,1.2924013884855763,0.9693921282657708
2,1.1487281426923306,1.7217045891788652,1.7217045891788652,1.7217045891788652,1.2909407103712744
3,1.5176541763031284,2.16496440104589,2.16496440104589,2.16496440104589,1.872145724362739
4,1.9651414308636057,2.5291178671129058,2.5291178671129058,2.5291178671129058,2.476543022939756
5,2.285767135513299,3.072428912335405,3.072428912335405,3.072428912335405,3.122172720482954
6,2.580813392463844,3.69732070865791,3.69732070865791,3.69732070865791,3.73227370308951
7,2.8441657269900626,4.210793923128383,4.210793923128383,4.210793923128383,4.363254921100194
8,3.059062587185582,4.811128479205413,4.811128479205413,4.811128479205413,4.832868280113996
9,3.282139758096098,5.007208338925819,5.007208338925819,5.007208338925819,5.39733593930107
10,3.3520647429737687,5.037544059804836,5.4259624582583585,5.088238377531036,5.840478140912924
11,3.435255403470181,5.045977385681313,5.819993333949512,5.266472922427245,6.255010320105755
12,3.729619334914961,5.087971213303515,6.165216436203876,5.469196794831107,6.7974785606148584
13,4.032208226972044,5.192703404544652,6.491091281505656,5.724588785221166,7.32059079358703
14,4.222985256599838,5.24466955145681,6.969682443635139,5.955379627979311,7.889902934589512
15,4.400809194865962,5.292308159915593,7.243968130367344,6.342725383119732,8.35699590952628
16,4.553521320392244,5.325185327146449,7.3993072410319485,6.562747370769313,8.79042323847661
17,4.742175062687119,5.384330039612929,7.858816318918002,6.857515734917181,9.233881650665527
18,5.018793781713765,5.440817290482111,8.172411178088195,6.9415550550036915,9.544644442187826
19,5.233799390900155,5.563196689239408,8.626966046810868,7.134936681642095,9.930660986461294
20,5.5546809529329115,5.585958434757957,8.967628014912883,7.286473381499276,10.469119636429483
21,5.728852076311128,5.7468562302832265,9.234686810830066,7.61778784004355,10.902398261001704
22,5.960777647544144,5.797409758462268,9.50962137143909,7.718676970219732,11.10834512556425
23,6.232174029105899,5.867092280635841,9.824313842301901,7.805362773782339,11.519656984152128
24,6.426520956381194,5.925982301691035,10.368129345652218,7.901730660533287,11.768705127192511
25,6.6246801116551115,5.983492901397053,10.834607790463384,8.06402958546153,12.27612327758404
26,6.855395125696641,6.105358492739951,11.09234279187419,8.098397227711166,12.598618030087156
27,7.049164043388956,6.18986504165316,11.449785494745345,8.362981076164724,13.058711472443289
28,7.1068407684805,6.405742339506301,11.823950385567166,8.474194309401406,13.496340579356126
