Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.845724435554429
1,0.7392647973736979
2,0.5239697108353016
3,0.4422455003019869
4,0.42558918689180264
5,0.3980383030317925
6,0.3276995692876819
7,0.32968721687314767
8,0.3217527634485692
9,0.31247083694479455
10,0.2907366494781253
11,0.21505398600159467
12,0.20897394376214828
13,0.20543697006431358
14,0.20655139895724567
15,0.2114482579846825
16,0.21105024154449437
17,0.20536763105809622
18,0.18739146126135683
19,0.18652264689703588
20,0.165328869115193
21,0.16086612588653387
22,0.1604991979781356
23,0.16054143266051518
24,0.1706432212899305
25,0.16808015611464683
26,0.169144884720038
27,0.07955808611349136
28,0.08184447573606045
29,0.08660966681765779
30,0.0871519078422659
31,0.08619728462606516
32,0.08635064431193536
33,0.07632150671720975
34,0.07536676154073556
35,0.07444290705269792
36,0.07474005939473058
37,0.0733673947181419
38,0.07114861726053491
39,0.07135291843429191
40,0.0706312791317896
41,0.07090972578033425
42,0.06782418992945939
43,0.06901028701099794
44,0.06907208866550493
45,0.06907878971931353
46,0.07031907734485111
47,0.06860770121210205
48,0.06266865111993455
49,0.062307040086451035
50,0.06299037319913935
51,0.06361505623392817
52,0.06785885908259018
53,0.06975992659100759
54,0.06977646722237715
55,0.06890493354110934
56,0.06956685859807693
57,0.0695369307907061
58,0.0730185905898306
59,0.07302545655311753
60,0.06974272838843024
61,0.06764424782383363
62,0.06726192808718852
63,0.06725411655893929
64,0.06713941207655869
65,0.06700127438650477
66,0.06658405074038924
67,0.06472539976084965
68,0.06320781418575133
69,0.06313885333798133
70,0.06300409077258237
71,0.06247883036854065
72,0.0624212996026842
73,0.062482838677012875
74,0.06280972188523619
75,0.06275392779981684
76,0.06270425149876942
77,0.06125117195117062
78,0.061766187646327776
79,0.061395521676374167
80,0.060350755395192815
81,0.06038760724435351
82,0.060405501632170386
83,0.05977861363779637
84,0.059694606590334584
85,0.059686461714825355
86,0.05904748494010895
87,0.05936571467406626
88,0.05962109521595893
89,0.058399580357756845
90,0.05894789590615168
91,0.05903167057205505
92,0.061520820779246574
93,0.06073525722735138
94,0.06016927796318218
95,0.06032972175247542
96,0.06138359125675156
97,0.06053749290565311
98,0.06080593042347922
99,0.061241071623163244
100,0.05980338215980728
101,0.05971786331332428
102,0.060128105676660284
103,0.059378796503070985
104,0.05955530661540577
105,0.056344193199369494
106,0.05611320458218352
107,0.054212125355433814
108,0.05367032334390107
109,0.053290744301434344
110,0.05353858727074832
111,0.05374949996902769
112,0.05261736485729083
113,0.05257372561904019
114,0.052546563799305245
115,0.053827699320463065
116,0.05405550147813688
117,0.05468349252160545
118,0.05465143742588287
119,0.055090220755524624
120,0.055069166706959806
121,0.054400655950972786
122,0.05437639269107155
123,0.05426976479341594
124,0.049692893072136
125,0.05031415763677827
126,0.050124653542197126
127,0.04992000490109478
128,0.04919551372989665
129,0.04884041958234261
130,0.04882710642139114
131,0.04885098790220389
132,0.04885690070972981
133,0.049043319820016654
134,0.04874991419648485
135,0.048318332966150596
136,0.04817376946124753
137,0.048197969268278885
138,0.048231960441030924
139,0.046677087935709564
140,0.04668408277972427
141,0.046645543664903595
142,0.0456776916126866
143,0.04566526191836757
144,0.04579652593277843
145,0.046037140935104644
146,0.045992499356455475
147,0.04603618907969402
148,0.04670306683094709
149,0.047030253466104066
150,0.047233633828605466
151,0.046949969716645765
152,0.04661103445143808
153,0.04623921431850545
154,0.045873412440607525
155,0.046121600712046316
156,0.04610186615239751
157,0.04482768772363836
158,0.04480020008000938
159,0.04640188042884068
160,0.04638056874729381
161,0.0465656348975312
162,0.04676526099210761
163,0.046533284284834775
164,0.046537022632427184
165,0.046418467008643105
166,0.04611052546761771
167,0.04615565328401638
168,0.04495825033552968
169,0.044589837949131184
170,0.044615643647657646
171,0.04465620342903494
172,0.044657193867215096
173,0.043683247688751876
174,0.04357900229809294
175,0.04352152394869378
176,0.042912918934122024
177,0.04292680468634974
178,0.042755924609724064
179,0.042928133450411306
180,0.04238049326721137
181,0.04236590469675956
182,0.04195159099212369
183,0.041798853963406296
184,0.041132364717832506
185,0.04025485021483615
186,0.04032726960285545
187,0.04025488863540233
188,0.040267114041050045
189,0.04027022330919223
190,0.040833617454178545
191,0.040835720489643824
192,0.03925651025404328
193,0.038987390378326874
194,0.03924533717673135
195,0.03992464779885392
196,0.040176292763243214
