Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,newTS
0,0.3719231387870881,0.4360019113658618,0.4145404203073114,0.37839254505584663
1,0.7330534126820691,0.7591449268938006,0.8215725232398354,0.7577310441940056
2,1.17533608492649,1.2069715540623749,1.184712767565641,1.1364148811479255
3,1.621572358459788,1.5929776523267187,1.5627742293040225,1.4956117205867394
4,2.017709287941022,2.0332168003626836,2.0759886155138405,1.9874173680030753
5,2.262116595774004,2.558305753183206,2.528224523119798,2.497217682999048
6,2.637646715897178,2.8998146662300264,2.87231583952243,2.9922648539046133
7,2.9485826990654598,3.2420416421092773,3.2326549537538485,3.4398654870421814
8,3.2650053949235534,3.549657813754428,3.716369656594607,3.791390411731089
9,3.641869805898993,3.8235642967424908,4.029660677987182,4.00540247536979
10,3.9367525351222925,4.149804544236454,4.437345604937436,4.369560759176783
11,4.334911459977226,4.531824281913596,4.785881166651773,4.696413657081363
12,4.678531760786518,4.903138368799997,5.195096482712193,5.136752311573004
13,5.030298335952693,5.355535110802011,5.558716579364036,5.568432161075939
14,5.497031323372543,5.734332920440297,6.023982757515292,5.968352194816072
15,5.855075642484274,6.080780482437663,6.489594643331557,6.462137927950171
16,6.318036757288465,6.6027386446228205,6.999342942957286,6.909172419542022
17,6.698485838644997,7.082364331323873,7.330875386359212,7.335283928039699
18,6.951409620555564,7.506713628946031,7.631401724701979,7.684703482925497
19,7.344308865358474,7.952889511190683,8.06434795487635,8.010958213218412
20,7.758607015650194,8.33123911922035,8.390351292460554,8.411093464753046
21,8.05912014149772,8.71881740597696,8.773907318256445,8.811213203139413
22,8.386539453158107,9.2306837128931,9.087433623522895,9.172546347602358
23,8.77496884196241,9.610037445790857,9.39991414342762,9.557354353465865
24,9.084333151367678,9.939681969314027,9.93714471341095,9.925792564192891
25,9.456433826551981,10.284759598993041,10.198638691453384,10.318273664809308
26,9.788037462761979,10.556005764542887,10.432030505650697,10.815311676229545
27,10.078473279197095,10.853735500664325,10.748550664028508,11.207823049764517
28,10.436254236686537,11.177934696763092,11.023033455394707,11.556917202417926
29,10.755774311148148,11.495259469214703,11.3547823749211,12.073638092715125
30,11.152289481451763,11.85413880050088,11.68145337997839,12.291414254572352
31,11.431633004320997,12.161581756232456,12.017595994249552,12.712908134493784
32,11.755072942885757,12.54876053882344,12.34903819766475,13.103226128939914
33,12.142087825880813,12.891509314452719,12.80153406747247,13.557595485916389
34,12.405458511164312,13.26541937419223,13.17418375313316,13.966682046823456
35,12.654006080985164,13.692352722359804,13.649145654089361,14.337406639784453
36,12.945000285256162,13.99718224377977,13.932773660144028,14.734504968879605
37,13.256382314886627,14.361509466564419,14.1112998504373,15.25279888924113
38,13.60308914474003,14.839114453645104,14.531761670930234,15.688491976194737
39,14.011966792448954,15.164163526442042,14.848303759375204,16.094534262453358
40,14.373190915505447,15.564100029139073,15.175545081807357,16.55413521010704
41,14.695785862184593,15.799917978683155,15.420374416964473,16.934768274817753
42,15.08093331339353,16.138332480692846,15.777821962905012,17.337687740050555
43,15.417334020309411,16.579755044313792,16.179137760438678,17.699259521209303
44,15.694121114315516,17.00196165256861,16.518668701382484,18.07852790499782
45,16.089196590120196,17.426121724564315,16.85981559981957,18.37821911517964
46,16.511273904822538,17.804749226824505,17.202802082554946,18.7786416703472
47,16.87018882715745,18.199248858836725,17.428953307102,19.157145673375425
48,17.11931552315186,18.585887249448568,17.888222072879813,19.571475920867
49,17.362733460276413,18.93675776026999,18.280802861331868,20.013507392914025
50,17.671738034740336,19.151110596871323,18.605446946921692,20.351912009694928
51,17.992719269188278,19.485561117835662,18.883982650254538,20.76869086992978
52,18.253780861470798,19.905920593993066,19.36339194563967,21.156784990427003
53,18.57051789216007,20.312691781126638,19.586865371906693,21.564627456554298
54,18.927680889100223,20.599844046816962,19.79417996878609,22.031945432062308
55,19.320300957092876,20.807926856558858,20.046198294007908,22.461592910708582
56,19.58584512666173,21.21693137533038,20.401920983302134,22.74515837442197
57,19.8563212160027,21.604865159790073,20.68338811736412,23.09507233363181
58,20.105948164980276,22.005933644300864,21.052693127801483,23.54416784879143
59,20.381190444523035,22.398805054562565,21.34301317783094,23.97133015113635
60,20.71004368681393,22.766420323971662,21.796341492350557,24.37464851815732
61,20.967807614988224,23.14858107909482,22.24294934492888,24.664376834729403
62,21.207702933863697,23.44214636898468,22.5425820637792,25.105680476183778
63,21.444809191766666,23.80593310932165,22.829197632360792,25.49293532005915
64,21.68357921539083,24.18362301240418,23.171691005242856,25.837126519207754
65,21.869360339055635,24.496642656785223,23.44342454501625,26.207765354687
66,22.124467040552013,24.91070861186094,23.765326746766117,26.548574150155797
67,22.49137322651432,25.37210045478594,24.017896597861345,26.96182637041722
68,22.73067683494777,25.645888607611273,24.339713483696812,27.299701724305997
69,22.968499340900124,25.932072169516818,24.681789306255272,27.601957509088304
70,23.18821478499634,26.252435540197315,25.016120845616243,27.93760386561619
71,23.45319634690745,26.635847927332765,25.34867252024656,28.28060461101706
72,23.719591117246487,26.974163250753037,25.762144103569277,28.66411093488357
73,23.986666893717775,27.43562534585292,26.04372421955747,29.127791076582685
74,24.23144330410852,27.84770287348247,26.378285574621962,29.563152919519787
75,24.484392546764177,28.154577969828445,26.625544492566554,29.966690883730525
76,24.713170808249124,28.49608162850967,26.953094637151658,30.35444052168675
77,25.003650724711697,28.88783856422134,27.188221796078313,30.698248005983874
78,25.224728842546106,29.187739913945666,27.573230627369508,31.077773182593358
79,25.430953362822525,29.600047820573224,27.836875977124656,31.46928868016194
80,25.83015746065928,30.06868896442465,28.184635884677714,31.833305806064676
81,26.086969920623297,30.367832713444308,28.522518198516888,32.163386867159005
82,26.287241513866093,30.688900706339314,28.826239119030106,32.645455819539116
83,26.58254668429719,31.070544791826187,29.103227332496783,33.034920118207864
84,26.77977761033633,31.485765814771167,29.42142394624788,33.38768392232891
85,27.02695243704497,31.768049345697932,29.667365400139055,33.76257726240679
86,27.305507930740752,32.036093194186684,30.10947330996661,34.1996681333731
87,27.712309733372052,32.44344758561605,30.427397027794957,34.52798355798967
88,28.00794717175442,32.735203287923625,30.62563652059517,34.902371817957444
89,28.335012418942615,33.19140910512671,30.93359973174114,35.30548467130579
90,28.601288670257702,33.43747329633827,31.29463388030245,35.73123919354423
91,28.915629419342007,33.80573001059503,31.57952325178848,36.16717619975293
92,29.233019388420182,34.15669278570812,31.831623240325012,36.56528259295671
93,29.516233791185073,34.443455964237124,32.17097776851504,36.96933907466704
94,29.84503366229108,34.811711431376324,32.38704700709867,37.24946035714726
95,30.13087415572101,35.20072753971168,32.620999760160544,37.660725908997684
96,30.438922663543444,35.673900860123005,32.9958337933745,38.094432715395854
97,30.666770103727693,36.11206115398029,33.22812291531325,38.409685124707316
98,30.96867222112552,36.44570625479919,33.47038879805526,38.864235191614235
99,31.25944187292352,36.76884424188408,33.72685640512979,39.30268747575789
100,31.543261369224034,37.131742213964614,33.91061546841821,39.69379463366181
101,31.77481525743615,37.40552442951814,34.22297426979894,40.08561507782407
102,32.04157764654302,37.63086473344229,34.64362291979264,40.41631427436703
103,32.29516069168125,37.97477499079332,34.892697462634814,40.85013081318483
104,32.548743736819475,38.31381856630518,35.24269677651852,41.23859744805599
105,32.82129624583992,38.68118050482558,35.59960467920122,41.592345393550744
106,33.07896878386963,38.8932941755619,35.87282048439394,41.93447439956823
107,33.38355070927199,39.289289939592415,36.183886774412386,42.32754224494285
108,33.63303848680046,39.631040900894554,36.59199845275128,42.72845485485133
109,33.89858085044203,39.931149294998804,36.79112958212661,43.1996213339357
110,34.1782867744768,40.38366457016217,37.06449502827828,43.58845853776187
111,34.52378902184982,40.84466290080561,37.32899793838499,43.91404936468304
112,34.73946209691682,41.22252910806598,37.6346851105272,44.387209421644414
113,35.00652661449814,41.608532059303236,37.91281511274191,44.77612847795065
114,35.33062119434958,42.06770337372822,38.21591393786977,45.042378867696456
115,35.68109906480123,42.471032137289946,38.443631757961114,45.451167278345025
116,35.936177415892935,42.816920244564564,38.715539622315745,45.81955672958816
117,36.25869736442993,43.217161059954435,38.92260135236204,46.20512920469519
118,36.5247815450722,43.55789654207895,39.15278362036401,46.640270672586205
119,36.83697052242112,43.84184994314523,39.319316058318066,46.99197795666778
120,37.079658724216685,44.12941921110755,39.6161637283531,47.492507012199034
121,37.38423042201715,44.37572007410883,39.884129898570706,47.87032396508743
122,37.66456442730952,44.721018924783095,40.18304240802099,48.431433556664174
123,37.932411352150055,45.129119896750936,40.587535557813155,48.827617243154826
124,38.238531528712485,45.53631426765328,40.87554188526826,49.16813740277213
125,38.52688735254184,45.888724360134184,41.094253566654444,49.64460069885964
126,38.85540986408809,46.25529686760061,41.42626623553683,50.197366113227076
127,39.103244884080226,46.68868980978571,41.75518629725201,50.56973436135097
128,39.36385427834311,47.017765996908665,42.03450244050635,50.96049319614407
129,39.622955507357005,47.306341474794884,42.19535800646003,51.30067274194266
130,39.90961035589369,47.70358151857615,42.4490491434336,51.69302184809749
131,40.194017027191364,48.04313425113112,42.69601325674657,52.05088815640619
132,40.48407532392755,48.326275282471656,42.887509431100426,52.5480319231613
133,40.704658241308344,48.674060150341994,43.2615633963258,52.94832474997385
134,41.0110357908442,48.95447845114667,43.46610777635896,53.298051644850034
135,41.243227314666576,49.31039702363915,43.80657006655255,53.66413096430966
136,41.527598029914344,49.74427726272017,44.039191158003334,54.12841341755499
137,41.85528817964176,49.99135649855662,44.42610311508941,54.53423857385328
138,42.11109065783022,50.40056413469149,44.71761105715908,55.016901528028484
139,42.386221808791994,50.746102970044475,45.03479461577333,55.38458961127343
140,42.61233889811335,51.13725152997172,45.39660090563858,55.79043634693458
141,42.866950330618884,51.42966179339054,45.69077908776805,56.19630028437871
142,43.13365027576031,51.761309569992775,45.88584805093608,56.57412636770779
143,43.38315424871799,52.03809202586781,46.1066659394878,56.97562226159043
144,43.68376373253561,52.3015377055673,46.367474029349786,57.39673151591853
145,43.9181062816257,52.694623512897635,46.60552264017731,57.841771698973886
146,44.14468669397199,53.033945882698866,46.88786124846904,58.29393594268346
147,44.39585498182101,53.34817584428352,47.29632314814848,58.73303738163362
148,44.626358131288654,53.62969870106053,47.53833790194664,59.20237073158809
149,44.88281387964018,54.01147758788733,47.690034962932884,59.552678382431814
150,45.13200468978852,54.4443219953573,47.91194365172551,59.96633596044726
151,45.34699547519194,54.71700109484284,48.07655169618343,60.21261682234338
152,45.60804046622978,54.95591594372265,48.32630917428672,60.64711987792033
153,45.81402509913896,55.23225603332061,48.673166741327705,60.965724002623936
154,46.1572685906693,55.4943714973716,48.989746924666065,61.398739727512215
155,46.4303465204568,55.819444568263826,49.395622770034386,61.840995336379706
156,46.64593992167203,56.10011657113527,49.618862335726746,62.230433647878954
157,46.88232274829368,56.26880874003249,49.85137165344989,62.61504334427313
158,47.11313090758506,56.57748342869691,50.04904641957292,63.0411602498011
159,47.41473391606609,56.97193091813351,50.25769223513924,63.46433077359234
160,47.64916702088505,57.30428813379909,50.55651623695803,63.86955253960482
161,47.93636885728362,57.630275001356836,50.8742249120689,64.22514978954953
