Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta
1082,0.01737365110303705,0.05843540347465705,0.13625716354519918
0,0.986767518909647,0.9822400907346387,15.978316919057075
1083,0.017321919390279036,0.0584302985755407,0.11746674415546147
1,0.98006131266651,0.9592731796274464,15.907334798719024
1084,0.017304230029853634,0.05841857925477577,0.10331029249699544
2,0.9717138524865157,0.9503749668859858,15.756757330459015
1085,0.017494562723284608,0.05840878390589364,0.11459235197446127
1086,0.017367716277140146,0.058394141012741374,0.1109597861805953
3,0.9678154011789409,0.928778706307137,14.194567519443416
4,0.9574103734948733,0.9212891833579391,13.194742386093356
1087,0.01738619132259198,0.05841292362054368,0.14531958299198436
5,0.958552098692742,0.9196334630372931,12.8473847750273
1088,0.017366034298651672,0.0584329992282432,0.09862542995617098
6,0.9560496369852425,0.8945923386762041,13.520883201254827
1089,0.017383414218583217,0.05843342445944304,0.11944935783837854
7,0.94996436017625,0.8817922072039115,13.376870403800444
1090,0.017152320954890745,0.0584336269341881,0.15517986030967212
8,0.9334838543794509,0.8779832521074706,11.701798592547544
1091,0.017157717622450785,0.05842591744619448,0.09923787948217229
9,0.9303285136112107,0.8706317973049655,13.193278474340582
10,0.9175544704257446,0.8702641220818641,11.702945623645288
1092,0.017068704193145316,0.05842874210778236,0.12469572307534597
11,0.9037739264630138,0.8674833962349086,10.198319299731944
1093,0.016969741332464088,0.05843032779830143,0.13106546494225121
12,0.8921431973958802,0.8401530945217252,10.740348725351893
1094,0.016986934223052492,0.05844545065024635,0.12544644771977903
13,0.8909420662637467,0.8136433031884929,10.318537688313318
14,0.891768334287703,0.7964848456193587,9.7263459127796
1095,0.016919964315358065,0.05845485929097353,0.10691963795982562
15,0.8922528520808095,0.7912240153221278,10.845443303087787
1096,0.017151633982249243,0.05844292664265005,0.1331279533313944
1097,0.016912948312111452,0.05845147970238329,0.13581097881603788
1098,0.016809437921889006,0.058461220620752055,0.13118949428621948
16,0.8896635710298033,0.7864348886390113,9.263974280395157
17,0.8796899817378796,0.7870439180479141,7.671996809030837
1099,0.016907508939380467,0.05843714783909498,0.10207897131365543
18,0.8827517045828855,0.7533068983289584,7.81604548520779
1100,0.016900691469382348,0.05844397389608743,0.11464344434915359
1101,0.016764217912587774,0.05844194275772707,0.11665105781600935
19,0.8827513284662845,0.7320406131262718,7.099857075761807
20,0.8819506927819856,0.736024888960668,6.099747698559289
1102,0.016769845975152995,0.05843625264155465,0.13968224151690728
21,0.8712117796900358,0.7355715195928502,6.311954944612839
1103,0.016788657420638668,0.058424960709233045,0.12848419662335786
1104,0.016717266607751278,0.05840221822253239,0.11166680506550375
1105,0.01671232218906433,0.05839128215894544,0.13473176087517486
22,0.8593570321496082,0.7203716810799474,4.5634346129508705
23,0.8641303913385592,0.7308442739612773,4.886487937301622
24,0.8639210981613985,0.7159987103060302,4.0843481246323075
1106,0.016679444184787496,0.05837245737624661,0.1196800914227413
1107,0.016652531478579133,0.05835371640002553,0.12847149713311373
1108,0.016664779772598157,0.05835891154785091,0.12019329269292275
25,0.8616327131822448,0.7179176458367006,5.0141359018521054
1109,0.016551771395656632,0.0583401965669569,0.1200199737797065
26,0.8633792371286383,0.7072815374314327,3.5068905660099348
1110,0.01656710167038541,0.058329337362492864,0.1438120704960544
1111,0.0162936113741118,0.0583188931945912,0.13737558252030083
1112,0.016282723687622548,0.05832165896247389,0.12258589732646148
27,0.8515967680259073,0.7028428682599899,3.660149647710719
28,0.8513527407960393,0.7012895072632805,3.787904103846709
1113,0.016273319052115136,0.058328044575307866,0.12082494489178375
29,0.8493509267666886,0.7030511424427507,4.1164664656154715
1114,0.01600308218426385,0.05830407723644461,0.1249682814174647
30,0.8509855393364478,0.6948269590773123,4.081567399851639
1115,0.015872986717228074,0.058309962133403295,0.1014617830592875
31,0.8259114802388712,0.6934063698587033,3.648586815024296
32,0.8246544774297068,0.6948976887389764,3.4631640286087624
1116,0.01587411782082223,0.058313496588335734,0.09351892971896344
33,0.8236444426281146,0.7035241431522806,3.5996928417013123
1117,0.016066276475706104,0.05830353084359343,0.1411670939649797
1118,0.016069905737993453,0.05830443297460688,0.13243756550062785
34,0.8197615825765172,0.7028034977957847,3.573954095591438
1119,0.01608203720501046,0.05830150987679206,0.09006700906615958
1120,0.01618536036510692,0.058307005522385436,0.13542727847926642
35,0.8184453354332273,0.6982499586297687,4.04642029564789
36,0.8084802732280918,0.6965073203803117,3.4264797787953087
1121,0.016241559369714956,0.05833527325172183,0.112892820171584
37,0.80487924673651,0.6961236874671346,3.839323882824705
38,0.7906822835520805,0.6954922577368998,3.090466113579206
1122,0.016237963391972,0.058322733066013564,0.12548675563114148
1123,0.015750589190555737,0.05833387201392822,0.1402224120977428
1124,0.01574088646051157,0.05834289087402918,0.10528838387030404
39,0.7859229447649453,0.6958608729510315,4.362265004821952
40,0.7787405788402844,0.6909608802862918,2.8101869611708077
1125,0.015713955183860012,0.058347985346681806,0.1451634364986159
41,0.7822880572836908,0.6882733451383419,2.634081031868987
42,0.7755463039885652,0.6889354262289458,3.557335122586489
1126,0.01572644205593227,0.05835626596940226,0.14253250538831658
43,0.7748022567545698,0.6883365987549501,3.39040368096684
1127,0.01571813158342465,0.05836002297826022,0.1313278511474836
44,0.7735606382245956,0.6886472889559417,2.973064307011634
1128,0.015522642076241705,0.05835723482641836,0.12817491889777302
1129,0.015428664961448232,0.05836615259442287,0.12406466175718885
1130,0.015453369160540836,0.058382993914467975,0.08570797087850716
1131,0.01567650030779743,0.05838320645074263,0.11462266184893843
45,0.7721386216388649,0.6883612066461515,3.8270237620269802
1132,0.01566855630583134,0.058389186467864077,0.1546917016093417
46,0.7700560811994146,0.68773192188044,2.960677251120053
1133,0.015686108755731096,0.058386285436657206,0.11032730828774676
47,0.7688593541684748,0.6842131491644549,3.599386097881415
1134,0.01569346088126392,0.05837979439389389,0.13002715146149496
48,0.7705954007865448,0.6853274163564963,3.382498282917819
1135,0.015711994780221495,0.058369171574548795,0.12928839053686306
49,0.7670558005770272,0.6861107558169023,3.2776154491080702
1136,0.015759270944525207,0.058378922248282006,0.10574173448535802
50,0.7641234806544571,0.6860710284553122,2.649050952583137
1137,0.01576026494085764,0.05839005552991332,0.1289830548076733
51,0.7640657336192965,0.6867037539511663,2.4404390763730355
52,0.7637072774360847,0.686080463434345,2.6536865491269825
1138,0.015735104143155557,0.05838653467969783,0.13309720478414297
1139,0.015737148034878197,0.05838661864411138,0.1345322250419077
1140,0.0157423329796923,0.05839087053450328,0.1395536874790173
53,0.7595703141065467,0.686696188260138,3.0444281650186165
54,0.7496260206310922,0.6866839858186019,3.162093041267032
1141,0.015765650538118132,0.058401988757858805,0.18655242314226714
1142,0.01575307298759259,0.05841521084235658,0.13256301813811824
55,0.7548841655817555,0.6868644378237785,3.0750871786920433
1143,0.015736848008119884,0.05838446389936469,0.12768636181665988
56,0.7541832890877005,0.6864042691085496,3.21367834532969
1144,0.01577477051764199,0.058381435805340845,0.13519212245223794
57,0.751008300483831,0.6875186586373425,3.1671842431646207
1145,0.015783746456835467,0.05838522800467202,0.11991828408826584
1146,0.01585735709566901,0.05839246204628993,0.13965114428981865
58,0.7512158084135726,0.6877672940956959,2.7648505674228425
1147,0.015751748588119157,0.05839652450085904,0.12662339187464014
1148,0.01615094030892273,0.05837474886014672,0.13776779416220314
59,0.7463111842081478,0.6864697663818401,3.399943299416138
60,0.7443566624765732,0.6874054322530402,3.719447778703111
61,0.7443472682901924,0.6868587587553374,3.194851521561323
1149,0.016380123426118515,0.05835992390694069,0.08653682301082766
1150,0.01637644417535915,0.05836839699602449,0.12943253479956818
62,0.7445476670659703,0.6859854852717022,3.383970766679801
63,0.7410523454945371,0.6862730545809921,3.401660960407539
1151,0.016292980223127005,0.05841576875412578,0.1087263338570748
