Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit
0,0.3031845126494316,0.33172217464986387
1,0.7358547618586414,0.616301123103282
2,1.1120796116852745,0.9207250032555161
3,1.3855275067032642,1.142554011087248
4,1.6934177472892968,1.3133363645241083
5,1.8596845236836828,1.6034855784643387
6,2.1774797367297554,1.9394024655335174
7,2.3623180584344787,2.2350311374585106
8,2.520737580459751,2.6392435859171917
9,2.8629349491511467,2.900508558344914
10,3.014158016009428,3.199870688295733
11,3.24542395575562,3.3812922191456414
12,3.4735193948454133,3.680252255420207
13,3.628421169449795,3.8311116919609463
14,3.854535694113217,4.0124191652073575
15,4.0714024457324856,4.2085048426876766
16,4.298449930941255,4.27684131823802
17,4.494892507759837,4.36384965750743
18,4.783561068629257,4.454447800261806
19,4.986963737357448,4.584740254129698
20,5.211902824360336,4.6453963091755694
21,5.476701883700449,4.705241680948101
22,5.7384791797223835,4.827374523055366
23,5.854084468670108,4.857293414535504
24,6.001220237551654,4.905821313259096
25,6.0900738157742875,4.940120867444406
26,6.372257372426831,5.046052351281947
27,6.608162098904823,5.123447431956523
28,6.756798220459982,5.195631466208886
29,6.952623624308876,5.273883563791456
30,7.1504901141089405,5.298361278887442
31,7.1956601704769,5.385077805871017
32,7.297539162474237,5.428767676801123
33,7.365497329650964,5.452210071641494
34,7.551858888253081,5.48349427821703
35,7.668959652775598,5.488228175255854
36,7.881586072481353,5.495246858421689
37,7.950622577460059,5.496130676786128
38,8.159650045729046,5.510857907859401
39,8.305241981526544,5.520507273904155
40,8.438969587423415,5.523675878395606
41,8.663004188209046,5.569794323661978
42,8.796722126305266,5.630830394472513
43,9.0476480988225,5.633998998963965
44,9.125827510005081,5.641361650119495
45,9.345182445168955,5.647074365535513
46,9.471584508507599,5.654032773860747
47,9.625357976208495,5.6604528085025505
48,9.722623613115946,5.666872843144355
49,9.889195368383955,5.669157629271367
50,10.092040159274172,5.67144241539838
51,10.142229282521363,5.6737272015253915
52,10.28451831532041,5.676011987652403
53,10.443712186254434,5.678296773779416
54,10.540245214690485,5.697287448596514
55,10.857938160728294,5.711710044359816
56,11.100193246996794,5.735509904844745
57,11.243613151883837,5.737794690971758
58,11.43319514354007,5.74007947709877
59,11.572790681202337,5.743248081590222
60,11.726259651205693,5.746416686081673
61,11.919222300920389,5.749585290573124
62,11.995738830883894,5.751870076700137
63,12.211521352913127,5.754154862827149
64,12.30394313313867,5.756439648954162
65,12.481578537443685,5.759608253445613
66,12.51934468121418,5.762776857937064
67,12.640794346061218,5.765945462428516
68,12.766944207222027,5.772964145594352
69,12.904113199673066,5.781044155714513
70,12.987916831818307,5.788062838880348
71,13.126445672137843,5.7912314433718
72,13.27860225211036,5.794400047863252
73,13.41756543697162,5.797568652354704
74,13.52841297578082,5.800737256846155
75,13.695271426394598,5.803905861337606
76,13.766915899762333,5.807074465829058
77,13.938261381351902,5.810243070320509
78,13.979455454411399,5.864648930474944
79,14.077373642491503,5.895333981639597
80,14.232440376526085,5.898502586131049
81,14.426503407879292,5.916802135661853
82,14.597730925953178,5.919970740153305
83,14.667175322816458,5.923139344644756
84,14.81426097924259,5.926307949136207
85,14.867655884542097,5.9294765536276595
86,15.03012516027141,5.932645158119111
