Time(Iteration),EpsilonGreedyLinearBandit
0,1.0625841473970727
1,1.9497030159433801
2,2.8122011011669583
3,3.6431763473860763
4,3.970794682100349
5,4.207836031527383
6,4.650547156370328
7,5.104663408350305
8,5.661834588790066
9,5.879981311254063
10,6.326781884899417
11,6.7374028047387995
12,7.135346923172496
13,7.580207697207172
14,8.110448105727055
15,8.232229630377589
16,8.357862815774416
17,9.20921156534488
18,9.50688729958737
19,9.958737153859992
20,10.437101880176847
21,10.619599320480088
22,10.903668452925363
23,11.245964298413336
24,11.963375107720811
25,12.236375431043252
26,12.419584035102588
27,12.515213295228133
28,12.611664132043746
29,13.05210396387157
30,13.346244605046039
31,13.739877406558609
32,14.068128234502169
33,14.49220332345177
34,14.71879363708209
35,15.000593614444858
36,15.510551080552386
37,15.87625649781225
38,16.126919796850437
39,16.59641481434914
40,16.71852583454439
41,16.754030058952242
42,16.93049865661071
43,17.073079728345597
44,17.191366276889486
45,17.5452539396401
46,17.70393434286499
47,17.920397227795206
48,17.950484122565307
49,18.350152448556578
50,18.350152448556578
51,18.76109408275647
52,18.818515082831276
53,19.508903096544977
54,19.56895996489407
55,19.789978742373258
56,20.13962363359569
57,20.43226949391011
58,20.77941225173709
59,20.931597800215734
60,21.096349529098312
61,21.33660093075775
62,21.600241492202194
63,21.924549477899724
64,22.120551213629675
65,22.52044681373354
66,22.90877967856086
67,23.092911979979633
68,23.34147301340357
69,23.391006405332664
70,23.391006405332664
71,23.391006405332664
72,23.449141710266364
73,23.449141710266364
74,23.57856783536284
75,23.716421689385065
76,24.078627776199006
77,24.156752017717288
78,24.183051134398625
79,24.32072265506909
80,24.32072265506909
81,24.61135258575122
82,24.63434811201622
83,24.747094821911332
84,24.768917169417286
85,24.955198171174082
86,25.184130441096432
87,25.410483924040026
88,25.622212151550492
89,25.82715050210529
90,26.091440455153837
91,26.272400256342667
92,26.40075952981608
93,26.513420785576244
94,26.759766649804924
95,26.759766649804924
96,26.95149151827086
97,27.10606343287342
98,27.2456488315491
99,27.82370156648908
100,27.98194423820962
101,28.314043482645957
102,28.33089903137788
103,28.33997756072936
104,28.532657416760582
105,28.749369580933468
106,28.90723960680275
107,28.90723960680275
108,29.07500746598734
109,29.304186143294327
110,29.304186143294327
111,29.555832499452254
112,29.771136351880568
113,30.171034413201813
114,30.586420635116003
115,30.729144936361177
116,30.924093456952676
117,30.986902637900688
118,31.2173468479652
119,31.25897197805829
120,31.332105248605796
121,31.723004661721962
122,32.10222037674338
123,32.58339514219129
124,32.750400599307866
125,33.12871381504999
126,33.26466906564305
127,33.40775449870404
128,33.40775449870404
129,33.47404089377922
130,33.542554058540546
131,33.604103059566285
132,33.604103059566285
133,33.88165782121351
134,34.07154221182476
135,34.22234698438239
136,34.35518799474485
137,34.4686781963995
138,34.76820732851046
139,34.95274460184319
140,35.232737772480704
141,35.255740126677566
142,35.41637626730199
143,35.64678621474126
144,35.78647306595819
145,36.28584998102606
146,36.294928510377545
147,36.425446910234214
148,36.55596531009088
149,36.586052204860984
150,36.84541342509838
151,36.99174304114707
152,37.059317927609264
153,37.059317927609264
154,37.059317927609264
155,37.34260453528542
156,37.58605842606391
157,37.67534717533595
158,37.923637720046834
159,37.97025356125941
160,38.04688061678339
161,38.246573903717575
162,38.35023185604915
163,38.35662728905549
164,38.45784923696432
165,38.5592517155628
166,38.707789786176654
167,38.831768587239544
168,38.903290100045346
169,38.926285626310346
170,38.94618930998534
171,39.19573305920594
172,39.52936754315828
173,39.62752244004086
174,39.693808835116045
175,39.80932575827605
176,40.08214021514311
177,40.14527832740286
178,40.275658788880364
179,40.32107331978678
180,40.32107331978678
181,40.33554767356334
182,40.33554767356334
183,40.75093578540209
184,40.90749702976734
185,40.95585201267295
186,41.12651887341291
187,41.38946924494776
188,41.83011424618822
189,42.109744768527456
190,42.631288183291694
191,42.697574578366876
192,42.845876162669924
193,43.02777176337381
194,43.060366795132516
195,43.34691084160628
196,43.675735507912364
197,43.807035975255374
198,43.999312151415175
199,44.24621053121241
200,44.45446781571567
201,44.61102906008092
202,44.865344247934175
203,44.90922022301385
204,45.10138966255454
205,45.21081858274949
206,45.4597790810401
207,45.69872197676611
208,45.707800506117586
209,45.98578829775259
210,46.025819424292635
211,46.17051396982434
212,46.43884608917085
213,46.56069360236161
214,46.56069360236161
215,46.69507336312252
216,46.90857799595242
217,46.90857799595242
218,47.056129677564044
219,47.29988070343949
220,47.51691827069037
221,47.62465238516911
222,47.7706270563364
223,47.81480949531637
224,48.10376402695606
225,48.27244747099871
226,48.50682558926709
227,48.67015635630847
228,48.78364655796312
229,48.78364655796312
230,48.98971087965058
231,49.297147817211275
232,49.31305043520837
233,49.7767800060069
234,49.7767800060069
235,49.78163850409253
236,49.891801165633886
237,50.032359009955826
238,50.246483878329435
239,50.70310637352203
240,50.98896625371371
241,51.13281881579
242,51.21208083243787
243,51.45417951505183
244,51.65045426930642
245,51.70090662252964
246,51.84757032316802
247,52.24490420148892
248,52.37928396224983
249,52.460632231849594
250,52.67045131884474
251,52.91751199949181
252,53.01280169965936
253,53.15047322032983
254,53.44276724003464
255,53.44276724003464
256,53.81025366056447
257,53.91855860164249
258,53.91855860164249
259,54.01564156969577
260,54.1886347760086
261,54.453621007863454
262,54.453621007863454
263,54.61241233538741
