Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,newTS
0,0.3855542844195238,0.4148502675174092,0.4694636278713042,0.4500856307925651
1,0.8096946730257326,0.866854481823275,0.8226282923571281,0.9247869771381373
2,1.168148384022516,1.2928585797039414,1.2241464675838665,1.396699090837874
3,1.4758471104645103,1.6596336949387513,1.6469125328248526,1.8393607641764007
4,1.7406177064755586,1.9740148953986854,2.100664288722146,2.2572701177603527
5,2.071092949243776,2.4818792095299496,2.4802865681422146,2.6596887721266733
6,2.337580939253385,2.86491317328912,2.9685487790791876,3.091110745262071
7,2.6609840182288744,3.275592439800149,3.3616616275938123,3.4652241975452958
8,2.8956645856813332,3.715363338429397,3.852763534820604,3.959122388570195
9,3.1598401294072613,4.195035302287669,4.14063215700869,4.3258949423968165
10,3.3498551490065567,4.530714047459984,4.58906800669539,4.753860315062473
11,3.6734407401776807,4.9159827855416465,5.166057347334814,5.08633997688817
12,3.9745156212847106,5.417546839925854,5.541699698062277,5.524678841546082
13,4.163900501830894,5.931769945475553,5.8522961026951785,5.936409716926271
14,4.478533603714394,6.3075420561188675,6.188871224461573,6.2522651353052305
15,4.730389264400193,6.7707152244840305,6.480545182092689,6.641516114755754
16,4.982261318248403,7.22710817433528,6.909279343789109,7.039091824607941
17,5.163692268290541,7.61033357293528,7.194492266326884,7.439119764775263
18,5.486192380992196,8.024042922130292,7.697374598127925,7.835994790603733
19,5.790671026923141,8.411379230157834,8.122944746680451,8.168640323263478
20,6.07065149555744,8.891189648914438,8.643671217497454,8.38588951548935
21,6.314293526799187,9.284370315785383,9.030596763092237,8.832643965736937
22,6.469547767434148,9.681680843086404,9.36091579511565,9.299310049272403
23,6.651382782896603,10.103849767064556,9.851591444669292,9.796894149141128
24,6.751645768532464,10.342152939376096,10.299396099062902,10.345986496613962
25,6.95582385524561,10.374678360512837,10.62591490993148,10.727367815388309
26,7.170973580498123,10.547133115626648,10.93658574617422,11.114100661892346
27,7.339400402924537,10.764071079981573,11.226678281156591,11.545188366846409
28,7.534443231309846,11.007188520042126,11.501126823557371,11.897000043159553
29,7.600594176090782,11.262153984756326,11.847625308534042,12.349037447091074
30,7.775989459337369,11.50272225098373,12.209765269685128,12.629690821427392
31,7.960000550041771,11.785948913670474,12.516282474610863,13.079282531681809
32,8.129449440319068,12.084485208147955,12.750501451954873,13.36089192448988
33,8.389113962498163,12.46399321701417,13.090890486657084,13.776268627809538
34,8.633782442451917,12.810639215776272,13.394156876833204,14.19370425601036
35,8.783102243772909,13.181516074377873,13.714989429327929,14.59183544270112
36,9.001476082356593,13.569207928664676,14.151183328873554,14.992069801290693
37,9.181628691245049,13.931354321062866,14.631277178338696,15.329375385337741
38,9.434438097560964,14.335849085184112,15.057845390295629,15.74884428744772
39,9.545814189091969,14.780310445129402,15.442177317672613,16.204642832460703
40,9.599238279454443,15.249306265145316,15.802262941588893,16.675766116469212
