Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,1.3552524471031726,1.3552524471031726,1.3552524471031726
1,2.710504894206345,2.710504894206345,2.1598188496081576
2,2.710504894206345,2.710504894206345,2.1598188496081576
3,2.710504894206345,4.065757341309518,3.51507129671133
4,2.710504894206345,5.421009788412691,3.51507129671133
5,2.710504894206345,6.2255761909176766,4.319637699216315
6,2.710504894206345,7.030142593422662,5.674890146319488
7,3.51507129671133,7.030142593422662,5.674890146319488
8,3.51507129671133,7.030142593422662,5.674890146319488
9,3.51507129671133,7.834708995927647,5.674890146319488
