Time(Iteration),EpsilonGreedyLinearBanditTheta,UpperConfidenceBoundLinearBanditTheta,ThompsonSamplingLinearBanditTheta,HEHEHEHHETheta
47,0.721672556438864,0.62697172342655,4.385462166663048,0.647661272086731
48,0.7202289280828291,0.6284301016222409,3.7037531626971885,0.6490736470503875
49,0.7179519548706429,0.6285847490477561,3.198083063880667,0.6432096661646349
50,0.713100667952838,0.6300330223565502,4.443674359109695,0.6372436534014079
51,0.7171300227775809,0.629952728084423,3.0481115890837924,0.6351686844181322
52,0.713292829410631,0.6301511880237355,4.178003693627861,0.6279549081569973
53,0.7103846485939928,0.6309539111791864,3.3921044775719147,0.6258090037577368
54,0.7124930009375154,0.6303444252718702,4.019726180329689,0.6239541105553503
55,0.7127789461422606,0.6307706117855358,4.4609685309888745,0.6149171857967205
56,0.712865751858698,0.6298171180335072,4.4773675108763955,0.6167719659157475
57,0.7138774516151006,0.629419333621483,4.527513360381596,0.6177623343249892
58,0.7138390820534466,0.6291946077171977,3.4653961241424645,0.6077127772881423
59,0.7141712662094952,0.629949809907353,3.807773650548069,0.6044836914629009
60,0.712948374026574,0.6309666845289732,4.668829418328446,0.6040209417583278
61,0.7132358448519709,0.6304572974372344,4.361244524452281,0.6074092419288035
62,0.7056504954934206,0.6316801336405331,3.7481232489706273,0.6024117420606945
63,0.6861274524858236,0.6313905246737643,4.5071120318436275,0.6070043536507828
64,0.6862714387836548,0.6298777610584229,2.7579292195791494,0.6028068404154133
65,0.6864886759502559,0.6276268049208426,3.977592608146908,0.6101218314074627
66,0.6869388852263907,0.6256222928112668,3.243810061998589,0.6052917053491587
67,0.6871624985028754,0.6254130802623905,3.6638603722636964,0.59472736786517
68,0.6861087894277385,0.6259910652667563,3.452730468211351,0.5996074104017948
69,0.6786123966818798,0.6285279063499036,3.4182164863712465,0.6015661657821292
70,0.679201221257989,0.628307073147945,3.9431045250697956,0.5989930182001973
71,0.6726419794890481,0.6285002914422713,3.6367135824928973,0.5903078417005505
72,0.6709627409032524,0.6290792885533573,3.6539770486276018,0.593111374015788
73,0.6698397929480413,0.628530699003725,4.09099418835747,0.5949235332956877
74,0.6712483054515475,0.6287926531052148,3.8111589926007974,0.5929822523015575
75,0.6712613241620445,0.6287820380604277,3.7250521566274593,0.5907290118702156
76,0.675626671036902,0.6297256337356629,4.166098356568577,0.5873286813047734
77,0.6756256815412099,0.6304257495638252,3.9502188650839805,0.5790802373873232
78,0.6744701560345415,0.630106278775611,4.078639571084122,0.5792377269574642
79,0.6746302244647991,0.6309884673117834,2.6063701979043468,0.5675477432930484
80,0.6741665597012452,0.632048469732476,3.2203375242627557,0.5691104125445581
81,0.6741346168100921,0.6323509027520153,3.3124441637025854,0.5688491797335502
82,0.6761226104578563,0.6332038024160128,3.5540103811676618,0.564108922936075
83,0.6755305861892775,0.6338347799007974,2.988079034090876,0.5542937811086714
84,0.6744673104441014,0.6337576166843212,3.376831053078482,0.5502722627141109
85,0.6759166338526105,0.6337569176207053,3.878462569754446,0.5489625231223613
86,0.6712270460006267,0.6336151566799268,3.3966532092638753,0.5455136135407616
87,0.6711625161695458,0.6335840064125352,4.150274694401915,0.5354769966364004
88,0.6664622286563917,0.6340817735525895,4.191940378859738,0.5365093466233934
89,0.6723297146419249,0.6343414281434698,4.202772201815277,0.537966525358268
90,0.6722219228211419,0.6344315164348889,2.9666057594742603,0.5388020550954824
91,0.6651428021163704,0.6345095605073225,3.5631937414306676,0.5390820374070346
92,0.6580050962514303,0.6338728526929539,3.35905372173402,0.5355823237847903
93,0.6583392358034564,0.6342390863717567,3.55102714864969,0.5377709077858112
94,0.6578311436129572,0.6341717230768811,3.170695761057035,0.5355617763752119
95,0.6553460391318999,0.634124050155064,4.680462904903221,0.5351782570432709
96,0.6547478468970226,0.6386468936355463,4.227978701535726,0.5331893736032554
97,0.6547792177069047,0.6348195495799567,3.1339700031896505,0.5347106294728273
98,0.650657813881478,0.634740177415318,3.5246418570755735,0.5383527251025695
99,0.6500917467264294,0.6351726741354703,4.439303888242873,0.5350899456819527
100,0.6443780335891851,0.6348503187244731,4.0663101991768285,0.5353394824075022
101,0.644574127253736,0.6349987189648858,4.655570468402368,0.5358379330791809
102,0.6428103410738931,0.6348220215240611,4.042956567261817,0.5355764354183971
103,0.6427998335878834,0.634746883854106,3.1679719495801932,0.5336863622138686
104,0.6437256875859613,0.6347330482620042,3.494074346631556,0.5360647576991535
105,0.6432052684457958,0.6348560245329945,4.1260982414391005,0.5365508474579607
106,0.6438263817536476,0.6348989670912272,3.25075637952859,0.5369343314427385
107,0.643001426371996,0.635108120348355,3.9259351887832024,0.5342506963591579
108,0.6426746394657512,0.635091257678167,5.145223738382193,0.533591360957282
109,0.6452677608160861,0.6353317195418724,4.185812829134006,0.5261380039595236
110,0.6381090445018852,0.6351777374442189,4.3046594122497766,0.5285796344819218
111,0.6329582956821586,0.6351683077623969,3.945769434774109,0.5210602290886962
112,0.6333121590256919,0.6350914984285404,3.280351012863408,0.5186649740750411
113,0.6334587340481768,0.6348125524425624,3.106921384865319,0.5178259277744621
114,0.6337824855848796,0.6352675563575616,3.617202085552363,0.5186640713173507
115,0.629984973217924,0.6353885109913524,3.6812313176090385,0.5187824497117935
116,0.6264701588793457,0.6369187745698384,3.021211813643287,0.5215300467391603
117,0.6268056080238342,0.6370162589605189,3.679325259713869,0.5243005647480239
118,0.6265099658673036,0.6370573007997897,3.6444181359451613,0.5216290678882218
119,0.6256930520390034,0.6367737540458414,3.668751049406377,0.5226637600049943
120,0.6254710374470024,0.6370114853681013,2.901700948559595,0.5244037052873025
121,0.6254473245545634,0.6372069456811941,3.156970636130248,0.5178954322464348
122,0.6372691810999462,0.6372442183299596,3.5073105691254076,0.5179161735279822
123,0.6358404094748377,0.6372992796605336,3.497350196222989,0.5181301216211059
124,0.6360486150771976,0.6373398031299542,3.719411474455889,0.5133209313717616
125,0.6359322866617187,0.6370239925080275,3.1330003830762996,0.5134014355797921
126,0.6358933409725946,0.6372945859598308,3.9586187180082524,0.5181191967678906
127,0.6351898872312894,0.637467454428909,3.288548141702364,0.5158782347448605
128,0.6500100381372794,0.6375759425576742,3.2423498077974715,0.5210153634084292
129,0.6506253778508905,0.6374136235377682,3.559341026608847,0.5201917322841141
130,0.654845697997449,0.6373887191239064,3.4552608639651012,0.5184015464827949
131,0.6568136526707503,0.637502069367905,4.718589705353847,0.5197911078704285
132,0.6565394965544122,0.6374577384844117,2.8178907918179315,0.515900088167389
133,0.6582601892307222,0.6386569924248015,3.4408648140806037,0.5158518575375248
134,0.6528144751266639,0.6357784416296972,5.657480537038547,0.5155495934307014
135,0.652662562275242,0.6356367057090391,4.03330202755442,0.5189195177754362
136,0.6501377014531048,0.6357393767413032,3.5114669188144076,0.5177820346290206
137,0.6504668715178041,0.6355872545695871,3.8324922619661956,0.5171477412674832
138,0.6502868504330653,0.6355371650344348,4.278528949274959,0.5154256826445017
139,0.651807118236106,0.6355744299103265,3.260137383813241,0.5126018128045866
140,0.6504657265292269,0.6351961292379829,3.9830040685001413,0.5103716679866663
141,0.6506110761688723,0.6347354260622737,4.012971457448885,0.5100387905292469
142,0.6487251851157555,0.6346118335624155,4.189716347882628,0.5077316142864761
143,0.6478873911630033,0.6349126610338447,4.21478435647878,0.508619538109105
144,0.647740400688862,0.6345562856740059,4.310589804778241,0.5057854630977506
145,0.647672605098126,0.6336878104845856,4.325880074135517,0.5063670869102619
146,0.6507750324177504,0.6335694790192808,3.222350736449253,0.5060337767500732
147,0.650814791549785,0.6336010603353692,3.6322660442702066,0.5076330097388079
148,0.6497410947464424,0.6333066837611063,3.5502326339114147,0.5065206702921394
149,0.6519517249562128,0.6328946243100265,2.7230362027933808,0.5068265673480018
150,0.6521688417481191,0.6329035887724905,3.31660363323111,0.5043946027249946
151,0.6526324025279909,0.632506524110115,3.7319783312523342,0.5054601625988429
152,0.6527193286094826,0.6325041063127808,3.955001343089708,0.507625894019995
153,0.6505720098850017,0.6324699134748257,3.3762785178479526,0.507675416983815
154,0.650599201264281,0.6321610844861852,2.9928638369322913,0.5068653841151805
155,0.6493958936563949,0.6321156316933532,3.4141408739477663,0.5069666231593486
156,0.6366905807708376,0.632086691023285,3.8823124726173353,0.506811136447484
157,0.6398319300501244,0.6317298993540312,3.606990729330061,0.5056840822326694
158,0.6368610170768408,0.6317676405605723,3.7031214720014005,0.5051599239942481
159,0.6350275232750207,0.6317597215647749,3.525920946718589,0.5039758292313047
160,0.6336446231369394,0.6318002851650294,4.057539652736986,0.5059956870188831
161,0.6339822428465929,0.6315211533952612,3.498807748660643,0.5003768693205005
162,0.634123735326924,0.6308943912503334,3.7777811158483616,0.5040420166074311
163,0.6343411122532119,0.6310304677999125,3.3587366535253382,0.5003290703413408
164,0.6342193685486278,0.6309308346715516,3.3163674746030387,0.4982120965760936
165,0.6343284015832943,0.630952764265384,4.388086224050105,0.49804548099273854
166,0.625653617774045,0.6309876080765424,4.640403101843313,0.4984685636719951
167,0.6286010289270585,0.6310364622934915,3.520752268664509,0.5017836707088932
168,0.6280840980755309,0.6306813609552304,4.141531772827419,0.49988468201253566
169,0.6314495884984376,0.6304100686075463,3.4536620953155883,0.49720606560030145
170,0.6321640699972121,0.6302032128704239,3.1407338965667413,0.4973835973491726
171,0.6360803557473416,0.6298955584094458,4.760774278947437,0.4957946592286473
172,0.6354714758295306,0.6296228318155299,3.4927367984341418,0.49475098971679976
173,0.6358093132980558,0.6293259749666374,4.134508658036248,0.49318142358993
174,0.6353286122319457,0.6292241970596207,4.142744467840438,0.4934587585754242
175,0.6355691564808631,0.6285816447688067,3.1677092777132154,0.49557344016404786
176,0.6348942245156294,0.628515978240784,3.3037743033089497,0.4933539514449822
177,0.6343314474418511,0.6286350925349881,3.4920840392978065,0.4937798573150487
178,0.6327771258263318,0.6286086224390067,3.031036683581791,0.4931170611901141
179,0.6263604589255467,0.6287119416693917,3.3241695937761713,0.49499549675930493
180,0.6244777623910578,0.6285659289627679,3.6914650422730575,0.49630208739490705
181,0.6244848394596962,0.628736178087876,3.0110978729040943,0.4928180480292698
182,0.6245760084717588,0.6288226449232781,4.988107849170951,0.49208524318516356
183,0.624553024094852,0.6287205979577448,3.4374059490182787,0.4891077886812988
184,0.6271522168900276,0.6287079198095163,3.3643394176060673,0.49029055125624693
185,0.6272299539965209,0.6288739120177353,3.48104888848773,0.48885668056557313
186,0.6272592759588815,0.6288901951905098,3.506408660564447,0.49593074995792197
187,0.6281381516913486,0.6288556349111069,3.5898276699534213,0.496196382761696
188,0.6284682440213172,0.6288284396964355,4.175521171010746,0.49461340765897255
189,0.6332190700732342,0.628908171085931,3.2503613014201944,0.496736517241333
190,0.6349666635152661,0.6288589609425248,4.513679300608006,0.4976902520136054
191,0.6344200124788532,0.6288872943539141,4.4127983997336635,0.48971649549498186
192,0.6301045692899527,0.6287856828399152,3.1078881190885115,0.48109615307098547
193,0.6301881215747536,0.6287998827165178,3.18489519022765,0.47972470917987264
194,0.6274794072711428,0.6289318971394312,3.3538291414223522,0.48087138431274346
195,0.627228985259946,0.6290214430025393,3.3165841639401856,0.4790319803257753
196,0.6286896619281099,0.6289578602352056,3.985900531058486,0.4775711720982893
197,0.6283185063234079,0.6288532348662006,3.160435479378008,0.4761575233310594
198,0.6270552300503294,0.6287907347211981,4.287888027929929,0.47535617716870304
199,0.6282488627007035,0.6286526610092039,3.0387402052438297,0.47538698571200877
200,0.6284807596846245,0.6285917344590637,3.1414576611076153,0.47675897954081126
201,0.6278581667388117,0.6285531913376055,3.293086483522461,0.47377920465498213
202,0.6302156159447881,0.6286325265937764,3.1793436011803067,0.47183514840698787
203,0.6270529227408579,0.6287608933543282,3.5670544653079377,0.47272376638544794
204,0.6264539526119943,0.6287891660987299,4.890755975781535,0.47338295165990213
205,0.6252829053213712,0.6288896708367943,2.800749934917257,0.46760671827604094
206,0.6283457458787015,0.6288555529841106,3.7695884445936683,0.4669507660921884
207,0.6287451904198009,0.6287775886589922,4.277292492607991,0.46748983324184507
208,0.6286150341742331,0.628730728891206,3.774812555878318,0.46671632627336496
209,0.6286149815400432,0.6286867687294125,4.0487008801107125,0.46920171600922933
210,0.6262919616955991,0.6285515538762219,3.3187845985579956,0.46535661509102155
211,0.6272536062395371,0.6307218003708225,4.155308854612947,0.464029568461459
212,0.6263658638872366,0.6307786650057081,3.5757941964193463,0.4665805693457673
213,0.623462354362934,0.6283318477860099,3.6501664899663036,0.465130497834968
214,0.6235749063851922,0.6290984091362096,3.845956312315315,0.4651707425079582
215,0.6233733571571458,0.629164645253853,5.016815755620491,0.4660317379774369
216,0.6158602825259463,0.6290055152896802,4.098854390516584,0.4626840077169785
217,0.6161280265812232,0.6281351584076141,3.8010109125792573,0.4614119585283684
218,0.6149704264074078,0.6282264407072111,3.1487655181978873,0.46154332342013726
219,0.6145784545752702,0.6280767911011971,4.066087501444642,0.4628880183254459
220,0.6146116018584453,0.6281124925764803,3.5465995882890846,0.46106987165594254
221,0.6142327520229504,0.6281452015547141,2.9695220722850126,0.4598116486674934
222,0.613986539947133,0.6281051092249353,3.430261673073131,0.46057786209684803
223,0.6121497094066438,0.6282114145451916,3.8821405779277334,0.46204846835181146
224,0.6138524419622825,0.6283362142562747,3.4009040063335254,0.46439778662525766
225,0.6060280455399286,0.628262377060443,3.462707023779385,0.46526412880836265
226,0.6047721042307448,0.6282341119118183,3.1321571523295484,0.4711100997333255
227,0.6055612731712936,0.6281869871748466,3.839982347072733,0.45932377309502315
228,0.6058172956699701,0.6284142424158998,3.2508578649759463,0.45729445057546
229,0.6061629309315154,0.6284304988208507,3.0206557184451013,0.455899949897801
230,0.6078733803969966,0.6285017929291709,3.099050433019344,0.45906514838250667
231,0.6042086799208072,0.6285670078383394,3.093089290370826,0.4637425519511164
232,0.6035065538950503,0.6286468561822568,3.578209380080923,0.4644054688601701
233,0.6025312241357742,0.6285012107248017,3.8289037676080944,0.46520764199154707
234,0.6020728790741584,0.6285394230774444,3.3070430437900797,0.46558683698856357
235,0.6023312884971175,0.6284752741161124,3.2594747917193074,0.46454579121509443
236,0.6021028519804807,0.6284421457891769,3.8106873680430247,0.46585697960430766
237,0.6010812688550834,0.6283687152974622,3.772492784425527,0.46615864499051585
238,0.6011036697027363,0.6282166132569069,4.416356323489649,0.46447687765473517
239,0.6013143627112003,0.6282072597737544,3.4913533762231443,0.46368034136953395
240,0.6013209124093415,0.6280556709237028,3.2318948286009936,0.46746559555498984
241,0.6005178284482494,0.6281155588075144,3.769331459013981,0.46987699667456695
242,0.6001877001471463,0.6281832414721236,4.313972357967865,0.4709390971884296
243,0.6003901007717647,0.6281515638989492,3.3084265203150656,0.47206257395384676
244,0.6003320308042047,0.6281282831395522,3.069559431928697,0.47357495839026764
245,0.5980818004665176,0.628128864041558,3.8396818571180185,0.4738834479598292
246,0.5980870945347471,0.6281116181153615,4.366136428092917,0.47374759332857463
247,0.5955584165151901,0.6280585905487891,3.4877951946019756,0.4747588608012296
248,0.5954130178134883,0.6280494495043095,3.2737217919016515,0.4759826437965171
249,0.595625123216373,0.6277801744710917,2.990018214391848,0.4753070834013231
250,0.5950249608293279,0.6277746877248036,3.618145113087621,0.4743064296069723
251,0.5910231541406749,0.6277213615225381,3.3283520014921613,0.47633219123945725
252,0.5910687346783244,0.627692751820214,4.210528874825809,0.47514250029067046
253,0.5908567408566665,0.627664968168858,3.132987269732758,0.4750155713234716
254,0.5898657570597141,0.6277364515819953,3.087828936251939,0.4729266538198133
255,0.589953704900758,0.6277306134762914,3.610558617222135,0.47446564957490944
256,0.5899649648112788,0.6276354738463745,4.036760481908913,0.4763200157487285
257,0.5891521274914002,0.6276559579851182,2.857629631590947,0.475899578783295
258,0.5912480347282816,0.6274340403492652,2.976024647737526,0.4749450798724869
259,0.5912947905314632,0.6271845954238305,2.731948468538576,0.4754516605766256
260,0.591595890420534,0.627429647817297,3.735842569479382,0.47415308392213584
261,0.5915841082240048,0.6275526903955083,3.888288839172484,0.47330938260199734
262,0.5916402962669299,0.6275315094583833,3.734696055181915,0.4737238865478931
263,0.591885243386924,0.6274547905908275,3.882239109728495,0.4716198077210903
264,0.5909976169949186,0.6275231846410737,3.0565161852232783,0.47354159275115026
265,0.5914830596763678,0.6275282817968875,3.1438247222322353,0.4716310370595904
266,0.5916983368568868,0.6275218273086282,5.047691181713135,0.4724774911701501
267,0.5933562234990621,0.6275512042525022,3.370897411936821,0.4749488132541669
268,0.5935983227679164,0.6275756543125997,4.181242451614826,0.4762742037920858
269,0.5927405913363806,0.6276176606604122,2.9198595352606636,0.46920320675637683
270,0.5942422396832048,0.6276100766611853,3.3284582235239157,0.46791727785416626
271,0.5930622207804422,0.6276483624916495,3.474410209348713,0.466995824862834
272,0.5935341593456271,0.6276327504907627,4.02345147592618,0.4681235090499839
273,0.5938928986219298,0.6276703670811716,2.701029247624623,0.4669314176898919
274,0.5939187888800944,0.6276311447726034,4.004665505502728,0.46701545695695695
275,0.5948948284205906,0.6277030244811964,3.690083878965905,0.46826714693571886
276,0.5950334713495609,0.6276645520866173,3.942655455862616,0.464990736157363
277,0.5951043377611536,0.6275584366086054,4.02584114873987,0.46644734094064344
278,0.5950586354798533,0.6274996559628987,3.7241226243657017,0.46636204790768304
279,0.5950514249062296,0.6275075448937366,3.089059427894317,0.46738969742864267
280,0.5951575265336609,0.6275846292717816,3.661690294756255,0.4642325688815435
281,0.59328595339703,0.6276180717309519,3.6544778672363947,0.4646674157757141
282,0.5932633704161707,0.6276239717794586,3.5480795780024996,0.46279825734664487
283,0.5933727448509801,0.6275614356939323,3.759065384666294,0.4652260431189684
284,0.5941940814706975,0.6275474405728436,4.12011459958108,0.4646877600145613
285,0.5904287979964257,0.6276610721298463,3.3795581225344575,0.4625045756773482
286,0.5896598940865163,0.6276978224881885,3.2807429807082373,0.4628505726069738
287,0.5881252816480664,0.6276809653349827,4.180988281689229,0.4638102042472794
288,0.5884888810974529,0.6277132886703435,4.748707263765036,0.4657876955862636
289,0.5868703478475913,0.6276710660872725,4.0871736956021625,0.4660997147298177
290,0.5868673247540206,0.6276698697654464,3.549579283216441,0.46888893039647545
291,0.5868553288923064,0.6277080359363234,3.414837601235594,0.4709895359759463
292,0.5862279878230005,0.6276953892537575,3.6156951988009274,0.4703454010386783
293,0.5806215533843136,0.6276252277068648,3.517939786871326,0.47124246970483463
294,0.5810231231264316,0.6276627784766992,3.7145067035403003,0.4691018147695039
295,0.581034046139674,0.6276632726993825,3.5415250229827806,0.469869885745876
296,0.5834214555394337,0.6276535331812563,3.9389656025732145,0.4684667763869449
297,0.5819956037472822,0.6275775186091213,3.008123845634608,0.46597057547891774
298,0.5819553182927013,0.6275225837236043,4.61186129948167,0.4706237289373151
299,0.58227491763551,0.6275451408636986,3.5215966807791808,0.47118024269640035
300,0.579729098676969,0.6275043865274952,3.850873842714325,0.4624449121124504
301,0.5805767786460907,0.6270231809851927,3.756929027333446,0.4600168953373044
302,0.5789655361999587,0.6268055638981198,3.2056889796766526,0.46291365184496397
303,0.574994848386803,0.6266814855767902,3.678943783748256,0.4650026925492636
304,0.5762517982217826,0.6270041340464824,3.7165557531805566,0.46522362868206235
305,0.5778247227980705,0.6270232387903804,4.294388699651268,0.4640775263063137
306,0.5779295092764711,0.6271153999657831,4.002816324008344,0.4650772032391403
307,0.5775738499657527,0.6271143459933555,3.128073040027826,0.46261978244844243
308,0.5775558359370392,0.6275582052106682,3.0850921753839935,0.46218113769270275
309,0.5775577117662477,0.6275798872364178,3.6899944564976437,0.46143501295526484
310,0.5808095910001738,0.6275826840270504,4.138381025123088,0.46347971782948116
311,0.5803467354159657,0.6275607468601395,4.211094584216442,0.46273563427475983
312,0.5804095451904197,0.6275102911301138,3.689109491249269,0.4640380565537268
313,0.5808162655260842,0.627435546402142,2.8692015419314028,0.464149434064674
314,0.5766190759595693,0.6274360645898139,3.6378700423015644,0.4641023400963064
315,0.5776017797462252,0.627431267429819,3.615800928419161,0.4647570800659504
316,0.5775811240220337,0.6273238202409127,3.966947187170118,0.46474095589164904
317,0.5722960694481463,0.627192940686311,2.9962128113348476,0.4629872998166146
318,0.5712079095045216,0.6270925627478647,3.835350335294133,0.46078774062020134
319,0.5710562413303364,0.6271112564881254,3.425022882687466,0.45820123090228615
320,0.5710642230836676,0.6271521075541273,4.145463769090747,0.45947517714939734
321,0.5714562813865299,0.6269619984567566,3.710578932771091,0.4535834603993263
322,0.571477423507438,0.6269743390835851,2.9954894334805986,0.45222486145743857
323,0.570969170455761,0.6270890167695189,3.8196736650106495,0.4530455668080845
324,0.570982391119456,0.6271329984313532,3.3684412533058916,0.4516342057214053
325,0.5709206970070306,0.6271406372585796,3.656335340512443,0.4523073783083732
326,0.5717943741712851,0.6271009828115777,3.2573081787836857,0.45103993407538595
327,0.5728805586297199,0.6272323945313237,3.0811466741993128,0.4539568974562746
328,0.5723439739844343,0.6273038361018216,4.119737461497058,0.45427194298370177
329,0.5726915780507393,0.6273381750246195,3.843289637173032,0.45287761958340617
330,0.5738185079942267,0.6273137845620149,3.63534249403781,0.4516174178666015
331,0.57400708270517,0.6272813133305991,3.29035536680813,0.4527009809337551
332,0.5739841890851414,0.6272257993034819,3.3892220252786993,0.45236791965163337
333,0.5759110127321336,0.6272945832009167,3.7278279229428044,0.4539327856580135
334,0.5760417802793618,0.6272505476860768,3.523218346882902,0.452236899455665
335,0.5761105154788144,0.6273283045887232,4.227114604217362,0.4518280851351171
336,0.5760586779324545,0.6273005948535307,3.6394097661100147,0.45313181189609875
337,0.5772696039889964,0.62730889628054,3.3931321289259104,0.4497100595405198
338,0.5775410759317001,0.6272355341802409,3.534958000939548,0.4514827736988082
339,0.5764879569910877,0.6272527339686155,3.4634456047002287,0.4487596705898237
340,0.5774014293527502,0.6267378694228235,3.7253163997236833,0.45182699431802253
341,0.5729585787122751,0.6277310970577424,3.9273345803571083,0.45208604571048483
342,0.5732847549564346,0.6268053792275654,3.769560970501304,0.4497945030944104
343,0.5727490190081427,0.6268886202218903,3.811588055377256,0.44750588782956785
344,0.5727204298726657,0.6269377159668234,3.7395289294170646,0.4454095058421833
345,0.5723419768090525,0.6269623144897014,4.039457247461047,0.44381398176526304
346,0.5719250375943885,0.6270054429992129,2.895534315239794,0.44331173655353123
347,0.5728577895439753,0.6270496003034998,2.673179423974341,0.44520043151711375
348,0.5728736159272371,0.6270537001182255,3.5612170250108592,0.44524576286610806
349,0.5697799403511634,0.6270363926172399,3.5502865108924695,0.4450623908157307
350,0.5698338167272504,0.626993749916785,3.947714547162419,0.4424427516177694
351,0.5699076998825559,0.6270321010649902,4.330346728465296,0.4434806546519174
352,0.5699111849337518,0.6269740829615161,3.9405281727785493,0.4418674642256972
353,0.5680428937180049,0.6269753715048549,4.014739361495268,0.44152947222456096
354,0.568216740681096,0.6269805821919965,3.5674943379277684,0.4395735630671845
355,0.568222404057888,0.6270225036079309,4.7471493624288055,0.4381529989004863
356,0.5668906411409405,0.6270181384566038,3.8902413642126654,0.4396865072788712
357,0.5667100449020686,0.6270569738111154,3.5807398037985947,0.44021821285445706
358,0.5667511045983016,0.6270970887710681,4.159486492570306,0.4408098354031836
359,0.5654500136695582,0.6270946496482259,4.366123588714941,0.44297291684688184
360,0.5713445846948471,0.6270540352699632,4.691327180426064,0.44392329077927506
361,0.5713816808136143,0.6270049618550819,3.1610460808996335,0.4447928630681625
362,0.5718118884343675,0.6270227916973454,4.030564584003894,0.4425785916569838
363,0.570207814461295,0.6270440166962226,4.0818019392301,0.4440745304070461
364,0.5702362790563662,0.6270297366418452,4.115947573251049,0.44391642805669707
365,0.5702005946454527,0.6269298694299879,4.268687292881163,0.4427261804993983
366,0.5695565736143449,0.6268910530583434,3.526860073568334,0.44322382269190486
367,0.568341612523303,0.6267566989640267,2.651384597359196,0.44204358364570295
368,0.5689420115848811,0.6268272282625005,4.748456239797882,0.44349511450206014
369,0.5677001654070539,0.6268215660892326,3.8084836594272735,0.4408863339001369
370,0.5675223537905596,0.6268851139748012,3.6398474062870507,0.44248053455923486
371,0.5664997511866854,0.6267928565252066,4.135399070068424,0.4429081767339739
372,0.5663952967205496,0.6268259884354426,4.300456337357861,0.4432933600893687
