Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit,PHEMultiArmedBandit,thompson check
0,0.45109326888125,0.5758012598024548,0.5758012598024548,0.5758012598024548,0.5120865940727235
1,1.0808325453457441,1.113282708164739,1.113282708164739,1.113282708164739,1.1062785740948313
2,1.5627556219251875,1.3441094572534502,1.3441094572534502,1.3441094572534502,1.6549431135354653
3,1.9115257800841725,1.7604571417321524,1.7604571417321524,1.7604571417321524,2.1344764610753875
4,2.35855762254413,2.369737512960938,2.369737512960938,2.369737512960938,2.6673703133495006
5,2.7748842410374217,2.937521915350881,2.937521915350881,2.937521915350881,3.0128780703627305
6,3.224002185567925,3.348646876081154,3.348646876081154,3.348646876081154,3.3525961763989387
7,3.651612491428935,3.9402028622269,3.9402028622269,3.9402028622269,3.8319204136695633
8,3.9358640381998646,4.469577624927082,4.469577624927082,4.469577624927082,4.2810444070563465
9,4.249383646505537,5.047233985425986,5.047233985425986,5.047233985425986,4.747029323502193
10,4.66261530988874,5.076604721258496,5.274954992530799,5.192927515150728,5.224876072020857
11,5.0968230967123045,5.114450420422748,5.678170671994215,5.492107137327126,5.829152534292892
12,5.382150183118151,5.188006776222305,6.0813130026504085,5.671260450126955,6.406858946909655
13,5.625575431011552,5.2036901645511024,6.482548603792931,5.848829180709762,6.882502019131898
14,5.795333287193911,5.266626397521188,6.796401227217153,6.236264037626065,7.338264051133663
15,6.003541704093549,5.301675296143975,6.99105183327701,6.5837315742852995,7.721271278932013
16,6.223730461701443,5.4172525433425145,7.402838614906075,6.733615185885259,8.232656861228465
17,6.766279588284901,5.497460988597592,7.862799169603339,7.013811048911046,8.719058331303723
18,6.946660653918725,5.555060986159709,8.30417437946797,7.32854329662441,9.399932088754591
19,7.219842439702876,5.682297825792309,8.812184953319989,7.562113329630489,9.827927179532434
20,7.556414073045578,5.7784456220734715,9.161560614964582,7.685363914131379,10.344363177710031
21,7.85953457960076,5.809352777898469,9.613544993377559,7.928381746311871,10.744648570310549
22,8.10631597380799,5.8413709363676976,9.824101000979077,8.013507853834303,11.203835825928554
23,8.392964089963185,5.854988907533446,10.24047645060996,8.07675694157017,11.62108043011343
24,8.585069741209471,5.883646650164296,10.750332453973996,8.14430175497387,11.843710982004618
25,8.76523957329773,5.91304505390864,11.029272688178905,8.156367509841669,12.259515524894812
26,8.90985045088579,5.98926055896887,11.22228037866306,8.273653631603517,12.7184336278236
27,9.213083791542578,6.076665699285791,11.527359653819612,8.390667679659362,13.11922308988782
28,9.527024431437594,6.147922612627369,11.82430701084523,8.507917699957751,13.426602786137078
29,9.736458287024696,6.163578333044333,11.964878267245956,8.6182861552966,13.771554290060005
30,9.907752429245093,6.198920892822606,12.219392676286887,8.645771809462188,14.145003256020209
31,10.067035811681498,6.275738936347849,12.491364386965694,8.67749557746343,14.484933217097517
32,10.23172843701755,6.38863816467771,12.78624151872993,8.773853848375865,14.858410499906658
33,10.455753299893171,6.466221780597989,13.05421318018075,8.913018841147885,15.139966301219578
34,10.803049951049287,6.487638566568016,13.250361655487378,8.956208386668843,15.628988097835304
