Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit,ThompsonSamplingMultiArmedBandit
0,0.5258612147299917,0.4143084062487702,0.4109446362212599,0.19739302640354878,0.4143084062487702,0.527430454993263
1,0.664485628852835,0.9774397440785894,0.606996613578157,0.5568956543356874,0.9774397440785894,0.992872108114471
2,0.9643672886382582,0.9774397440785894,0.721423360041504,0.9019141437097943,0.9774397440785894,1.427471956410644
3,1.1802558838047914,0.9774397440785894,0.8358501065048509,1.0811724509599752,0.9774397440785894,1.8060685577796947
4,1.7635446617688373,0.9774397440785894,0.950276852968198,1.3493551392951528,1.132500383669274,1.9821066754385264
5,2.094943396429386,0.9774397440785894,1.0647035994315448,1.8735654046970667,1.2141256145628243,2.1825858298159067
6,2.499871358342709,0.9774397440785894,1.1791303458948916,2.3464988427903815,1.292530655865025,2.5827223508753834
7,2.858378049972677,0.9774397440785894,1.2935570923582387,2.742419237956338,1.3901637322216556,2.6807838072367747
8,3.2541134341929245,0.9774397440785894,1.4079838388215855,2.7830531310836757,1.7039287728038723,2.6807838072367747
9,3.4722262826486365,0.9774397440785894,1.5224105852849323,3.082934790869099,1.7039287728038723,2.7382113704708284
10,3.5506313239508374,0.9774397440785894,1.6368373317482792,3.082934790869099,1.9734525101857012,2.8358444468274593
11,3.6076305071801302,0.9774397440785894,1.751264078211626,3.223328634043355,2.248564541870707,2.8928436300567526
12,3.859540807507809,0.9774397440785894,1.865690824674973,3.3608121879076878,2.3676034763002454,2.949842813286046
13,4.196507579447351,0.9774397440785894,1.9801175711383199,3.838172803021485,2.425031039534299,2.949842813286046
14,4.196507579447351,0.9774397440785894,2.0945443176016667,4.298701431889606,2.425031039534299,2.949842813286046
15,4.801914695738054,0.9774397440785894,2.2089710640650138,4.42783132609718,2.425031039534299,2.949842813286046
16,5.075885867164548,0.9774397440785894,2.3233978105283604,4.702943357782185,2.425031039534299,2.9904767064133835
17,5.3537632642031365,0.9774397440785894,2.4378245569917074,4.8787964644953075,2.6010691571931313,3.1602404937482946
18,5.575782338270942,0.9774397440785894,2.552251303455054,4.960421695388858,2.658496720427185,3.1602404937482946
19,5.6327815215002355,0.9774397440785894,2.666678049918401,4.960421695388858,2.658496720427185,3.2008743868756326
20,5.761911415707809,0.9774397440785894,2.781104796381748,5.273758355966312,2.658496720427185,3.2008743868756326
21,5.89839903326997,0.9774397440785894,2.8955315428450947,5.411241909830645,2.858975874804565,3.2008743868756326
22,6.092314214066186,0.9774397440785894,3.009958289308442,5.597370987267511,2.915975058033858,3.2008743868756326
23,6.410825504232112,0.9774397440785894,3.1243850357717884,5.597370987267511,2.956608951161196,3.2792794281778335
24,6.410825504232112,0.9774397440785894,3.2388117822351354,5.597370987267511,2.956608951161196,3.415767045739995
25,6.591853240533706,0.9774397440785894,3.296239345469189,5.876255182947092,2.956608951161196,3.415767045739995
26,6.846111388549029,0.9774397440785894,3.353666908703243,6.343532796342086,3.01403651439525,3.415767045739995
27,7.032668845990658,0.9774397440785894,3.4110944719372966,6.523219483597027,3.2001655918321164,3.415767045739995
28,7.505602284083973,0.9774397440785894,3.4685220351713504,6.523219483597027,3.2001655918321164,3.415767045739995
29,7.920974097325716,0.9774397440785894,3.525949598405404,6.7097769410386565,3.400829757155205,3.415767045739995
30,8.05959851144856,0.9774397440785894,3.583377161639458,6.846264558600818,3.400829757155205,3.415767045739995
31,8.05959851144856,0.9774397440785894,3.6408047248735116,6.903263741830111,3.5383133110195373,3.415767045739995
32,8.256991537852107,0.9774397440785894,3.6982322881075653,7.081381188821782,3.5383133110195373,3.4564009388673327
