Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.2086708916294973,0.5410867219904157
1,0.693129743912088,0.5410867219904157
2,1.0371867854122467,0.8128552158743982
3,1.3089552792962291,1.3589432964742605
4,1.5176261709257264,1.5110396229522665
5,1.9291331630584996,2.121970094254237
6,2.137804054687997,2.748724481925433
7,2.5413849433574183,3.0927815234255918
8,2.7500558349869157,3.785066852319067
9,2.9587267266164132,4.144039350274149
10,3.443185578899004,4.338216254542653
11,3.443185578899004,4.738455534601029
12,3.84342485895738,5.22291438688362
13,4.034851519557182,5.431585278513117
14,4.034851519557182,5.623011939112919
15,4.488349432507322,6.142035308928373
16,4.697020324136819,6.68337831146633
17,4.697020324136819,7.017634114762387
18,5.0972596041951945,7.471132027712528
19,5.6433476847950566,7.87471291638195
20,6.05485467692783,8.600569493822814
21,6.05485467692783,8.755737675473686
22,6.210022858578703,9.16724466760646
23,6.210022858578703,9.508122301977602
24,6.210022858578703,10.108931914226826
25,6.621529850711476,10.443187717522884
26,6.621529850711476,11.135473046416358
27,6.621529850711476,11.49444554437144
28,6.621529850711476,11.89802643304086
