Time(Iteration),EpsilonGreedyMultiArmedBandit,UpperConfidenceBoundMultiArmedBandit
0,0.5288156272719102,0.22156632321979045
1,0.7589183389173797,0.4516690348652599
2,0.9890210505628492,0.8913583767302924
3,1.2105873737826396,1.1622332201823986
4,1.43215369700243,2.0127220363550995
5,1.6472732139043715,2.202718738235815
6,1.868839537124162,2.345142170437562
7,2.0904058603439526,2.547979187792578
8,2.3119721835637432,3.0767948150644884
9,2.5335385067835334,3.6418052066189786
10,2.80441335023564,3.9108107561452012
11,3.3970416471092117,4.349166809821206
12,3.465988290692938,4.594124865361683
13,3.5349349342766643,4.666214660690739
14,3.6038815778603905,4.919855717791874
15,3.672828221444117,5.274827920474272
16,3.902930933089586,5.489947437376213
17,3.9718775766733123,5.908860763490541
18,4.040824220257038,6.561767947966458
19,4.2559437371589794,7.154396244840029
20,4.486046448804449,7.223342888423756
21,4.554993092388175,7.223342888423756
22,4.623939735971901,7.370083407185194
23,4.845506059191692,7.830590480511671
24,5.0853664591691325,8.070450880489112
25,5.154313102752859,8.599266507761023
26,5.223259746336585,9.164276899315514
27,5.292206389920311,9.817184083791432
28,5.361153033504038,10.277691157117909
