Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit
0,1.599929756789326,1.308072328999966,1.277596847744437
1,2.459535636525644,1.995936317102323,1.7872362359591638
2,3.396138542220208,2.0200296286134627,2.037122316580688
3,4.1721752478379095,2.0338414779135108,2.1358418544999305
4,4.950042265549049,2.0509218222356185,2.208017118060348
5,5.69786871367625,2.089503736339867,2.2937219430722817
6,6.770408414684487,2.113217666437225,2.374690811455377
7,7.513267329897896,2.136430457616262,2.4127391664789286
8,7.640809124100359,2.16014438771362,2.4533778814464173
9,8.043432651407343,2.187398399494748,2.4908074854826734
10,8.681301436553241,2.207675765193037,2.5048817502687872
11,9.27426421543393,2.2124729454052376,2.557268877816003
12,9.658698169932553,2.217270125617438,2.5836214322013054
13,10.142776936617718,2.222067305829638,2.6024909831001066
14,10.707124563944891,2.223360504883542,2.626005081585877
15,11.505725237973934,2.2281576850957423,2.6300873329841705
16,11.945951523604087,2.232954865307943,2.6463075827571805
17,12.475880094033597,2.234248064361847,2.663294757192759
18,12.90496694201959,2.239045244574047,2.6835547649412925
19,13.435990607541957,2.2438424247862474,2.68755988501791
20,13.776841443777595,2.2486396049984476,2.6983726500137015
21,14.143605691133896,2.252644725075065,2.7094917972623302
22,14.707161581833054,2.2566498451516823,2.71228084960672
23,15.704201339829144,2.2606549652282992,2.7331679453343063
24,16.059520746624113,2.2646600853049166,2.7366719264926025
25,16.399975675203166,2.268164066463213,2.7486607672685195
26,16.65578797080509,2.272961246675413,2.7524443646166774
27,17.091273542163734,2.277758426887613,2.7611194126293004
28,17.59579359766716,2.2825556070998134,2.762179294551591
29,17.87317913073691,2.287352787312014,2.7662615459498845
30,18.06991149656643,2.2959578709946915,2.7738477785064743
31,18.51113641836668,2.3010228729935993,2.7738477785064743
32,19.119001022681335,2.305027993070216,2.7751409775603784
33,19.299360039074514,2.319382904060316,2.7920494547586308
34,19.567620189626673,2.320174964195899,2.803172004123988
35,19.84859506040604,2.32067610311422,2.8120680090239274
36,20.061296613294648,2.3254732833264202,2.8179250711584185
37,20.73863370341367,2.3302704635386204,2.825010164796687
38,20.875858697306253,2.334275583615238,2.833648546442694
39,21.248146263840642,2.338280703691855,2.83715252760099
40,21.5459735120156,2.3430778839040554,2.848454637111949
41,22.1212228980138,2.3478750641162556,2.856910563195827
42,22.561071796022176,2.352672244328456,2.8637047356168335
43,22.93926615841587,2.357469424540656,2.893779822121315
44,23.5984944565163,2.3622666047528567,2.9083228973208883
45,23.832625694091874,2.3681236668873473,2.911904009800861
46,24.606948957566527,2.3739807290218384,2.91469306214525
47,25.360759483926557,2.379837791156329,2.919256925225837
48,25.547436018324202,2.38569485329082,2.9309953097395516
49,25.825134153654083,2.3915519154253113,2.9456647372047247
50,26.05859754782992,2.3958479567191904,2.9504908509506675
51,26.13975950453011,2.4006451369313906,2.9555558529495753
52,26.862767906325537,2.401938335985295,2.9789437597738866
53,27.221856684703322,2.403231535039199,2.98706006478254
54,27.49186625132644,2.404524734093103,2.9981788164010506
55,27.671847549164,2.4093219143053033,3.0033445512222183
56,28.063860610600575,2.416908146861893,3.0081417314344185
57,28.33518296175695,2.4217053270740934,3.0183839590230868
58,28.526399233825998,2.4265025072862936,3.0281906882465175
59,28.721990329552124,2.431299687498494,3.0399939366757973
60,29.183900194528512,2.4360968677106944,3.0487407839769376
61,29.63725391079941,2.4373900667645985,3.0487407839769376
62,29.671004263848083,2.4421872469767987,3.056327016533527
63,30.142603673433534,2.446984427188999,3.068130264962807
64,30.276800053056256,2.451781607401199,3.073987327097298
65,30.804368506233192,2.4565787876133998,3.079088429621679
66,31.199910190924687,2.4624358497478904,3.084153431620587
67,31.297486009389985,2.4682929118823815,3.086942483964976
68,31.589251864512427,2.4736488350985515,3.092043586489358
69,31.973518688200414,2.479505897233042,3.120440569321942
70,32.12129434592617,2.4853629593675333,3.1280591375290028
71,32.42298469912981,2.4912200215020244,3.132355178822882
72,32.824688416930094,2.497077083636515,3.1374201808217896
73,33.24364716014582,2.502934145771006,3.15132798478469
74,33.60367459571275,2.508791207905497,3.1589431508750225
75,34.053021431801966,2.514648270039988,3.1751431734204414
76,34.468006973710416,2.520505332174479,3.1751431734204414
77,34.639514454408626,2.5263623943089697,3.1759352335560243
78,34.81712422409774,2.532219456443461,3.1805351971620848
79,35.080316780401326,2.5375753796596308,3.181036336080406
80,35.44142666998253,2.5434324417941214,3.1869941310371566
81,35.86746651326205,2.561980637070312,3.1949489182027135
82,35.965534599712576,2.567837699204803,3.202535150759304
83,36.0434287884806,2.572634879417003,3.2030362896776245
84,36.0434287884806,2.5774320596292037,3.206326480940335
85,36.56209681826023,2.582229239841404,3.208178422998209
86,36.595847171308904,2.587026420053604,3.2109674753425983
87,36.82477823838439,2.5918236002658044,3.217790581297348
88,37.082215040315724,2.5958287203424217,3.2182917202156687
89,37.082215040315724,2.600625900554622,3.2289902619843813
