Time(Iteration),EpsilonGreedyLinearBandit,UpperConfidenceBoundLinearBandit,ThompsonSamplingLinearBandit,HEHEHEHHE
0,0.5287559919178608,0.31775575134839845,0.31775575134839845,0.36503100522377174
1,0.9944108077914476,0.7147053596674963,0.7181102364292417,0.8348501580739848
2,1.3180752760010512,1.1599530405258416,1.0819889083276588,1.1929820352887064
3,1.7149661298543655,1.4662990128611677,1.4763979970033771,1.7979908800012214
4,2.1422939913718024,1.788568521483062,1.8177519884982718,2.139493836889751
5,2.405941751032832,2.1384604334182837,2.211153076334808,2.615972433835224
6,2.6256487082789826,2.6505672979926844,2.736759822642401,2.836641915616521
7,2.8262496876351477,3.0187698190809336,3.251443419347307,3.1291535769610177
8,3.1038066385650884,3.455887070907891,3.6982386887666996,3.492708856018438
9,3.413946488040358,3.8506568733429196,4.070022060287483,3.8263147508383795
10,3.6557532958770635,4.20835210212951,4.44827361933853,4.293698360238133
11,3.934895829141935,4.624021598101037,4.811225645608031,4.684695965640055
12,4.1584139371312165,5.080728654257674,5.0618399489464885,4.971089914726278
13,4.357280289388251,5.5175795842008055,5.447267753208168,5.344840672255065
14,4.471199046091866,5.8635946479503644,5.754899320856328,5.714447858898096
15,4.632606471402694,6.272126426715642,6.239630539560946,6.185167759004394
16,4.969316188826009,6.609371463559209,6.584395419717938,6.506048371527451
17,5.169319809944384,7.046551452559763,6.954226305451911,6.877210573453658
18,5.264176525327821,7.419853619956363,7.314060091312088,7.321652417145016
19,5.485840424585097,7.702523956213615,7.6269791143349766,7.771509144527646
20,5.646530887423942,8.12517647989397,7.922380898553453,8.133886079021515
21,5.887981243883479,8.591840674336833,8.267943354874046,8.555321585435937
22,6.0523435089984,9.033889690836697,8.482996304365866,8.866283097831575
23,6.151613805973627,9.487748191503155,8.76671293993319,9.250892070515658
24,6.292581066355826,9.843097153581642,8.980150699847007,9.652009588745821
25,6.550809862161579,9.86190561291377,9.207367803460741,9.988895918930478
26,6.724981508208783,9.916412622520921,9.311510171356945,10.377254352552049
27,6.907573955017609,9.95095777178489,9.373145205560034,10.76474734995535
28,7.074965495602922,9.977964814495863,9.485890686960138,10.987238075809199
29,7.167425799734696,9.999742242940227,9.588017822612278,11.28598227613842
30,7.376185760372692,10.001699751440203,9.617190159807832,11.626007871752964
31,7.46387088177717,10.021133071553699,9.751778166308979,11.973090527472964
32,7.551794735671642,10.050818020323604,9.808109150737902,12.282506107598369
33,7.7490293142387925,10.059245871879131,9.855400612429642,12.620362988855103
34,7.890955863148278,10.068633226673626,9.886836878522827,12.966847622215075
35,8.102889873856048,10.083023364106193,9.984507383109735,13.311692916474295
36,8.224051957100713,10.113272989269213,10.023969069455898,13.631806679620729
37,8.413421548435915,10.121195097515058,10.129127686042306,13.928837037459584
38,8.50127301181463,10.129404146360917,10.202801840901508,14.216813952724403
39,8.593123636655552,10.13429517081238,10.265943416167413,14.561691583093866
40,8.793565216183765,10.14673084000022,10.311165042790732,14.923673946961648
41,8.962666402131093,10.156833862193231,10.325453551556784,15.26169425139546
42,9.067214771484116,10.163682479531806,10.382090846467154,15.645383589568244
43,9.268864245284082,10.17448148675869,10.404293096084343,16.05320046047202
44,9.292209879273729,10.196466803311,10.44216444443052,16.470822996681814
45,9.48733721086093,10.204011448047378,10.533448381319861,16.841014216988423
46,9.543523090626262,10.231389069320063,10.562158582913355,17.224032801398163
47,9.635195368845165,10.234061915565428,10.607507593041507,17.594848023418166
48,9.817908606166162,10.234061915565428,10.636518798531277,17.826196545422118
49,10.070678917460068,10.235619049030491,10.651634989673742,18.147817133180357
50,10.394858145012885,10.237176182495554,10.661905029139358,18.56691667532675
51,10.566895227737508,10.240805377636464,10.67112065709845,19.030181257392975
52,10.702459529958553,10.242362511101527,10.684796637421922,19.362052440832596
53,10.908964481344508,10.242963295671046,10.730135705976835,19.71088584606251
54,10.977519421081686,10.25994336595512,10.738394985040383,20.02446290621676
55,11.152698790546491,10.291023422930797,10.783000744346268,20.317029363197754
56,11.179378315522538,10.304645396736097,10.888598131875908,20.638486854929663
57,11.309902201494392,10.312790826041995,10.894984997192417,21.009318546550485
58,11.44420394818578,10.320936255347894,10.89950388527387,21.3808236509207
59,11.470883473161827,10.329081684653792,10.951486556385888,21.70909641772628
60,11.627435730197895,10.33722711395969,11.002086484009373,22.05741492351763
61,11.755410800429065,10.361222495143952,11.01466397964518,22.23751216451728
62,11.846482306561587,10.38998317984815,11.050440469417254,22.571616217692053
63,11.963132852996248,10.398128609154048,11.08295450083936,22.988659241360967
64,12.038879258014955,10.407515963948544,11.111416821742438,23.389342390621344
65,12.157341135922639,10.418860911630151,11.135522003887953,23.676727403526485
66,12.374889633924811,10.43020585931176,11.139284191002668,24.020164554645987
67,12.526896165627129,10.439593214106257,11.143803079084119,24.380811958003452
68,12.695470137659575,10.451052630576598,11.189241725459034,24.755090350991644
69,12.754705218329702,10.481242616162024,11.243277565310803,25.017956862458497
70,12.878828156984474,10.486133640613485,11.2464397294618,25.223755568593937
71,12.969101636493352,10.502262438213487,11.259115232111673,25.536240702958033
72,13.13629106250184,10.503619162143943,11.280251264411017,25.898424298277888
73,13.165380475244788,10.52577851686533,11.304369696326926,26.138245280153534
74,13.326486874206799,10.527135240795786,11.320038549246476,26.497689416148138
75,13.355576286949747,10.528491964726243,11.329285266290047,26.813136444590747
76,13.512101189556669,10.529848688656699,11.34514744243474,27.103230045425864
77,13.538780714532715,10.531205412587155,11.350018892717374,27.35284220233285
78,13.646022260934268,10.5428417519849,11.353448439929476,27.689444208749016
79,13.827814765433988,10.5428417519849,11.358234795459174,28.000199396510006
80,13.891925003963578,10.546156068802471,11.36593500838439,28.301199471401965
81,14.06260409278712,10.54947038562004,11.377705456571581,28.646262599066272
82,14.281937169042607,10.580728446386162,11.37939558201045,28.969496269286463
83,14.369622290447083,10.582085170316619,11.382557746161446,29.17579790142367
84,14.421562468148514,10.584999027712138,11.396628701458564,29.494378323475637
85,14.552540130488072,10.605557007962924,11.424801988336736,29.90454658871547
86,14.711366200420409,10.607114141427987,11.441848743945538,30.267044154178006
87,14.832360160312465,10.608048327505918,11.474356736696453,30.486576664903204
88,14.970332626658864,10.616858160921298,11.531480540475533,30.80459789812999
89,15.09488856674561,10.625381053736662,11.543724634602928,31.21997934159461
90,15.221776420808052,10.64670039976464,11.559610309143288,31.485390734092828
91,15.373242139036847,10.651797514677193,11.579040129694498,31.840477206926852
92,15.46976381257032,10.658966691265594,11.587098737248851,32.1800434904585
93,15.550080462729344,10.66163953751096,11.591885008391412,32.470442205160126
94,15.802815646128986,10.680282581596508,11.618103101758551,32.81306798926364
95,15.862050726799115,10.685268500667874,11.62201820314564,33.16496100543511
96,15.955967180621608,10.68965439677552,11.647262561523778,33.484012220824226
97,15.982646705597654,10.697319913671368,11.652048832666338,33.82647990266172
98,16.079744759970996,10.706943023454327,11.660476684221866,34.267933241983584
99,16.223238667807756,10.724518653496787,11.681681694119035,34.546477010457615
100,16.304313213817707,10.754388181441024,11.690703532501956,34.793918722518264
101,16.40936313621888,10.754388181441024,11.700452265495178,35.10063263424277
102,16.487683983092854,10.756345689941,11.730402244689946,35.4494901220708
103,16.561946392021376,10.758303198440975,11.74311647605661,35.72170832566927
104,16.632393455067337,10.764356662249073,11.754030751651134,36.01819384981154
105,16.713741086801598,10.768852992592105,11.75592128662461,36.50550893641093
106,16.84115062159725,10.770209716522562,11.769020088732809,36.69427670230056
